Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,Anthology_ID,Category
Method,-,Findings,RACER: Retrieval-Augmented Contextual Rapid Speculative Decoding,"Zihong Zhang, Zuchao Li, Lefei Zhang, Ping Wang, Hai Zhao",https://aclanthology.org/2026.findings-acl.998/,https://aclanthology.org/2026.findings-acl.998.pdf,2026.findings-acl.998,6_Text_Graph_RAG
Method,-,Findings,FlowRAG: Synergizing Explicit Reasoning via Frequency-Aware Multi-Granularity Graph Flow,"Bihao Zhan, Zongsheng Cao, Jie Zhou, Bo Zhang, Liang He",https://aclanthology.org/2026.findings-acl.1050/,https://aclanthology.org/2026.findings-acl.1050.pdf,2026.findings-acl.1050,6_Text_Graph_RAG
Method,-,Findings,Self-Correcting RAG: Enhancing Faithfulness via MMKP Context Selection and NLI-Guided MCTS,"Shijia Xu, Zhou Wu, Xiaolong Jia, Yu Wang, Kai Liu, April Xiaowen Dong",https://aclanthology.org/2026.findings-acl.1052/,https://aclanthology.org/2026.findings-acl.1052.pdf,2026.findings-acl.1052,6_Text_Graph_RAG
Method,-,Findings,Knowledge-Infused Multi-Bit Watermarking for RAG Knowledge Bases,"Ke Yang, Shuguang Yuan, Jing Yu, Chi Chen",https://aclanthology.org/2026.findings-acl.1066/,https://aclanthology.org/2026.findings-acl.1066.pdf,2026.findings-acl.1066,6_Text_Graph_RAG
Method,-,Findings,AED-RAG: Continuous Multi-Granular Context Fusion for Retrieval-Augmented Generation via Adaptive Ensemble Decoding,"Junzhe Zhou, Fulin Lin, Tairan Cheng, Shaowen Chen, Hongwei Wang",https://aclanthology.org/2026.findings-acl.1148/,https://aclanthology.org/2026.findings-acl.1148.pdf,2026.findings-acl.1148,6_Text_Graph_RAG
Method,-,Findings,EHRAG: Bridging Semantic Gaps in Lightweight GraphRAG via Hybrid Hypergraph Construction and Retrieval,"Yifan Song, Xingjian Tao, Zhicheng Yang, Yihong Luo, Jing Tang",https://aclanthology.org/2026.findings-acl.1233/,https://aclanthology.org/2026.findings-acl.1233.pdf,2026.findings-acl.1233,6_Text_Graph_RAG
Method,-,Findings,Beyond Chunks and Graphs: Retrieval-Augmented Generation through Triplet-Driven Thinking,"Shengbo Gong, Xianfeng Tang, Qi He, Carl Yang, Wei Jin",https://aclanthology.org/2026.findings-acl.1310/,https://aclanthology.org/2026.findings-acl.1310.pdf,2026.findings-acl.1310,6_Text_Graph_RAG
Method,-,Findings,Enhancing Multilingual RAG Systems with Debiased Language Preference-Guided Query Fusion,"Jeonghyun Park, Byeongjeong Kim, Seojin Hwang, Hwanhee Lee",https://aclanthology.org/2026.findings-acl.1353/,https://aclanthology.org/2026.findings-acl.1353.pdf,2026.findings-acl.1353,6_Text_Graph_RAG
Method,-,Findings,CORAL: Adaptive Retrieval Loop for Culturally-Aligned Multilingual RAG,"Nayeon Lee, Jiwoo Song, Byeongcheol Kang",https://aclanthology.org/2026.findings-acl.1356/,https://aclanthology.org/2026.findings-acl.1356.pdf,2026.findings-acl.1356,6_Text_Graph_RAG
Method,-,Findings,Fair RAG: End-to-End Fairness Across Retrieval and Generation,"Farsheed Haque, Zhe Fu, Ramit Aditya, Depeng Xu, Xi Niu",https://aclanthology.org/2026.findings-acl.1358/,https://aclanthology.org/2026.findings-acl.1358.pdf,2026.findings-acl.1358,6_Text_Graph_RAG
Method,-,Findings,Dynamic Graph Navigation via Triplet Chains for Structure-Aware Retrieval-Augmented Generation,"Feng Zhao, Yufei Wu, Xianggan Liu, Ruilin Zhao",https://aclanthology.org/2026.findings-acl.1360/,https://aclanthology.org/2026.findings-acl.1360.pdf,2026.findings-acl.1360,6_Text_Graph_RAG
Method,-,Findings,CODEPROMPTZIP: Code-specific Prompt Compression for Retrieval-Augmented Generation in Coding Tasks with LMs,"Pengfei He, Shaowei Wang, Tse-Hsun Chen",https://aclanthology.org/2026.findings-acl.1384/,https://aclanthology.org/2026.findings-acl.1384.pdf,2026.findings-acl.1384,6_Text_Graph_RAG
Method,-,Findings,Detecting Hallucinations in Retrieval-Augmented Generation via Semantic-level Internal Reasoning Graph,"Jianpeng Hu, Yanzeng Li, Jialun Zhong, Lei Zou, Wenfa Qi",https://aclanthology.org/2026.findings-acl.1385/,https://aclanthology.org/2026.findings-acl.1385.pdf,2026.findings-acl.1385,6_Text_Graph_RAG
Method,-,Findings,AutoSearch: Adaptive Search Depth for Efficient Agentic RAG via Reinforcement Learning,"Jingbo Sun, Wenyue Chong, Songjun Tu, Qichao Zhang, Yaocheng Zhang, Jiajun Chai, Xiaohan Wang, Wei Lin, Guojun Yin, Dongbin Zhao",https://aclanthology.org/2026.findings-acl.1399/,https://aclanthology.org/2026.findings-acl.1399.pdf,2026.findings-acl.1399,6_Text_Graph_RAG
Method,-,Findings,Feedback Adaptation for Retrieval-Augmented Generation,"Jihwan Bang, Seunghan Yang, Kyuhong Shim, Simyung Chang, Juntae Lee, Sungha Choi",https://aclanthology.org/2026.findings-acl.1419/,https://aclanthology.org/2026.findings-acl.1419.pdf,2026.findings-acl.1419,6_Text_Graph_RAG
Method,-,Findings,Evidence-Aligned Entity Verification for Hallucination Detection in Retrieval-Augmented Generation,"Runsong Jia, Zhen Fang, Mengjia Wu, Jie Lu, Yi Zhang",https://aclanthology.org/2026.findings-acl.1477/,https://aclanthology.org/2026.findings-acl.1477.pdf,2026.findings-acl.1477,6_Text_Graph_RAG
Method,-,Findings,Beyond Black-Box Interventions: Latent Probing for Faithful Retrieval-Augmented Generation,"Linfeng Gao, Qinggang Zhang, Baolong Bi, Bo Zeng, Zheng Yuan, Zerui Chen, Zhimin Wei, Shenghua Liu, Linlong Xu, Longyue Wang, Weihua Luo, Jinsong Su",https://aclanthology.org/2026.findings-acl.1499/,https://aclanthology.org/2026.findings-acl.1499.pdf,2026.findings-acl.1499,6_Text_Graph_RAG
Method,-,Findings,RouteRAG: Efficient Retrieval-Augmented Generation from Text and Graph via Reinforcement Learning,"Yucan Guo, Miao Su, Saiping Guan, Zihao Sun, Xiaolong Jin, Jiafeng Guo, Xueqi Cheng",https://aclanthology.org/2026.findings-acl.1502/,https://aclanthology.org/2026.findings-acl.1502.pdf,2026.findings-acl.1502,6_Text_Graph_RAG
Method,-,Findings,Relevance to Utility: Process-Supervised Rewrite for RAG,"Jaeyoung Kim, Jongho Kim, Seung-won Hwang, Seoho Song, Young-In Song",https://aclanthology.org/2026.findings-acl.1513/,https://aclanthology.org/2026.findings-acl.1513.pdf,2026.findings-acl.1513,6_Text_Graph_RAG
Method,-,Findings,NeuRAG: End-to-End Neural Knowledge Augmentation via Hyper-Neurons,"Liwei Zheng, Xuemin Liu, Jie Liu",https://aclanthology.org/2026.findings-acl.1516/,https://aclanthology.org/2026.findings-acl.1516.pdf,2026.findings-acl.1516,6_Text_Graph_RAG
Method,-,Findings,Structured Dialogue Refinement: Building Retrieval-Augmented Question Answering on Goal-Oriented Dialogues,"Bin Wu, Sawan Kumar, Prasetya Ajie Utama, Mohamed Yahya",https://aclanthology.org/2026.findings-acl.1571/,https://aclanthology.org/2026.findings-acl.1571.pdf,2026.findings-acl.1571,6_Text_Graph_RAG
Method,-,Findings,Parallel Context-of-Experts Decoding for Retrieval Augmented Generation,"Giulio Corallo, Paolo Papotti",https://aclanthology.org/2026.findings-acl.1635/,https://aclanthology.org/2026.findings-acl.1635.pdf,2026.findings-acl.1635,6_Text_Graph_RAG
Method,-,Findings,ZoomRAG: Hierarchical Random-walk Zooming across Multi-scale Information Graphs for Fast and Accurate RAG,"Xianming Hu, Jingyang Chen, Bin Tang, Yihe Liu, Yihong Huang, Hongbo Zhao, Nuoyi Chen, Jie Zhang, Ping Li, Kai Zhang",https://aclanthology.org/2026.findings-acl.1643/,https://aclanthology.org/2026.findings-acl.1643.pdf,2026.findings-acl.1643,6_Text_Graph_RAG
Method,-,Findings,TopoRAG: Graph-based RAG via Topology-aware Approximate Nearest Neighbor Search,"Tianhao Wu, Siqiang Luo",https://aclanthology.org/2026.findings-acl.1703/,https://aclanthology.org/2026.findings-acl.1703.pdf,2026.findings-acl.1703,6_Text_Graph_RAG
Method,-,Findings,PRA-RAG: Provably Robust Aggregation in Retrieval-Augmented Generation against Retrieval Corruption,"Xue Tan, Yi Zheng, Chang Huo, Yunruo Zhang, Yu Liu, Hao Luan, Zhuyang Yu, Jun Dai, Xiaoyan Sun, Ping Chen",https://aclanthology.org/2026.findings-acl.1794/,https://aclanthology.org/2026.findings-acl.1794.pdf,2026.findings-acl.1794,6_Text_Graph_RAG
Method,-,Findings,ConvX: A Lightweight Converter to Bridge Indexed Dense Representations and Large Language Models for Retrieval-Augmented Generation,"Bonggeun Choi, Keunha Kim, Junho Han, Youngjoong Ko",https://aclanthology.org/2026.findings-acl.1823/,https://aclanthology.org/2026.findings-acl.1823.pdf,2026.findings-acl.1823,6_Text_Graph_RAG
Method,-,Findings,Reasoning with Memory: Adaptive Information Management for Retrieval-Augmented Generation,"Hieu Man, Ro-ee Tal, Abhishek Kumar, Jaejin Cho, Benjamin Hsu",https://aclanthology.org/2026.findings-acl.1834/,https://aclanthology.org/2026.findings-acl.1834.pdf,2026.findings-acl.1834,6_Text_Graph_RAG
Method,-,Findings,SR-RAG: Verifiable Multi-Hop Reasoning via On-the-fly Symbolic Graph Construction,"Zehua Wang, Zhaojin Zhang, Boyu Qiu, Xiaolong Weng, Ying Xiong, Buzhou Tang, Min Zhang",https://aclanthology.org/2026.findings-acl.1922/,https://aclanthology.org/2026.findings-acl.1922.pdf,2026.findings-acl.1922,6_Text_Graph_RAG
Method,-,Findings,PanoramaRAG: Enabling Consistent Global Topic Awareness in Graph-Based RAG,"Ding Deng, Xiang Li, Yaqing Zhang, Meng Li, Xiting Wang",https://aclanthology.org/2026.findings-acl.1998/,https://aclanthology.org/2026.findings-acl.1998.pdf,2026.findings-acl.1998,6_Text_Graph_RAG
Method,-,Findings,Conjecture and Inquiry: Quantifying Software Performance Requirements via Interactive Retrieval-Augmented Preference Elicitation,"Shihai Wang, Tao Chen",https://aclanthology.org/2026.findings-acl.2042/,https://aclanthology.org/2026.findings-acl.2042.pdf,2026.findings-acl.2042,6_Text_Graph_RAG
Method,-,Findings,LLM Program Optimization via Retrieval Augmented Search,"Sagnik Anupam, Alexander Shypula, Osbert Bastani",https://aclanthology.org/2026.findings-acl.2092/,https://aclanthology.org/2026.findings-acl.2092.pdf,2026.findings-acl.2092,6_Text_Graph_RAG
Method,-,Findings,Rethinking Retrieval-Augmented Generation as a Cooperative Decision-Making Problem,"Lichang Song, Ting Long, Yi Chang",https://aclanthology.org/2026.findings-acl.2157/,https://aclanthology.org/2026.findings-acl.2157.pdf,2026.findings-acl.2157,6_Text_Graph_RAG
Method,-,Findings,BubbleRAG: Interactive Cognitive Offloading with Thought Bubble in Retrieval-Augmented Generation,"Fuda Ye, Jiachuan Wang, Yongqi Zhang, Lei Chen, Shuangyin Li",https://aclanthology.org/2026.findings-acl.2163/,https://aclanthology.org/2026.findings-acl.2163.pdf,2026.findings-acl.2163,6_Text_Graph_RAG
