Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,Anthology_ID,Category
Dataset,-,Main - Long,TRACE: Traversal Retrieval-Augmented Chain of Evidence for Document Understanding,"Liqi He, Zuchao Li, Hao Huang, Ping Wang",https://aclanthology.org/2026.acl-long.445/,https://aclanthology.org/2026.acl-long.445.pdf,2026.acl-long.445,1_Core_VDU_DocRAG
Dataset,-,Main - Long,ViDoRe V3: A Comprehensive Evaluation of Retrieval Augmented Generation in Complex Real-World Scenarios,"António Loison, Quentin Macé, Antoine Edy, Victor Xing, Tom Balough, Gabriel de Souza P. Moreira, Bo Liu, Manuel Faysse, Celine Hudelot, Gautier Viaud",https://aclanthology.org/2026.acl-long.755/,https://aclanthology.org/2026.acl-long.755.pdf,2026.acl-long.755,1_Core_VDU_DocRAG
Dataset,-,Main - Long,Chart-MRAG: Benchmarking Multimodal Retrieval Augmented Generation on Chart-based Documents,"Ymyang, Jiang Zhong, Li Jin, Xiao Sun, Jingwang Huang, Gaojinpeng, Qing Liu, Yang Bai, Jingyuan Zhang, Rui Jiang, Qin Lei, Kaiwen Wei",https://aclanthology.org/2026.acl-long.1164/,https://aclanthology.org/2026.acl-long.1164.pdf,2026.acl-long.1164,1_Core_VDU_DocRAG
Dataset,-,Main - Long,SciMDR: Advancing Scientific Multimodal Document Reasoning,"Ziyu Chen, Yilun Zhao, Chengye Wang, Rilyn R. Han, Manasi Patwardhan, Arman Cohan",https://aclanthology.org/2026.acl-long.2070/,https://aclanthology.org/2026.acl-long.2070.pdf,2026.acl-long.2070,1_Core_VDU_DocRAG
Dataset,-,Findings,FinMRAGBench: A Realistic and Complex Benchmark for Multi-Modal RAG in Financial Document Analysis,"Shouqing Yang, Qi Zhang, Yuhang Yang, Ruikang Xu, Yuwei Hou, Zhulin Jia, Lirong Gao, Haobo Wang, Jinglei Chen, Jiexiang Wang, Sheng Guo, Bo Zheng, Gang Chen",https://aclanthology.org/2026.findings-acl.187/,https://aclanthology.org/2026.findings-acl.187.pdf,2026.findings-acl.187,1_Core_VDU_DocRAG
Dataset,-,Findings,PaperScope: A Multi-Modal Multi-Document Benchmark for Agentic Deep Research Across Massive Scientific Papers,"Lei Xiong, Huaying Yuan, Zheng Liu, Zhao Cao, Zhicheng Dou",https://aclanthology.org/2026.findings-acl.394/,https://aclanthology.org/2026.findings-acl.394.pdf,2026.findings-acl.394,1_Core_VDU_DocRAG
Dataset,-,Findings,Doc-PP: Document Policy Preservation Benchmark for Large Vision-Language Models,"Haeun Jang, Hwan Chang, Hwanhee Lee",https://aclanthology.org/2026.findings-acl.832/,https://aclanthology.org/2026.findings-acl.832.pdf,2026.findings-acl.832,1_Core_VDU_DocRAG
Dataset,-,Industry,When Good OCR Is Not Enough: Benchmarking OCR Robustness for Retrieval-Augmented Generation,"Lin Sun, Wangdexian, Jingang Huang, Linglin Zhang, Change Jia, Zhengwei Cheng, Xiangzheng Zhang",https://aclanthology.org/2026.acl-industry.60/,https://aclanthology.org/2026.acl-industry.60.pdf,2026.acl-industry.60,1_Core_VDU_DocRAG
Dataset,-,Findings,StruNRAG: Evaluation of OCR-Induced Structural Noise on RAG Robustness,"Mengna Gao, Dapeng Yin, Shuyue Zhu, Bingxuan Hou, Zhanpeng Ni, Junli Wang",https://aclanthology.org/2026.findings-acl.955/,https://aclanthology.org/2026.findings-acl.955.pdf,2026.findings-acl.955,1_Core_VDU_DocRAG
Dataset,-,Main - Long,UNIKIE-BENCH: Benchmarking Large Multimodal Models for Key Information Extraction in Visual Documents,"Yifan Ji, Zhipeng Xu, Zhenghao Liu, Zulong Chen, Qian Zhang, Zhibo Yang, Junyang Lin, Yu Gu, Ge Yu, Maosong Sun",https://aclanthology.org/2026.acl-long.287/,https://aclanthology.org/2026.acl-long.287.pdf,2026.acl-long.287,1_Core_VDU_DocRAG
Dataset,-,Main - Long,From Recognition to Reasoning: Benchmarking and Enhancing MLLMs on Real-World Receipt Document Understanding,"Yandi Wang, Libin Zhan, Ziwei Huang, Tiancheng Luo, Yuxuan Jiang, Wang Dong, Leilei Gan, Jun Chen",https://aclanthology.org/2026.acl-long.2135/,https://aclanthology.org/2026.acl-long.2135.pdf,2026.acl-long.2135,1_Core_VDU_DocRAG
Dataset,-,Findings,INDOTABVQA: A Benchmark for Cross-Lingual Table Understanding in Bahasa Indonesia Documents,"Somraj Gautam, Anathapindika Dravichi, Gaurav Harit",https://aclanthology.org/2026.findings-acl.1105/,https://aclanthology.org/2026.findings-acl.1105.pdf,2026.findings-acl.1105,1_Core_VDU_DocRAG
Dataset,-,Findings,ShredBench: Evaluating the Semantic Reasoning Capabilities of Multimodal LLMs in Document Reconstruction,"Zichun Guo, Yuling Shi, Wenhao Zeng, Chao Hu, Haotian Lin, Terry Yue Zhuo, Jiawei Chen, Xiaodong Gu, Wenping Ma",https://aclanthology.org/2026.findings-acl.1135/,https://aclanthology.org/2026.findings-acl.1135.pdf,2026.findings-acl.1135,1_Core_VDU_DocRAG
Method,-,Main - Long,Scaling Beyond Context: A Survey of Multimodal Retrieval-Augmented Generation for Document Understanding,"Sensen Gao, Shanshan Zhao, Xu Jiang, Lunhao Duan, Yong Xien Chng, Qing-Guo Chen, Weihua Luo, Kaifu Zhang, Jia-Wang Bian, Mingming Gong",https://aclanthology.org/2026.acl-long.204/,https://aclanthology.org/2026.acl-long.204.pdf,2026.acl-long.204,1_Core_VDU_DocRAG
Method,-,Main - Long,ALDEN: Reinforcement Learning for Active Navigation and Evidence Gathering in Long Documents,"Tianyu Yang, Terry Ruas, Yijun Tian, Jan Philip Wahle, Daniel Kurzawe, Bela Gipp",https://aclanthology.org/2026.acl-long.611/,https://aclanthology.org/2026.acl-long.611.pdf,2026.acl-long.611,1_Core_VDU_DocRAG
Method,-,Main - Long,SlideAgent: Hierarchical Agentic Framework for Multi-Page Visual Document Understanding,"Yiqiao Jin, Rachneet Kaur, Zhen Zeng, Sumitra Ganesh, Srijan Kumar",https://aclanthology.org/2026.acl-long.677/,https://aclanthology.org/2026.acl-long.677.pdf,2026.acl-long.677,1_Core_VDU_DocRAG
Method,-,Main - Long,LAD-RAG: Layout-aware Dynamic RAG for Visually-Rich Document Understanding,"Zhivar Sourati, Zheng Wang, Marianne Menglin Liu, Yazhe Hu, Mengqing Guo, Sujeeth Bharadwaj, Kyu J. Han, Tao Sheng, Sujith Ravi, Morteza Dehghani, Dan Roth",https://aclanthology.org/2026.acl-long.724/,https://aclanthology.org/2026.acl-long.724.pdf,2026.acl-long.724,1_Core_VDU_DocRAG
Method,-,Main - Long,HiKEY: Hierarchical Multimodal Retrieval for Open-Domain Document Question Answering,"Joongmin Shin, Gyuho Shim, Jeongbae Park, Jaehyung Seo, Heuiseok Lim",https://aclanthology.org/2026.acl-long.818/,https://aclanthology.org/2026.acl-long.818.pdf,2026.acl-long.818,1_Core_VDU_DocRAG
Method,-,Main - Long,MAB-DQA: Addressing Query Aspect Importance in Document Question Answering with Multi-Armed Bandits,"Yixin Xiang, Yunshan Ma, Xiaoyu Du, Yibing Chen, Yanxin Zhang, Jinhui Tang",https://aclanthology.org/2026.acl-long.1053/,https://aclanthology.org/2026.acl-long.1053.pdf,2026.acl-long.1053,1_Core_VDU_DocRAG
Method,-,Main - Long,Attention as Selector: Unlocking VLM Attention for Long Document Page Retrieval,"Minfeng Zhu, Linxin Bao, Wei Chen, Linchao Zhu",https://aclanthology.org/2026.acl-long.1117/,https://aclanthology.org/2026.acl-long.1117.pdf,2026.acl-long.1117,1_Core_VDU_DocRAG
Method,-,Main - Long,DocLens: A Tool-Augmented Multi-Agent Framework for Long Visual Document Understanding,"Dawei Zhu, Rui Meng, Jiefeng Chen, Sujian Li, Tomas Pfister, Jinsung Yoon",https://aclanthology.org/2026.acl-long.1234/,https://aclanthology.org/2026.acl-long.1234.pdf,2026.acl-long.1234,1_Core_VDU_DocRAG
Method,-,Main - Long,Flow-Based Page Unique Semantic Mapping Architecture for Document Visual Question Answering,"Haosen Wang, Jing Xiao, Chaochao Du, Xiaowang Zhang, Zhiyong Feng",https://aclanthology.org/2026.acl-long.1679/,https://aclanthology.org/2026.acl-long.1679.pdf,2026.acl-long.1679,1_Core_VDU_DocRAG
Method,-,Main - Long,Doc-V^*: Coarse-to-Fine Interactive Visual Reasoning for Multi-Page Document VQA,"Yuanlei Zheng, Pei Fu, Hang Li, Ziyang Wang, Yuyi Zhang, Wenyu Ruan, Xiaojin Zhang, Zhongyu Wei, Zhenbo Luo, Jian Luan, Wei Chen, Xiang Bai",https://aclanthology.org/2026.acl-long.2129/,https://aclanthology.org/2026.acl-long.2129.pdf,2026.acl-long.2129,1_Core_VDU_DocRAG
Method,-,Industry,MM-BizRAG: Rethinking Multimodal Retrieval-Augmented Generation for General Purpose Enterprise Q&A,"Hanoz Bhathena, Parin Rajesh Jhaveri, Rohan Mittal, Prateek Singh, Aymen Kallala, Rachneet Kaur, Yiqiao Jin, Zhen Zeng, Adwait Ratnaparkhi, Denis Kochedykov",https://aclanthology.org/2026.acl-industry.134/,https://aclanthology.org/2026.acl-industry.134.pdf,2026.acl-industry.134,1_Core_VDU_DocRAG
Method,-,Industry,Agentic Context Strategies for Multi-Format Document Understanding: When Should Language Models Use Tools?,"Mansi Uniyal, Mukul Singh, Ryan Nadel",https://aclanthology.org/2026.acl-industry.133/,https://aclanthology.org/2026.acl-industry.133.pdf,2026.acl-industry.133,1_Core_VDU_DocRAG
Method,-,Findings,Unveiling Inherent Visual Grounding in Multimodal LLMs for Text-Rich Images,"Shijie Zhou, Jihyung Kil, Ming Li, Jiuxiang Gu, Curtis Wigington, Rajiv Jain, Changyou Chen, Ruiyi Zhang",https://aclanthology.org/2026.findings-acl.16/,https://aclanthology.org/2026.findings-acl.16.pdf,2026.findings-acl.16,1_Core_VDU_DocRAG
Method,-,Findings,Hybrid-Vector Retrieval for Visually Rich Documents: Combining Single-Vector Efficiency and Multi-Vector Accuracy,"Juyeon Kim, Geon Lee, Dongwon Choi, Taeuk Kim, Kijung Shin",https://aclanthology.org/2026.findings-acl.54/,https://aclanthology.org/2026.findings-acl.54.pdf,2026.findings-acl.54,1_Core_VDU_DocRAG
Method,-,Findings,MDocRAG-RL: Empowering Multi-Modal Document RAG via Complex Visual Reasoning with Reinforcement Learning,Zhongyu Wang,https://aclanthology.org/2026.findings-acl.420/,https://aclanthology.org/2026.findings-acl.420.pdf,2026.findings-acl.420,1_Core_VDU_DocRAG
Method,-,Findings,"A Survey on MLLM-based Visually Rich Document Understanding: Methods, Challenges, and Emerging Trends","Yihao Ding, Siwen Luo, Yue Dai, Yanbei Jiang, Zechuan Li, Qiang Sun, Geoffrey Martin, Wei Liu, Yifan Peng",https://aclanthology.org/2026.findings-acl.652/,https://aclanthology.org/2026.findings-acl.652.pdf,2026.findings-acl.652,1_Core_VDU_DocRAG
Method,-,Findings,A Picture is Worth a Thousand Words? An Empirical Study of Aggregation Strategies for Visual Financial Document Retrieval,"Ho Hung Lim, Yi Yang",https://aclanthology.org/2026.findings-acl.775/,https://aclanthology.org/2026.findings-acl.775.pdf,2026.findings-acl.775,1_Core_VDU_DocRAG
Method,-,Findings,Sculpting the Vector Space: Towards Efficient Multi-Vector Visual Document Retrieval via Prune-then-Merge Framework,"Yibo Yan, Mingdong Ou, Yi Cao, Xin Zou, Jiahao Huo, Shuliang Liu, James Kwok, Xuming Hu",https://aclanthology.org/2026.findings-acl.1247/,https://aclanthology.org/2026.findings-acl.1247.pdf,2026.findings-acl.1247,1_Core_VDU_DocRAG
Method,-,Findings,MM-Doc-R1: Training Agents for Long Document Visual Question Answering through Multi-turn Reinforcement Learning,"Jiahang Lin, Kai Hu, Binghai Wang, Yuhao Zhou, Zhiheng Xi, Honglin Guo, Shichun Liu, Junzhe Wang, Shihan Dou, Enyu Zhou, Hang Yan, Zhenhua Han, Tao Gui, Qi Zhang, Xuanjing Huang",https://aclanthology.org/2026.findings-acl.1488/,https://aclanthology.org/2026.findings-acl.1488.pdf,2026.findings-acl.1488,1_Core_VDU_DocRAG
Method,-,Findings,Switching Heads and Softening Tokens: Turnkey Solutions to Visually Grounded Document QA,"Ximing Wen, Wenbo Li, Sudipta Paul, Yashas Malur Saidutta, Kalpa Gunaratna, Srinivas Chappidi",https://aclanthology.org/2026.findings-acl.1818/,https://aclanthology.org/2026.findings-acl.1818.pdf,2026.findings-acl.1818,1_Core_VDU_DocRAG
Method,-,Demo,GovScape: A Public Multimodal Search System for 70 Million Pages of Government PDFs,"Ying-Hsiang Huang, Claire Gong, Shreya Shaji, Alison R Yan, Leslie Harka, Albert Du, Anjali Shubha Gopal, Samuel J Klein, Shannon Zejiang Shen, Mark E. Phillips, Trevor Owens, Kyle Deeds, Benjamin Charles Germain Lee",https://aclanthology.org/2026.acl-demo.23/,https://aclanthology.org/2026.acl-demo.23.pdf,2026.acl-demo.23,1_Core_VDU_DocRAG
Dataset,-,Main - Long,Beyond Atomic Characters: Glyph-Aware Sub-character Alignment for Low-Resource Multilingual OCR,"Mengxiao Zhu, Haixu Chen, Jiu Sha, Jie Liu, Ge Shi",https://aclanthology.org/2026.acl-long.1392/,https://aclanthology.org/2026.acl-long.1392.pdf,2026.acl-long.1392,2_DocParsing_OCR_IE
Dataset,-,Main - Long,TexOCR: Advancing Document OCR Models for Compilable Page-to-LaTeX Reconstruction,"Chengye Wang, Lin Fu, Zexi Kuang, Yilun Zhao",https://aclanthology.org/2026.acl-long.1658/,https://aclanthology.org/2026.acl-long.1658.pdf,2026.acl-long.1658,2_DocParsing_OCR_IE
Dataset,-,Findings,Infinity-Parser: Layout-Aware Reinforcement Learning with High-quality Document Parsing Dataset,"Baode Wang, Biao Wu, Weizhen Li, Meng Fang, Zuming Huang, Jun Huang, Yanjie Liang, Haozhe Wang, Ling Chen, Wei Chu, Yuan Qi",https://aclanthology.org/2026.findings-acl.82/,https://aclanthology.org/2026.findings-acl.82.pdf,2026.findings-acl.82,2_DocParsing_OCR_IE
Dataset,-,Findings,Benchmarking Vision-Language Models on Chinese Ancient Documents: From OCR to Knowledge Reasoning,"Haiyang Yu, Yuchuan Wu, Fan Shi, Jinghui Lu, Ke Niu, Xiaodong Ge, Minghan Zhuo, Jingqun Tang, Bin Li",https://aclanthology.org/2026.findings-acl.1438/,https://aclanthology.org/2026.findings-acl.1438.pdf,2026.findings-acl.1438,2_DocParsing_OCR_IE
Dataset,-,Industry,DocSplit: A Comprehensive Benchmark Dataset and Evaluation Approach for Document Packet Recognition and Splitting,"Md Mofijul Islam, Md Sirajus Salekin, Nivedha Balakrishnan, Vincil C. Bishop III, Niharika Jain, Spencer Romo, Bob Strahan, Boyi Xie, Diego A. Socolinsky",https://aclanthology.org/2026.acl-industry.12/,https://aclanthology.org/2026.acl-industry.12.pdf,2026.acl-industry.12,2_DocParsing_OCR_IE
Dataset,-,Main - Long,MT^{3}: A Synergistic Multi-Task RL Framework for Specializing MLLMs in Text Image Machine Translation,"Zhaopeng Feng, Yupu Liang, Shaosheng Cao, Jiayuan Su, Jiahan Ren, Zhijie Zhou, Wenxuan Huang, Jian Wu, Zuozhu Liu",https://aclanthology.org/2026.acl-long.460/,https://aclanthology.org/2026.acl-long.460.pdf,2026.acl-long.460,2_DocParsing_OCR_IE
Method,-,Main - Long,PAR: Training-Free Positional Perturbation and Attention Recycling for Faithful OCR,"Yao Yao, Manwen Liao, Weitian Zhang, Zuchao Li, Hai Zhao",https://aclanthology.org/2026.acl-long.1065/,https://aclanthology.org/2026.acl-long.1065.pdf,2026.acl-long.1065,2_DocParsing_OCR_IE
Method,-,Demo,The olmOCR Project: Building Fully Open OCR using VLMs,"Jake Poznanski, Kyle Lo, Luca Soldaini",https://aclanthology.org/2026.acl-demo.62/,https://aclanthology.org/2026.acl-demo.62.pdf,2026.acl-demo.62,2_DocParsing_OCR_IE
Method,-,Industry,MinerU2.5: A Decoupled Vision-Language Model for Efficient High-Resolution Document Parsing,"Junbo Niu, Zheng Liu, Zhuangcheng Gu, Bin Wang, Linke Ouyang, Zhiyuan Zhao, Tao Chu, Tianyao He, Fan Wu, Qintong Zhang, Zhenjiang Jin, Guang Liang, Rui Zhang, Wenzheng Zhang, Yuan Qu, Zhifei Ren, Yuefeng Sun, Zirui Tang, Boyu Niu, Yuanhong Zheng, Dongsheng Ma, Ziyang Miao, Hejun Dong, Siyi Qian, Junyuan Zhang, Fangdong Wang, Jingzhou Chen, Xiaomeng Zhao, Liqun Wei, Wei Li, Shasha Wang, RuiLiang Xu, Yuanyuan Cao, Lu Chen, Qianqian Wu, Huaiyu Gu, Lindong Lu, Dechen Lin, Shenguanlin, Xuanhe Zhou, Linfeng Zhang, Yuhang Zang, Xiaoyi Dong, Jiaqi Wang, Bo Zhang, Lei Bai, Pei Chu, Weijia Li, Jiang Wu, Lijun Wu, Zhenxiang Li, Guangyu Wang, Zhongying Tu, Chao Xu, Kai Chen, Bowen Zhou, Dahua Lin, Wentao Zhang, Conghui He",https://aclanthology.org/2026.acl-industry.3/,https://aclanthology.org/2026.acl-industry.3.pdf,2026.acl-industry.3,2_DocParsing_OCR_IE
Method,-,Findings,HisDoc-OCR: Restoring Visual Grounding in MLLMs for Chinese Historical Document OCR,"Jiahuan Cao, Yongxin Shi, Zeyu Shan, Zhengyang Lu, Lianwen Jin",https://aclanthology.org/2026.findings-acl.301/,https://aclanthology.org/2026.findings-acl.301.pdf,2026.findings-acl.301,2_DocParsing_OCR_IE
Method,-,Findings,SimpleOCR: Rendering Visual Questions to Teach MLLMs to Read,"Yibo Peng, Peng Xia, Ding Zhong, Kaide Zeng, Siwei Han, Yiyang Zhou, Jiaqi Liu, Ruiyi Zhang, Huaxiu Yao",https://aclanthology.org/2026.findings-acl.519/,https://aclanthology.org/2026.findings-acl.519.pdf,2026.findings-acl.519,2_DocParsing_OCR_IE
Method,-,Main - Long,FocalOrder: Focal Preference Optimization for Reading Order Detection,"Fuyuan Liu, Dianyu Yu, He Ren, Nayu Liu, Xiaomian Kang, Delai Qiu, Fa Zhang, Genpeng Zhen, Shengping Liu, Liang Jiaen, Weihuang, Yining Wang, Junnan Zhu",https://aclanthology.org/2026.acl-long.868/,https://aclanthology.org/2026.acl-long.868.pdf,2026.acl-long.868,2_DocParsing_OCR_IE
Method,-,Demo,BabelDOC: Better Layout-Preserving PDF Translation via Intermediate Representation,"Yang Qi, Xiangyao Ma, Xiao Wang, Hao Wang, Rui Wang",https://aclanthology.org/2026.acl-demo.25/,https://aclanthology.org/2026.acl-demo.25.pdf,2026.acl-demo.25,2_DocParsing_OCR_IE
Method,-,Industry,A Multistage Extraction Pipeline for Long Scanned Financial Documents: An Empirical Study in Industrial KYC Workflows,"Han Yuxuan, Yuanxing Zhang, Yushuo Wang, Yichao Jin",https://aclanthology.org/2026.acl-industry.99/,https://aclanthology.org/2026.acl-industry.99.pdf,2026.acl-industry.99,2_DocParsing_OCR_IE
Method,-,Main - Long,Zero-shot Jianzi Recognition as Structured Visual Information Extraction in Open Compositional Symbolic Systems,"Zehan Li, Fu Zhang, Zhijun Liu, Jingwei Cheng",https://aclanthology.org/2026.acl-long.1356/,https://aclanthology.org/2026.acl-long.1356.pdf,2026.acl-long.1356,2_DocParsing_OCR_IE
Method,-,Demo,pAtChWoRK: Patching the Pieces of Public Procurement Documents,"Lorena Calvo-Bartolomé, Saúl Blanco Fortes, Erick Cedeño, Jerónimo Arenas-García",https://aclanthology.org/2026.acl-demo.55/,https://aclanthology.org/2026.acl-demo.55.pdf,2026.acl-demo.55,2_DocParsing_OCR_IE
Method,-,Demo,A Dynamic Self-Evolving Extraction System,"Moin Aminnaseri, Hannah Kim, Estevam Hruschka",https://aclanthology.org/2026.acl-demo.69/,https://aclanthology.org/2026.acl-demo.69.pdf,2026.acl-demo.69,2_DocParsing_OCR_IE
Method,-,Findings,Leveraging External Knowledge for Historical Document Restoration via Retrieval-Augmented Large Language Models,"Gabeen Kim, Kyeongpil Kang",https://aclanthology.org/2026.findings-acl.2148/,https://aclanthology.org/2026.findings-acl.2148.pdf,2026.findings-acl.2148,2_DocParsing_OCR_IE
Dataset,Chart / diagram,Main - Long,Is this chart lying to me? Automating the detection of misleading visualizations,"Jonathan Tonglet, Jan Zimny, Tinne Tuytelaars, Iryna Gurevych",https://aclanthology.org/2026.acl-long.398/,https://aclanthology.org/2026.acl-long.398.pdf,2026.acl-long.398,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,FinChart-Bench: Benchmarking Financial Chart Comprehension in Vision-Language Models,"Dong Shu, Haoyang Yuan, Yuchen Wang, Yanguang Liu, Huopu Zhang, Mengnan Du",https://aclanthology.org/2026.acl-long.615/,https://aclanthology.org/2026.acl-long.615.pdf,2026.acl-long.615,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,From Charts to Code: A Hierarchical Benchmark for Multimodal Models,"Jiahao Tang, Henry Hengyuan Zhao, Lijian Wu, Zijian Zhang, Yifei Tao, Dongxing Mao, Yang Wan, Jingru Tan, Min Zeng, Min Li, Alex Jinpeng Wang",https://aclanthology.org/2026.acl-long.616/,https://aclanthology.org/2026.acl-long.616.pdf,2026.acl-long.616,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,Aligned Multi-View Scripts for Universal Chart-to-Code Generation,"Zhihan Zhang, Lizi Liao",https://aclanthology.org/2026.acl-long.943/,https://aclanthology.org/2026.acl-long.943.pdf,2026.acl-long.943,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,CharTide: Data-Centric Chart-to-Code Generation via Tri-Perspective Tuning and Inquiry-Driven Evolution,"Xiangxi Zheng, Kuang He, Jiayi Hu, Ping Yu, Rui Yan, Yuan Yao, Peng Hou, Anxiang Zeng, Alex Jinpeng Wang",https://aclanthology.org/2026.acl-long.1145/,https://aclanthology.org/2026.acl-long.1145.pdf,2026.acl-long.1145,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,RealChart2Code: Bridging the Gap in Real-World Chart-to-Code Generation via Multi-Task Evaluation,"Jiajun Zhang, Yuying Li, Zhixun Li, Xingyu Guo, Jingzhuo Wu, Leqi Zheng, Yiran Yang, Jianke Zhang, Qingbin Li, Shannan Yan, Changguo Jia, Junfei Wu, Zilei Wang, Qiang Liu, Liang Wang",https://aclanthology.org/2026.acl-long.1945/,https://aclanthology.org/2026.acl-long.1945.pdf,2026.acl-long.1945,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,POLYCHARTQA: Benchmarking Large Vision-Language Models with Multilingual Chart Question Answering,"Yichen Xu, Liangyu Chen, Liang Zhang, Zihao Yue, Jianzhe Ma, Wenxuan Wang, Qin Jin",https://aclanthology.org/2026.acl-long.2043/,https://aclanthology.org/2026.acl-long.2043.pdf,2026.acl-long.2043,3_Table_Chart_Slide
Dataset,Chart / diagram,Findings,PlotGen-Bench: Evaluating VLMs on Generating Visualization Code from Diverse Plots across Multiple Libraries,"Yi Zhao, Zhen Yang, Shuaiqi Duan, Wenmeng Yu, Zhe Su, Jibing Gong, Jie Tang",https://aclanthology.org/2026.findings-acl.1375/,https://aclanthology.org/2026.findings-acl.1375.pdf,2026.findings-acl.1375,3_Table_Chart_Slide
Dataset,Chart / diagram,Findings,Beyond Single Plots: A Benchmark for Question Answering on Multi-Charts,"Azher Ahmed Efat, Seok Hwan Song, Wallapak Tavanapong",https://aclanthology.org/2026.findings-acl.1764/,https://aclanthology.org/2026.findings-acl.1764.pdf,2026.findings-acl.1764,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,IGenBench: Benchmarking the Reliability of Text-to-Infographic Generation,"Yinghao Tang, Xueding Liu, Boyuan Zhang, Tingfeng Lan, Yupeng Xie, Jiale Lao, Yiyao Wang, Haoxuan Li, Tingting Gao, Bo Pan, Luoxuan Weng, Xiuqi Huang, Minfeng Zhu, Yingchaojie Feng, Yuyu Luo, Wei Chen",https://aclanthology.org/2026.acl-long.1713/,https://aclanthology.org/2026.acl-long.1713.pdf,2026.acl-long.1713,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,Dashboard2Code: Evaluating Multimodal Models on Reconstructing Interactive Dashboards,"Tianhao Niu, Ziyu Han, Qiguang Chen, Shiqi Zhou, Baocai Shan, Hengjie Fang, Qingfu Zhu, Wanxiang Che",https://aclanthology.org/2026.acl-long.1750/,https://aclanthology.org/2026.acl-long.1750.pdf,2026.acl-long.1750,3_Table_Chart_Slide
Dataset,Chart / diagram,Demo,DIAGRAMS : A Review Framework for Reasoning-Level Attribution in Diagram QA,"Anirudh Iyengar Kaniyar Narayana Iyengar, Tampu Ravi Kumar, Manan Suri, Raviteja Bommireddy, Dinesh Manocha, Puneet Mathur, Vivek Gupta",https://aclanthology.org/2026.acl-demo.76/,https://aclanthology.org/2026.acl-demo.76.pdf,2026.acl-demo.76,3_Table_Chart_Slide
Dataset,Chart / diagram,Main - Long,SciFlow-Bench: Evaluating Structure-Aware Scientific Diagram Generation via Inverse Parsing,"Tong Zhang, Honglin Lin, Zhou Liu, Chong Chen, Wentao Zhang",https://aclanthology.org/2026.acl-long.807/,https://aclanthology.org/2026.acl-long.807.pdf,2026.acl-long.807,3_Table_Chart_Slide
Method,Chart / diagram,Main - Long,ChartVerse: Scaling Chart Reasoning via Reliable Programmatic Synthesis from Scratch,"Zheng Liu, Honglin Lin, Xiaoyang Wang, Xin Gao, Yu Li, Mengzhang Cai, Yun Zhu, Zhanping Zhong, Qizhi Pei, Zhuoshi Pan, Xiaoran Shang, Conghui He, Bin Cui, Wentao Zhang, Lijun Wu",https://aclanthology.org/2026.acl-long.344/,https://aclanthology.org/2026.acl-long.344.pdf,2026.acl-long.344,3_Table_Chart_Slide
Method,Chart / diagram,Main - Long,Protecting multimodal large language models against misleading visualizations,"Jonathan Tonglet, Tinne Tuytelaars, Marie-Francine Moens, Iryna Gurevych",https://aclanthology.org/2026.acl-long.377/,https://aclanthology.org/2026.acl-long.377.pdf,2026.acl-long.377,3_Table_Chart_Slide
Method,Chart / diagram,Main - Long,ChartAgent: A Multimodal Agent for Visually Grounded Reasoning in Complex Chart Question Answering,"Rachneet Kaur, Nishan Srishankar, Zhen Zeng, Sumitra Ganesh",https://aclanthology.org/2026.acl-long.843/,https://aclanthology.org/2026.acl-long.843.pdf,2026.acl-long.843,3_Table_Chart_Slide
Method,Chart / diagram,Main - Long,Learning More from Less: Exploiting Counterfactuals for Data-Efficient Chart Understanding,"Jianzhu Bao, Haozhen Zhang, Kuicai Dong, Bozhi Wu, Sarthak Ketanbhai Modi, Zi Pong Lim, Yon Shin Teo, Wenya Wang",https://aclanthology.org/2026.acl-long.1280/,https://aclanthology.org/2026.acl-long.1280.pdf,2026.acl-long.1280,3_Table_Chart_Slide
Method,Chart / diagram,Findings,Assessing Y-Axis Influence: Bias in Multimodal Language Models on Chart-to-Table Translation,"Seok Hwan Song, Azher Ahmed Efat, Wallapak Tavanapong",https://aclanthology.org/2026.findings-acl.1765/,https://aclanthology.org/2026.findings-acl.1765.pdf,2026.findings-acl.1765,3_Table_Chart_Slide
Method,Chart / diagram,Findings,Hierarchical Visual Agent: Managing Contexts in Joint Image-Text Space for Advanced Chart Reasoning,"Qihua Dong, Ruozhen He, Junwen Chen, Yizhou Wang, Xu Ma, Songyao Jiang, Yun Fu",https://aclanthology.org/2026.findings-acl.1914/,https://aclanthology.org/2026.findings-acl.1914.pdf,2026.findings-acl.1914,3_Table_Chart_Slide
