Type,Sub-category,Decision,Title,Authors,Primary_Area,Paper_Link,PDF_Link,Category
Method,-,Accept (Poster),Task-Related Token Compression in Multimodal Large Language Models from an Explainability Perspective,"Lei Lei, Jie Gu, Xiaokang Ma, Chu Tang, Jingmin Chen, Tong Xu",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=YULeQtSyiW,https://openreview.net/pdf?id=YULeQtSyiW,5_VisualToken_Efficiency
Method,-,Accept (Poster),"Prune Redundancy, Preserve Essence: Vision Token Compression in VLMs via Synergistic Importance-Diversity","Zhengyao Fang, Pengyuan Lyu, Chengquan Zhang, Guangming Lu, Jun Yu, Wenjie Pei",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=i36E5Ezm0H,https://openreview.net/pdf?id=i36E5Ezm0H,5_VisualToken_Efficiency
Method,-,Accept (Poster),LearnPruner: Rethinking Attention-based Token Pruning in Vision Language Models,"Rinyoichi Takezoe, Yaqian Li, Zi-Hao Bo, Anzhou Hou, Mo Guang, Kaiwen Long",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=Dxb6gBJHby,https://openreview.net/pdf?id=Dxb6gBJHby,5_VisualToken_Efficiency
Method,-,Accept (Poster),ERGO: Efficient High-Resolution Visual Understanding for Vision-Language Models,"Jewon Lee, Wooksu Shin, Seungmin Yang, Ki-Ung Song, DongUk Lim, Jaeyeon Kim, Tae-Ho Kim, Bo-Kyeong Kim",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=ehKzPoOReW,https://openreview.net/pdf?id=ehKzPoOReW,5_VisualToken_Efficiency
Dataset,-,Accept (Poster),WARC-Bench: Web Archive based Benchmark for GUI Subtask Executions,"Sanjari Srivastava, Gang Li, Cheng Chang, Rishu Garg, Manpreet Kaur, Charlene Lee, Yuezhang Li, Yining Mao, Juan Ignacio Cases Martin, Yanan Xie, Peng Qi",Theory->Reinforcement Learning and Planning,https://openreview.net/forum?id=Hgw56DUFzD,https://openreview.net/pdf?id=Hgw56DUFzD,6_GUI_Screen_adjacent
Dataset,-,Accept (Poster),IWR-Bench: Can LVLMs reconstruct interactive webpage from a user interaction video?,"Yang Chen, Minghao Liu, Yufan Shen, Yunwen Li, Tianyuan Huang, Xinyu Fang, Tianyu Zheng, Wenxuan Huang, Cheng Yang, Licheng Wen, Xuemeng Yang, DAOCHENG FU, Jianbiao Mei, Rong Wu, Song Mao, Qunshu Lin, Zhi Yu, Yongliang Shen, Yu Qiao, Botian Shi",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=1zOp2WPMdZ,https://openreview.net/pdf?id=1zOp2WPMdZ,6_GUI_Screen_adjacent
Method,-,Accept (Poster),M$^2$-Miner: Multi-Agent Enhanced MCTS for Mobile GUI Agent Data Mining,"Rui LYU, Juncheng Mo, Tianyi Chu, Chen Rao, Hongyi Jing, Jiajie Teng, Jiafu Chen, Shiqi Zhang, Liangzi Ding, Shuo Fang, Huaizhong Lin, Ziqiang Dang, Chenguang Ma, Lei Zhao",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=Ms9MMN8STj,https://openreview.net/pdf?id=Ms9MMN8STj,6_GUI_Screen_adjacent
Method,-,Accept (Poster),MobileRL: Online Agentic Reinforcement Learning for Mobile GUI Agents,"Yifan Xu, Xiao Liu, Xinghan Liu, Jiaqi Fu, Jiayu Huang, Hanchen Zhang, Bohao Jing, Shudan Zhang, Yuting Wang, Zhao wenyi, Yuxiao Dong",Reinforcement Learning->Online,https://openreview.net/forum?id=C3F0G9nXhl,https://openreview.net/pdf?id=C3F0G9nXhl,6_GUI_Screen_adjacent
Method,-,Accept (Poster),ViMo: A Generative Visual GUI World Model for App Agents,"Dezhao Luo, Bohan Tang, Kang Li, Georgios Papoudakis, Jifei Song, Shaogang Gong, Jianye Hao, Jun Wang, Kun Shao",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=mWoMyDEfbM,https://openreview.net/pdf?id=mWoMyDEfbM,6_GUI_Screen_adjacent
Method,-,Accept (Poster),GuirlVG: Incentivize GUI Visual Grounding via Empirical Exploration on Reinforcement Learning,"Weitai Kang, Bin Lei, Gaowen Liu, Caiwen Ding, Yan Yan",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=zrH2A1upAo,https://openreview.net/pdf?id=zrH2A1upAo,6_GUI_Screen_adjacent
Method,-,Accept (Poster),GUI-Shift: Enhancing VLM-Based GUI Agents through Self-supervised Reinforcement Learning,"Longxi Gao, Li Zhang, Pengzhi Gao, WEI LIU, Jian Luan, Mengwei Xu","Applications->Language, Speech and Dialog",https://openreview.net/forum?id=NakMHPljT7,https://openreview.net/pdf?id=NakMHPljT7,6_GUI_Screen_adjacent
Method,-,Accept (Poster),UI-Ins: Enhancing GUI Grounding with Multi-Perspective Instruction as Reasoning,"Liangyu Chen, Hanzhang Zhou, chenglin cai, Jianan Zhang, Panrong Tong, Xu Zhang, Quyu Kong, Chen Liu, Yuqi Liu, Wenxuan Wang, Yue Wang, Qin Jin, Steven HOI",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=dsQHm7YX9c,https://openreview.net/pdf?id=dsQHm7YX9c,6_GUI_Screen_adjacent
Method,-,Accept (Poster),GTA1: GUI Test-time Scaling Agent,"Yan Yang, Dongxu Li, Yutong Dai, Yuhao Yang, Ziyang Luo, Zirui Zhao, Zhiyuan Hu, Junzhe Huang, Amrita Saha, Zeyuan Chen, Ran Xu, Liyuan Pan, Caiming Xiong, Junnan Li",,https://openreview.net/forum?id=3VIPmz7iAi,https://openreview.net/pdf?id=3VIPmz7iAi,6_GUI_Screen_adjacent
Method,-,Accept (Poster),OmniActor: A Generalist GUI and Embodied Agent for 2D&3D Worlds,"Longrong Yang, Zhixiong Zeng, Yufeng Zhong, Jing Huang, Liming Zheng, Lei Chen, Haibo Qiu, Zequn Qin, Lin Ma, Xi Li",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=oJAIjUDxkZ,https://openreview.net/pdf?id=oJAIjUDxkZ,6_GUI_Screen_adjacent
Method,-,Accept (Poster),ProRe: A Proactive Reward System for GUI Agents via Reasoner–Actor Collaboration,"Gaole Dai, Shiqi Jiang, Ting Cao, Yuqing Yang, Yuanchun Li, Rui Tan, Mo Li, Lili Qiu",Applications->Robotics,https://openreview.net/forum?id=xtysskccFc,https://openreview.net/pdf?id=xtysskccFc,6_GUI_Screen_adjacent
Method,-,Accept (Poster),LongHorizonUI: A Unified Framework for Robust long-horizon Task Automation of GUI Agent,"Bin Kang, Shaoguo Wen, YIFEI BI, Shunlong Wu, Xinbin Yuan, Rui Shao, Junle Wang, Zhuotao Tian",Computer Vision->Vision Models & Multimodal,https://openreview.net/forum?id=BK7Mk5d4WE,https://openreview.net/pdf?id=BK7Mk5d4WE,6_GUI_Screen_adjacent
