Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,arXiv_Link,Category
Method,Scene text & visual text (adjacent),Findings,Video-R4: Reinforcing Text-Rich Video Reasoning with Visual Rumination,"Yolo Yunlong Tang, Daiki Shimada, Hang Hua, Chao Huang, Jing Bi, Rogerio Feris, Chenliang Xu",https://openaccess.thecvf.com/content/CVPR2026F/html/Tang_Video-R4_Reinforcing_Text-Rich_Video_Reasoning_with_Visual_Rumination_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Tang_Video-R4_Reinforcing_Text-Rich_Video_Reasoning_with_Visual_Rumination_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2511.17490,2_DocAI_Parsing_OCR
Dataset,Table,Main,PIX-TAB: Efficient PIXel-Precise TABle Structure Recognition Approach with Speculative Decoding and Region-Based Image Segmentation,"Viktor Zaytsev, Olena Vynokurova, Pavlo Tytarchuk, Dmytro Kozii, Vitalii Pohribnyi, Olga Radyvonenko, Artem Shcherbina",https://openaccess.thecvf.com/content/CVPR2026/html/Zaytsev_PIX-TAB_Efficient_PIXel-Precise_TABle_Structure_Recognition_Approach_with_Speculative_Decoding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zaytsev_PIX-TAB_Efficient_PIXel-Precise_TABle_Structure_Recognition_Approach_with_Speculative_Decoding_CVPR_2026_paper.pdf,,3_Table_Chart_Poster
Dataset,Table,Findings,InstructTable: Improving Table Structure Recognition Through Instruction,"Boming Chen, Zining Wang, Zhentao Guo, Jianqiang Liu, Chen Duan, Yu Gu, Kai zhou, Pengfei Yan",https://openaccess.thecvf.com/content/CVPR2026F/html/Chen_InstructTable_Improving_Table_Structure_Recognition_Through_Instruction_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Chen_InstructTable_Improving_Table_Structure_Recognition_Through_Instruction_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2604.02880,3_Table_Chart_Poster
Dataset,Table,Main,Twin-T & TwintVQA: A Reliable Structure-Detail Separating VLM and a Comprehensive Benchmark for Chart and Table Tasks,"Jiahua Bao, Siyao Cheng, Jiaxing Du, Qingtao Xia, Changjiang He, Zeming Lang, Jie Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Bao_Twin-T__TwintVQA_A_Reliable_Structure-Detail_Separating_VLM_and_a_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Bao_Twin-T__TwintVQA_A_Reliable_Structure-Detail_Separating_VLM_and_a_CVPR_2026_paper.pdf,,3_Table_Chart_Poster
Dataset,Table,Main,ShowTable: Unlocking Creative Table Visualization with Collaborative Reflection and Refinement,"Zhihang Liu, Xiaoyi Bao, Pandeng Li, Junjie Zhou, Zhaohe Liao, Yefei He, Kaixun Jiang, Chen-Wei Xie, Yun Zheng, Hongtao Xie",https://openaccess.thecvf.com/content/CVPR2026/html/Liu_ShowTable_Unlocking_Creative_Table_Visualization_with_Collaborative_Reflection_and_Refinement_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_ShowTable_Unlocking_Creative_Table_Visualization_with_Collaborative_Reflection_and_Refinement_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.13303,3_Table_Chart_Poster
Method,Table,Main,TDATR: Improving End-to-End Table Recognition via Table Detail-Aware Learning and Cell-Level Visual Alignment,"Chunxia Qin, Chenyu Liu, Pengcheng Xia, Jun Du, Baocai Yin, Bing Yin, Cong Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Qin_TDATR_Improving_End-to-End_Table_Recognition_via_Table_Detail-Aware_Learning_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qin_TDATR_Improving_End-to-End_Table_Recognition_via_Table_Detail-Aware_Learning_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.22819,3_Table_Chart_Poster
Method,Table,Main,TRivia: Self-supervised Fine-tuning of Vision-Language Models for Table Recognition,"Junyuan Zhang, Bin Wang, Qintong Zhang, Fan Wu, Zichen Wen, Jialin Lu, Junjie Shan, Ziqi Zhao, Shuya Yang, Ziling Wang, Ziyang Miao, Huaping Zhong, Yuhang Zang, Xiaoyi Dong, Ka-Ho Chow, Conghui He",https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_TRivia_Self-supervised_Fine-tuning_of_Vision-Language_Models_for_Table_Recognition_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_TRivia_Self-supervised_Fine-tuning_of_Vision-Language_Models_for_Table_Recognition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.01248,3_Table_Chart_Poster
Dataset,Chart,Main,Chart-FR1: Visual Focus-Driven Fine-Grained Reasoning on Dense Charts,"Hongkun Pan, Yuwei Wu, Wanyi Hong, Shenghui Hu, Qitong Yan, Yi Yang, Rufei Han, Changju Zhou, Minfeng Zhu, Dongming Han, Wei Chen",https://openaccess.thecvf.com/content/CVPR2026/html/Pan_Chart-FR1_Visual_Focus-Driven_Fine-Grained_Reasoning_on_Dense_Charts_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Chart-FR1_Visual_Focus-Driven_Fine-Grained_Reasoning_on_Dense_Charts_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.01882,3_Table_Chart_Poster
Dataset,Chart,Main,ChartR: Evaluating Reasoning Accuracy and Robustness in Chart Question Answering,"Xiaojun Chen, Sixiao Luo, Ziqi Liu, Min Yang, Qin Zhang, Liang-Jie Zhang",https://openaccess.thecvf.com/content/CVPR2026/html/Chen_ChartR_Evaluating_Reasoning_Accuracy_and_Robustness_in_Chart_Question_Answering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_ChartR_Evaluating_Reasoning_Accuracy_and_Robustness_in_Chart_Question_Answering_CVPR_2026_paper.pdf,,3_Table_Chart_Poster
Dataset,Chart,Main,"ChartNet: A Million-Scale, High-Quality Multimodal Dataset for Robust Chart Understanding","Jovana Kondic, Pengyuan Li, Dhiraj Joshi, Isaac Sanchez, Ben Wiesel, Shafiq Abedin, Amit Alfassy, Eli Schwartz, Daniel Caraballo, Yagmur Gizem Cinar, Florian Scheidegger, Steven I. Ross, Daniel Karl I. Weidele, Hang Hua, Ekaterina Arutyunova, Roei Herzig, Zihan Wang, Xinyue Yu, Yunfei Zhao, Sicong Jiang, Minghao Liu, Qunshu Lin, Aude Oliva, Rogerio Feris",https://openaccess.thecvf.com/content/CVPR2026/html/Kondic_ChartNet_A_Million-Scale_High-Quality_Multimodal_Dataset_for_Robust_Chart_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kondic_ChartNet_A_Million-Scale_High-Quality_Multimodal_Dataset_for_Robust_Chart_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.27064,3_Table_Chart_Poster
Dataset,Chart,Findings,FinChart-Multimodal: A Dataset for Context-Injected Financial Chart Understanding with Aligned OHLCV Time Series,Devansh Garg,https://openaccess.thecvf.com/content/CVPR2026F/html/Garg_FinChart-Multimodal_A_Dataset_for_Context-Injected_Financial_Chart_Understanding_with_Aligned_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Garg_FinChart-Multimodal_A_Dataset_for_Context-Injected_Financial_Chart_Understanding_with_Aligned_CVPRF_2026_paper.pdf,,3_Table_Chart_Poster
Dataset,Chart,Main,ChArtist: Generating Pictorial Charts with Unified Spatial and Subject Control,"Shishi Xiao, Tongyu Zhou, David H. Laidlaw, Gromit Yeuk-Yin Chan",https://openaccess.thecvf.com/content/CVPR2026/html/Xiao_ChArtist_Generating_Pictorial_Charts_with_Unified_Spatial_and_Subject_Control_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xiao_ChArtist_Generating_Pictorial_Charts_with_Unified_Spatial_and_Subject_Control_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.14209,3_Table_Chart_Poster
Method,Chart,Main,Phrase-Grounding-Aware Supervised Fine-Tuning for Chart Recognition via Side-Masked Attention,Koichiro Ito,https://openaccess.thecvf.com/content/CVPR2026/html/Ito_Phrase-Grounding-Aware_Supervised_Fine-Tuning_for_Chart_Recognition_via_Side-Masked_Attention_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ito_Phrase-Grounding-Aware_Supervised_Fine-Tuning_for_Chart_Recognition_via_Side-Masked_Attention_CVPR_2026_paper.pdf,,3_Table_Chart_Poster
Method,Chart,Main,MM-ReCoder: Advancing Chart-to-Code Generation with Reinforcement Learning and Self-Correction,"Zitian Tang, Xu Zhang, Jianbo Yuan, Yang Zou, Varad Gunjal, Songyao Jiang, Davide Modolo",https://openaccess.thecvf.com/content/CVPR2026/html/Tang_MM-ReCoder_Advancing_Chart-to-Code_Generation_with_Reinforcement_Learning_and_Self-Correction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_MM-ReCoder_Advancing_Chart-to-Code_Generation_with_Reinforcement_Learning_and_Self-Correction_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.01600,3_Table_Chart_Poster
Method,Chart,Main,SketchVL: Policy Optimization via Fine-Grained Credit Assignment for Chart Understanding and More,"Muye Huang, Lingling Zhang, Yifei Li, Yaqiang Wu, Jun Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Huang_SketchVL_Policy_Optimization_via_Fine-Grained_Credit_Assignment_for_Chart_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Huang_SketchVL_Policy_Optimization_via_Fine-Grained_Credit_Assignment_for_Chart_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.05688,3_Table_Chart_Poster
Method,Chart,Findings,ChartAgent: A Chart Understanding Framework with Tool Integrated Reasoning,"Boran Wang, Xinming Wang, Yi Chen, Xiang Li, Jian Xu, Jing Yuan, Cheng-Lin Liu",https://openaccess.thecvf.com/content/CVPR2026F/html/Wang_ChartAgent_A_Chart_Understanding_Framework_with_Tool_Integrated_Reasoning_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Wang_ChartAgent_A_Chart_Understanding_Framework_with_Tool_Integrated_Reasoning_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2512.14040,3_Table_Chart_Poster
Dataset,Poster / scientific media,Findings,SciPostGen: Bridging the Gap between Scientific Papers and Poster Layouts,"Shun Inadumi, Shohei Tanaka, Tosho Hirasawa, Atsushi Hashimoto, Koichiro Yoshino, Yoshitaka Ushiku",https://openaccess.thecvf.com/content/CVPR2026F/html/Inadumi_SciPostGen_Bridging_the_Gap_between_Scientific_Papers_and_Poster_Layouts_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Inadumi_SciPostGen_Bridging_the_Gap_between_Scientific_Papers_and_Poster_Layouts_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2511.22490,3_Table_Chart_Poster
Dataset,Poster / scientific media,Findings,Unifying Scientific Communication: Fine-Grained Correspondence Across Scientific Media,"Megha Mariam K.M, Vineeth N. Balasubramanian, C.V. Jawahar",https://openaccess.thecvf.com/content/CVPR2026F/html/K.M_Unifying_Scientific_Communication_Fine-Grained_Correspondence_Across_Scientific_Media_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/K.M_Unifying_Scientific_Communication_Fine-Grained_Correspondence_Across_Scientific_Media_CVPRF_2026_paper.pdf,,3_Table_Chart_Poster
Dataset,Poster / scientific media,Main,PosterIQ: A Design Perspective Benchmark for Poster Understanding and Generation,"Yuheng Feng, Wen Zhang, Haodong Duan, Xingxing Zou",https://openaccess.thecvf.com/content/CVPR2026/html/Feng_PosterIQ_A_Design_Perspective_Benchmark_for_Poster_Understanding_and_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Feng_PosterIQ_A_Design_Perspective_Benchmark_for_Poster_Understanding_and_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24078,3_Table_Chart_Poster
Dataset,Poster / scientific media,Findings,SciPostLayoutTree: A Dataset for Structural Analysis of Scientific Posters,"Shohei Tanaka, Atsushi Hashimoto, Yoshitaka Ushiku",https://openaccess.thecvf.com/content/CVPR2026F/html/Tanaka_SciPostLayoutTree_A_Dataset_for_Structural_Analysis_of_Scientific_Posters_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Tanaka_SciPostLayoutTree_A_Dataset_for_Structural_Analysis_of_Scientific_Posters_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2511.18329,3_Table_Chart_Poster
Method,Poster / scientific media,Findings,PosterGen: Aesthetic-Aware Multi-Modal Paper-to-Poster Generation Via Multi-Agent LLMs,"Zhilin Zhang, Xiang Zhang, Jiaqi Wei, Yiwei Xu, Chenyu You",https://openaccess.thecvf.com/content/CVPR2026F/html/Zhang_PosterGen_Aesthetic-Aware_Multi-Modal_Paper-to-Poster_Generation_Via_Multi-Agent_LLMs_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Zhang_PosterGen_Aesthetic-Aware_Multi-Modal_Paper-to-Poster_Generation_Via_Multi-Agent_LLMs_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2508.17188,3_Table_Chart_Poster
Dataset,-,Main,M4-RAG: A Massive-Scale Multilingual Multi-Cultural Multimodal RAG,"David Anugraha, Patrick Amadeus Irawan, Anshul Singh, En-Shiun Annie Lee, Genta Indra Winata",https://openaccess.thecvf.com/content/CVPR2026/html/Anugraha_M4-RAG_A_Massive-Scale_Multilingual_Multi-Cultural_Multimodal_RAG_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Anugraha_M4-RAG_A_Massive-Scale_Multilingual_Multi-Cultural_Multimodal_RAG_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.05959,4_Multimodal_RAG
Dataset,-,Main,Spatial Retrieval Augmented Autonomous Driving,"Xiaosong Jia, Chenhe Zhang, Yule Jiang, Songbur Wong, Zhiyuan Zhang, Chen Chen, Shaofeng Zhang, Xuanhe Zhou, Xue Yang, Junchi Yan, Yu-Gang Jiang",https://openaccess.thecvf.com/content/CVPR2026/html/Jia_Spatial_Retrieval_Augmented_Autonomous_Driving_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jia_Spatial_Retrieval_Augmented_Autonomous_Driving_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.06865,4_Multimodal_RAG
Dataset,-,Main,UniRain: Unified Image Deraining with RAG-based Dataset Distillation and Multi-objective Reweighted Optimization,"Qianfeng Yang, Qiyuan Guan, Xiang Chen, Jiyu Jin, Guiyue Jin, Jiangxin Dong",https://openaccess.thecvf.com/content/CVPR2026/html/Yang_UniRain_Unified_Image_Deraining_with_RAG-based_Dataset_Distillation_and_Multi-objective_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_UniRain_Unified_Image_Deraining_with_RAG-based_Dataset_Distillation_and_Multi-objective_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03967,4_Multimodal_RAG
Method,-,Main,RAGTrack: Language-aware RGBT Tracking with Retrieval-Augmented Generation,"Hao Li, Yuhao Wang, Wenning Hao, Pingping Zhang, Dong Wang, Huchuan Lu",https://openaccess.thecvf.com/content/CVPR2026/html/Li_RAGTrack_Language-aware_RGBT_Tracking_with_Retrieval-Augmented_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_RAGTrack_Language-aware_RGBT_Tracking_with_Retrieval-Augmented_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.03617,4_Multimodal_RAG
Method,-,Main,StreamRAG: Enhancing Real-Time Video Understanding with Retrieval Augmentation,"Junlin Xie, Quanlong Zheng, Ruifei Zhang, Kuo Wang, Yanhao Zhang, Jinguo Luo, Haonan Lu, Xiang Wan, Guanbin Li",https://openaccess.thecvf.com/content/CVPR2026/html/Xie_StreamRAG_Enhancing_Real-Time_Video_Understanding_with_Retrieval_Augmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_StreamRAG_Enhancing_Real-Time_Video_Understanding_with_Retrieval_Augmentation_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,R4: Retrieval-Augmented Reasoning for Vision-Language Models in 4D Spatio-Temporal Space,"Tin Stribor Sohn, Maximilian Dillitzer, Jason J. Corso, Eric Sax",https://openaccess.thecvf.com/content/CVPR2026/html/Sohn_R4_Retrieval-Augmented_Reasoning_for_Vision-Language_Models_in_4D_Spatio-Temporal_Space_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sohn_R4_Retrieval-Augmented_Reasoning_for_Vision-Language_Models_in_4D_Spatio-Temporal_Space_CVPR_2026_paper.pdf,https://arxiv.org/abs/2512.15940,4_Multimodal_RAG
Method,-,Main,MR-RAG: Multimodal Relevance-Aware Retrieval-Augmented Generation for Medical Visual Question Answering,"Xuze Li, Haozhao Wang, Zhenyu Huang, Zhongxu Wang, Jinghua Zhang, Ruixuan Li",https://openaccess.thecvf.com/content/CVPR2026/html/Li_MR-RAG_Multimodal_Relevance-Aware_Retrieval-Augmented_Generation_for_Medical_Visual_Question_Answering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MR-RAG_Multimodal_Relevance-Aware_Retrieval-Augmented_Generation_for_Medical_Visual_Question_Answering_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,EvoGraph-R1: Self-Evolving Multimodal Knowledge Hypergraphs for Agentic Retrieval,"Jiashi Lin, Changhong Jiang, Xiangru Lin, Ruifei Zhang, Xinyi Zhu, Jiyao Liu, Cheng Tang, Ye Du, Shujian Gao, Junzhi Ning, Lihao Liu, Ziyan Huang, Tianbin Li, Jin Ye, Junjun He",https://openaccess.thecvf.com/content/CVPR2026/html/Lin_EvoGraph-R1_Self-Evolving_Multimodal_Knowledge_Hypergraphs_for_Agentic_Retrieval_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_EvoGraph-R1_Self-Evolving_Multimodal_Knowledge_Hypergraphs_for_Agentic_Retrieval_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,Red-teaming Retrieval-Augmented Diffusion Models via Poisoning Knowledge Bases,"Xinqi Lyu, Yihao Liu, Dong Wang, Bin Xiao",https://openaccess.thecvf.com/content/CVPR2026/html/Lyu_Red-teaming_Retrieval-Augmented_Diffusion_Models_via_Poisoning_Knowledge_Bases_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lyu_Red-teaming_Retrieval-Augmented_Diffusion_Models_via_Poisoning_Knowledge_Bases_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,RAG-TP: A General Framework for Vehicle Trajectory Prediction via Retrieval-Augmented Generation,"Ziyi Wang, Yang Zhang, Guijian Tang, Chao Zhang, Shibo Zhang, Xueqiong Li, Shaowu Yang",https://openaccess.thecvf.com/content/CVPR2026/html/Wang_RAG-TP_A_General_Framework_for_Vehicle_Trajectory_Prediction_via_Retrieval-Augmented_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_RAG-TP_A_General_Framework_for_Vehicle_Trajectory_Prediction_via_Retrieval-Augmented_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,M^3KG-RAG: Multi-hop Multimodal Knowledge Graph-enhanced Retrieval-Augmented Generation,"Hyeongcheol Park, Jiyoung Seo, Jaewon Mun, Hogun Park, Wonmin Byeon, Sung June Kim, Hyeonsoo Im, JeungSub Lee, Sangpil Kim",https://openaccess.thecvf.com/content/CVPR2026/html/Park_M3KG-RAG_Multi-hop_Multimodal_Knowledge_Graph-enhanced_Retrieval-Augmented_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_M3KG-RAG_Multi-hop_Multimodal_Knowledge_Graph-enhanced_Retrieval-Augmented_Generation_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,R4-CGQA: Retrieval-based Vision Language Models for Computer Graphics Image Quality Assessment,"Zhuangzi Li, Jian Jin, Shilv Cai, Weisi Lin",https://openaccess.thecvf.com/content/CVPR2026/html/Li_R4-CGQA_Retrieval-based_Vision_Language_Models_for_Computer_Graphics_Image_Quality_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_R4-CGQA_Retrieval-based_Vision_Language_Models_for_Computer_Graphics_Image_Quality_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.10578,4_Multimodal_RAG
Method,-,Main,Follow the Saliency: Supervised Saliency for Retrieval-augmented Dense Video Captioning,"Seung hee Choi, MinJu Jeon, Hyunwoo Oh, Jihwan Lee, Dong-Jin Kim",https://openaccess.thecvf.com/content/CVPR2026/html/Choi_Follow_the_Saliency_Supervised_Saliency_for_Retrieval-augmented_Dense_Video_Captioning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_Follow_the_Saliency_Supervised_Saliency_for_Retrieval-augmented_Dense_Video_Captioning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.11460,4_Multimodal_RAG
Method,-,Main,TrajRAG: Retrieving Geometric-Semantic Experience for Zero-Shot Object Navigation,"Yiyao Wang, Sixian Zhang, Keming Zhang, Xinhang Song, Songjie Du, Shuqiang Jiang",https://openaccess.thecvf.com/content/CVPR2026/html/Wang_TrajRAG_Retrieving_Geometric-Semantic_Experience_for_Zero-Shot_Object_Navigation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_TrajRAG_Retrieving_Geometric-Semantic_Experience_for_Zero-Shot_Object_Navigation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.01700,4_Multimodal_RAG
Method,-,Main,RAID: Retrieval-Augmented Anomaly Detection,"Mingxiu Cai, Zhe Zhang, Gaochang Wu, Tianyou Chai, Xiatian Zhu",https://openaccess.thecvf.com/content/CVPR2026/html/Cai_RAID_Retrieval-Augmented_Anomaly_Detection_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cai_RAID_Retrieval-Augmented_Anomaly_Detection_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.19611,4_Multimodal_RAG
Method,-,Main,ReAG: Reasoning-Augmented Generation for Knowledge-based Visual Question Answering,"Alberto Compagnoni, Marco Morini, Sara Sarto, Federico Cocchi, Davide Caffagni, Marcella Cornia, Lorenzo Baraldi, Rita Cucchiara",https://openaccess.thecvf.com/content/CVPR2026/html/Compagnoni_ReAG_Reasoning-Augmented_Generation_for_Knowledge-based_Visual_Question_Answering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Compagnoni_ReAG_Reasoning-Augmented_Generation_for_Knowledge-based_Visual_Question_Answering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.22715,4_Multimodal_RAG
Method,-,Main,CogniVerse: Revolutionizing Multi-Modal Retrieval-Augmented Generation with Cognitive Reflection and Geometric Reasoning,"Xiang Fang, Wanlong Fang, Changshuo Wang",https://openaccess.thecvf.com/content/CVPR2026/html/Fang_CogniVerse_Revolutionizing_Multi-Modal_Retrieval-Augmented_Generation_with_Cognitive_Reflection_and_Geometric_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_CogniVerse_Revolutionizing_Multi-Modal_Retrieval-Augmented_Generation_with_Cognitive_Reflection_and_Geometric_CVPR_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Main,Graph-to-Frame RAG: Visual-Space Knowledge Fusion for Training-Free and Auditable Video Reasoning,"Songyuan Yang, Weijiang Yu, Ziyu Liu, Guijian Tang, Wenjing Yang, Huibin Tan, Nong Xiao",https://openaccess.thecvf.com/content/CVPR2026/html/Yang_Graph-to-Frame_RAG_Visual-Space_Knowledge_Fusion_for_Training-Free_and_Auditable_Video_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_Graph-to-Frame_RAG_Visual-Space_Knowledge_Fusion_for_Training-Free_and_Auditable_Video_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.04372,4_Multimodal_RAG
Method,-,Main,ImageRAGTurbo: Towards One-step Text-to-Image Generation with Retrieval-Augmented Diffusion Models,"Peijie Qiu, Hariharan Ramshankar, Arnau Ramisa, Amit Kumar K C, René Vidal, Vamsi Salaka, Rahul Bhagat",https://openaccess.thecvf.com/content/CVPR2026/html/Qiu_ImageRAGTurbo_Towards_One-step_Text-to-Image_Generation_with_Retrieval-Augmented_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_ImageRAGTurbo_Towards_One-step_Text-to-Image_Generation_with_Retrieval-Augmented_Diffusion_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.12640,4_Multimodal_RAG
Method,-,Findings,Fine-Grained Visual Prompt and Region Self-Distillation for Retrieval-Augmented VQA,"Yujie Wang, Hu Zhang, Jiye Liang, Zhiqiang Wang, Hongye Tan, Ru Li",https://openaccess.thecvf.com/content/CVPR2026F/html/Wang_Fine-Grained_Visual_Prompt_and_Region_Self-Distillation_for_Retrieval-Augmented_VQA_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Wang_Fine-Grained_Visual_Prompt_and_Region_Self-Distillation_for_Retrieval-Augmented_VQA_CVPRF_2026_paper.pdf,,4_Multimodal_RAG
Method,-,Findings,ASTRA: Enhancing Multi-Subject Generation with Retrieval-Augmented Pose Guidance and Disentangled Position Embedding,"Tianze Xia, Zijian Ning, Zonglin Zhao, Mingjia Wang",https://openaccess.thecvf.com/content/CVPR2026F/html/Xia_ASTRA_Enhancing_Multi-Subject_Generation_with_Retrieval-Augmented_Pose_Guidance_and_Disentangled_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Xia_ASTRA_Enhancing_Multi-Subject_Generation_with_Retrieval-Augmented_Pose_Guidance_and_Disentangled_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2604.13938,4_Multimodal_RAG
Method,-,Findings,VRAG-DFD: Verifiable Retrieval-Augmentation for MLLM-based Deepfake Detection,"Hui Han, Shunli Wang, Yandan Zhao, Taiping Yao, Shouhong Ding",https://openaccess.thecvf.com/content/CVPR2026F/html/Han_VRAG-DFD_Verifiable_Retrieval-Augmentation_for_MLLM-based_Deepfake_Detection_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Han_VRAG-DFD_Verifiable_Retrieval-Augmentation_for_MLLM-based_Deepfake_Detection_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2604.13660,4_Multimodal_RAG
Method,-,Findings,Open-Set Spatial Gene Expression Prediction from Histological Images via Retrieval-Augmented Generation,"Chaochen Wu, Meiyun Zuo, Lei Xie",https://openaccess.thecvf.com/content/CVPR2026F/html/Wu_Open-Set_Spatial_Gene_Expression_Prediction_from_Histological_Images_via_Retrieval-Augmented_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Wu_Open-Set_Spatial_Gene_Expression_Prediction_from_Histological_Images_via_Retrieval-Augmented_CVPRF_2026_paper.pdf,,4_Multimodal_RAG
