Type,Sub-category,Track,Title,Authors,Paper_Link,PDF_Link,arXiv_Link,Category
Dataset,-,Main,SEA-Vision: A Multilingual Benchmark for Comprehensive Document and Scene Text Understanding in Southeast Asia,"Pengfei Yue, Xingran Zhao, Juntao Chen, Peng Hou, Wang Longchao, Jianghang Lin, Shengchuan Zhang, Anxiang Zeng, Liujuan Cao",https://openaccess.thecvf.com/content/CVPR2026/html/Yue_SEA-Vision_A_Multilingual_Benchmark_for_Comprehensive_Document_and_Scene_Text_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yue_SEA-Vision_A_Multilingual_Benchmark_for_Comprehensive_Document_and_Scene_Text_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.15409,1_Core_VDU_DocRAG
Dataset,-,Main,M3Grounder: Mask-Based Multi-Span and Multi-Granular Grounding for Document QA,"Venkata Kesav Venna, Sai Madhusudan Gunda, Jyothi Swaroopa Jinka, Hrithik Sagar Rachakonda, Anirudh Srinivasan, Ravi Kiran Sarvadevabhatla",https://openaccess.thecvf.com/content/CVPR2026/html/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.pdf,,1_Core_VDU_DocRAG
Dataset,-,Main,VinQA: Visual Elements Interleaved Long-form Answer Generation for Real-World Multimodal Document QA,"Young Rok Jang, Hyesoo Kong, Kyunghwan An, Jae Sub Huh, Gyeonghun KIM, Stanley Jungkyu Choi",https://openaccess.thecvf.com/content/CVPR2026/html/Jang_VinQA_Visual_Elements_Interleaved_Long-form_Answer_Generation_for_Real-World_Multimodal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jang_VinQA_Visual_Elements_Interleaved_Long-form_Answer_Generation_for_Real-World_Multimodal_CVPR_2026_paper.pdf,,1_Core_VDU_DocRAG
Dataset,-,Main,RobustVisRAG: Causality-Aware Vision-Based Retrieval-Augmented Generation under Visual Degradations,"I-Hsiang Chen, Yu-Wei Liu, Tse-Yu Wu, Yu-Chien Chiang, Jen-Chieh Yang, Wei-Ting Chen",https://openaccess.thecvf.com/content/CVPR2026/html/Chen_RobustVisRAG_Causality-Aware_Vision-Based_Retrieval-Augmented_Generation_under_Visual_Degradations_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_RobustVisRAG_Causality-Aware_Vision-Based_Retrieval-Augmented_Generation_under_Visual_Degradations_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.22013,1_Core_VDU_DocRAG
Dataset,-,Findings,MARS-RL: Enhancing Multi-Agent RAG Systems for Multi-Modal Documents via Strategic Reasoning with Reinforcement Learning,"Zhongyu Wang, Pengbo Liu",https://openaccess.thecvf.com/content/CVPR2026F/html/Wang_MARS-RL_Enhancing_Multi-Agent_RAG_Systems_for_Multi-Modal_Documents_via_Strategic_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Wang_MARS-RL_Enhancing_Multi-Agent_RAG_Systems_for_Multi-Modal_Documents_via_Strategic_CVPRF_2026_paper.pdf,,1_Core_VDU_DocRAG
Dataset,-,Findings,M-DocSum: Do LVLMs Genuinely Comprehend Interleaved Image-Text in Document Summarization?,"Haolong Yan, Kaijun Tan, Yeqing Shen, Xin Huang, Jia Wang, Zheng Ge, Xiangyu Zhang, Si Li, Daxin Jiang",https://openaccess.thecvf.com/content/CVPR2026F/html/Yan_M-DocSum_Do_LVLMs_Genuinely_Comprehend_Interleaved_Image-Text_in_Document_Summarization_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Yan_M-DocSum_Do_LVLMs_Genuinely_Comprehend_Interleaved_Image-Text_in_Document_Summarization_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2503.21839,1_Core_VDU_DocRAG
Method,-,Main,"DocPrune: Efficient Document Question Answering via Background, Question, and Comprehension-aware Token Pruning","Joonmyung Choi, Sanghyeok Lee, Jongha Kim, Sehyung Kim, Dohwan Ko, Jihyung Kil, Hyunwoo J. Kim",https://openaccess.thecvf.com/content/CVPR2026/html/Choi_DocPrune_Efficient_Document_Question_Answering_via_Background_Question_and_Comprehension-aware_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Choi_DocPrune_Efficient_Document_Question_Answering_via_Background_Question_and_Comprehension-aware_CVPR_2026_paper.pdf,,1_Core_VDU_DocRAG
Method,-,Main,DocSeeker: Structured Visual Reasoning with Evidence Grounding for Long Document Understanding,"Hao Yan, Yuliang Liu, Xingchen Liu, Yuyi Zhang, Minghui Liao, Jihao Wu, Wei Chen, Xiang Bai",https://openaccess.thecvf.com/content/CVPR2026/html/Yan_DocSeeker_Structured_Visual_Reasoning_with_Evidence_Grounding_for_Long_Document_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yan_DocSeeker_Structured_Visual_Reasoning_with_Evidence_Grounding_for_Long_Document_CVPR_2026_paper.pdf,https://arxiv.org/abs/2604.12812,1_Core_VDU_DocRAG
Method,-,Main,Visual Document Understanding and Reasoning: A Multi-Agent Collaboration Framework with Agent-Wise Adaptive Test-Time Scaling,"Xinlei Yu, Chengming Xu, Zhangquan Chen, Yudong Zhang, Shilin Lu, Cheng Yang, Jiangning Zhang, Shuicheng Yan, Xiaobin Hu",https://openaccess.thecvf.com/content/CVPR2026/html/Yu_Visual_Document_Understanding_and_Reasoning_A_Multi-Agent_Collaboration_Framework_with_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yu_Visual_Document_Understanding_and_Reasoning_A_Multi-Agent_Collaboration_Framework_with_CVPR_2026_paper.pdf,https://arxiv.org/abs/2508.03404,1_Core_VDU_DocRAG
Method,-,Main,Evo-Retriever: LLM-Guided Curriculum Evolution with Viewpoint-Pathway Collaboration for Multimodal Document Retrieval,"Weiqing Li, Jinyue Guo, Yaqi Wang, Haiyang Xiao, Yuewei Zhang, Guohua Liu, Hao Henry Wang",https://openaccess.thecvf.com/content/CVPR2026/html/Li_Evo-Retriever_LLM-Guided_Curriculum_Evolution_with_Viewpoint-Pathway_Collaboration_for_Multimodal_Document_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Evo-Retriever_LLM-Guided_Curriculum_Evolution_with_Viewpoint-Pathway_Collaboration_for_Multimodal_Document_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.16455,1_Core_VDU_DocRAG
Method,-,Main,"M3DocDep: Multi-modal, Multi-page, Multi-document Dependency Chunking with Large Vision-Language Models","Joongmin Shin, Jeongbae Park, Jaehyung Seo, Heuiseok Lim",https://openaccess.thecvf.com/content/CVPR2026/html/Shin_M3DocDep_Multi-modal_Multi-page_Multi-document_Dependency_Chunking_with_Large_Vision-Language_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shin_M3DocDep_Multi-modal_Multi-page_Multi-document_Dependency_Chunking_with_Large_Vision-Language_Models_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.18774,1_Core_VDU_DocRAG
Method,-,Main,Resolving Evidence Sparsity: Agentic Context Engineering for Long-Document Understanding,"Keliang Liu, Zizhi Chen, Mingcheng Li, Jingqun Tang, Dingkang Yang, Lihua Zhang",https://openaccess.thecvf.com/content/CVPR2026/html/Liu_Resolving_Evidence_Sparsity_Agentic_Context_Engineering_for_Long-Document_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_Resolving_Evidence_Sparsity_Agentic_Context_Engineering_for_Long-Document_Understanding_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.22850,1_Core_VDU_DocRAG
Method,-,Findings,DocSLM: A Small Vision-Language Model for Long Multimodal Document Understanding,"Tanveer Hannan, Dimitrios Mallios, Parth Pathak, Faegheh Sardari, Thomas Seidl, Gedas Bertasius, Mohsen Fayyaz, Sunando Sengupta",https://openaccess.thecvf.com/content/CVPR2026F/html/Hannan_DocSLM_A_Small_Vision-Language_Model_for_Long_Multimodal_Document_Understanding_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Hannan_DocSLM_A_Small_Vision-Language_Model_for_Long_Multimodal_Document_Understanding_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2511.11313,1_Core_VDU_DocRAG
Method,-,Findings,Hi3Doc: Hierarchical Tri-Level Representations for Multimodal Long-Document Understanding,"Wanying Zhou, Zhuo Chen, Jianzhi Lu, Chenxi Ma, Weimin Tan, Bo Yan",https://openaccess.thecvf.com/content/CVPR2026F/html/Zhou_Hi3Doc_Hierarchical_Tri-Level_Representations_for_Multimodal_Long-Document_Understanding_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Zhou_Hi3Doc_Hierarchical_Tri-Level_Representations_for_Multimodal_Long-Document_Understanding_CVPRF_2026_paper.pdf,,1_Core_VDU_DocRAG
Method,-,Main,"Focus, Don't Prune: Identifying Instruction-Relevant Regions for Information-Rich Image Understanding","Mincheol Kwon, Minseung Lee, Seonga Choi, Miso Choi, Kyeongjin Oh, Hyunyoung Lee, Cheonyoung Park, Yongho Song, Seunghyun Park, Jinkyu Kim",https://openaccess.thecvf.com/content/CVPR2026/html/Kwon_Focus_Dont_Prune_Identifying_Instruction-Relevant_Regions_for_Information-Rich_Image_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kwon_Focus_Dont_Prune_Identifying_Instruction-Relevant_Regions_for_Information-Rich_Image_Understanding_CVPR_2026_paper.pdf,,1_Core_VDU_DocRAG
Method,Document parsing / OCR,Main,DREAM: Document Recognition with Explicit Adaptive Memory,"Tianqi Zhao, Di Wu, Liangrui Peng, Yifan Huang, Kemeng Zhao, Shuo Li, Zhiyu Li, Yizhu Wang, Borui Jiang, Yuyang Li",https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_DREAM_Document_Recognition_with_Explicit_Adaptive_Memory_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_DREAM_Document_Recognition_with_Explicit_Adaptive_Memory_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Main,Towards Real-World Document Parsing via Realistic Scene Synthesis and Document-Aware Training,"Gengluo Li, Pengyuan Lyu, Chengquan Zhang, Huawen Shen, Liang Wu, Xingyu Wan, Gangyan Zeng, Han Hu, Can Ma, Yu Zhou",https://openaccess.thecvf.com/content/CVPR2026/html/Li_Towards_Real-World_Document_Parsing_via_Realistic_Scene_Synthesis_and_Document-Aware_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Real-World_Document_Parsing_via_Realistic_Scene_Synthesis_and_Document-Aware_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23885,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Main,Reading or Reasoning? Format Decoupled Reinforcement Learning for Document OCR,"Yufeng Zhong, Lei Chen, Zhixiong Zeng, Xuanle Zhao, Deyang Jiang, Liming Zheng, Jing Huang, Haibo Qiu, Peng Shi, Siqi Yang, Lin Ma",https://openaccess.thecvf.com/content/CVPR2026/html/Zhong_Reading_or_Reasoning_Format_Decoupled_Reinforcement_Learning_for_Document_OCR_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhong_Reading_or_Reasoning_Format_Decoupled_Reinforcement_Learning_for_Document_OCR_CVPR_2026_paper.pdf,https://arxiv.org/abs/2601.08834,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Main,PP-OCRv5: A Specialized 5M-Parameter Model Rivaling Billion-Parameter Vision-Language Models on OCR Tasks,"Cheng Cui, Yubo Zhang, Ting Sun, Xueqing Wang, Hongen Liu, Manhui Lin, Yue Zhang, Tingquan Gao, Changda Zhou, Jiaxuan Liu, Zelun Zhang, Jing Zhang, Jun Zhang, Yi Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Cui_PP-OCRv5_A_Specialized_5M-Parameter_Model_Rivaling_Billion-Parameter_Vision-Language_Models_on_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cui_PP-OCRv5_A_Specialized_5M-Parameter_Model_Rivaling_Billion-Parameter_Vision-Language_Models_on_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24373,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Main,Consensus Entropy: Harnessing Multi-VLM Agreement for Self-Verifying and Self-Improving OCR,"Yulong Zhang, Tianyi Liang, Erfei Cui, Guoqing Wang, Xu Guo, Chenhui Li, Gongshen Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Consensus_Entropy_Harnessing_Multi-VLM_Agreement_for_Self-Verifying_and_Self-Improving_OCR_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Consensus_Entropy_Harnessing_Multi-VLM_Agreement_for_Self-Verifying_and_Self-Improving_OCR_CVPR_2026_paper.pdf,https://arxiv.org/abs/2504.11101,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Main,Boosting Document Parsing Efficiency and Performance with Coarse-to-Fine Visual Processing,"Cheng Cui, Ting Sun, Suyin Liang, Tingquan Gao, Zelun Zhang, Jiaxuan Liu, Xueqing Wang, Changda Zhou, Hongen Liu, Manhui Lin, Yue Zhang, Yubo Zhang, Jing Zhang, Jun Zhang, Xing Wei, Yi Liu, Dianhai Yu, Yanjun Ma",https://openaccess.thecvf.com/content/CVPR2026/html/Cui_Boosting_Document_Parsing_Efficiency_and_Performance_with_Coarse-to-Fine_Visual_Processing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Cui_Boosting_Document_Parsing_Efficiency_and_Performance_with_Coarse-to-Fine_Visual_Processing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24326,2_DocAI_Parsing_OCR
Method,Document parsing / OCR,Findings,Efficient Document Parsing via Parallel Token Prediction,"Lei Li, Ze Zhao, Meng Li, Zhongwang Lun, Yi Yuan, Xingjing Lu, Zheng Wei, Jiang Bian, Zang Li",https://openaccess.thecvf.com/content/CVPR2026F/html/Li_Efficient_Document_Parsing_via_Parallel_Token_Prediction_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Li_Efficient_Document_Parsing_via_Parallel_Token_Prediction_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2603.15206,2_DocAI_Parsing_OCR
Dataset,Layout analysis / generation,Main,OmniDocLayout: Towards Diverse Document Layout Generation via Coarse-to-Fine LLM Learning,"Hengrui Kang, Zhuangcheng Gu, Zhiyuan Zhao, Zichen Wen, Bin Wang, Weijia Li, Conghui He",https://openaccess.thecvf.com/content/CVPR2026/html/Kang_OmniDocLayout_Towards_Diverse_Document_Layout_Generation_via_Coarse-to-Fine_LLM_Learning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kang_OmniDocLayout_Towards_Diverse_Document_Layout_Generation_via_Coarse-to-Fine_LLM_Learning_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.26213,2_DocAI_Parsing_OCR
Dataset,Layout analysis / generation,Main,AnyDoc: Enhancing Document Generation via Large-Scale HTML/CSS Data Synthesis and Height-Aware Reinforcement Optimization,"Jiawei Lin, Wanrong Zhu, Vlad I Morariu, Christopher Tensmeyer",https://openaccess.thecvf.com/content/CVPR2026/html/Lin_AnyDoc_Enhancing_Document_Generation_via_Large-Scale_HTMLCSS_Data_Synthesis_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_AnyDoc_Enhancing_Document_Generation_via_Large-Scale_HTMLCSS_Data_Synthesis_and_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.25118,2_DocAI_Parsing_OCR
Method,Layout analysis / generation,Main,LLM-Guided Probabilistic Fusion for Label-Efficient Document Layout Analysis,"Ibne Farabi Shihab, Sanjeda Akter, Anuj Sharma",https://openaccess.thecvf.com/content/CVPR2026/html/Shihab_LLM-Guided_Probabilistic_Fusion_for_Label-Efficient_Document_Layout_Analysis_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shihab_LLM-Guided_Probabilistic_Fusion_for_Label-Efficient_Document_Layout_Analysis_CVPR_2026_paper.pdf,https://arxiv.org/abs/2511.08903,2_DocAI_Parsing_OCR
Dataset,Restoration / dewarping,Main,MMDIR: Multimodal Instruction-Driven Framework for Mixed-Degradation Document Image Restoration,"Heng Li, Xingyuan Wang, Yang Fan, Yunan Zhang, Xiangping Wu, Qingcai Chen",https://openaccess.thecvf.com/content/CVPR2026/html/Li_MMDIR_Multimodal_Instruction-Driven_Framework_for_Mixed-Degradation_Document_Image_Restoration_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MMDIR_Multimodal_Instruction-Driven_Framework_for_Mixed-Degradation_Document_Image_Restoration_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
Dataset,Restoration / dewarping,Main,D2Dewarp: Dual Dimensions Geometric Representation Learning Based Document Image Dewarping,"Heng Li, Xiangping Wu, Qingcai Chen",https://openaccess.thecvf.com/content/CVPR2026/html/Li_D2Dewarp_Dual_Dimensions_Geometric_Representation_Learning_Based_Document_Image_Dewarping_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_D2Dewarp_Dual_Dimensions_Geometric_Representation_Learning_Based_Document_Image_Dewarping_CVPR_2026_paper.pdf,https://arxiv.org/abs/2507.08492,2_DocAI_Parsing_OCR
Dataset,Historical docs / formula / chemical,Main,MCHDoc: A Comprehensive Benchmark for Reading Multi-Carrier Chinese Historical Documents,"Yijun Sheng, Shipeng Zhu, Ruijia Zuo, Na Nie, Hui Xue",https://openaccess.thecvf.com/content/CVPR2026/html/Sheng_MCHDoc_A_Comprehensive_Benchmark_for_Reading_Multi-Carrier_Chinese_Historical_Documents_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sheng_MCHDoc_A_Comprehensive_Benchmark_for_Reading_Multi-Carrier_Chinese_Historical_Documents_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
Dataset,Historical docs / formula / chemical,Main,UniMERNet: A Universal Network for Real-World Mathematical Expression Recognition,"Zhuangcheng Gu, Guang Liang, Bin Wang, Zhiyuan Zhao, Qintong Zhang, Weijia Li, Chao Xu, Bo Zhang, Botian Shi, Jiang Wu, Wentao Zhang, Conghui He",https://openaccess.thecvf.com/content/CVPR2026/html/Gu_UniMERNet_A_Universal_Network_for_Real-World_Mathematical_Expression_Recognition_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Gu_UniMERNet_A_Universal_Network_for_Real-World_Mathematical_Expression_Recognition_CVPR_2026_paper.pdf,https://arxiv.org/abs/2404.15254,2_DocAI_Parsing_OCR
Dataset,Historical docs / formula / chemical,Main,MarkushGrapher-2: End-to-end Multimodal Recognition of Chemical Structures,"Tim Strohmeyer, Lucas Morin, Gerhard Ingmar Meijer, Valery Weber, Ahmed Nassar, Peter Staar",https://openaccess.thecvf.com/content/CVPR2026/html/Strohmeyer_MarkushGrapher-2_End-to-end_Multimodal_Recognition_of_Chemical_Structures_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Strohmeyer_MarkushGrapher-2_End-to-end_Multimodal_Recognition_of_Chemical_Structures_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.28550,2_DocAI_Parsing_OCR
Method,Historical docs / formula / chemical,Main,From Pixel to Precision: Enhancing Handwritten Mathematical Expression Recognition with Image-Level Reward,"Ze Liu, Kai Zhang, Xianquan Wang, Shuochen Liu, Jiaxian Yan, Yupeng Han, Qi Liu",https://openaccess.thecvf.com/content/CVPR2026/html/Liu_From_Pixel_to_Precision_Enhancing_Handwritten_Mathematical_Expression_Recognition_with_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Liu_From_Pixel_to_Precision_Enhancing_Handwritten_Mathematical_Expression_Recognition_with_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,What's Wrong with Synthetic Data for Scene Text Recognition? A Strong Synthetic Engine with Diverse Simulations and Self-Evolution,"Xingsong Ye, Yongkun Du, JiaXin Zhang, Chen Li, Jing LYU, Zhineng Chen",https://openaccess.thecvf.com/content/CVPR2026/html/Ye_Whats_Wrong_with_Synthetic_Data_for_Scene_Text_Recognition_A_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ye_Whats_Wrong_with_Synthetic_Data_for_Scene_Text_Recognition_A_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,"Restore Text First, Enhance Image Later: Two-Stage Scene Text Image Super-Resolution with Glyph Structure Guidance","Minxing Luo, Linlong Fan, Qiushi Wang, Ge Wu, Yiyan Luo, Yuhang Yu, Jinwei Chen, Yaxing Wang, Qingnan Fan, Jian Yang",https://openaccess.thecvf.com/content/CVPR2026/html/Luo_Restore_Text_First_Enhance_Image_Later_Two-Stage_Scene_Text_Image_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_Restore_Text_First_Enhance_Image_Later_Two-Stage_Scene_Text_Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2510.21590,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,StyleTextGen: Style-Conditioned Multilingual Scene Text Generation,"Zeyu Chen, Fangmin Zhao, Yan Shu, Yichao Liu, Liu Yu, Yu Zhou",https://openaccess.thecvf.com/content/CVPR2026/html/Chen_StyleTextGen_Style-Conditioned_Multilingual_Scene_Text_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_StyleTextGen_Style-Conditioned_Multilingual_Scene_Text_Generation_CVPR_2026_paper.pdf,https://arxiv.org/abs/2605.14708,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,MMTIT-Bench: A Multilingual and Multi-Scenario Benchmark with Cognition-Perception-Reasoning Guided Text-Image Machine Translation,"Gengluo Li, Chengquan Zhang, Yupu Liang, Huawen Shen, Yaping Zhang, Pengyuan Lyu, Weinong Wang, Xingyu Wan, Gangyan Zeng, Han Hu, Can Ma, Yu Zhou",https://openaccess.thecvf.com/content/CVPR2026/html/Li_MMTIT-Bench_A_Multilingual_and_Multi-Scenario_Benchmark_with_Cognition-Perception-Reasoning_Guided_Text-Image_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_MMTIT-Bench_A_Multilingual_and_Multi-Scenario_Benchmark_with_Cognition-Perception-Reasoning_Guided_Text-Image_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.23896,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,TextPecker: Rewarding Structural Anomaly Quantification for Enhancing Visual Text Rendering,"Hanshen Zhu, Yuliang Liu, Xuecheng Wu, An-Lan Wang, Hao Feng, Dingkang Yang, Chao Feng, Can Huang, Jingqun Tang, Xiang Bai",https://openaccess.thecvf.com/content/CVPR2026/html/Zhu_TextPecker_Rewarding_Structural_Anomaly_Quantification_for_Enhancing_Visual_Text_Rendering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhu_TextPecker_Rewarding_Structural_Anomaly_Quantification_for_Enhancing_Visual_Text_Rendering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2602.20903,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Main,GlyphPrinter: Region-Grouped Direct Preference Optimization for Glyph-Accurate Visual Text Rendering,"Xincheng Shuai, Ziye Li, Henghui Ding, Dacheng Tao",https://openaccess.thecvf.com/content/CVPR2026/html/Shuai_GlyphPrinter_Region-Grouped_Direct_Preference_Optimization_for_Glyph-Accurate_Visual_Text_Rendering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Shuai_GlyphPrinter_Region-Grouped_Direct_Preference_Optimization_for_Glyph-Accurate_Visual_Text_Rendering_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.15616,2_DocAI_Parsing_OCR
Dataset,Scene text & visual text (adjacent),Findings,Towards Universal Open-Set Visual Font Recognition Via Augmented Synthetic Similarity,"Peicheng Zhou, Shancheng Fang, Chenhui Jin, Bowei Pu, Hongtao Xie",https://openaccess.thecvf.com/content/CVPR2026F/html/Zhou_Towards_Universal_Open-Set_Visual_Font_Recognition_Via_Augmented_Synthetic_Similarity_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Zhou_Towards_Universal_Open-Set_Visual_Font_Recognition_Via_Augmented_Synthetic_Similarity_CVPRF_2026_paper.pdf,,2_DocAI_Parsing_OCR
Method,Scene text & visual text (adjacent),Findings,Masked Next-Scale Prediction For Self-Supervised Scene Text Recognition,"Zhuohao Chen, Zeng Li, Yifei Zhang, Chang Liu, Yu Zhou",https://openaccess.thecvf.com/content/CVPR2026F/html/Chen_Masked_Next-Scale_Prediction_For_Self-Supervised_Scene_Text_Recognition_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Chen_Masked_Next-Scale_Prediction_For_Self-Supervised_Scene_Text_Recognition_CVPRF_2026_paper.pdf,https://arxiv.org/abs/2605.14885,2_DocAI_Parsing_OCR
Method,Scene text & visual text (adjacent),Findings,Towards Generalization of Scene Text Tampering Localization via Causal Invariance,"Huiru Shao, Bin Dong, Kaizhu Huang, Xiaowei Huang, Qiufeng Wang",https://openaccess.thecvf.com/content/CVPR2026F/html/Shao_Towards_Generalization_of_Scene_Text_Tampering_Localization_via_Causal_Invariance_CVPRF_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026F/papers/Shao_Towards_Generalization_of_Scene_Text_Tampering_Localization_via_Causal_Invariance_CVPRF_2026_paper.pdf,,2_DocAI_Parsing_OCR
Method,Scene text & visual text (adjacent),Main,Towards Training-free Scene Text Editing,"Yubo Li, Xugong Qin, Peng Zhang, Hailun Lin, Gangyan Zeng, Kexin Zhang",https://openaccess.thecvf.com/content/CVPR2026/html/Li_Towards_Training-free_Scene_Text_Editing_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Li_Towards_Training-free_Scene_Text_Editing_CVPR_2026_paper.pdf,https://arxiv.org/abs/2603.24571,2_DocAI_Parsing_OCR
Method,Scene text & visual text (adjacent),Main,Residual Decoder Adapter: ID-Preserving Tokenizer Adaption for Autoregressive Text Rendering,"Dongxing Mao, Alex Jinpeng Wang, Jiahao Tang, Kevin Qinghong Lin, Linjie Li, Zhengyuan Yang, Lijuan Wang, Min Li, Jingru Tan",https://openaccess.thecvf.com/content/CVPR2026/html/Mao_Residual_Decoder_Adapter_ID-Preserving_Tokenizer_Adaption_for_Autoregressive_Text_Rendering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Mao_Residual_Decoder_Adapter_ID-Preserving_Tokenizer_Adaption_for_Autoregressive_Text_Rendering_CVPR_2026_paper.pdf,,2_DocAI_Parsing_OCR
