No,Type,Title,Authors,Track,Paper_Link,PDF_Link,OpenReview
1,Method,Aggregation of Dependent Expert Distributions in Multimodal Variational Autoencoders,"Rogelio A. Mancisidor, Robert Jenssen, Shujian Yu, Michael Kampffmeyer",Main,https://proceedings.mlr.press/v267/a-mancisidor25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/a-mancisidor25a/a-mancisidor25a.pdf,https://openreview.net/forum?id=jYmGi1175R
2,Method,Lightweight Protocols for Distributed Private Quantile Estimation,"Anders Aamand, Fabrizio Boninsegna, Abigail Gentle, Jacob Imola, Rasmus Pagh",Main,https://proceedings.mlr.press/v267/aamand25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25a/aamand25a.pdf,https://openreview.net/forum?id=zL6ljQvPzZ
3,Method,Breaking the $n^1.5$ Additive Error Barrier for Private and Efficient Graph Sparsification via Private Expander Decomposition,"Anders Aamand, Justin Y. Chen, Mina Dalirrooyfard, Slobodan Mitrović, Yuriy Nevmyvaka, Sandeep Silwal, Yinzhan Xu",Main,https://proceedings.mlr.press/v267/aamand25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25b/aamand25b.pdf,https://openreview.net/forum?id=7OxAdd8BUo
4,Method,Improved Approximations for Hard Graph Problems using Predictions,"Anders Aamand, Justin Y. Chen, Siddharth Gollapudi, Sandeep Silwal, Hao Wu",Main,https://proceedings.mlr.press/v267/aamand25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aamand25c/aamand25c.pdf,https://openreview.net/forum?id=5QMJZiHuGn
5,Method,Graph Neural Network Generalization With Gaussian Mixture Model Based Augmentation,"Yassine Abbahaddou, Fragkiskos D. Malliaros, Johannes F. Lutzeyer, Amine M. Aboussalah, Michalis Vazirgiannis",Main,https://proceedings.mlr.press/v267/abbahaddou25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abbahaddou25a/abbahaddou25a.pdf,https://openreview.net/forum?id=JCKkum1Qye
6,Dataset,LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models,"Marwa Abdulhai, Isadora White, Charlie Victor Snell, Charles Sun, Joey Hong, Yuexiang Zhai, Kelvin Xu, Sergey Levine",Main,https://proceedings.mlr.press/v267/abdulhai25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abdulhai25a/abdulhai25a.pdf,https://openreview.net/forum?id=hmGhP5DO2W
7,Method,Task Generalization with Autoregressive Compositional Structure: Can Learning from $D$ Tasks Generalize to $D^T$ Tasks?,"Amirhesam Abedsoltan, Huaqing Zhang, Kaiyue Wen, Hongzhou Lin, Jingzhao Zhang, Mikhail Belkin",Main,https://proceedings.mlr.press/v267/abedsoltan25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abedsoltan25a/abedsoltan25a.pdf,https://openreview.net/forum?id=iZdGZSWe1A
8,Method,Consensus Is All You Get: The Role of Attention in Transformers,"Álvaro Rodrı́guez Abella, João Pedro Silvestre, Paulo Tabuada",Main,https://proceedings.mlr.press/v267/abella25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abella25a/abella25a.pdf,https://openreview.net/forum?id=XROl6J4wjX
9,Method,Soup-of-Experts: Pretraining Specialist Models via Parameters Averaging,"Pierre Ablin, Angelos Katharopoulos, Skyler Seto, David Grangier",Main,https://proceedings.mlr.press/v267/ablin25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ablin25a/ablin25a.pdf,https://openreview.net/forum?id=MFNIka7nx0
10,Method,Parameters vs FLOPs: Scaling Laws for Optimal Sparsity for Mixture-of-Experts Language Models,"Samira Abnar, Harshay Shah, Dan Busbridge, Alaaeldin El-Nouby, Joshua M. Susskind, Vimal Thilak",Main,https://proceedings.mlr.press/v267/abnar25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abnar25a/abnar25a.pdf,https://openreview.net/forum?id=l9FVZ7NXmm
11,Method,Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers,"Roman Abramov, Felix Steinbauer, Gjergji Kasneci",Main,https://proceedings.mlr.press/v267/abramov25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abramov25a/abramov25a.pdf,https://openreview.net/forum?id=lyUJH51URt
12,Method,EnIGMA: Interactive Tools Substantially Assist LM Agents in Finding Security Vulnerabilities,"Talor Abramovich, Meet Udeshi, Minghao Shao, Kilian Lieret, Haoran Xi, Kimberly Milner, Sofija Jancheska, John Yang, Carlos E Jimenez, Farshad Khorrami, Prashanth Krishnamurthy, Brendan Dolan-Gavitt, Muhammad Shafique, Karthik R Narasimhan, Ramesh Karri, Ofir Press",Main,https://proceedings.mlr.press/v267/abramovich25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/abramovich25a/abramovich25a.pdf,https://openreview.net/forum?id=Of3wZhVv1R
13,Method,Star Attention: Efficient LLM Inference over Long Sequences,"Shantanu Acharya, Fei Jia, Boris Ginsburg",Main,https://proceedings.mlr.press/v267/acharya25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/acharya25a/acharya25a.pdf,https://openreview.net/forum?id=QY7Au9nZwp
14,Method,Geometric Median (GM) Matching for Robust k-Subset Selection from Noisy Data,"Anish Acharya, Sujay Sanghavi, Alex Dimakis, Inderjit S Dhillon",Main,https://proceedings.mlr.press/v267/acharya25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/acharya25b/acharya25b.pdf,https://openreview.net/forum?id=pxfpGbeVx2
15,Method,Inverse Problem Sampling in Latent Space Using Sequential Monte Carlo,"Idan Achituve, Hai Victor Habi, Amir Rosenfeld, Arnon Netzer, Idit Diamant, Ethan Fetaya",Main,https://proceedings.mlr.press/v267/achituve25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/achituve25a/achituve25a.pdf,https://openreview.net/forum?id=mWKCajTUUu
16,Method,An in depth look at the Procrustes-Wasserstein distance: properties and barycenters,"Davide Adamo, Marco Corneli, Manon Vuillien, Emmanuelle Vila",Main,https://proceedings.mlr.press/v267/adamo25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/adamo25a/adamo25a.pdf,https://openreview.net/forum?id=bp975dIAjt
17,Method,"From Mechanistic Interpretability to Mechanistic Biology: Training, Evaluating, and Interpreting Sparse Autoencoders on Protein Language Models","Etowah Adams, Liam Bai, Minji Lee, Yiyang Yu, Mohammed Alquraishi",Main,https://proceedings.mlr.press/v267/adams25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/adams25a/adams25a.pdf,https://openreview.net/forum?id=zdOGBRQEbz
18,Method,Sparse Training from Random Initialization: Aligning Lottery Ticket Masks using Weight Symmetry,"Mohammed Adnan, Rohan Jain, Ekansh Sharma, Rahul Krishnan, Yani Ioannou",Main,https://proceedings.mlr.press/v267/adnan25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/adnan25a/adnan25a.pdf,https://openreview.net/forum?id=BnfJSwtHLu
19,Method,Design Considerations in Offline Preference-based RL,"Alekh Agarwal, Christoph Dann, Teodor Vanislavov Marinov",Main,https://proceedings.mlr.press/v267/agarwal25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25a/agarwal25a.pdf,https://openreview.net/forum?id=3HEyISL2qy
20,Method,Optimal Fair Learning Robust to Adversarial Distribution Shift,"Sushant Agarwal, Amit Deshpande, Rajmohan Rajaraman, Ravi Sundaram",Main,https://proceedings.mlr.press/v267/agarwal25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25b/agarwal25b.pdf,https://openreview.net/forum?id=TGcXwWdQQj
21,Method,FedECADO: A Dynamical System Model of Federated Learning,"Aayushya Agarwal, Gauri Joshi, Lawrence Pileggi",Main,https://proceedings.mlr.press/v267/agarwal25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25c/agarwal25c.pdf,https://openreview.net/forum?id=gujuGnbhZr
22,Method,The Missing Alignment Link of In-context Learning on Sequences,"Harshvardhan Agarwal, Sunita Sarawagi",Main,https://proceedings.mlr.press/v267/agarwal25d.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25d/agarwal25d.pdf,https://openreview.net/forum?id=4Xvkpaikt4
23,Method,Proto Successor Measure: Representing the Behavior Space of an RL Agent,"Siddhant Agarwal, Harshit Sikchi, Peter Stone, Amy Zhang",Main,https://proceedings.mlr.press/v267/agarwal25e.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agarwal25e/agarwal25e.pdf,https://openreview.net/forum?id=mUDnPzopZF
24,Method,AlphaVerus: Bootstrapping Formally Verified Code Generation through Self-Improving Translation and Treefinement,"Pranjal Aggarwal, Bryan Parno, Sean Welleck",Main,https://proceedings.mlr.press/v267/aggarwal25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aggarwal25a/aggarwal25a.pdf,https://openreview.net/forum?id=tU8QKX4dMI
25,Method,NextCoder: Robust Adaptation of Code LMs to Diverse Code Edits,"Tushar Aggarwal, Swayam Singh, Abhijeet Awasthi, Aditya Kanade, Nagarajan Natarajan",Main,https://proceedings.mlr.press/v267/aggarwal25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aggarwal25b/aggarwal25b.pdf,https://openreview.net/forum?id=3B6fF1PxYD
26,Method,FunBO: Discovering Acquisition Functions for Bayesian Optimization with FunSearch,"Virginia Aglietti, Ira Ktena, Jessica Schrouff, Eleni Sgouritsa, Francisco Ruiz, Alan Malek, Alexis Bellot, Silvia Chiappa",Main,https://proceedings.mlr.press/v267/aglietti25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aglietti25a/aglietti25a.pdf,https://openreview.net/forum?id=XjbJR9374o
27,Method,Understanding the difficulties of posterior predictive estimation,"Abhinav Agrawal, Justin Domke",Main,https://proceedings.mlr.press/v267/agrawal25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/agrawal25a/agrawal25a.pdf,https://openreview.net/forum?id=TzfGuKazvf
28,Method,Optimal Sensor Scheduling and Selection for Continuous-Discrete Kalman Filtering with Auxiliary Dynamics,"Mohamad Al Ahdab, John Leth, Zheng-Hua Tan",Main,https://proceedings.mlr.press/v267/ahdab25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ahdab25a/ahdab25a.pdf,https://openreview.net/forum?id=CAPNgWkEEk
29,Method,Online Laplacian-Based Representation Learning in Reinforcement Learning,"Maheed H. Ahmed, Jayanth Bhargav, Mahsa Ghasemi",Main,https://proceedings.mlr.press/v267/ahmed25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ahmed25a/ahmed25a.pdf,https://openreview.net/forum?id=NXtoNstR96
30,Method,Otter: Generating Tests from Issues to Validate SWE Patches,"Toufique Ahmed, Jatin Ganhotra, Rangeet Pan, Avraham Shinnar, Saurabh Sinha, Martin Hirzel",Main,https://proceedings.mlr.press/v267/ahmed25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ahmed25b/ahmed25b.pdf,https://openreview.net/forum?id=b0jYs6JOZu
31,Method,General framework for online-to-nonconvex conversion: Schedule-free SGD is also effective for nonconvex optimization,"Kwangjun Ahn, Gagik Magakyan, Ashok Cutkosky",Main,https://proceedings.mlr.press/v267/ahn25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ahn25a/ahn25a.pdf,https://openreview.net/forum?id=etxseIT47b
32,Method,GAPrompt: Geometry-Aware Point Cloud Prompt for 3D Vision Model,"Zixiang Ai, Zichen Liu, Yuanhang Lei, Zhenyu Cui, Xu Zou, Jiahuan Zhou",Main,https://proceedings.mlr.press/v267/ai25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ai25a/ai25a.pdf,https://openreview.net/forum?id=4SsNofUQf1
33,Method,Vision Graph Prompting via Semantic Low-Rank Decomposition,"Zixiang Ai, Zichen Liu, Jiahuan Zhou",Main,https://proceedings.mlr.press/v267/ai25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ai25b/ai25b.pdf,https://openreview.net/forum?id=rsegDeiPt9
34,Method,An Instrumental Value for Data Production and its Application to Data Pricing,"Rui Ai, Boxiang Lyu, Zhaoran Wang, Zhuoran Yang, Haifeng Xu",Main,https://proceedings.mlr.press/v267/ai25c.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ai25c/ai25c.pdf,https://openreview.net/forum?id=m4Q3CkuUyV
35,Method,GrokFormer: Graph Fourier Kolmogorov-Arnold Transformers,"Guoguo Ai, Guansong Pang, Hezhe Qiao, Yuan Gao, Hui Yan",Main,https://proceedings.mlr.press/v267/ai25d.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ai25d/ai25d.pdf,https://openreview.net/forum?id=wFBBh8bcoC
36,Method,Simple Path Structural Encoding for Graph Transformers,"Louis Airale, Antonio Longa, Mattia Rigon, Andrea Passerini, Roberto Passerone",Main,https://proceedings.mlr.press/v267/airale25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/airale25a/airale25a.pdf,https://openreview.net/forum?id=t3zwUqibMq
37,Dataset,Implicit degree bias in the link prediction task,"Rachith Aiyappa, Xin Wang, Munjung Kim, Ozgur Can Seckin, Yong-Yeol Ahn, Sadamori Kojaku",Main,https://proceedings.mlr.press/v267/aiyappa25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aiyappa25a/aiyappa25a.pdf,https://openreview.net/forum?id=gJ7cU9cdZB
38,Method,Nesterov Method for Asynchronous Pipeline Parallel Optimization,"Thalaiyasingam Ajanthan, Sameera Ramasinghe, Yan Zuo, Gil Avraham, Alexander Long",Main,https://proceedings.mlr.press/v267/ajanthan25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ajanthan25a/ajanthan25a.pdf,https://openreview.net/forum?id=9CCJJFiutB
39,Dataset,"When, Where and Why to Average Weights?","Niccolò Ajroldi, Antonio Orvieto, Jonas Geiping",Main,https://proceedings.mlr.press/v267/ajroldi25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ajroldi25a/ajroldi25a.pdf,https://openreview.net/forum?id=JN8O01IZYR
40,Method,The Surprising Effectiveness of Test-Time Training for Few-Shot Learning,"Ekin Akyürek, Mehul Damani, Adam Zweiger, Linlu Qiu, Han Guo, Jyothish Pari, Yoon Kim, Jacob Andreas",Main,https://proceedings.mlr.press/v267/akyurek25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/akyurek25a/akyurek25a.pdf,https://openreview.net/forum?id=asgBo3FNdg
41,Dataset,Position: Medical Large Language Model Benchmarks Should Prioritize Construct Validity,"Ahmed Alaa, Thomas Hartvigsen, Niloufar Golchini, Shiladitya Dutta, Frances Dean, Inioluwa Deborah Raji, Travis Zack",Position,https://proceedings.mlr.press/v267/alaa25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alaa25a/alaa25a.pdf,https://openreview.net/forum?id=YuMEUNNpeb
42,Method,A Tale of Two Structures: Do LLMs Capture the Fractal Complexity of Language?,"Ibrahim Alabdulmohsin, Andreas Peter Steiner",Main,https://proceedings.mlr.press/v267/alabdulmohsin25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alabdulmohsin25a/alabdulmohsin25a.pdf,https://openreview.net/forum?id=p2smPMRQae
43,Method,NETS: A Non-equilibrium Transport Sampler,"Michael Samuel Albergo, Eric Vanden-Eijnden",Main,https://proceedings.mlr.press/v267/albergo25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/albergo25a/albergo25a.pdf,https://openreview.net/forum?id=QqGw9StPbQ
44,Method,Prediction via Shapley Value Regression,"Amr Alkhatib, Roman Bresson, Henrik Boström, Michalis Vazirgiannis",Main,https://proceedings.mlr.press/v267/alkhatib25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alkhatib25a/alkhatib25a.pdf,https://openreview.net/forum?id=ZD3VMCvxvM
45,Method,Differentiable Quadratic Optimization For the Maximum Independent Set Problem,"Ismail Alkhouri, Cedric Le Denmat, Yingjie Li, Cunxi Yu, Jia Liu, Rongrong Wang, Alvaro Velasquez",Main,https://proceedings.mlr.press/v267/alkhouri25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alkhouri25a/alkhouri25a.pdf,https://openreview.net/forum?id=aPgRQIXmdE
46,Method,SITCOM: Step-wise Triple-Consistent Diffusion Sampling For Inverse Problems,"Ismail Alkhouri, Shijun Liang, Cheng-Han Huang, Jimmy Dai, Qing Qu, Saiprasad Ravishankar, Rongrong Wang",Main,https://proceedings.mlr.press/v267/alkhouri25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alkhouri25b/alkhouri25b.pdf,https://openreview.net/forum?id=28Essvtvkw
47,Method,Direct Motion Models for Assessing Generated Videos,"Kelsey R Allen, Carl Doersch, Guangyao Zhou, Mohammed Suhail, Danny Driess, Ignacio Rocco, Yulia Rubanova, Thomas Kipf, Mehdi S. M. Sajjadi, Kevin Patrick Murphy, Joao Carreira, Sjoerd Van Steenkiste",Main,https://proceedings.mlr.press/v267/allen25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/allen25a/allen25a.pdf,https://openreview.net/forum?id=qpi7NiaCYj
48,Method,Towards Trustworthy Federated Learning with Untrusted Participants,"Youssef Allouah, Rachid Guerraoui, John Stephan",Main,https://proceedings.mlr.press/v267/allouah25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/allouah25a/allouah25a.pdf,https://openreview.net/forum?id=PjadKnUson
49,Method,Subgroups Matter for Robust Bias Mitigation,"Anissa Alloula, Charles Jones, Ben Glocker, Bartlomiej Papiez",Main,https://proceedings.mlr.press/v267/alloula25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/alloula25a/alloula25a.pdf,https://openreview.net/forum?id=P0RkH1RT5z
50,Method,Aligning Multimodal Representations through an Information Bottleneck,"Antonio Almudévar, José Miguel Hernández-Lobato, Sameer Khurana, Ricard Marxer, Alfonso Ortega",Main,https://proceedings.mlr.press/v267/almudevar25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/almudevar25a/almudevar25a.pdf,https://openreview.net/forum?id=zltxOTEtfm
51,Method,Disentangling and Integrating Relational and Sensory Information in Transformer Architectures,"Awni Altabaa, John Lafferty",Main,https://proceedings.mlr.press/v267/altabaa25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/altabaa25a/altabaa25a.pdf,https://openreview.net/forum?id=lbrqeIipJr
52,Method,Explaining the role of Intrinsic Dimensionality in Adversarial Training,"Enes Altinisik, Safa Messaoud, Husrev Taha Sencar, Hassan Sajjad, Sanjay Chawla",Main,https://proceedings.mlr.press/v267/altinisik25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/altinisik25a/altinisik25a.pdf,https://openreview.net/forum?id=EL61NlfSa1
53,Method,The Butterfly Effect: Neural Network Training Trajectories Are Highly Sensitive to Initial Conditions,"Gül Sena Altıntaş, Devin Kwok, Colin Raffel, David Rolnick",Main,https://proceedings.mlr.press/v267/altintas25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/altintas25a/altintas25a.pdf,https://openreview.net/forum?id=L1Bm396P0X
54,Method,Continuously Updating Digital Twins using Large Language Models,"Harry Amad, Nicolás Astorga, Mihaela Van Der Schaar",Main,https://proceedings.mlr.press/v267/amad25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/amad25a/amad25a.pdf,https://openreview.net/forum?id=jk3TjZAHem
55,Method,Determinant Estimation under Memory Constraints and Neural Scaling Laws,"Siavash Ameli, Chris Van Der Heide, Liam Hodgkinson, Fred Roosta, Michael W. Mahoney",Main,https://proceedings.mlr.press/v267/ameli25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ameli25a/ameli25a.pdf,https://openreview.net/forum?id=nkV9PPp8R8
56,Method,Training Flexible Models of Genetic Variant Effects from Functional Annotations using Accelerated Linear Algebra,"Alan Nawzad Amin, Andres Potapczynski, Andrew Gordon Wilson",Main,https://proceedings.mlr.press/v267/amin25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/amin25a/amin25a.pdf,https://openreview.net/forum?id=oOtdWiLb1e
57,Method,Generalization and Robustness of the Tilted Empirical Risk,"Gholamali Aminian, Amir R. Asadi, Tian Li, Ahmad Beirami, Gesine Reinert, Samuel N. Cohen",Main,https://proceedings.mlr.press/v267/aminian25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aminian25a/aminian25a.pdf,https://openreview.net/forum?id=Wvc6d6926j
58,Method,Raptor: Scalable Train-Free Embeddings for 3D Medical Volumes Leveraging Pretrained 2D Foundation Models,"Ulzee An, Moonseong Jeong, Simon Austin Lee, Aditya Gorla, Yuzhe Yang, Sriram Sankararaman",Main,https://proceedings.mlr.press/v267/an25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/an25a/an25a.pdf,https://openreview.net/forum?id=4yHWV3B6g4
59,Method,Graph-Based Algorithms for Diverse Similarity Search,"Piyush Anand, Piotr Indyk, Ravishankar Krishnaswamy, Sepideh Mahabadi, Vikas C. Raykar, Kirankumar Shiragur, Haike Xu",Main,https://proceedings.mlr.press/v267/anand25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/anand25a/anand25a.pdf,https://openreview.net/forum?id=dmN2fQ3woH
60,Method,Pixel-level Certified Explanations via Randomized Smoothing,"Alaa Anani, Tobias Lorenz, Mario Fritz, Bernt Schiele",Main,https://proceedings.mlr.press/v267/anani25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/anani25a/anani25a.pdf,https://openreview.net/forum?id=NngoETL9IK
61,Method,Private Lossless Multiple Release,"Joel Daniel Andersson, Lukas Retschmeier, Boel Nelson, Rasmus Pagh",Main,https://proceedings.mlr.press/v267/andersson25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/andersson25a/andersson25a.pdf,https://openreview.net/forum?id=leh2A9fIhY
62,Method,A Reasoning-Based Approach to Cryptic Crossword Clue Solving,"Martin Andrews, Sam Witteveen",Main,https://proceedings.mlr.press/v267/andrews25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/andrews25a/andrews25a.pdf,https://openreview.net/forum?id=kBTgizDiCq
63,Method,Position: LLM Social Simulations Are a Promising Research Method,"Jacy Reese Anthis, Ryan Liu, Sean M Richardson, Austin C. Kozlowski, Bernard Koch, Erik Brynjolfsson, James Evans, Michael S. Bernstein",Position,https://proceedings.mlr.press/v267/anthis25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/anthis25a/anthis25a.pdf,https://openreview.net/forum?id=cRBg1dtj7o
64,Method,Position: Generative AI Regulation Can Learn from Social Media Regulation,Ruth Elisabeth Appel,Position,https://proceedings.mlr.press/v267/appel25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/appel25a/appel25a.pdf,https://openreview.net/forum?id=fRk0nKLKrJ
65,Method,Improving Multi-Class Calibration through Normalization-Aware Isotonic Techniques,"Alon Arad, Saharon Rosset",Main,https://proceedings.mlr.press/v267/arad25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/arad25a/arad25a.pdf,https://openreview.net/forum?id=PuVmGAggkU
66,Method,Online Conformal Prediction via Online Optimization,"Felipe Areces, Christopher Mohri, Tatsunori Hashimoto, John Duchi",Main,https://proceedings.mlr.press/v267/areces25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/areces25a/areces25a.pdf,https://openreview.net/forum?id=KwGc2JUIDK
67,Method,Revisiting Instance-Optimal Cluster Recovery in the Labeled Stochastic Block Model,"Kaito Ariu, Alexandre Proutiere, Se-Young Yun",Main,https://proceedings.mlr.press/v267/ariu25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ariu25a/ariu25a.pdf,https://openreview.net/forum?id=k0hAQhl87M
68,Method,Aligning LLMs by Predicting Preferences from User Writing Samples,"Stéphane Aroca-Ouellette, Natalie Mackraz, Barry-John Theobald, Katherine Metcalf",Main,https://proceedings.mlr.press/v267/aroca-ouellette25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/aroca-ouellette25a/aroca-ouellette25a.pdf,https://openreview.net/forum?id=eUMGCipgtE
69,Method,Gridded Transformer Neural Processes for Spatio-Temporal Data,"Matthew Ashman, Cristiana Diaconu, Eric Langezaal, Adrian Weller, Richard E Turner",Main,https://proceedings.mlr.press/v267/ashman25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ashman25a/ashman25a.pdf,https://openreview.net/forum?id=O0oe7hPtbl
70,Method,LLMs can see and hear without any training,"Kumar Ashutosh, Yossi Gandelsman, Xinlei Chen, Ishan Misra, Rohit Girdhar",Main,https://proceedings.mlr.press/v267/ashutosh25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/ashutosh25a/ashutosh25a.pdf,https://openreview.net/forum?id=cJeFULIiot
71,Method,Tracking The Best Expert Privately,"Hilal Asi, Vinod Raman, Aadirupa Saha",Main,https://proceedings.mlr.press/v267/asi25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/asi25a/asi25a.pdf,https://openreview.net/forum?id=WhHHQXVBdi
72,Method,Faster Rates for Private Adversarial Bandits,"Hilal Asi, Vinod Raman, Kunal Talwar",Main,https://proceedings.mlr.press/v267/asi25b.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/asi25b/asi25b.pdf,https://openreview.net/forum?id=lvrn4vnNdd
73,Method,Improving the Scaling Laws of Synthetic Data with Deliberate Practice,"Reyhane Askari-Hemmat, Mohammad Pezeshki, Elvis Dohmatob, Florian Bordes, Pietro Astolfi, Melissa Hall, Jakob Verbeek, Michal Drozdzal, Adriana Romero-Soriano",Main,https://proceedings.mlr.press/v267/askari-hemmat25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/askari-hemmat25a/askari-hemmat25a.pdf,https://openreview.net/forum?id=0LZRtvK871
74,Method,Autoformulation of Mathematical Optimization Models Using LLMs,"Nicolás Astorga, Tennison Liu, Yuanzhang Xiao, Mihaela Van Der Schaar",Main,https://proceedings.mlr.press/v267/astorga25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/astorga25a/astorga25a.pdf,https://openreview.net/forum?id=33YrT1j0O0
75,Method,Risk and cross validation in ridge regression with correlated samples,"Alexander Atanasov, Jacob A Zavatone-Veth, Cengiz Pehlevan",Main,https://proceedings.mlr.press/v267/atanasov25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/atanasov25a/atanasov25a.pdf,https://openreview.net/forum?id=GMwKpJ9TiR
76,Method,Faster Stochastic Optimization with Arbitrary Delays via Adaptive Asynchronous Mini-Batching,"Amit Attia, Ofir Gaash, Tomer Koren",Main,https://proceedings.mlr.press/v267/attia25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/attia25a/attia25a.pdf,https://openreview.net/forum?id=ctDkRyNXrm
77,Method,PAC Learning with Improvements,"Idan Attias, Avrim Blum, Keziah Naggita, Donya Saless, Dravyansh Sharma, Matthew Walter",Main,https://proceedings.mlr.press/v267/attias25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/attias25a/attias25a.pdf,https://openreview.net/forum?id=BFU7QLDku5
78,Method,The Global Convergence Time of Stochastic Gradient Descent in Non-Convex Landscapes: Sharp Estimates via Large Deviations,"Waı̈ss Azizian, Franck Iutzeler, Jerome Malick, Panayotis Mertikopoulos",Main,https://proceedings.mlr.press/v267/azizian25a.html,https://raw.githubusercontent.com/mlresearch/v267/main/assets/azizian25a/azizian25a.pdf,https://openreview.net/forum?id=B5IrPGOl9p
