No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
1,Dataset,Scene-cGAN: A GAN for underwater restoration and scene depth estimation,"Salma González-Sabbagh, Antonio Robles-Kelly, Shang Gao",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104225,https://doi.org/10.1016/j.cviu.2024.104225
2,Dataset,"UAV-based person re-identification: A survey of UAV datasets, approaches, and challenges","Yousaf Albaluchi, Biying Fu, Naser Damer, Raghavendra Ramachandra, Kiran Raja",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104261,https://doi.org/10.1016/j.cviu.2024.104261
3,Dataset,MultiFire20K: A semi-supervised enhanced large-scale UAV-based benchmark for advancing multi-task learning in fire monitoring,"Demetris Shianios, Panayiotis Kolios, Christos Kyrkou",254,,2025-3,Issue/Volume,10.1016/j.cviu.2025.104318,https://doi.org/10.1016/j.cviu.2025.104318
4,Dataset,A vector quantized masked autoencoder for audiovisual speech emotion recognition,"Samir Sadok, Simon Leglaive, Renaud Séguier",257,,2025-6,Issue/Volume,10.1016/j.cviu.2025.104362,https://doi.org/10.1016/j.cviu.2025.104362
5,Dataset,Classroom teacher behavior analysis: The TBU dataset and performance evaluation,"Ting Cai, Yu Xiong, Chengyang He, Chao Wu, Linqin Cai",257,,2025-6,Issue/Volume,10.1016/j.cviu.2025.104376,https://doi.org/10.1016/j.cviu.2025.104376
6,Dataset,Underwater image quality evaluation via deep meta-learning: Dataset and objective method,"Tianhai Chen, Xichen Yang, Tianshu Wang, Nengxin Li, Shun Zhu, Xiaobo Shen",257,,2025-6,Issue/Volume,10.1016/j.cviu.2025.104380,https://doi.org/10.1016/j.cviu.2025.104380
7,Dataset,Uniss-MDF: A Multidimensional Face dataset for assessing face analysis on the move,"Pietro Ruiu, Marinella Iole Cadoni, Andrea Lagorio, Seth Nixon, Filippo Casu, Massimo Farina, Mauro Fadda, Giuseppe A. Trunfio, Massimo Tistarelli, Enrico Grosso",258,,2025-7,Issue/Volume,10.1016/j.cviu.2025.104384,https://doi.org/10.1016/j.cviu.2025.104384
8,Dataset,Continuous hand gesture recognition: Benchmarks and methods,"Marco Emporio, Amirpouya Ghasemaghaei, Joseph J. Laviola, Andrea Giachetti",259,,2025-9,Issue/Volume,10.1016/j.cviu.2025.104435,https://doi.org/10.1016/j.cviu.2025.104435
9,Dataset,PakSign: Advancing dynamic Pakistani Sign Language Recognition with a novel skeleton-based dataset and graph-enhanced architectures,"Neelma Naz, Maheen Salman, Fiza Ayub, Zawata Afnan Asif, Sara Ali",260,,2025-10,Issue/Volume,10.1016/j.cviu.2025.104458,https://doi.org/10.1016/j.cviu.2025.104458
10,Dataset,PlanarTrack: A high-quality and challenging benchmark for large-scale planar object tracking,"Yifan Jiao, Xinran Liu, Xiaoqiong Liu, Xiaohui Yuan, Heng Fan, Libo Zhang",262,,2025-12,Issue/Volume,10.1016/j.cviu.2025.104553,https://doi.org/10.1016/j.cviu.2025.104553
11,Dataset,Enhancing action recognition by leveraging the hierarchical structure of actions and textual context,"Manuel Benavent-Lledo, David Mulero-Pérez, David Ortiz-Perez, Jose Garcia-Rodriguez, Antonis Argyros",262,,2025-12,Issue/Volume,10.1016/j.cviu.2025.104560,https://doi.org/10.1016/j.cviu.2025.104560
12,Dataset,Swin Transformer-based maritime objects instance segmentation with dual attention and multi-scale fusion,"Haoke Yin, Changdong Yu, Chengshang Wu, Kexin Dai, Junfeng Shi, Yifan Xu, Yuan Zhu",262,,2025-12,Issue/Volume,10.1016/j.cviu.2025.104556,https://doi.org/10.1016/j.cviu.2025.104556
13,Method,Seam estimation based on dense matching for parallax-tolerant image stitching,"Zhihao Zhang, Jie He, Mouquan Shen, Xianqiang Yang",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104219,https://doi.org/10.1016/j.cviu.2024.104219
14,Method,Bilevel progressive homography estimation via correlative region-focused transformer,"Qi Jia, Xiaomei Feng, Wei Zhang, Yu Liu, Nan Pu, Nicu Sebe",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104209,https://doi.org/10.1016/j.cviu.2024.104209
15,Method,Enhanced local multi-windows attention network for lightweight image super-resolution,"Yanheng Lv, Lulu Pan, Ke Xu, Guo Li, Wenbo Zhang, Lingxiao Li, Le Lei",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104217,https://doi.org/10.1016/j.cviu.2024.104217
16,Method,Leaf cultivar identification via prototype-enhanced learning,"Yiyi Zhang, Zhiwen Ying, Ying Zheng, Cuiling Wu, Nannan Li, Fangfang Wang, Jun Wang, Xianzhong Feng, Xiaogang Xu",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104221,https://doi.org/10.1016/j.cviu.2024.104221
17,Method,Unsupervised co-generation of foreground–background segmentation from Text-to-Image synthesis,"Yeruru Asrar Ahmed, Anurag Mittal",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104223,https://doi.org/10.1016/j.cviu.2024.104223
18,Method,Enhancing scene text detectors with realistic text image synthesis using diffusion models,"Ling Fu, Zijie Wu, Yingying Zhu, Yuliang Liu, Xiang Bai",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104224,https://doi.org/10.1016/j.cviu.2024.104224
19,Method,Dual stage semantic information based generative adversarial network for image super-resolution,"Shailza Sharma, Abhinav Dhall, Shikhar Johri, Vinay Kumar, Vivek Singh",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104226,https://doi.org/10.1016/j.cviu.2024.104226
20,Method,2S-SGCN: A two-stage stratified graph convolutional network model for facial landmark detection on 3D data,"Jacopo Burger, Giorgio Blandano, Giuseppe Maurizio Facchi, Raffaella Lanzarotti",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104227,https://doi.org/10.1016/j.cviu.2024.104227
21,Method,SANet: Selective Aggregation Network for unsupervised object re-identification,"Minghui Lin, Jianhua Tang, Longbin Fu, Zhengrong Zuo",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104232,https://doi.org/10.1016/j.cviu.2024.104232
22,Method,RetSeg3D: Retention-based 3D semantic segmentation for autonomous driving,"Gopi Krishna Erabati, Helder Araujo",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104231,https://doi.org/10.1016/j.cviu.2024.104231
23,Method,Leveraging vision-language prompts for real-world image restoration and enhancement,"Yanyan Wei, Yilin Zhang, Kun Li, Fei Wang, Shengeng Tang, Zhao Zhang",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104222,https://doi.org/10.1016/j.cviu.2024.104222
24,Method,Multi-Scale Adaptive Skeleton Transformer for action recognition,"Xiaotian Wang, Kai Chen, Zhifu Zhao, Guangming Shi, Xuemei Xie, Xiang Jiang, Yifan Yang",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104229,https://doi.org/10.1016/j.cviu.2024.104229
25,Method,Action assessment in rehabilitation: Leveraging machine learning and vision-based analysis,"Alaa Kryeem, Noy Boutboul, Itai Bear, Shmuel Raz, Dana Eluz, Dorit Itah, Hagit Hel-Or, Ilan Shimshoni",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104228,https://doi.org/10.1016/j.cviu.2024.104228
26,Method,Open-set domain adaptation with visual-language foundation models,"Qing Yu, Go Irie, Kiyoharu Aizawa",250,,2025-1,Issue/Volume,10.1016/j.cviu.2024.104230,https://doi.org/10.1016/j.cviu.2024.104230
27,Method,UATST: Towards unpaired arbitrary text-guided style transfer with cross-space modulation,"Haibo Chen, Lei Zhao",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104246,https://doi.org/10.1016/j.cviu.2024.104246
28,Method,3D Pose Nowcasting: Forecast the future to improve the present,"Alessandro Simoni, Francesco Marchetti, Guido Borghi, Federico Becattini, Lorenzo Seidenari, Roberto Vezzani, Alberto Del Bimbo",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104233,https://doi.org/10.1016/j.cviu.2024.104233
29,Method,From bias to balance: Leverage representation learning for bias-free MoCap solving,"Georgios Albanis, Nikolaos Zioulis, Spyridon Thermos, Anargyros Chatzitofis, Kostas Kolomvatsos",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104241,https://doi.org/10.1016/j.cviu.2024.104241
30,Method,Pruning networks at once via nuclear norm-based regularization and bi-level optimization,"Donghyeon Lee, Eunho Lee, Jaehyuk Kang, Youngbae Hwang",251,,2025-2,Issue/Volume,10.1016/j.cviu.2024.104247,https://doi.org/10.1016/j.cviu.2024.104247
