No,Type,Vol_Issue,Published,Title,Authors,Pages,DOI,Paper_Link
867,Method,Early Access,2026,CAFE: Cross-View Adaptive Fusion and Cluster Center Enhancement for Robust Multi-View Clustering,"Wei Lan, Yinghao Guo, Qingfeng Chen, Shichao Zhang, Shirui Pan, Huiyu Zhou, Yi Pan, Jie Wen",1-17,10.1109/tpami.2026.3708284,https://doi.org/10.1109/tpami.2026.3708284
868,Method,Early Access,2026,Ethics-Aware Safe Reinforcement Learning for Rare-Event Risk Control in Interactive Urban Driving,"Dianzhao Li, Ostap Okhrin",1-18,10.1109/tpami.2026.3708405,https://doi.org/10.1109/tpami.2026.3708405
869,Method,48(10),2026-10,Industrial Brain: Self-Evolving Neuro-Symbolic Autonomy With Causal Resilience for Cyber-Physical Systems,"Junping Wang, Bicheng Wang, Guoqing Wang, Yushan Ma",13439-13456,10.1109/tpami.2026.3708591,https://doi.org/10.1109/tpami.2026.3708591
870,Method,48(10),2026-10,Mixture of Global and Local Experts With Diffusion Transformer for Controllable Face Generation,"Xuechao Zou, Shun Zhang, Xing Fu, Yue Li, Kai Li, Yushe Cao, Congyan Lang, Pin Tao, Junliang Xing",13636-13652,10.1109/tpami.2026.3708691,https://doi.org/10.1109/tpami.2026.3708691
871,Method,Early Access,2026,Task-KV: Task-aware KV Cache Optimization via Semantic Differentiation of Attention Heads,"Xingyang He, Jie Liu, Shaowei Chen",1-18,10.1109/tpami.2026.3708708,https://doi.org/10.1109/tpami.2026.3708708
872,Method,Early Access,2026,Achieving Text-based Person Retrieval with Any Granularity,"Jialong Zuo, Hanyu Zhou, Dongyue Wu, Yongtai Deng, Mengdan Tan, Nong Sang, Changxin Gao, Xiang Bai",1-18,10.1109/tpami.2026.3708762,https://doi.org/10.1109/tpami.2026.3708762
873,Method,Early Access,2026,HardFlow: Hard-Constrained Sampling for Flow-Matching Models Via Trajectory Optimization,"Zeyang Li, Kaveh Alim, Navid Azizan",1-17,10.1109/tpami.2026.3708824,https://doi.org/10.1109/tpami.2026.3708824
874,Method,Early Access,2026,Adaptive Hardness-Driven Dictionary Distillation for Incomplete Streaming View Clustering,"Honglin Yuan, Yuan Sun, Xingfeng Li, Xi Wu, Xiaojian You, Zhenwen Ren",1-15,10.1109/tpami.2026.3708904,https://doi.org/10.1109/tpami.2026.3708904
875,Method,Early Access,2026,TraGraph-GS: Trajectory Graph-based Gaussian Splatting for Arbitrary Large-Scale Scene Rendering,"Xiaohan Zhang, Sitong Wang, Yushen Yan, Yi Yang, Mingda Xu, Qi Liu",1-12,10.1109/tpami.2026.3709368,https://doi.org/10.1109/tpami.2026.3709368
876,Method,48(10),2026-10,SWIFT: A Small-World Interaction Framework for Flow-Aware Trajectory Prediction in Autonomous Driving,"Chengyue Wang, Bin Rao, Haicheng Liao, Bonan Wang, Chengzhong Xu, Zhenning Li",13389-13405,10.1109/tpami.2026.3709672,https://doi.org/10.1109/tpami.2026.3709672
877,Method,48(10),2026-10,Learning Topology-Aware Representations via Test-Time Adaptation for Anomaly Segmentation,"Ali Zia, Usman Ali, Abdul Rehman, Umer Ramzan, Kang Han, Muhammad Faheem, Shahnawaz Qureshi, Wei Xiang",13585-13601,10.1109/tpami.2026.3710196,https://doi.org/10.1109/tpami.2026.3710196
878,Method,Early Access,2026,"A Comprehensive Survey on Multimodal Recommender Systems: Taxonomy, Evaluation, and Future Directions","Hongyu Zhou, Xin Zhou, Zhiwei Zeng, Lingzi Zhang, Chunyan Miao",1-20,10.1109/tpami.2026.3710585,https://doi.org/10.1109/tpami.2026.3710585
879,Method,Early Access,2026,Image Restoration via Multi-domain Learning,"Xingyu Jiang, Ning Gao, Xiuhui Zhang, Hongkun Dou, Shaowen Fu, Xiaoqing Zhong, Hongjue Li, Yue Deng",1-18,10.1109/tpami.2026.3710409,https://doi.org/10.1109/tpami.2026.3710409
880,Method,Early Access,2026,A Unified and Fast-Sampling Diffusion Bridge Framework via Stochastic Optimal Control,"Mokai Pan, Kaizhen Zhu, Yuexin Ma, Yanwei Fu, Jingyi Yu, Jingya Wang, Ye Shi",1-13,10.1109/tpami.2026.3710696,https://doi.org/10.1109/tpami.2026.3710696
881,Method,Early Access,2026,Robust 3D Semantic Occupancy Prediction With Calibration-Free Spatial Transformation,"Zhuangwei Zhuang, Ziyin Wang, Sitao Chen, Lizhao Liu, Hui Luo, Mingkui Tan",1-16,10.1109/tpami.2026.3710841,https://doi.org/10.1109/tpami.2026.3710841
882,Method,Early Access,2026,NP-Hardness of Minimizing Neurons in Two-Hidden-Layer ReLU Neural Networks,Sangrock Lee,1-9,10.1109/tpami.2026.3711513,https://doi.org/10.1109/tpami.2026.3711513
883,Method,Early Access,2026,Language-4D Cross-Boosting for Generalized Zero-Shot 6DoF Tracking and 3D Reconstruction,"Jingtao Sun, Yaonan Wang, Jiawen Zhao, Yike Zhang, Min Liu, Mike Zheng Shou",1-18,10.1109/tpami.2026.3711593,https://doi.org/10.1109/tpami.2026.3711593
884,Method,Early Access,2026,MEGO: Learning Mixture-of-Experts for General-Purpose Binary Optimization,"Shengcai Liu, Zhiyuan Wang, Yew-Soon Ong, Xin Yao, Ke Tang",1-18,10.1109/tpami.2026.3711708,https://doi.org/10.1109/tpami.2026.3711708
885,Method,Early Access,2026,PCBClip: Vision-Language Defect Detection Model for Low-Sample Inspection Systems,"Zhongshu Chen, Feng Guo, Zhenghua Chen, Lin Zuo, Yu Liu",1-18,10.1109/tpami.2026.3711750,https://doi.org/10.1109/tpami.2026.3711750
886,Method,Early Access,2026,PrefixQuant: Eliminating Outliers by Prefixed Tokens for Large Language Models Quantization,"Mengzhao Chen, Yi Liu, Jiahao Wang, Yi Bin, Wenqi Shao, Ping Luo",1-12,10.1109/tpami.2026.3711802,https://doi.org/10.1109/tpami.2026.3711802
887,Method,Early Access,2026,Robust Personalized Federated Continual Learning via Explainable Multi-Granularity Prompt,"Hao Yu, Xin Yang, Boyang Fan, Yonghao Li, Hanlin Gu, Junbo Zhang, Tianrui Li, Qiang Yang",1-17,10.1109/tpami.2026.3711828,https://doi.org/10.1109/tpami.2026.3711828
888,Method,Early Access,2026,Aligning Condensed Graph via Hashing: A New Insight for Federated Graph Learning,"Yeyu Yan, Shuai Zheng, Zhenfeng Zhu, Dong Chen, Wentao Zhang, Yawei Zhao, Kunlun He, Yao zhao",1-15,10.1109/tpami.2026.3711847,https://doi.org/10.1109/tpami.2026.3711847
889,Method,Early Access,2026,Study of Full-View Finger Vein Biometrics on Redundancy-compensated 3D Reconstruction and Frequency-Spatial Coupling Feature Extraction,"Junduan Huang, Dacan Luo, Alexander Unnervik, Weili Yang, Massimo Tistarelli, Wenxiong Kang",1-18,10.1109/tpami.2026.3711850,https://doi.org/10.1109/tpami.2026.3711850
890,Method,Early Access,2026,PI-H2T: Enhancing Long-Tailed Visual Recognition with Permutation-Invariant and Head-to-Tail Feature Fusion,"Mengke Li, Zhikai Hu, Yang Lu, Weichao Lan, Yiu-ming Cheung, Hui Huang",1-15,10.1109/tpami.2026.3711911,https://doi.org/10.1109/tpami.2026.3711911
891,Method,Early Access,2026,Oracle-Guided Masked Contrastive Reinforcement Learning for Visuomotor Policies,"Yuhang Zhang, Jiaping Xiao, Chao Yan, Mir Feroskhan",1-18,10.1109/tpami.2026.3711921,https://doi.org/10.1109/tpami.2026.3711921
892,Method,Early Access,2026,Threat in Frequency: Unveiling Hidden Attack Surfaces by Exploiting Stealthy Backdoors on Diffusion Models,"Jingyi Xie, Jiawei Liu, Fanrui Zhang, Dong Li, Xueyang Fu, Zheng-Jun Zha",1-17,10.1109/tpami.2026.3712043,https://doi.org/10.1109/tpami.2026.3712043
893,Method,Early Access,2026,Factor-Assisted Federated Learning for Personalized Optimization with Heterogeneous Data,"Feifei Wang, Huiyun Tang, Yang Li",1-12,10.1109/tpami.2026.3712213,https://doi.org/10.1109/tpami.2026.3712213
894,Method,Early Access,2026,Agentic Designer: Progressive Multi-Agent Collaboration for Structure-Aware Interior Layout Generation,"Zhijing Yang, Haocheng Lin, Zhihua Xu, Haojie Li, Keze Wang, Liang Lin, Tianshui Chen",1-16,10.1109/tpami.2026.3711762,https://doi.org/10.1109/tpami.2026.3711762
895,Method,Early Access,2026,CoNav: Collaborative Cross-Modal Reasoning for Embodied Navigation,"Haihong Hao, Mingfei Han, Changlin Li, Zhihui Li, Xiaojun Chang",1-15,10.1109/tpami.2026.3711981,https://doi.org/10.1109/tpami.2026.3711981
896,Method,Early Access,2026,SymBOL: A General-Purpose Symbolic Learner for Scientific Discovery Using Bayesian Optimization-Enhanced Large Language Models,"Jiaxu Cui, Qifei Li, Weiting Liu, Jiao Hu, Xinhui Yin, Ninghao Liu, Bingyi Sun, Jiming Liu, Bo Yang",1-13,10.1109/tpami.2026.3712056,https://doi.org/10.1109/tpami.2026.3712056
897,Method,Early Access,2026,Foundation Models based Scene Graph Generation,"Shuzhou Sun, Jing Liu, Li Liu, Shuaifeng Zhi, Huali Xu, Zhen Liu, Janne Heikkila, Yongxiang Liu",1-18,10.1109/tpami.2026.3712094,https://doi.org/10.1109/tpami.2026.3712094
898,Method,Early Access,2026,ManlyMM-VAE: Deep Clustering With Manly Transformation Mixture Latent Embeddings for High-Dimensional Skewed Data,"Jinwon Heo, Hyung-Jeong Yang, Jangsun Baek",1-16,10.1109/tpami.2026.3712355,https://doi.org/10.1109/tpami.2026.3712355
899,Method,Early Access,2026,Early Stopping Without Validation Data in Weakly Supervised Learning,"Suqin Yuan, Muyang Li, Lei Feng, Bo Han, Gang Niu, Masashi Sugiyama, Tongliang Liu",1-16,10.1109/tpami.2026.3712551,https://doi.org/10.1109/tpami.2026.3712551
900,Method,Early Access,2026,Calibratable Disambiguation Loss for Multi-Instance Partial-Label Learning,"Wei Tang, Yin-Fang Yang, Weijia Zhang, Min-Ling Zhang",1-15,10.1109/tpami.2026.3712701,https://doi.org/10.1109/tpami.2026.3712701
901,Method,Early Access,2026,Reliable Uncertainty Estimation via Discriminative Feature Learning for Evidential Deep Classification,"Linye Li, Yufei Chen, Xiaodong Yue, Qunjie Chen, Lianghua He, Heng Tao Shen",1-19,10.1109/tpami.2026.3712710,https://doi.org/10.1109/tpami.2026.3712710
902,Method,Early Access,2026,On the Design of Mixture-of-Experts for Dynamic Gaussian Splatting,"In-Hwan Jin, Hyeongju Mun, Joonsoo Kim, Kugjin Yun, Kyeongbo Kong",1-18,10.1109/tpami.2026.3712736,https://doi.org/10.1109/tpami.2026.3712736
903,Method,Early Access,2026,Propagating Cross-View Semantics for Multi-view Clustering: A Unified Anchor Refinement Paradigm,"Suyuan Liu, Siwei Wang, Ke Liang, Xueling Zhu, Jinyan Li, Xinwang Liu, Xiaohong Chen",1-16,10.1109/tpami.2026.3713020,https://doi.org/10.1109/tpami.2026.3713020
904,Method,Early Access,2026,Integrating Agglomerative Perception with One-step Action Generation for Robotic Manipulation,"Sen Wang, Le Wang, Hongcheng Huo, Sanping Zhou, Kun Xia, Gang Hua",1-18,10.1109/tpami.2026.3713027,https://doi.org/10.1109/tpami.2026.3713027
905,Method,Early Access,2026,BRFedTD: A Novel Framework for Federated Reinforcement Learning With Byzantine-Resilient Policy Evaluation,"Dazhong Wang, Weidong Liu, Xiaojun Mao",1-16,10.1109/tpami.2026.3713184,https://doi.org/10.1109/tpami.2026.3713184
906,Method,Early Access,2026,How Relation Enrichment Improves Clustering Ensemble Performance: A Second Order Induced Relation View,"Feijiang Li, Jieting Wang, Yuhua Qian, Hongren Yan, Tingjin Luo",1-17,10.1109/tpami.2026.3713520,https://doi.org/10.1109/tpami.2026.3713520
907,Method,Early Access,2026,Incomplete Multimodal Probability Flow Recovery for Emotion Recognition,"Yuanzhi Wang, Zhen Cui, Mengyi Liu, Xiaoya Zhang, Zechao Li",1-18,10.1109/tpami.2026.3713383,https://doi.org/10.1109/tpami.2026.3713383
908,Method,Early Access,2026,MIDAS: Mutual Information Disentanglement With Uncertainty-Aware Fusion for Incomplete Multimodal Sentiment Analysis,"Yuhua Wen, Yingying Zhou, Qifei Li, Yingming Gao, Zhengqi Wen, Jianhua Tao, Ya Li",1-15,10.1109/tpami.2026.3713694,https://doi.org/10.1109/tpami.2026.3713694
909,Method,Early Access,2026,UniNDM: A Unified Noise-driven Detection and Mitigation Framework Against Sexual Content in Text-to-Image Generation,"Yao Huang, Yitong Sun, Huanran Chen, Ruochen Zhang, Shouwei Ruan, Ranjie Duan, Maoxun Yuan, Yinpeng Dong, Hui Xue, Xiaochun Cao, Xingxing Wei",1-16,10.1109/tpami.2026.3713771,https://doi.org/10.1109/tpami.2026.3713771
910,Method,Early Access,2026,STPP: Efficient and Progressive Structured Pruning Via Enhanced Sparsification Paradigm,"Weihao Lin, Shengji Tang, Peng Ye, Tao Chen",1-17,10.1109/tpami.2026.3714012,https://doi.org/10.1109/tpami.2026.3714012
911,Method,Early Access,2026,Prototype-Anchored Generalized Manifold Regression for Unknown-Domain Object Detection,"Zihao Zhang, Aming Wu, Yang Li, Yahong Han",1-18,10.1109/tpami.2026.3714053,https://doi.org/10.1109/tpami.2026.3714053
912,Method,Early Access,2026,Diminishing Return of Value Expansion Methods,"Daniel Palenicek, Michael Lutter, Joao Carvalho, Daniel Dennert, Faran Ahmad, Jan Peters",1-11,10.1109/tpami.2026.3713917,https://doi.org/10.1109/tpami.2026.3713917
913,Method,Early Access,2026,Replication in Visual Diffusion Models: A Survey and Outlook,"Wenhao Wang, Yifan Sun, Zongxin Yang, Zhengdong Hu, Zhentao Tan, Yi Yang",1-20,10.1109/tpami.2026.3713990,https://doi.org/10.1109/tpami.2026.3713990
914,Method,Early Access,2026,MFSR: Multi-fractal Feature for Super-resolution Reconstruction with Fine Details Recovery,"Lianping Yang, Peng Jiao, Jinshan Pan, Hegui Zhu, Su Guo",1-13,10.1109/tpami.2026.3714205,https://doi.org/10.1109/tpami.2026.3714205
915,Method,Early Access,2026,Discovering Utility-driven Interval Rules,"Chunkai Zhang, Jiarui Deng, Maohua Lyu, Wensheng Gan, Philip S. Yu",1-16,10.1109/tpami.2026.3714081,https://doi.org/10.1109/tpami.2026.3714081
916,Method,Early Access,2026,Grad-ECLIP: Gradient-based Visual and Textual Explanations for CLIP,"Chenyang Zhao, Kun Wang, Janet H. Hsiao, Antoni B. Chan",1-18,10.1109/tpami.2026.3714444,https://doi.org/10.1109/tpami.2026.3714444
917,Method,Early Access,2026,AI-Empowered Quantum Circuit Synthesis and Compilation Optimization: Overview and Prospects,"Ge Yan, Wenjie Wu, Yuheng Chen, Kaisen Pan, Xudong Lu, Zixiang Zhou, Yuhan Wang, Ruocheng Wang, Junchi Yan",1-20,10.1109/tpami.2026.3715237,https://doi.org/10.1109/tpami.2026.3715237
918,Method,Early Access,2026,Learning Representation and Synergy Invariances: A Provable Framework for Generalized Multimodal Face Anti-Spoofing,"Xun Lin, Shuai Wang, Yi Yu, Zitong Yu, Jiale Zhou, Yizhong Liu, Xiaochun Cao, Alex Kot, Yefeng Zheng",1-37,10.1109/tpami.2026.3716086,https://doi.org/10.1109/tpami.2026.3716086
919,Method,Early Access,2026,QSMnet-INR: Single-Orientation Quantitative Susceptibility Mapping via Implicit Neural Representation in k-Space,"Xuan Cai, Ruo-Mi Guo, Kangyuan Zheng, Jiaqi Wang, Xiao-Wen Luo, Jing Zhao, Hongbin Han, Mengting Liu",1-14,10.1109/tpami.2026.3717996,https://doi.org/10.1109/tpami.2026.3717996
920,Method,Early Access,2026,Neurodynamic Approaches with Fixed-Step Optimality for Rank Minimization: A Data-Driven Framework,"Meng Zhang, Xing He, You Zhao, Tingwen Huang, Junzhi Yu",1-18,10.1109/tpami.2026.3717777,https://doi.org/10.1109/tpami.2026.3717777
921,Method,Early Access,2026,Structure-Aware Attention Prototype Network for Cross-Modality Few-Shot Brain Tumor Segmentation,"Liang Sun, Lingyao Zhu, Junyong Zhao, Dingwei Fan, Mingliang Wang, Jiashuang Huang, Wei Shao, Daoqiang Zhang",1-16,10.1109/tpami.2026.3717881,https://doi.org/10.1109/tpami.2026.3717881
922,Method,Early Access,2026,TinyMem: Condensing Multimodal Memory for Long-Form Video Action Detection,"Rui Tian, Qi Dai, Han Hu, Zuxuan Wu",1-13,10.1109/tpami.2026.3718272,https://doi.org/10.1109/tpami.2026.3718272
923,Method,Early Access,2026,Channel-Wise Topology Refinement Graph Convolution for Skeleton-Based Action Recognition,"Weiming Hu, Yuxin Chen, Jianing Bai, Jingmeng Zhou, Ziqi Zhang, Chunfeng Yuan, Bing Li",1-17,10.1109/tpami.2026.3718490,https://doi.org/10.1109/tpami.2026.3718490
924,Method,Early Access,2026,EgoLoc: A Generalizable Solution for Temporal Interaction Localization in Egocentric Videos,"Junyi Ma, Erhang Zhang, Yin-Dong Zheng, Yuchen Xie, Yixuan Zhou, Hesheng Wang",1-18,10.1109/tpami.2026.3717912,https://doi.org/10.1109/tpami.2026.3717912
925,Method,Early Access,2026,SparseVLM+: Visual Token Sparsification With Improved Text-Visual Attention Pattern,"Yuan Zhang, Junpeng Ma, Qizhe Zhang, Chun-Kai Fan, Wenzhao Zheng, Kuan Cheng, Jiwen Lu, Shanghang Zhang",1-18,10.1109/tpami.2026.3718245,https://doi.org/10.1109/tpami.2026.3718245
926,Method,Early Access,2026,BitNet v2: Low-bit and Sparsified Activations for 1-bit Large Language Models,"Hongyu Wang, Shuming Ma, Furu Wei",1-12,10.1109/tpami.2026.3717905,https://doi.org/10.1109/tpami.2026.3717905
927,Method,Early Access,2026,Multi-Round Meta-Learning for Label Purification without Trusted Labels,"Mitsuyoshi Otsu, Jun Zhou, Bo Han, Shirui Pan",1-12,10.1109/tpami.2026.3718926,https://doi.org/10.1109/tpami.2026.3718926
928,Method,Early Access,2026,Event-Triggered Gossip for Distributed Learning,"Zhiyuan Zhai, Xiaojun Yuan, Xin Wang, Rui Zhang, Geoffrey Ye Li",1-15,10.1109/tpami.2026.3718498,https://doi.org/10.1109/tpami.2026.3718498
929,Method,Early Access,2026,Face De-Identification: A Domain-Centric Survey from Capture to Processing,"Hui Wei, Hao Yu, Guoying Zhao",1-20,10.1109/tpami.2026.3718681,https://doi.org/10.1109/tpami.2026.3718681
930,Method,Early Access,2026,Quantum Generative Diffusion Model: A Fully Quantum-Mechanical Model for Generating Quantum State Ensemble,"Chuangtao Chen, Qinglin Zhao, MengChu Zhou, Zhimin He, Zhili Sun, Haozhen Situ",1-15,10.1109/tpami.2026.3718311,https://doi.org/10.1109/tpami.2026.3718311
931,Method,Early Access,2026,RingMo-Agent: A Unified Remote Sensing Foundation Model for Multi-Platform and Multi-Modal Reasoning,"Huiyang Hu, Peijin Wang, Yingchao Feng, Kaiwen Wei, Wenxin Yin, Wenhui Diao, Mengyu Wang, Hanbo Bi, Kaiyue Kang, Tong Ling, Kun Fu, Xian Sun",1-18,10.1109/tpami.2026.3718699,https://doi.org/10.1109/tpami.2026.3718699
932,Method,Early Access,2026,Efficient Heterogeneous Exploration with Mutual Policy Divergence Maximization for Multiagent Reinforcement Learning,"Haowen Dou, Lujuan Dang, Mingfei Lu, Liangjun Chen, Badong Chen",1-14,10.1109/tpami.2026.3718850,https://doi.org/10.1109/tpami.2026.3718850
933,Method,Early Access,2026,Unveiling Effective In-Context Configurations for Image Captioning: An External & Internal Analysis,"Li Li, Yongliang Wu, Jingze Zhu, Jiawei Peng, Jianfei Cai, and Xu Yang",1-18,10.1109/tpami.2026.3719106,https://doi.org/10.1109/tpami.2026.3719106
934,Method,Early Access,2026,OneBEV++: Towards Unifying Bird's-Eye-View Semantic Mapping with Panoramas,"Jiale Wei, Zhifeng Teng, Fei Teng, Junwei Zheng, Ruiping Liu, Yufan Chen, Jie Hu, Kailun Yang, Jiaming Zhang, and Rainer Stiefelhagen",1-12,10.1109/tpami.2026.3719109,https://doi.org/10.1109/tpami.2026.3719109
935,Method,Early Access,2026,"Low-Precision Training of Large Language Models: Methods, Challenges, and Opportunities","Zhiwei Hao, Jianyuan Guo, Li Shen, Yong Luo, Han Hu, Guoxia Wang, Dianhai Yu, Yonggang Wen, Dacheng Tao",1-20,10.1109/tpami.2026.3718968,https://doi.org/10.1109/tpami.2026.3718968
936,Method,Early Access,2026,Stitching Misaligned Multi-Spectral Images by Versatile Transformation: A Streamlined Solution and Applications,"Zhiying Jiang, Zengxi Zhang, Jinyuan Liu, Xin Fan, Risheng Liu",1-18,10.1109/tpami.2026.3719795,https://doi.org/10.1109/tpami.2026.3719795
937,Method,Early Access,2026,RegTrack: Simplicity Beneath Complexity in Robust Multi-Modal 3D Multi-Object Tracking,"Lipeng Gu, Xuefeng Yan, Song Wang, Mingqiang Wei",1-18,10.1109/tpami.2026.3719678,https://doi.org/10.1109/tpami.2026.3719678
938,Method,Early Access,2026,Mamba-FSCIL: Dynamic Adaptation with Selective State Space Model for Few-Shot Class Incremental Learning,"Xiaojie Li, Yibo Yang, Jianlong Wu, Yue Yu, Ming-Hsuan Yang, Liqiang Nie, Min Zhang",1-18,10.1109/tpami.2026.3719435,https://doi.org/10.1109/tpami.2026.3719435
939,Method,Early Access,2026,Transport Barycenter-Guided Sample-to-Cluster Matching for Unaligned Multi-view Clustering,"Yuzhuo Dai, Siwei Wang, Zhibin Dong, Xinhang Wan, Tianrui Liu, Kunlun He, Xinwang Liu, En Zhu",1-18,10.1109/tpami.2026.3720198,https://doi.org/10.1109/tpami.2026.3720198
940,Method,Early Access,2026,GBSK: Skeleton Clustering via Granular-ball Computing and Multi-Sampling for Large-Scale Data,"Yewang Chen, Junfeng Li, Shuyin Xia, Qinghong Lai, Xinbo Gao, Guoyin Wang, Dongdong Cheng, Yi Liu, Yi Wang",1-13,10.1109/tpami.2026.3719825,https://doi.org/10.1109/tpami.2026.3719825
941,Method,Early Access,2026,OneActor++: Consistent Multi-Subject Generation via Cluster-Conditioned Guidance,"Jiahao Wang, Caixia Yan, Shijie Li, Yinghao Wang, Weizhan Zhang, Xiaojun Chang",1-18,10.1109/tpami.2026.3719827,https://doi.org/10.1109/tpami.2026.3719827
942,Method,Early Access,2026,ATR-UAP: Enhancing the Transferability of Data-Free Universal Adversarial Perturbation via Adaptive Truncated Ratio Maximization,"Di Ming, Peng Ren, Yuanchengzhi Liu, Yunlong Wang, Xin Feng",1-18,10.1109/tpami.2026.3720232,https://doi.org/10.1109/tpami.2026.3720232
943,Method,Early Access,2026,LLM Post-Training: A Deep Dive into Reasoning Large Language Models,"Komal Kumar, Tajamul Ashraf, Omkar Thawakar, Rao Muhammad Anwer, Hisham Cholakkal, Mubarak Shah, Ming-Hsuan Yang, Phillip H.S. Torr, Fahad Shahbaz Khan, Salman Khan",1-20,10.1109/tpami.2026.3720414,https://doi.org/10.1109/tpami.2026.3720414
944,Method,Early Access,2026,Triplet Decomposition and Extensions: A General Framework for Parameter-Efficient Fine-Tuning,"Zhekai Du, Yinjie Min, Dan Zhang, Ke Lu, Jingjing Li, Heng Tao Shen",1-17,10.1109/tpami.2026.3720458,https://doi.org/10.1109/tpami.2026.3720458
945,Method,Early Access,2026,Latent MeanFlow Policy Optimization for Offline Reinforcement Learning,"Tenglong Liu, Xin Xu, Yixing Lan, Jiacheng Huang, Xinglong Zhang, Ling-Li Zeng",1-14,10.1109/tpami.2026.3720530,https://doi.org/10.1109/tpami.2026.3720530
946,Method,Early Access,2026,TopoMLP++: Towards Strong and Scalable Lane Topology Reasoning in Autonomous Driving,"Dongming Wu, Wencheng Han, Cheng-Zhong Xu, Jianbing Shen",1-16,10.1109/tpami.2026.3721163,https://doi.org/10.1109/tpami.2026.3721163
947,Method,Early Access,2026,FedAdOb: Privacy-Preserving Fed erated Deep Learning with Ad aptive Ob fuscation,"Hanlin Gu, Jiahuan Luo, Yan Kang, Yuan Yao, Gongxi Zhu, Bowen Li, Lixin Fan, Qiang Yang",1-12,10.1109/tpami.2026.3715766,https://doi.org/10.1109/tpami.2026.3715766
948,Method,Early Access,2026,DiConSite: A Unified Topology-Adaptive Architecture for Protein Binding Site Prediction Across Ligand Modalities,"Shouzhi Chen, Zhenchao Tang, Linlin You, Yonghong Tian, Calvin Yu-Chian Chen",1-13,10.1109/tpami.2026.3720695,https://doi.org/10.1109/tpami.2026.3720695
949,Method,Early Access,2026,Hyperbolic Hierarchical 3D Scene Representations for Open-Vocabulary 3D Scene Graph Generation,"Haoran Hou, Mingtao Feng, Qing Zhu, Zijie Wu, Jianqiao Luo, Min Liu, Yaonan Wang",1-17,10.1109/tpami.2026.3721639,https://doi.org/10.1109/tpami.2026.3721639
950,Method,Early Access,2026,DeepForgeSeal : Latent Space-Driven Semi-Fragile Watermarking for Deepfake Detection Using Adversarial Reinforcement Learning,"Tharindu Fernando, Clinton Fookes, Sridha Sridharan",1-12,10.1109/tpami.2026.3721108,https://doi.org/10.1109/tpami.2026.3721108
951,Method,Early Access,2026,Happy++: Towards Stable and Unified Continual Generalized Category Discovery,"Shijie Ma, Fei Zhu, Yuxin Guo, Meng Wang, Wenzhuo Liu, Zhun Zhong, Xu-Yao Zhang, Cheng-Lin Liu",1-18,10.1109/tpami.2026.3721625,https://doi.org/10.1109/tpami.2026.3721625
952,Method,Early Access,2026,ZeroPIE: Zero-Reference Polarization-Aware Low-Light Enhancement via Physically Derived Illumination-Invariant Priors,"Zhenshuo Yang, Zhiyuan Liu, Yang Lu, Jiawei Liu, Jiandong Tian",1-18,10.1109/tpami.2026.3721156,https://doi.org/10.1109/tpami.2026.3721156
953,Method,Early Access,2026,The Hitchhiker's Guide to Autonomous Research: A Survey of Scientific Agents,"Xinming Wang, Jian Xu, Sheng Lian, Yi Chen, Haiyang Guo, Fei Zhu, Yuanqi Shao, Minsi Ren, Hongzhu Yi, Aslan H. Feng, Hongming Yang, Tailin Wu, Han Hu, Shiming Xiang, Xu-Yao Zhang, Cheng-Lin Liu",1-20,10.1109/tpami.2026.3721500,https://doi.org/10.1109/tpami.2026.3721500
954,Method,Early Access,2026,Kolmogorov-Arnold causal generative models,"Alejandro Almodovar, Mar Elizo, Patricia A. Apellaniz, Santiago Zazo, Juan Parras",1-12,10.1109/tpami.2026.3721159,https://doi.org/10.1109/tpami.2026.3721159
955,Method,Early Access,2026,Multi-Granularity Graph Contrastive Learning Framework via Granular-Ball on Heterogeneous Graphs,"Shuyin Xia, Guan Wang, Cheng Tan, Chao Huang, Sen Zhao, Yi Liu, Yi Wang, Wei Wang, Guoyin Wang, Xinbo Gao",1-14,10.1109/tpami.2026.3720194,https://doi.org/10.1109/tpami.2026.3720194
956,Method,Early Access,2026,Contextrast++: Robust Multi-Scale Contextual Contrastive Learning for Semantic Segmentation,"Changki Sung, Hyungtae Lim, Wanhee Kim, Youngwoo Seo, Hyun Myung",1-17,10.1109/tpami.2026.3721845,https://doi.org/10.1109/tpami.2026.3721845
957,Method,Early Access,2026,Symbiotic Evolutionary Learning for Task-Adaptive Infrared and Visible Image Fusion,"Jinyuan Liu, Bowei Zhang, Ludan Sun, Xingyuan Li, Long Ma, Risheng Liu, Xin Fan",1-18,10.1109/tpami.2026.3722665,https://doi.org/10.1109/tpami.2026.3722665
958,Method,Early Access,2026,Consensus-Driven Distillation for Trustworthy Explanations in Self-Interpretable GNNs,"Wenxin Tai, Fan Zhou, Steve Azzolin, Goce Trajcevski, Ting Zhong, Kunpeng Zhang, Philip S. Yu",1-16,10.1109/tpami.2026.3722391,https://doi.org/10.1109/tpami.2026.3722391
959,Method,Early Access,2026,Toward Stronger 3D Human Action Representation Learning Via Efficient Spatiotemporal Decoupling,"Cong Wu, Tianyang Xu, Zhenhua Feng, Xiao-Jun Wu, Josef Kittler",1-18,10.1109/tpami.2026.3722477,https://doi.org/10.1109/tpami.2026.3722477
