No,Type,Vol_Issue,Published,Title,Authors,Pages,DOI,Paper_Link
1,Dataset,48(1),2026-1,GAN-Based Domain Adaptation for Image-Aware Layout Generation in Advertising Poster Design,"Chenchen Xu, Min Zhou, Tiezheng Ge, Weiwei Xu",184-201,10.1109/tpami.2025.3602846,https://doi.org/10.1109/tpami.2025.3602846
2,Dataset,48(1),2026-1,Learning Heterogeneous Mixture of Scene Experts for Large-Scale Neural Radiance Fields,"Zhenxing Mi, Ping Yin, Xue Xiao, Dan Xu",390-407,10.1109/tpami.2025.3603305,https://doi.org/10.1109/tpami.2025.3603305
3,Dataset,48(1),2026-1,Hypergraph-Based High-Order Correlation Analysis for Large-Scale Long-Tailed Data Classification,"Xiangmin Han, Yubo Zhang, Shihui Ying, Yue Gao",270-282,10.1109/tpami.2025.3603631,https://doi.org/10.1109/tpami.2025.3603631
4,Dataset,48(1),2026-1,Creating Multimodal Interactive Digital Twin Characters From Videos: A Dataset and Baseline,"Meidai Xuanyuan, Yuwang Wang, Honglei Guo, Hanshi Qu, Kun Zhang, Zhongming Li, Danping Yan, Tao Yu, Jianhua Tao, Qionghai Dai",92-108,10.1109/tpami.2025.3603653,https://doi.org/10.1109/tpami.2025.3603653
5,Dataset,48(1),2026-1,EBSnoR: Event-Based Snow Removal by Optimal Dwell Time Thresholding,"Abigail Wolf, Osama Alsattam, Shannon Brooks-Lehnert, Keigo Hirakawa",346-358,10.1109/tpami.2025.3603854,https://doi.org/10.1109/tpami.2025.3603854
6,Dataset,48(1),2026-1,Spherical Vision Transformers for Audio-Visual Saliency Prediction in 360$^{\circ }$∘ Videos,"Mert Cokelek, Halit Ozsoy, Nevrez Imamoglu, Cagri Ozcinar, Inci Ayhan, Erkut Erdem, Aykut Erdem",329-345,10.1109/tpami.2025.3604091,https://doi.org/10.1109/tpami.2025.3604091
7,Dataset,48(1),2026-1,Make Identity Indistinguishable: Utility-Preserving Face Dataset Publication With Provable Privacy Guarantees,"Yushu Zhang, Junhao Ji, Tao Wang, Ruoyu Zhao, Wenying Wen, Yong Xiang",127-139,10.1109/tpami.2025.3605195,https://doi.org/10.1109/tpami.2025.3605195
8,Dataset,48(1),2026-1,"M$^{3}$3D: A Multimodal, Multilingual and Multitask Dataset for Grounded Document-Level Information Extraction","Jiang Liu, Bobo Li, Xinran Yang, Na Yang, Hao Fei, Mingyao Zhang, Fei Li, Donghong Ji",807-823,10.1109/tpami.2025.3609288,https://doi.org/10.1109/tpami.2025.3609288
9,Dataset,48(1),2026-1,MSFA Image Denoising Using Physics-Based Noise Model and Noise-Decoupled Network,"Yuqi Jiang, Ying Fu, Qiankun Liu, Jun Zhang",859-875,10.1109/tpami.2025.3610243,https://doi.org/10.1109/tpami.2025.3610243
10,Dataset,48(2),2026-2,StyleShot: A Snapshot on Any Style,"Junyao Gao, Yanan Sun, Yanchen Liu, Yinhao Tang, Yanhong Zeng, Ding Qi, Kai Chen, Cairong Zhao",1215-1228,10.1109/tpami.2025.3610614,https://doi.org/10.1109/tpami.2025.3610614
11,Dataset,48(1),2026-1,LVOS: A Benchmark for Large-Scale Long-Term Video Object Segmentation,"Lingyi Hong, Zhongying Liu, Wenchao Chen, Chenzhi Tan, Yuang Feng, Xinyu Zhou, Pinxue Guo, Jinglun Li, Zhaoyu Chen, Shuyong Gao, Wei Zhang, Wenqiang Zhang",946-961,10.1109/tpami.2025.3611020,https://doi.org/10.1109/tpami.2025.3611020
12,Dataset,48(1),2026-1,MGAF: LiDAR-Camera 3D Object Detection With Multiple Guidance and Adaptive Fusion,"Baojie Fan, Xiaotian Li, Yuhan Zhou, Caixia Xia, Huijie Fan, Fengyu Xu, Jiandong Tian",824-839,10.1109/tpami.2025.3612958,https://doi.org/10.1109/tpami.2025.3612958
13,Dataset,48(1),2026-1,Data-And Knowledge-Driven Visual Abductive Reasoning,"Chen Liang, Wenguan Wang, Ling Chen, Yi Yang",792-806,10.1109/tpami.2025.3613712,https://doi.org/10.1109/tpami.2025.3613712
14,Dataset,48(2),2026-2,Learning Efficient Meshflow and Optical Flow From Event Cameras,"Xinglong Luo, Ao Luo, Kunming Luo, Zhengning Wang, Ping Tan, Bing Zeng, Shuaicheng Liu",1355-1372,10.1109/tpami.2025.3615144,https://doi.org/10.1109/tpami.2025.3615144
15,Dataset,48(2),2026-2,$\beta $-DARTS++: Bi-Level Regularization for Proxy-Robust Differentiable Architecture Search,"Peng Ye, Tong He, Baopu Li, Tao Chen, Lei Bai, Wanli Ouyang",1407-1423,10.1109/tpami.2025.3616249,https://doi.org/10.1109/tpami.2025.3616249
16,Dataset,48(2),2026-2,"EvLight++: Low-Light Video Enhancement With an Event Camera: A Large-Scale Real-World Dataset, Novel Method, and More","Kanghao Chen, Guoqiang Liang, Yunfan Lu, Hangyu Li, Lin Wang",1608-1625,10.1109/tpami.2025.3617801,https://doi.org/10.1109/tpami.2025.3617801
17,Dataset,48(2),2026-2,Deep Neural Network Parameter Selection via Dataset Similarity Under Meta-Learning Framework,"Liping Deng, Maziar Raissi, MingQing Xiao",1860-1872,10.1109/tpami.2025.3618991,https://doi.org/10.1109/tpami.2025.3618991
18,Dataset,48(2),2026-2,Fixing Background Misclassification in Few-Shot Object Detection via Product of Experts,"Ding Sheng Ong, Yi Liu, Changjing Shang, Guiguang Ding, Qiang Shen, Jungong Han",1825-1841,10.1109/tpami.2025.3622983,https://doi.org/10.1109/tpami.2025.3622983
19,Dataset,48(3),2026-3,MECD+: Unlocking Event-Level Causal Graph Discovery for Video Reasoning,"Tieyuan Chen, Huabin Liu, Yi Wang, Yihang Chen, Tianyao He, Chaofan Gan, Huanyu He, Weiyao Lin",2628-2645,10.1109/tpami.2025.3626549,https://doi.org/10.1109/tpami.2025.3626549
20,Dataset,48(3),2026-3,Topo4D++: Realistic Physically Based 4D Head Capture With Topology-Preserving Gaussian Splatting and Expression Priors,"Yuhao Cheng, Xuanchen Li, Xingyu Ren, Jianyu Wang, Haozhe Jia, Di Xu, Wenhan Zhu, Bingbing Ni, Yichao Yan",2312-2328,10.1109/tpami.2025.3627431,https://doi.org/10.1109/tpami.2025.3627431
21,Dataset,48(3),2026-3,OoDBench+: Quantifying and Understanding Two Dimensions of Out-of-Distribution Generalization,"Nanyang Ye, Kaican Li, Fan Wu, Jundong Zhou, Haoyue Bai, Runpeng Yu, Lanqing Hong, Fengwei Zhou, Zhenguo Li, Jun Zhu, Xinbing Wang, Chenghu Zhou",2566-2580,10.1109/tpami.2025.3628027,https://doi.org/10.1109/tpami.2025.3628027
22,Dataset,48(3),2026-3,Large-Scale Omnidirectional Person Positioning,"Lu Yang, Liulei Li, Jianan Wei, Pu Cao, Yujia Wang, Wenguan Wang",2870-2885,10.1109/tpami.2025.3630317,https://doi.org/10.1109/tpami.2025.3630317
23,Dataset,48(3),2026-3,Large-Scale Logo Detection,"Sujuan Hou, Jiacheng Li, Weiqing Min, Jianxin Zhan, Mengmeng Zhang, Peng Li, Shuqiang Jiang",2919-2935,10.1109/tpami.2025.3630505,https://doi.org/10.1109/tpami.2025.3630505
24,Dataset,48(3),2026-3,A Visual Benchmark for Autonomous Driving in Open-Pit Mines,"Yuchen Li, Luxi Li, Zhenshan Bing, Libo Sun, Alois Christian Knoll, Fei-Yue Wang, Long Chen",2902-2918,10.1109/tpami.2025.3632357,https://doi.org/10.1109/tpami.2025.3632357
25,Dataset,48(3),2026-3,ACDC: The Adverse Conditions Dataset With Correspondences for Robust Semantic Driving Scene Perception,"Christos Sakaridis, Haoran Wang, Ke Li, René Zurbrügg, Arpit Jadon, Wim Abbeloos, Daniel Olmeda Reino, Luc Van Gool, Dengxin Dai",2970-2988,10.1109/tpami.2025.3633063,https://doi.org/10.1109/tpami.2025.3633063
26,Dataset,48(3),2026-3,AniMer+: Unified Pose and Shape Estimation Across Mammalia and Aves via Family-Aware Transformer,"Liang An, Jin Lyu, Li Lin, Pujin Cheng, Yebin Liu, Xiaoying Tang",3233-3249,10.1109/tpami.2025.3633828,https://doi.org/10.1109/tpami.2025.3633828
27,Dataset,48(3),2026-3,VBench++: Comprehensive and Versatile Benchmark Suite for Video Generative Models,"Ziqi Huang, Fan Zhang, Xiaojie Xu, Yinan He, Jiashuo Yu, Ziyue Dong, Qianli Ma, Nattapol Chanpaisit, Chenyang Si, Yuming Jiang, Yaohui Wang, Xinyuan Chen, Ying-Cong Chen, Limin Wang, Dahua Lin, Yu Qiao, Ziwei Liu",3268-3285,10.1109/tpami.2025.3633890,https://doi.org/10.1109/tpami.2025.3633890
28,Dataset,48(3),2026-3,"Oriented Tiny Object Detection: A Dataset, Benchmark, and Dynamic Unbiased Learning","Chang Xu, Ruixiang Zhang, Wen Yang, Haoran Zhu, Fang Xu, Jian Ding, Gui-Song Xia",3167-3184,10.1109/tpami.2025.3634161,https://doi.org/10.1109/tpami.2025.3634161
29,Dataset,48(3),2026-3,FreeEdit: Mask-Free Reference-Based Image Editing With Multi-Modal Instruction,"Runze He, Kai Ma, Linjiang Huang, Shaofei Huang, Jialin Gao, Xiaoming Wei, Jiao Dai, Jizhong Han, Si Liu",3319-3334,10.1109/tpami.2025.3636582,https://doi.org/10.1109/tpami.2025.3636582
30,Dataset,48(3),2026-3,Learning Deep ISP for High-Speed Cameras: Achieving DSLR-Quality Imaging Under High Frame Rates,"Huaian Chen, Tianle Liu, Tao Tu, Wenjun Wei, Yi Jin, Enhong Chen",3499-3516,10.1109/tpami.2025.3637771,https://doi.org/10.1109/tpami.2025.3637771
31,Dataset,48(3),2026-3,Alliance: All-in-One Spectral-Spatial-Frequency Awareness Foundation Model,"Boyu Zhao, Wei Li, Junjie Wang, Yuxiang Zhang, Hong Yang, Haitao Zhao, Ran Tao, Qian Du",3586-3603,10.1109/tpami.2025.3639595,https://doi.org/10.1109/tpami.2025.3639595
32,Dataset,48(3),2026-3,Semantic Correspondence: Unified Benchmarking and a Strong Baseline,"Kaiyan Zhang, Xinghui Li, Jingyi Lu, Kai Han",3911-3930,10.1109/tpami.2025.3640429,https://doi.org/10.1109/tpami.2025.3640429
33,Dataset,48(3),2026-3,Enhanced Spatiotemporal Consistency for Image-to-LiDAR Data Pretraining,"Xiang Xu, Lingdong Kong, Hui Shuai, Wenwei Zhang, Liang Pan, Kai Chen, Ziwei Liu, Qingshan Liu",3819-3834,10.1109/tpami.2025.3640589,https://doi.org/10.1109/tpami.2025.3640589
34,Dataset,48(4),2026-4,"Breaking Barriers, Localizing Saliency: A Large-Scale Benchmark and Baseline for Condition-Constrained Salient Object Detection","Runmin Cong, Zhiyang Chen, Hao Fang, Sam Kwong, Wei Zhang",4167-4183,10.1109/tpami.2025.3642893,https://doi.org/10.1109/tpami.2025.3642893
35,Dataset,48(4),2026-4,Toward Deeper Emotional Reflection: Crafting Affective Image Filters With Generative Priors,"Peixuan Zhang, Shuchen Weng, Jiajun Tang, Si Li, Boxin Shi",4303-4317,10.1109/tpami.2025.3643911,https://doi.org/10.1109/tpami.2025.3643911
36,Dataset,48(4),2026-4,DC-SAM: In-Context Segment Anything in Images and Videos via Dual Consistency,"Mengshi Qi, Pengfei Zhu, Xiangtai Li, Xiaoyang Bi, Lu Qi, Huadong Ma, Ming-Hsuan Yang",4642-4656,10.1109/tpami.2025.3646919,https://doi.org/10.1109/tpami.2025.3646919
37,Dataset,48(4),2026-4,BEVTrack: Multi-View Multi-Human Registration and Tracking in the Bird’s Eye View,"Zekun Qian, Wei Feng, Feifan Wang, Ruize Han",4842-4859,10.1109/tpami.2025.3647707,https://doi.org/10.1109/tpami.2025.3647707
38,Dataset,48(4),2026-4,Adaptive and Robust DBSCAN With Multi-Agent Reinforcement Learning,"Hao Peng, Xiang Huang, Shuo Sun, Ruitong Zhang, Xizhao Wang, Philip S. Yu",4860-4877,10.1109/tpami.2025.3648017,https://doi.org/10.1109/tpami.2025.3648017
39,Dataset,48(4),2026-4,Causal HyperPrompter: A Framework for Unbiased Hyperspectral Camouflaged Object Tracking,"Hanzheng Wang, Wei Li, Xiang-Gen Xia, Qian Du",4942-4960,10.1109/tpami.2025.3648020,https://doi.org/10.1109/tpami.2025.3648020
40,Dataset,48(5),2026-5,Revisiting Out-of-Distribution Detection in Real-Time Object Detection: From Benchmark Pitfalls to a New Mitigation Paradigm,"Changshun Wu, Weicheng He, Chih-Hong Cheng, Xiaowei Huang, Saddek Bensalem",5243-5260,10.1109/tpami.2025.3650695,https://doi.org/10.1109/tpami.2025.3650695
41,Dataset,48(5),2026-5,"Parse, Align and Aggregate: Graph-Driven Compositional Reasoning for Video Question Answering","Jiangtong Li, Zhaohe Liao, Fengshun Xiao, Tianjiao Li, Qiang Zhang, Haohua Zhao, Li Niu, Guang Chen, Liqing Zhang, Changjun Jiang",5586-5603,10.1109/tpami.2026.3650864,https://doi.org/10.1109/tpami.2026.3650864
42,Dataset,48(5),2026-5,ConsistentID: Portrait Generation With Multimodal Fine-Grained Identity Preserving,"Jiehui Huang, Xiao Dong, Wenhui Song, Zheng Chong, Zhenchao Tang, Jun Zhou, Yuhao Cheng, Long Chen, Hanhui Li, Yiqiang Yan, Shengcai Liao, Xiaodan Liang",5639-5654,10.1109/tpami.2026.3652557,https://doi.org/10.1109/tpami.2026.3652557
43,Dataset,48(5),2026-5,MERBench: A Unified Evaluation Benchmark for Multimodal Emotion Recognition,"Zheng Lian, Licai Sun, Yong Ren, Hao Gu, Haiyang Sun, Lan Chen, Bin Liu, Jianhua Tao",5793-5810,10.1109/tpami.2026.3653457,https://doi.org/10.1109/tpami.2026.3653457
44,Dataset,48(6),2026-6,Defying Distractions in Multimodal Tasks: A Novel Benchmark for Large Vision-Language Models,"Jinhui Yang, Ming Jiang, Qi Zhao",6314-6331,10.1109/tpami.2026.3655641,https://doi.org/10.1109/tpami.2026.3655641
45,Dataset,48(6),2026-6,Momentor++: Advancing Video Large Language Models With Fine-Grained Long Video Reasoning,"Juncheng Li, Minghe Gao, Xiangnan He, Siliang Tang, Wei-Shi Zheng, Jun Xiao, Meng Wang, Tat-Seng Chua, Yueting Zhuang",6208-6224,10.1109/tpami.2026.3656169,https://doi.org/10.1109/tpami.2026.3656169
46,Dataset,48(6),2026-6,Wasserstein Distances Made Explainable: Insights Into Dataset Shifts and Transport Phenomena,"Philip Naumann, Jacob Kauffmann, Grégoire Montavon",6393-6406,10.1109/tpami.2026.3656947,https://doi.org/10.1109/tpami.2026.3656947
47,Dataset,48(5),2026-5,TextMonkey: An OCR-Free Large Multimodal Model for Understanding Document,"Yuliang Liu, Biao Yang, Qiang Liu, Zhang Li, Zhiyin Ma, Shuo Zhang, Xiang Bai",6008-6019,10.1109/tpami.2026.3653415,https://doi.org/10.1109/tpami.2026.3653415
48,Dataset,48(6),2026-6,ATRNet-STAR: A Large Dataset and Benchmark Toward Remote Sensing Object Recognition in the Wild,"Yongxiang Liu, Weijie Li, Li Liu, Jie Zhou, Bowen Peng, Yafei Song, Xuying Xiong, Wei Yang, Tianpeng Liu, Zhen Liu, Xiang Li",6735-6753,10.1109/tpami.2026.3658649,https://doi.org/10.1109/tpami.2026.3658649
49,Dataset,48(6),2026-6,Fine-Grained Alignment Supervision Matters in Vision-and-Language Navigation,"Keji He, Yan Huang, Ya Jing, Qi Wu, Liang Wang",6525-6540,10.1109/tpami.2026.3658949,https://doi.org/10.1109/tpami.2026.3658949
50,Dataset,48(6),2026-6,Tackling Ill-Posedness of Reversible Image Conversion With Well-Posed Invertible Network,"Yuanfei Huang, Hua Huang",6847-6864,10.1109/tpami.2026.3659125,https://doi.org/10.1109/tpami.2026.3659125
51,Dataset,48(6),2026-6,Evaluating and Mitigating Relationship Hallucinations in Large Vision-Language Models,"Mingrui Wu, Jiale Li, Jiayi Ji, Fei Hao, Xiaoshuai Sun, Rongrong Ji",6332-6346,10.1109/tpami.2026.3656175,https://doi.org/10.1109/tpami.2026.3656175
52,Dataset,48(6),2026-6,Top-$k$k Feature Selection in Sparse Learning via Accelerated Coordinate Descent Method,"Han Zhang, Yannian Gu, Feiping Nie, Xuelong Li",6880-6896,10.1109/tpami.2026.3660366,https://doi.org/10.1109/tpami.2026.3660366
53,Dataset,48(6),2026-6,Toward Real-World Holistic Privacy-Preserving Person Re-Identification,"Qianxiang Meng, He Li, Min Cao, Mang Ye",6587-6600,10.1109/tpami.2026.3660922,https://doi.org/10.1109/tpami.2026.3660922
54,Dataset,48(6),2026-6,ADVersa: Abductive Driving Accident Video Understanding,"Lei-Lei Li, Jianwu Fang, Junbin Xiao, Hongkai Yu, Chen Lv, Jianru Xue, Zhengguo Li, Tat-Seng Chua",6980-6998,10.1109/tpami.2026.3663545,https://doi.org/10.1109/tpami.2026.3663545
55,Dataset,48(7),2026-7,DREAM: A Benchmark Study for Deepfake PhotoRealism AssessMent,"Bo Peng, Zichuan Wang, Sheng Yu, Xiaochuan Jin, Wei Wang, Jing Dong",7451-7466,10.1109/tpami.2026.3663547,https://doi.org/10.1109/tpami.2026.3663547
56,Dataset,48(6),2026-6,OmniHD-Scenes: A Next-Generation Multimodal Dataset for Autonomous Driving,"Lianqing Zheng, Long Yang, Qunshu Lin, Wenjin Ai, Minghao Liu, Shouyi Lu, Jianan Liu, Hongze Ren, Jingyue Mo, Xiaokai Bai, Jie Bai, Zhixiong Ma, Xichan Zhu",7032-7049,10.1109/tpami.2026.3663672,https://doi.org/10.1109/tpami.2026.3663672
57,Dataset,48(7),2026-7,Enhancing MMDiT-Based Text-to-Image Models for Similar Subject Generation,"Tianyi Wei, Dongdong Chen, Yifan Zhou, Xingang Pan",7692-7706,10.1109/tpami.2026.3663759,https://doi.org/10.1109/tpami.2026.3663759
58,Dataset,48(6),2026-6,Thermal3D-GS: Physics-Induced 3D Gaussians for Thermal Infrared Novel-View Synthesis With a Large-Scale Dataset,"Qian Chen, Shihao Shu, Heng Sun, Junzhang Chen, Xiangzhi Bai",6962-6979,10.1109/tpami.2026.3663966,https://doi.org/10.1109/tpami.2026.3663966
59,Dataset,48(7),2026-7,Soft Label Pruning and Quantization for Large-Scale Dataset Distillation,"Lingao Xiao, Yang He",7521-7533,10.1109/tpami.2026.3664488,https://doi.org/10.1109/tpami.2026.3664488
60,Dataset,48(7),2026-7,A Natural Language Guided Approach for Blind Face Restoration: Methodology and Dataset,"Wenjie An, Chenyang Wang, Junjun Jiang, Kui Jiang, Xianming Liu, Liqiang Nie",7802-7819,10.1109/tpami.2026.3665736,https://doi.org/10.1109/tpami.2026.3665736
61,Dataset,48(7),2026-7,"UDFStudio: A Unified Framework of Datasets, Benchmarks and Generative Models for Unsigned Distance Functions","Junsheng Zhou, Weiqi Zhang, Baorui Ma, Kanle Shi, Yu-Shen Liu, Zhizhong Han",7902-7919,10.1109/tpami.2026.3668763,https://doi.org/10.1109/tpami.2026.3668763
62,Dataset,48(7),2026-7,OptimalCap: Efficient and Robust LiDAR-Based Motion Capture in Free Environments,"Yiming Ren, Yujing Sun, Xiao Han, Yichen Yao, Xiaoxiao Long, Xinge Zhu, Siu Ming Yiu, Yuexin Ma",8456-8469,10.1109/tpami.2026.3669427,https://doi.org/10.1109/tpami.2026.3669427
63,Dataset,48(7),2026-7,ProtoComp++: Diverse Point Cloud Completion With Controllable Prototype,"Xumin Yu, Zuyan Liu, Yanbo Wang, Jie Zhou, Jiwen Lu",8710-8725,10.1109/tpami.2026.3674197,https://doi.org/10.1109/tpami.2026.3674197
64,Dataset,48(7),2026-7,Benchmarking Semantic Segmentation Models via Appearance and Geometry Attribute Editing,"Zijin Yin, Bing Li, Kongming Liang, Hao Sun, Zhongjiang He, Zhanyu Ma, Jun Guo",8661-8677,10.1109/tpami.2026.3674640,https://doi.org/10.1109/tpami.2026.3674640
65,Dataset,48(8),2026-8,Concept Drift and Long-Tailed Distribution in Fine-Grained Visual Categorization: Benchmark and Method,"Shuo Ye, Shiming Chen, Ruxin Wang, Tianxu Wu, Salman Khan, Fahad Shahbaz Khan, Ling Shao",8970-8986,10.1109/tpami.2026.3674763,https://doi.org/10.1109/tpami.2026.3674763
66,Dataset,48(8),2026-8,Bridging Datasets and Hyperparameters: GCN-Based Link Prediction for Recommendation,"Liping Deng, MingQing Xiao",8987-9000,10.1109/tpami.2026.3675022,https://doi.org/10.1109/tpami.2026.3675022
67,Dataset,48(8),2026-8,Match Stereo Videos via Bidirectional Alignment,"Junpeng Jing, Ye Mao, Anlan Qiu, Krystian Mikolajczyk",9337-9353,10.1109/tpami.2026.3679033,https://doi.org/10.1109/tpami.2026.3679033
68,Dataset,48(8),2026-8,"Unification of Closed-Open Industrial Detection Scenarios: New Large-Scale Benchmarks, Challenges and Baselines","Zekai Zhang, Jinglin Zhang, Qinghui Chen, Gang Li, Da Chen, Shuainan Jing, He Wang, Dagang Li, Cong Liu, Cong Bai, Shengyong Chen",9571-9588,10.1109/tpami.2026.3680569,https://doi.org/10.1109/tpami.2026.3680569
69,Dataset,48(8),2026-8,DynaPURLS: Dynamic Refinement of Part-Aware Representations for Skeleton-Based Zero-Shot Action Recognition,"Jingmin Zhu, Anqi Zhu, James Bailey, Jun Liu, Hossein Rahmani, Mohammed Bennamoun, Farid Boussaid, Qiuhong Ke",9659-9674,10.1109/tpami.2026.3680873,https://doi.org/10.1109/tpami.2026.3680873
70,Dataset,48(8),2026-8,SkyFind: A Large-Scale Benchmark Unveiling Referring Expression Comprehension for UAV,"Kunyu Wang, Guanbo Wu, Xueyang Fu, Xingbo Wang, Kean Liu, Xin Lu, Chengjie Ge, Wei Zhai, Zheng-Jun Zha",9859-9875,10.1109/tpami.2026.3681112,https://doi.org/10.1109/tpami.2026.3681112
71,Dataset,48(8),2026-8,DreamFuse: Toward Realistic and Seamless Image Fusion Across Diverse Scenarios,"Junjia Huang, Pengxiang Yan, Jiyang Liu, Jie Wu, Zhao Wang, Yitong Wang, Xinglong Wu, Liang Lin, Guanbin Li",9502-9518,10.1109/tpami.2026.3680535,https://doi.org/10.1109/tpami.2026.3680535
72,Dataset,48(8),2026-8,VLBiasBench: A Comprehensive Benchmark for Evaluating Bias in Large Vision-Language Model,"Sibo Wang, Xiangkui Cao, Jie Zhang, Zheng Yuan, Shiguang Shan, Xilin Chen, Wen Gao",10143-10156,10.1109/tpami.2026.3683747,https://doi.org/10.1109/tpami.2026.3683747
73,Dataset,48(8),2026-8,From Image to Pixels: Towards Fine-Grained Medical Vision-Language Models,"Lingdong Shen, Xiaoshuang Huang, Fangxin Shang, Xudong Zhang, Yehui Yang, Bin Fan, Shiming Xiang",9982-9996,10.1109/tpami.2026.3682684,https://doi.org/10.1109/tpami.2026.3682684
74,Dataset,48(9),2026-9,Fast and Distributed Equivariant Graph Neural Networks by Virtual Node Learning,"Yuelin Zhang, Jiacheng Cen, Jiaqi Han, Wenbing Huang",10284-10298,10.1109/tpami.2026.3684569,https://doi.org/10.1109/tpami.2026.3684569
75,Dataset,48(9),2026-9,When ‘Yes’ Meets ‘But’: Can AI Comprehend Contradictory Humor in Comics?,"Tuo Liang, Zhe Hu, Jing Li, Hao Zhang, Yiren Lu, Yunlai Zhou, Yiran Qiao, Disheng Liu, Jierui Peng, Jing Ma, Yu Yin",10570-10584,10.1109/tpami.2026.3688191,https://doi.org/10.1109/tpami.2026.3688191
76,Dataset,48(9),2026-9,From Convergence to Generalization: Stability of Stationary-Point Learning Algorithms,"Yunwen Lei, Zimeng Wang, Xiaoming Yuan",10598-10609,10.1109/tpami.2026.3688491,https://doi.org/10.1109/tpami.2026.3688491
77,Dataset,48(9),2026-9,Rethinking Link Prediction for Directed Graphs,"Mingguo He, Yuhe Guo, Yanping Zheng, Zhewei Wei, Stephan Gunnemann, Xiaokui Xiao",10792-10808,10.1109/tpami.2026.3688944,https://doi.org/10.1109/tpami.2026.3688944
78,Dataset,48(9),2026-9,ThermalGaussian++: Improving Alignment and Resolution for ThermalGaussian,"Rongfeng Lu, Chi Zhu, Quan Chen, Le Zhang, Ming Lu, Tingyu Wang, Haofan Ren, Yitian Xue, Yunfei Guo, Chenggang Yan",10728-10743,10.1109/tpami.2026.3689388,https://doi.org/10.1109/tpami.2026.3689388
79,Dataset,48(9),2026-9,Task Graph Maximum Likelihood Estimation for Procedural Activity Understanding in Egocentric Videos,"Luigi Seminara, Giovanni Maria Farinella, Antonino Furnari",10518-10534,10.1109/tpami.2026.3689721,https://doi.org/10.1109/tpami.2026.3689721
80,Dataset,48(9),2026-9,OmniCharacter++: Toward Comprehensive Benchmark for Realistic Role-Playing Agents,"Haonan Zhang, Pengpeng Zeng, Ji Zhang, Jingkuan Song, Nicu Sebe, Heng Tao Shen, Lianli Gao",10958-10975,10.1109/tpami.2026.3690447,https://doi.org/10.1109/tpami.2026.3690447
81,Dataset,48(9),2026-9,IntentQA: Intent Question Answering in Videos by Cognitive Context Reasoning,"Jiapeng Li, Ping Wei, Wenjuan Han, Song-Chun Zhu, Lifeng Fan",11044-11061,10.1109/tpami.2026.3690561,https://doi.org/10.1109/tpami.2026.3690561
82,Dataset,48(9),2026-9,Dataset Distillation via a Noise-Unconstrained Generative Model,"Jingxuan Zhang, Lei Dai, Fei Ye, Zhihua Chen, Ping Li, Xiaokang Yang, Bin Sheng",10809-10826,10.1109/tpami.2026.3690778,https://doi.org/10.1109/tpami.2026.3690778
83,Dataset,Early Access,2026,Deep Time Series Models: A Comprehensive Survey and Benchmark,"Yuxuan Wang, Haixu Wu, Jiaxiang Dong, Yong Liu, Chen Wang, Mingsheng Long, Jianmin Wang",1-20,10.1109/tpami.2026.3690845,https://doi.org/10.1109/tpami.2026.3690845
84,Dataset,48(9),2026-9,The Sound of Water: Inferring Physical Properties From Pouring Liquids,"Piyush Bagad, Makarand Tapaswi, Cees G. M. Snoek, Andrew Zisserman",11111-11123,10.1109/tpami.2026.3690989,https://doi.org/10.1109/tpami.2026.3690989
85,Dataset,Early Access,2026,MVHumanNet++: A Large-scale Dataset of Multi-view Daily Dressing Human Captures with Richer Annotations for 3D Human Digitization,"Chenghong Li, Hongjie Liao, Yihao Zhi, Xihe Yang, Zhengwentai Sun, Jiahao Chang, Shuguang Cui, Xiaoguang Han",1-17,10.1109/tpami.2026.3691480,https://doi.org/10.1109/tpami.2026.3691480
86,Dataset,48(10),2026-10,From Zero to Detail: A Progressive Spectral Decoupling Paradigm for UHD Image Restoration With New Benchmark,"Chen Zhao, Yunzhe Xu, Zhizhou Chen, Enxuan Gu, Kai Zhang, Xiaoming Liu, Jian Yang, Ying Tai",11663-11681,10.1109/tpami.2026.3691530,https://doi.org/10.1109/tpami.2026.3691530
87,Dataset,Early Access,2026,MAGIC: Meta-Ability Guided Interactive Chain-of-Distillation for Effective-and-Efficient Vision-and-Language Navigation,"Liuyi Wang, Zongtao He, Mengjiao Shen, Jingwei Yang, Chengju Liu, Qijun Chen",1-18,10.1109/tpami.2026.3692132,https://doi.org/10.1109/tpami.2026.3692132
88,Dataset,Early Access,2026,RAW-Adapter: Adapting Pre-Trained Visual Model to Camera RAW Images and a Benchmark,"Ziteng Cui, Jianfei Yang, Tatsuya Harada",1-17,10.1109/tpami.2026.3692923,https://doi.org/10.1109/tpami.2026.3692923
89,Dataset,48(10),2026-10,Scaling up Occupancy-Centric Driving Scene Generation: Dataset and Method,"Bohan Li, Xin Jin, Hu Zhu, Hongsi Liu, Ruikai Li, Jiazhe Guo, Kaiwen Cai, Chao Ma, Yueming Jin, Hao Zhao, Xiaokang Yang, Wenjun Zeng",12384-12400,10.1109/tpami.2026.3696126,https://doi.org/10.1109/tpami.2026.3696126
90,Dataset,48(9),2026-9,MMA++: Effective Multi-Modal Adaptation for Vision-Language Models,"Lingxiao Yang, Ru-Yuan Zhang, Yanchen Wang, Xiaohua Xie",10414-10428,10.1109/tpami.2026.3691448,https://doi.org/10.1109/tpami.2026.3691448
