No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
1,Dataset,Pre-training for Action Recognition with Automatically Generated Fractal Datasets,"Davyd Svyezhentsev, George Retsinas, Petros Maragos",133,7,2025-3-26,Issue/Volume,10.1007/s11263-025-02420-8,https://doi.org/10.1007/s11263-025-02420-8
2,Dataset,NU-AIR: A Neuromorphic Urban Aerial Dataset for Detection and Localization of Pedestrians and Vehicles,"Craig Iaboni, Thomas Kelly, Pramod Abichandani",133,8,2025-4-3,Issue/Volume,10.1007/s11263-025-02418-2,https://doi.org/10.1007/s11263-025-02418-2
3,Dataset,A Closer Look at Benchmarking Self-supervised Pre-training with Image Classification,"Markus Marks, Manuel Knott, Neehar Kondapaneni, Elijah Cole, Thijs Defraeye, Fernando Perez-Cruz, Pietro Perona",133,8,2025-4-27,Issue/Volume,10.1007/s11263-025-02402-w,https://doi.org/10.1007/s11263-025-02402-w
4,Dataset,BackdoorBench: A Comprehensive Benchmark and Analysis of Backdoor Learning,"Baoyuan Wu, Hongrui Chen, Mingda Zhang, Zihao Zhu, Shaokui Wei, Danni Yuan, Mingli Zhu, Ruotong Wang, Li Liu, Chao Shen",133,8,2025-5-6,Issue/Volume,10.1007/s11263-025-02447-x,https://doi.org/10.1007/s11263-025-02447-x
5,Dataset,Bamboo: Building Mega-Scale Vision Dataset Continually with Human–Machine Synergy,"Yuanhan Zhang, Qinghong Sun, Yichun Zhou, Zexin He, Zhenfei Yin, Kun Wang, Lu Sheng, Yu Qiao, Jing Shao, Ziwei Liu",133,8,2025-5-13,Issue/Volume,10.1007/s11263-025-02450-2,https://doi.org/10.1007/s11263-025-02450-2
6,Dataset,BaboonLand Dataset: Tracking Primates in the Wild and Automating Behaviour Recognition from Drone Videos,"Isla Duporge, Maksim Kholiavchenko, Roi Harel, Scott Wolf, Daniel I Rubenstein, Margaret C Crofoot, Tanya Berger-Wolf, Stephen J Lee, Julie Barreau, Jenna Kline, Michelle Ramirez, Charles V Stewart",133,9,2025-6-16,Issue/Volume,10.1007/s11263-025-02493-5,https://doi.org/10.1007/s11263-025-02493-5
7,Dataset,From Forest to Zoo: Great Ape Behavior Recognition with ChimpBehave,"Michael Fuchs, Emilie Genty, Adrian Bangerter, Klaus Zuberbühler, Jean-Marc Odobez, Paul Cotofrei",133,10,2025-6-23,Issue/Volume,10.1007/s11263-025-02484-6,https://doi.org/10.1007/s11263-025-02484-6
8,Dataset,Implementation and Validation of Distributed Bundle Adjustment for Super Large Scale Datasets,"Maoteng Zheng, Nengcheng Chen, Junfeng Zhu, Xiaoru Zeng, Huanbin Qiu, Yuyao Jiang, Xingyue Lu, Hao Qu",133,10,2025-6-23,Issue/Volume,10.1007/s11263-025-02505-4,https://doi.org/10.1007/s11263-025-02505-4
9,Dataset,RealDTT: Towards A Comprehensive Real-World Dataset for Tampered Text Detection,"Junxian Duan, Hao Sun, Fan Ji, Kai Zhou, Zhiyong Wang, Huaibo Huang, Lianwen Jin",133,10,2025-7-8,Issue/Volume,10.1007/s11263-025-02515-2,https://doi.org/10.1007/s11263-025-02515-2
10,Dataset,Multi-Scale Texture Fusion for Reference-Based Image Super-Resolution: New Dataset and Solution,"Hongyang Zhou, Xiaobin Zhu, Jingyan Qin, Yu Xu, Roberto M. Cesar-, Xu-Cheng Yin",133,10,2025-7-8,Issue/Volume,10.1007/s11263-025-02514-3,https://doi.org/10.1007/s11263-025-02514-3
11,Dataset,Zero-Shot Paragraph-level Handwriting Imitation with Latent Diffusion Models,"Martin Mayr, Marcel Dreier, Florian Kordon, Mathias Seuret, Jochen Zöllner, Fei Wu, Andreas Maier, Vincent Christlein",133,10,2025-7-12,Issue/Volume,10.1007/s11263-025-02525-0,https://doi.org/10.1007/s11263-025-02525-0
12,Dataset,Insect-Foundation: A Foundation Model and Large Multimodal Dataset for Vision-Language Insect Understanding,"Thanh-Dat Truong, Hoang-Quan Nguyen, Xuan-Bac Nguyen, Ashley Dowling, Xin Li, Khoa Luu",133,10,2025-7-14,Issue/Volume,10.1007/s11263-025-02521-4,https://doi.org/10.1007/s11263-025-02521-4
13,Dataset,FineBio: A Fine-Grained Video Dataset of Biological Experiments with Hierarchical Annotation,"Takuma Yagi, Misaki Ohashi, Yifei Huang, Ryosuke Furuta, Shungo Adachi, Toutai Mitsuyama, Yoichi Sato",133,10,2025-7-22,Issue/Volume,10.1007/s11263-025-02523-2,https://doi.org/10.1007/s11263-025-02523-2
