No,Type,Track,Title,Authors,Part,Section,Springer_Link,Scholar_Search,arXiv_Search,ID
21,Method,Conference,Robust Interpretation of Historical Documents in Knowledge Graphs Through Query Inference and Execution,"Sebastià Nicolau Orell, Adrià Molina Rodríguez, Oriol Ramos Terrades, Josep Lladós Canet",,,,https://scholar.google.com/scholar?q=%22Robust+Interpretation+of+Historical+Documents+in+Knowledge+Graphs+Through+Query+Inference+and+Execution%22,https://arxiv.org/search/?searchtype=title&query=Robust+Interpretation+of+Historical+Documents+in+Knowledge+Graphs+Through+Query+Inference+and+Execution,10
22,Method,Conference,EMBLEM: Enhancing Multi-script Table Detection through Masking,"Dhruv Kudale, Udhay Brahmi, Ganesh Ramakrishnan",,,,https://scholar.google.com/scholar?q=%22EMBLEM%3A+Enhancing+Multi-script+Table+Detection+through+Masking%22,https://arxiv.org/search/?searchtype=title&query=EMBLEM%3A+Enhancing+Multi-script+Table+Detection+through+Masking,13
23,Method,Conference,An Exploratory Study of Text-to-Image Generation for Query-by-Example Retrieval of Historical Document Images,"Melissa Cote, Alexandra Branzan Albu",,,,https://scholar.google.com/scholar?q=%22An+Exploratory+Study+of+Text-to-Image+Generation+for+Query-by-Example+Retrieval+of+Historical+Document+Images%22,https://arxiv.org/search/?searchtype=title&query=An+Exploratory+Study+of+Text-to-Image+Generation+for+Query-by-Example+Retrieval+of+Historical+Document+Images,16
24,Method,Conference,Conversational Retrieval and On-the-Fly Knowledge Modeling from Historical Documents,"Paula Font Solà, Adrià Molina Rodríguez, Josep Lladós Canet",,,,https://scholar.google.com/scholar?q=%22Conversational+Retrieval+and+On-the-Fly+Knowledge+Modeling+from+Historical+Documents%22,https://arxiv.org/search/?searchtype=title&query=Conversational+Retrieval+and+On-the-Fly+Knowledge+Modeling+from+Historical+Documents,17
25,Method,Conference,Revisiting how we access to historical archives: Auditing Gender Stereotypes and the Division of Labour in the Analysis of Historical Photography Collections,"Francesc Net Barnes, Adrià Molina Rodríguez, Sofia Llacer-Caro, Lluis Gomez Bigorda",,,,https://scholar.google.com/scholar?q=%22Revisiting+how+we+access+to+historical+archives%3A+Auditing+Gender+Stereotypes+and+the+Division+of+Labour+in+the+Analysis+of+Historical+Photography+Collections%22,https://arxiv.org/search/?searchtype=title&query=Revisiting+how+we+access+to+historical+archives%3A+Auditing+Gender+Stereotypes+and+the+Division+of+Labour+in+the+Analysis+of+Historical+Photography+Collections,21
26,Method,Conference,"Master Forgers, Fragile Detectors? A Forensic Study of Vision-Language Models for Signature Verification","Kumari Priya, Bibek Das, Chandranath Adak, Soumi Chattopadhyay",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_9,https://scholar.google.com/scholar?q=%22Master+Forgers%2C+Fragile+Detectors%3F+A+Forensic+Study+of+Vision-Language+Models+for+Signature+Verification%22,https://arxiv.org/search/?searchtype=title&query=Master+Forgers%2C+Fragile+Detectors%3F+A+Forensic+Study+of+Vision-Language+Models+for+Signature+Verification,23
27,Method,Conference,Multi-Modal OMR for Heterogeneous Notations: A Collaborative Framework for Real-Time Symbolic-to-Immersive Mapping,"Ankit Sinha, Atanu Saha, Chiranjoy Chattopadhyay, Rahul Kumar Ray",,,,https://scholar.google.com/scholar?q=%22Multi-Modal+OMR+for+Heterogeneous+Notations%3A+A+Collaborative+Framework+for+Real-Time+Symbolic-to-Immersive+Mapping%22,https://arxiv.org/search/?searchtype=title&query=Multi-Modal+OMR+for+Heterogeneous+Notations%3A+A+Collaborative+Framework+for+Real-Time+Symbolic-to-Immersive+Mapping,27
28,Method,Conference,Enhancing IMU-Based Online Handwriting Recognition via Contrastive Learning with Zero Inference Overhead,"Jindong Li, Dario Zanca, Vincent Christlein, Tim Hamann, Jens Barth, Peter Kämpf, Björn Eskofier",,,,https://scholar.google.com/scholar?q=%22Enhancing+IMU-Based+Online+Handwriting+Recognition+via+Contrastive+Learning+with+Zero+Inference+Overhead%22,https://arxiv.org/search/?searchtype=title&query=Enhancing+IMU-Based+Online+Handwriting+Recognition+via+Contrastive+Learning+with+Zero+Inference+Overhead,28
29,Method,Conference,Democratizing the medieval English legal tradition,"Michael Zhang, Elise Wang, Charlotte Whatley, Seth Strickland, Dylan Bannon",,,,https://scholar.google.com/scholar?q=%22Democratizing+the+medieval+English+legal+tradition%22,https://arxiv.org/search/?searchtype=title&query=Democratizing+the+medieval+English+legal+tradition,30
30,Method,Conference,"LMS-Retrieval: Layout-Aware, Modality-Aware, Structure-Aware Document Retrieval","Man Qin, Tim French, Wei Liu",,,,https://scholar.google.com/scholar?q=%22LMS-Retrieval%3A+Layout-Aware%2C+Modality-Aware%2C+Structure-Aware+Document+Retrieval%22,https://arxiv.org/search/?searchtype=title&query=LMS-Retrieval%3A+Layout-Aware%2C+Modality-Aware%2C+Structure-Aware+Document+Retrieval,31
31,Method,Conference,Structure-Aware Text Recognition for Ancient Greek Critical Editions,"Nicolas Angleraud, Antonia Karamolegkou, Benoit Sagot, Thibault Clérice",Part I,Benchmarks and Datasets,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_15,https://scholar.google.com/scholar?q=%22Structure-Aware+Text+Recognition+for+Ancient+Greek+Critical+Editions%22,https://arxiv.org/search/?searchtype=title&query=Structure-Aware+Text+Recognition+for+Ancient+Greek+Critical+Editions,34
32,Method,Conference,Towards Breaking the Visual Perception Bottleneck for Geometry Problem Solving,"Tianjiao Cao, Jiahao Lyu, Dongbao Yang, Weimin Mu, Zhou Yu",,,,https://scholar.google.com/scholar?q=%22Towards+Breaking+the+Visual+Perception+Bottleneck+for+Geometry+Problem+Solving%22,https://arxiv.org/search/?searchtype=title&query=Towards+Breaking+the+Visual+Perception+Bottleneck+for+Geometry+Problem+Solving,38
33,Method,Conference,LLMSFL: LLM-Driven Smart Feedback Loop System for Target Document Generation,"Zezhong Guo, Yongjian Zhang",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_11,https://scholar.google.com/scholar?q=%22LLMSFL%3A+LLM-Driven+Smart+Feedback+Loop+System+for+Target+Document+Generation%22,https://arxiv.org/search/?searchtype=title&query=LLMSFL%3A+LLM-Driven+Smart+Feedback+Loop+System+for+Target+Document+Generation,41
34,Method,Conference,Meaning Lies in Structure: Fine-Grained Table-Centric Document Semantic Parsing,"Xuan Li, Mengfei Li, Jingtian Wei, Jialiang Dong, Raymond Wong",,,,https://scholar.google.com/scholar?q=%22Meaning+Lies+in+Structure%3A+Fine-Grained+Table-Centric+Document+Semantic+Parsing%22,https://arxiv.org/search/?searchtype=title&query=Meaning+Lies+in+Structure%3A+Fine-Grained+Table-Centric+Document+Semantic+Parsing,43
35,Dataset,Conference,HME-Leibniz: A Multi-level Mathematical Expression Dataset from Leibniz's Manuscripts,"Yejing Xie, Ze Qian, Yunfan Li, David Rabouin, Harold Mouchère",,,,https://scholar.google.com/scholar?q=%22HME-Leibniz%3A+A+Multi-level+Mathematical+Expression+Dataset+from+Leibniz%27s+Manuscripts%22,https://arxiv.org/search/?searchtype=title&query=HME-Leibniz%3A+A+Multi-level+Mathematical+Expression+Dataset+from+Leibniz%27s+Manuscripts,55
36,Method,Conference,Towards Non-Latin Character and Layout Personalization for Enhanced Readability,"Rina Buoy, Dylan Berkamp Fouepe Dongmo, Vesal Khean, Simone Marinai, Koichi Kise",,,,https://scholar.google.com/scholar?q=%22Towards+Non-Latin+Character+and+Layout+Personalization+for+Enhanced+Readability%22,https://arxiv.org/search/?searchtype=title&query=Towards+Non-Latin+Character+and+Layout+Personalization+for+Enhanced+Readability,57
37,Method,Conference,Improving MLLM Historical Record Extraction with Test-Time Image Augmentation,"Taylor Archibald, Tony Martinez",Part I,Document Image Processing,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_11,https://scholar.google.com/scholar?q=%22Improving+MLLM+Historical+Record+Extraction+with+Test-Time+Image+Augmentation%22,https://arxiv.org/search/?searchtype=title&query=Improving+MLLM+Historical+Record+Extraction+with+Test-Time+Image+Augmentation,62
38,Method,Conference,"Prediction of Grade, Gender, and Academic Performance of Children and Teenagers from Handwriting Using the Sigma-Lognormal Model","Adrian Iste, Kazuki Nishizawa, Chisa Tanaka, Andrew Vargo, Anna Scius-Bertrand, Andreas Fischer, Koichi Kise",,,,https://scholar.google.com/scholar?q=%22Prediction+of+Grade%2C+Gender%2C+and+Academic+Performance+of+Children+and+Teenagers+from+Handwriting+Using+the+Sigma-Lognormal+Model%22,https://arxiv.org/search/?searchtype=title&query=Prediction+of+Grade%2C+Gender%2C+and+Academic+Performance+of+Children+and+Teenagers+from+Handwriting+Using+the+Sigma-Lognormal+Model,64
39,Method,Conference,Writer Retrieval at Scale,"Tim Raven, Tim Hallyburton, Gernot A. Fink",,,,https://scholar.google.com/scholar?q=%22Writer+Retrieval+at+Scale%22,https://arxiv.org/search/?searchtype=title&query=Writer+Retrieval+at+Scale,65
40,Method,Conference,EpiSAM: Character Segmentation in Challenging Stone Inscriptions,"Arnav Sharma, Pratyush Jena, Amal Joseph, Ravi Kiran Sarvadevabhatla",,,,https://scholar.google.com/scholar?q=%22EpiSAM%3A+Character+Segmentation+in+Challenging+Stone+Inscriptions%22,https://arxiv.org/search/?searchtype=title&query=EpiSAM%3A+Character+Segmentation+in+Challenging+Stone+Inscriptions,66
41,Method,Conference,A MambaVision-Based Cross-Modal Feature Enhancement Network for Scene Text Super-Resolution,"Ruichang Zhu, Hongxi Wei, Bo Sun, Heng Wang",,,,https://scholar.google.com/scholar?q=%22A+MambaVision-Based+Cross-Modal+Feature+Enhancement+Network+for+Scene+Text+Super-Resolution%22,https://arxiv.org/search/?searchtype=title&query=A+MambaVision-Based+Cross-Modal+Feature+Enhancement+Network+for+Scene+Text+Super-Resolution,72
42,Method,Conference,Counterfeit Answers: Adversarial Forgery against OCR-Free Document Visual Question Answering,"Marco Pintore, Maura Pintor, Battista Biggio, Dimosthenis Karatzas",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_16,https://scholar.google.com/scholar?q=%22Counterfeit+Answers%3A+Adversarial+Forgery+against+OCR-Free+Document+Visual+Question+Answering%22,https://arxiv.org/search/?searchtype=title&query=Counterfeit+Answers%3A+Adversarial+Forgery+against+OCR-Free+Document+Visual+Question+Answering,73
43,Method,Conference,Parameter-Efficient and Adaptive Fine-Tuning for Long-Tailed Ancient Characters Recognition,"Hao Wang, Aouaidjia Kamel, Konstantinos Kotropoulos, Chongsheng Zhang",,,,https://scholar.google.com/scholar?q=%22Parameter-Efficient+and+Adaptive+Fine-Tuning+for+Long-Tailed+Ancient+Characters+Recognition%22,https://arxiv.org/search/?searchtype=title&query=Parameter-Efficient+and+Adaptive+Fine-Tuning+for+Long-Tailed+Ancient+Characters+Recognition,74
44,Method,Conference,RoWeR: RoBERTa Word error Rate estimator for OCRed texts,"Tomás Osório, Henrique Lopes Cardoso",,,,https://scholar.google.com/scholar?q=%22RoWeR%3A+RoBERTa+Word+error+Rate+estimator+for+OCRed+texts%22,https://arxiv.org/search/?searchtype=title&query=RoWeR%3A+RoBERTa+Word+error+Rate+estimator+for+OCRed+texts,81
45,Method,Conference,Evaluating Vision-Language Models on Historical Postcards,"Matthieu Pelingre, Salvatore Tabbone",,,,https://scholar.google.com/scholar?q=%22Evaluating+Vision-Language+Models+on+Historical+Postcards%22,https://arxiv.org/search/?searchtype=title&query=Evaluating+Vision-Language+Models+on+Historical+Postcards,82
46,Method,Conference,UniLipi: A Unified Multi-Script OCR for Historical Indic Manuscripts,"Tathagata Ghosh, Sai Madhusudan Gunda, Simran Singh Sandral, Ravi Kiran Sarvadevabhatla",,,,https://scholar.google.com/scholar?q=%22UniLipi%3A+A+Unified+Multi-Script+OCR+for+Historical+Indic+Manuscripts%22,https://arxiv.org/search/?searchtype=title&query=UniLipi%3A+A+Unified+Multi-Script+OCR+for+Historical+Indic+Manuscripts,83
47,Dataset,Conference,"Patram-Bench: A Comprehensive Multi-task, Multi-domain and Multilingual Benchmark for Indian Document Understanding","Anirudh Srinivasan, Pratyush Jena, Arya Topale, Venkat Kesav, Ravi Kiran Sarvadevabhatla",,,,https://scholar.google.com/scholar?q=%22Patram-Bench%3A+A+Comprehensive+Multi-task%2C+Multi-domain+and+Multilingual+Benchmark+for+Indian+Document+Understanding%22,https://arxiv.org/search/?searchtype=title&query=Patram-Bench%3A+A+Comprehensive+Multi-task%2C+Multi-domain+and+Multilingual+Benchmark+for+Indian+Document+Understanding,84
48,Method,Conference,GRACE: Gradient-Regulated Approach for Consistent Explanations,Sayantan Basu,,,,https://scholar.google.com/scholar?q=%22GRACE%3A+Gradient-Regulated+Approach+for+Consistent+Explanations%22,https://arxiv.org/search/?searchtype=title&query=GRACE%3A+Gradient-Regulated+Approach+for+Consistent+Explanations,85
49,Method,Conference,REPLICA: An Agentic Framework for Visually Faithful Document Reconstruction,"Raghuveer R, Anirudh Srinivasan, Venkat Kesav Venna, Shanmukha Sreevatsa Tallapragada, Aryan Jain, Sahithi Kukkala, Ravi Kiran Sarvadevabhatla",,,,https://scholar.google.com/scholar?q=%22REPLICA%3A+An+Agentic+Framework+for+Visually+Faithful+Document+Reconstruction%22,https://arxiv.org/search/?searchtype=title&query=REPLICA%3A+An+Agentic+Framework+for+Visually+Faithful+Document+Reconstruction,88
50,Method,Conference,Stroke-Level Connectivity Verification: Grounding Vision-Language Models Against Topology Hallucination in Diagram Understanding,"Abdullah Ibne Hanif Arean, Niamul Hassan Samin, Md Arifur Rahman, Renu Akter Sweety, Juena Ahmed Noshin, Md Ashikur Rahman",,,,https://scholar.google.com/scholar?q=%22Stroke-Level+Connectivity+Verification%3A+Grounding+Vision-Language+Models+Against+Topology+Hallucination+in+Diagram+Understanding%22,https://arxiv.org/search/?searchtype=title&query=Stroke-Level+Connectivity+Verification%3A+Grounding+Vision-Language+Models+Against+Topology+Hallucination+in+Diagram+Understanding,89
51,Method,Conference,Online Signature Verification Using Augmented Path Signature and T-Mamba,"Ruiling Li, Danyu Yang",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_8,https://scholar.google.com/scholar?q=%22Online+Signature+Verification+Using+Augmented+Path+Signature+and+T-Mamba%22,https://arxiv.org/search/?searchtype=title&query=Online+Signature+Verification+Using+Augmented+Path+Signature+and+T-Mamba,91
52,Method,Conference,"Identify, Locate, Link: End-to-End Key-Value Extraction from Document Images","Abdurrahman Said Gürbüz, Ahmed Nassar, Christoph Auer, Maksym Lysak, Lucas Morin, Matteo Omenetti, Tim Strohmeyer, Panagiotis Vagenas, Nikolaos Livathinos, Michele Dolfi, Peter Staar",,,,https://scholar.google.com/scholar?q=%22Identify%2C+Locate%2C+Link%3A+End-to-End+Key-Value+Extraction+from+Document+Images%22,https://arxiv.org/search/?searchtype=title&query=Identify%2C+Locate%2C+Link%3A+End-to-End+Key-Value+Extraction+from+Document+Images,92
53,Method,Conference,n-gram injection into transformers for dynamic language model adaptation in handwritten text recognition,"Florent Meyer, Laurent Guichard, Yann Soullard, Denis Coquenet, Guillaume Gravier, Bertrand Coüasnon",,,,https://scholar.google.com/scholar?q=%22n-gram+injection+into+transformers+for+dynamic+language+model+adaptation+in+handwritten+text+recognition%22,https://arxiv.org/search/?searchtype=title&query=n-gram+injection+into+transformers+for+dynamic+language+model+adaptation+in+handwritten+text+recognition,93
54,Dataset,Conference,CzechTopic: A Benchmark for Zero-Shot Topic Localization in Historical Czech Documents,"Martin Kostelník, Michal Hradiš, Martin Dočekal",,,,https://scholar.google.com/scholar?q=%22CzechTopic%3A+A+Benchmark+for+Zero-Shot+Topic+Localization+in+Historical+Czech+Documents%22,https://arxiv.org/search/?searchtype=title&query=CzechTopic%3A+A+Benchmark+for+Zero-Shot+Topic+Localization+in+Historical+Czech+Documents,97
55,Method,Conference,Decipherment of Oracle Bone Inscription via Component Deconstruction and Alignment,"Yuanhui Lin, Hetao Wu, Qingju Jiao, Yongge Liu, Da-Han Wang",,,,https://scholar.google.com/scholar?q=%22Decipherment+of+Oracle+Bone+Inscription+via+Component+Deconstruction+and+Alignment%22,https://arxiv.org/search/?searchtype=title&query=Decipherment+of+Oracle+Bone+Inscription+via+Component+Deconstruction+and+Alignment,98
56,Dataset,Conference,A Text Recognition Dataset from Sahidic Coptic Ancient Manuscripts,"Fabio Quattrini, Carmine Zaccagnino, Costanza Bianchi, Silvia Cascianelli, Rita Cucchiara",,,,https://scholar.google.com/scholar?q=%22A+Text+Recognition+Dataset+from+Sahidic+Coptic+Ancient+Manuscripts%22,https://arxiv.org/search/?searchtype=title&query=A+Text+Recognition+Dataset+from+Sahidic+Coptic+Ancient+Manuscripts,100
57,Method,Conference,Limits of Style-Transferred Synthetic Data for Ad-hoc Personalization in Handwritten Text Recognition,"Said Yasin, Torsten Zesch",,,,https://scholar.google.com/scholar?q=%22Limits+of+Style-Transferred+Synthetic+Data+for+Ad-hoc+Personalization+in+Handwritten+Text+Recognition%22,https://arxiv.org/search/?searchtype=title&query=Limits+of+Style-Transferred+Synthetic+Data+for+Ad-hoc+Personalization+in+Handwritten+Text+Recognition,102
58,Method,Conference,Evaluating Feedback by Iterative Repair of Multi-Step Solution Documents,"Tobias Lengfeld, Jakob Seitz, Radu Timofte",,,,https://scholar.google.com/scholar?q=%22Evaluating+Feedback+by+Iterative+Repair+of+Multi-Step+Solution+Documents%22,https://arxiv.org/search/?searchtype=title&query=Evaluating+Feedback+by+Iterative+Repair+of+Multi-Step+Solution+Documents,103
59,Dataset,Conference,JaWildText: A Benchmark for Vision-Language Models on Japanese Scene Text Understanding,"Koki Maeda, Naoaki Okazaki",Part I,Benchmarks and Datasets,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_13,https://scholar.google.com/scholar?q=%22JaWildText%3A+A+Benchmark+for+Vision-Language+Models+on+Japanese+Scene+Text+Understanding%22,https://arxiv.org/search/?searchtype=title&query=JaWildText%3A+A+Benchmark+for+Vision-Language+Models+on+Japanese+Scene+Text+Understanding,113
60,Method,Conference,Blind Image Decomposition for Recovering Overlapping Text Layers on Palimpsests,"Baharan Pourahmadi, Panagiotis Leontaridis, Paolo Scattolin, Mads Toudal Frandsen",,,,https://scholar.google.com/scholar?q=%22Blind+Image+Decomposition+for+Recovering+Overlapping+Text+Layers+on+Palimpsests%22,https://arxiv.org/search/?searchtype=title&query=Blind+Image+Decomposition+for+Recovering+Overlapping+Text+Layers+on+Palimpsests,114
61,Method,Conference,An Analysis of Lightweight Models for Document Image Machine Translation,"Abantika Bose, Thomas Gorges, Lukas Hüttner, Linda-Sophie Schneider, Mathias Seuret, Fei Wu, Vincent Christlein",,,,https://scholar.google.com/scholar?q=%22An+Analysis+of+Lightweight+Models+for+Document+Image+Machine+Translation%22,https://arxiv.org/search/?searchtype=title&query=An+Analysis+of+Lightweight+Models+for+Document+Image+Machine+Translation,117
62,Method,Conference,Learning Diachronic Representations of Ancient Greek Letterforms,"John Pavlopoulos, Spyros Barbakos, Lavinia Ferretti, Dionysis Voulgarakis, Asimina Paparrigopoulou, Maria Konstantinidou, Giuseppe De Gregorio, Isabelle Marthot-Santaniello, Paraskevi Platanou, Holger Essler",,,,https://scholar.google.com/scholar?q=%22Learning+Diachronic+Representations+of+Ancient+Greek+Letterforms%22,https://arxiv.org/search/?searchtype=title&query=Learning+Diachronic+Representations+of+Ancient+Greek+Letterforms,120
63,Method,Conference,Preserving High-Fidelity Character Structure in Handwritten Text Generation via Multimodal Guidance,"Heng Wang, Yiming Wang, Hongxi Wei",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_10,https://scholar.google.com/scholar?q=%22Preserving+High-Fidelity+Character+Structure+in+Handwritten+Text+Generation+via+Multimodal+Guidance%22,https://arxiv.org/search/?searchtype=title&query=Preserving+High-Fidelity+Character+Structure+in+Handwritten+Text+Generation+via+Multimodal+Guidance,122
64,Method,Conference,P-HTG: One-Shot Handwritten Text Generation via Prototype-Guided Adaptive Gated Fusion,"Heng Wang, Yiming Wang, Hongxi Wei",Part I,Document Image Processing,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_9,https://scholar.google.com/scholar?q=%22P-HTG%3A+One-Shot+Handwritten+Text+Generation+via+Prototype-Guided+Adaptive+Gated+Fusion%22,https://arxiv.org/search/?searchtype=title&query=P-HTG%3A+One-Shot+Handwritten+Text+Generation+via+Prototype-Guided+Adaptive+Gated+Fusion,123
65,Method,Conference,GraphVLM: Combining VLMs with GraphMLLM for Document Understanding,"Shuai Li, Xiao-Hui Li, Haijie Yuan, Fei Yin, Lin-Lin Huang",,,,https://scholar.google.com/scholar?q=%22GraphVLM%3A+Combining+VLMs+with+GraphMLLM+for+Document+Understanding%22,https://arxiv.org/search/?searchtype=title&query=GraphVLM%3A+Combining+VLMs+with+GraphMLLM+for+Document+Understanding,125
66,Method,Conference,GSMP: Geometry-Structured Masked Pretraining with Multi-Granularity Masking and Curriculum Learning for Geometric Problem Solving,"Ziming Li, Jie Zhang, Xingxiang Zhou, Minzhi Zhang, Zhi Chen, Guanglai Gao, Xiangdong Su",,,,https://scholar.google.com/scholar?q=%22GSMP%3A+Geometry-Structured+Masked+Pretraining+with+Multi-Granularity+Masking+and+Curriculum+Learning+for+Geometric+Problem+Solving%22,https://arxiv.org/search/?searchtype=title&query=GSMP%3A+Geometry-Structured+Masked+Pretraining+with+Multi-Granularity+Masking+and+Curriculum+Learning+for+Geometric+Problem+Solving,126
67,Method,Conference,Adaptive Hybrid Machine Translation for E-commerce: A Reinforcement Learning Approach to Arabic Localization,"Ayman Hanafy, Farhan Khawar",,,,https://scholar.google.com/scholar?q=%22Adaptive+Hybrid+Machine+Translation+for+E-commerce%3A+A+Reinforcement+Learning+Approach+to+Arabic+Localization%22,https://arxiv.org/search/?searchtype=title&query=Adaptive+Hybrid+Machine+Translation+for+E-commerce%3A+A+Reinforcement+Learning+Approach+to+Arabic+Localization,129
68,Method,Conference,G2I: A Progressive Structure-to-Detail Curriculum Training Strategy for Handwritten Mathematical Expression Recognition,"Minzhi Zhang, Xingxiang Zhou, Ziming Li, Jie Zhang, Zhi Chen, Xiangdong Su",,,,https://scholar.google.com/scholar?q=%22G2I%3A+A+Progressive+Structure-to-Detail+Curriculum+Training+Strategy+for+Handwritten+Mathematical+Expression+Recognition%22,https://arxiv.org/search/?searchtype=title&query=G2I%3A+A+Progressive+Structure-to-Detail+Curriculum+Training+Strategy+for+Handwritten+Mathematical+Expression+Recognition,136
69,Method,Conference,Few-Shot Writer Adaptation via Multimodal In-Context Learning,"Tom Simon, Pierrick Tranouez, Stephane Nicolas, Clement Chatelain, Thierry Paquet",,,,https://scholar.google.com/scholar?q=%22Few-Shot+Writer+Adaptation+via+Multimodal+In-Context+Learning%22,https://arxiv.org/search/?searchtype=title&query=Few-Shot+Writer+Adaptation+via+Multimodal+In-Context+Learning,137
70,Dataset,Conference,A Benchmark of State-Space Models vs. Transformers and BiLSTM-based Models for Historical Newspaper OCR,"Merveilles Agbeti-Messan, Thierry Paquet, Pierrick Tranouez, Clement Chatelain, Stephane Nicolas",,,,https://scholar.google.com/scholar?q=%22A+Benchmark+of+State-Space+Models+vs.+Transformers+and+BiLSTM-based+Models+for+Historical+Newspaper+OCR%22,https://arxiv.org/search/?searchtype=title&query=A+Benchmark+of+State-Space+Models+vs.+Transformers+and+BiLSTM-based+Models+for+Historical+Newspaper+OCR,138
71,Dataset,Conference,AOSSig4000: A Real-World Chinese Handwritten Signature Dataset with Diverse Background Noise and Pixel-Level Annotations,"Xunhui Qin, Desheng Wang, Kunpeng Gui, Fang Shi, Zhonghao Shen, Du Zhou, Ke Liu, Peirong Zhang, Yang Xue, Lianwen Jin",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_7,https://scholar.google.com/scholar?q=%22AOSSig4000%3A+A+Real-World+Chinese+Handwritten+Signature+Dataset+with+Diverse+Background+Noise+and+Pixel-Level+Annotations%22,https://arxiv.org/search/?searchtype=title&query=AOSSig4000%3A+A+Real-World+Chinese+Handwritten+Signature+Dataset+with+Diverse+Background+Noise+and+Pixel-Level+Annotations,139
72,Dataset,Conference,"METATR: A Multilingual, Evolving Benchmark for Automatic Text Recognition","Mélodie Boillet, Solène Tarride, Christopher Kermorvant",,,,https://scholar.google.com/scholar?q=%22METATR%3A+A+Multilingual%2C+Evolving+Benchmark+for+Automatic+Text+Recognition%22,https://arxiv.org/search/?searchtype=title&query=METATR%3A+A+Multilingual%2C+Evolving+Benchmark+for+Automatic+Text+Recognition,141
73,Method,Conference,Active Reference Acquisition in Few-Shot Font Generation,Shinnosuke Matsuo,,,,https://scholar.google.com/scholar?q=%22Active+Reference+Acquisition+in+Few-Shot+Font+Generation%22,https://arxiv.org/search/?searchtype=title&query=Active+Reference+Acquisition+in+Few-Shot+Font+Generation,142
74,Method,Conference,Adversarial Attacks on Online Handwriting using Salience-based Temporal Editing,"Yataro Tamura, Brian Kenji Iwana, Jiseok Lee",Part I,Document Forensics and Provenance,https://link.springer.com/chapter/10.1007/978-3-032-36023-6_8,https://scholar.google.com/scholar?q=%22Adversarial+Attacks+on+Online+Handwriting+using+Salience-based+Temporal+Editing%22,https://arxiv.org/search/?searchtype=title&query=Adversarial+Attacks+on+Online+Handwriting+using+Salience-based+Temporal+Editing,144
75,Method,Conference,Specialized HTR vs Vision-Language Models: Evaluating DANIEL and Fine-Tuned Qwen on Historical Documents,"Gabriel Frossard, Franck Gechter",,,,https://scholar.google.com/scholar?q=%22Specialized+HTR+vs+Vision-Language+Models%3A+Evaluating+DANIEL+and+Fine-Tuned+Qwen+on+Historical+Documents%22,https://arxiv.org/search/?searchtype=title&query=Specialized+HTR+vs+Vision-Language+Models%3A+Evaluating+DANIEL+and+Fine-Tuned+Qwen+on+Historical+Documents,145
76,Method,Conference,Evolution-Guided Diffusion for Oracle Bone Script Decipherment,"Haotian Chen, Hetao Wu, Qingju Jiao, Yongge Liu, Da-Han Wang",,,,https://scholar.google.com/scholar?q=%22Evolution-Guided+Diffusion+for+Oracle+Bone+Script+Decipherment%22,https://arxiv.org/search/?searchtype=title&query=Evolution-Guided+Diffusion+for+Oracle+Bone+Script+Decipherment,146
77,Method,Conference,Hierarchical Co-Embedding of Font Shapes and Impression Tags,"Yugo Kubota, Kaito Shiku, Seiichi Uchida",,,,https://scholar.google.com/scholar?q=%22Hierarchical+Co-Embedding+of+Font+Shapes+and+Impression+Tags%22,https://arxiv.org/search/?searchtype=title&query=Hierarchical+Co-Embedding+of+Font+Shapes+and+Impression+Tags,147
78,Method,Conference,Multi-Modal Deep Learning for Medieval Inscription Recognition: A Study of Saint Sophia Cathedral Graffiti,"Aram Karimi, Jonathan Westin, Gunnar Almevik",Part IV,Poster Papers III,https://link.springer.com/chapter/10.1007/978-3-032-36042-7_6,https://scholar.google.com/scholar?q=%22Multi-Modal+Deep+Learning+for+Medieval+Inscription+Recognition%3A+A+Study+of+Saint+Sophia+Cathedral+Graffiti%22,https://arxiv.org/search/?searchtype=title&query=Multi-Modal+Deep+Learning+for+Medieval+Inscription+Recognition%3A+A+Study+of+Saint+Sophia+Cathedral+Graffiti,151
79,Method,Conference,From Pixels to Structure: Lightweight Vision-Language Models for Document OCR and Structured JSON Extraction,"Uddipan Basu Bir, Vincent Christlein, Andreas Maier, Mathias Zinnen",,,,https://scholar.google.com/scholar?q=%22From+Pixels+to+Structure%3A+Lightweight+Vision-Language+Models+for+Document+OCR+and+Structured+JSON+Extraction%22,https://arxiv.org/search/?searchtype=title&query=From+Pixels+to+Structure%3A+Lightweight+Vision-Language+Models+for+Document+OCR+and+Structured+JSON+Extraction,153
