No,Type,Title,Authors,Track,Paper_Link,PDF_Link,arXiv_Link
73,Method,StreamMOTP: Streaming and Unified Framework for Joint 3D Multi-Object Tracking and Trajectory Prediction,"Jiaheng Zhuang, Guoan Wang, Siyu Zhang, Xiyang Wang, Hangning Zhou, Ziyao Xu, Chi Zhang, Zhiheng Li",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Zhuang_StreamMOTP_Streaming_and_Unified_Framework_for_Joint_3D_Multi-Object_Tracking_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Zhuang_StreamMOTP_Streaming_and_Unified_Framework_for_Joint_3D_Multi-Object_Tracking_ACCV_2024_paper.pdf,http://arxiv.org/abs/2406.19844
74,Method,3D Adaptive Structural Convolution Network for Domain-Invariant Point Cloud Recognition,"Younggun Kim, Soomok Lee",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Kim_3D_Adaptive_Structural_Convolution_Network_for_Domain-Invariant_Point_Cloud_Recognition_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Kim_3D_Adaptive_Structural_Convolution_Network_for_Domain-Invariant_Point_Cloud_Recognition_ACCV_2024_paper.pdf,http://arxiv.org/abs/2407.04833
75,Method,Knowledge Distillation Dealing with Sample-wise Long-tail Problem,"Tao Yu, Xu Zhao, Yongqi An, Ming Tang, Jinqiao Wang",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Yu_Knowledge_Distillation_Dealing_with_Sample-wise_Long-tail_Problem_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Yu_Knowledge_Distillation_Dealing_with_Sample-wise_Long-tail_Problem_ACCV_2024_paper.pdf,
76,Method,Mamba-based Light Field Super-Resolution with Efficient Subspace Scanning,"Ruisheng Gao, Zeyu Xiao, Zhiwei Xiong",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Gao_Mamba-based_Light_Field_Super-Resolution_with_Efficient_Subspace_Scanning_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Gao_Mamba-based_Light_Field_Super-Resolution_with_Efficient_Subspace_Scanning_ACCV_2024_paper.pdf,http://arxiv.org/abs/2406.16083
77,Method,NewMove: Customizing text-to-video models with novel motions,"Joanna Materzyńska, Josef Sivic, Eli Shechtman, Antonio Torralba, Richard Zhang, Bryan Russell",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Materzynska_NewMove_Customizing_text-to-video_models_with_novel_motions_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Materzynska_NewMove_Customizing_text-to-video_models_with_novel_motions_ACCV_2024_paper.pdf,
78,Method,QR-DETR : Query Routing for Detection Transformer,"Tharsan Senthivel, Ngoc-Son Vu",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Senthivel_QR-DETR__Query_Routing_for_Detection_Transformer_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Senthivel_QR-DETR__Query_Routing_for_Detection_Transformer_ACCV_2024_paper.pdf,
79,Method,SurfOcc: Surface-based Feature Lifting for Vision-centric 3D Occupancy Prediction,"Tonghui Ye, Zhi Gao, Zhipeng Lin, Xinyi Liu, Ronghe Jin",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Ye_SurfOcc_Surface-based_Feature_Lifting_for_Vision-centric_3D_Occupancy_Prediction_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Ye_SurfOcc_Surface-based_Feature_Lifting_for_Vision-centric_3D_Occupancy_Prediction_ACCV_2024_paper.pdf,
80,Method,Hierarchical Prompting for Diffusion Classifiers,"Wenxin Ning, Dongliang Chang, Yujun Tong, Zhongjiang He, Kongming Liang, Zhanyu Ma",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Ning_Hierarchical_Prompting_for_Diffusion_Classifiers_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Ning_Hierarchical_Prompting_for_Diffusion_Classifiers_ACCV_2024_paper.pdf,
81,Method,Enhanced Asymmetric Invertible Network for Neural Video Delivery,"Wenbin Tian, Qingmiao Jiang, Lu Chen, Haolin Li, Jinyao Yan",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Tian_Enhanced_Asymmetric_Invertible_Network_for_Neural_Video_Delivery_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Tian_Enhanced_Asymmetric_Invertible_Network_for_Neural_Video_Delivery_ACCV_2024_paper.pdf,
82,Method,DepthSegNet24: A Label-Free Model for Robust Day-Night Depth and Semantics,"Phan Thi Huyen Thanh, The Hiep Nguyen, Minh Huy Vu Nguyen, Trung Thai Tran, Tran Vu Pham, Duc Dung Nguyen, Truong Vinh Truong Duy, Natori Naotake",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Thanh_DepthSegNet24_A_Label-Free_Model_for_Robust_Day-Night_Depth_and_Semantics_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Thanh_DepthSegNet24_A_Label-Free_Model_for_Robust_Day-Night_Depth_and_Semantics_ACCV_2024_paper.pdf,
83,Method,DiffLoss: Unleashing Diffusion Model as Constraint for Training Image Restoration Network,"Jiangtong Tan, Hu Yu, Jie Huang, Zizheng Yang, Feng Zhao",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Tan_DiffLoss_Unleashing_Diffusion_Model_as_Constraint_for_Training_Image_Restoration_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Tan_DiffLoss_Unleashing_Diffusion_Model_as_Constraint_for_Training_Image_Restoration_ACCV_2024_paper.pdf,
84,Method,3D Prompt Learning for RGB-D Tracking,"Bocen Li, Yunzhi Zhuge, Shan Jiang, Lijun Wang, Yifan Wang, Huchuan Lu",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Li_3D_Prompt_Learning_for_RGB-D_Tracking_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Li_3D_Prompt_Learning_for_RGB-D_Tracking_ACCV_2024_paper.pdf,
85,Method,TANet: Triplet Attention Network for All-In-One Adverse Weather Image Restoration,"Hsing-Hua Wang, Fu-Jen Tsai, Yen-Yu Lin, Chia-Wen Lin",Main,https://openaccess.thecvf.com/content/ACCV2024/html/Wang_TANet_Triplet_Attention_Network_for_All-In-One_Adverse_Weather_Image_Restoration_ACCV_2024_paper.html,https://openaccess.thecvf.com/content/ACCV2024/papers/Wang_TANet_Triplet_Attention_Network_for_All-In-One_Adverse_Weather_Image_Restoration_ACCV_2024_paper.pdf,http://arxiv.org/abs/2410.08177
