No,Type,Title,Authors,Track,Paper_Link,PDF_Link,arXiv_Link
1645,Method,LDIP: Long Distance Information Propagation for Video Super-Resolution,"Michael Bernasconi, Abdelaziz Djelouah, Yang Zhang, Markus Gross, Christopher Schroers",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Bernasconi_LDIP_Long_Distance_Information_Propagation_for_Video_Super-Resolution_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Bernasconi_LDIP_Long_Distance_Information_Propagation_for_Video_Super-Resolution_ICCV_2025_paper.pdf,
1646,Method,Cross-Architecture Distillation Made Simple with Redundancy Suppression,"Weijia Zhang, Yuehao Liu, Wu Ran, Chao Ma",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Cross-Architecture_Distillation_Made_Simple_with_Redundancy_Suppression_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_Cross-Architecture_Distillation_Made_Simple_with_Redundancy_Suppression_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.21844
1647,Method,M2EIT: Multi-Domain Mixture of Experts for Robust Neural Inertial Tracking,"Yan Li, Yang Xu, Changhao Chen, Zhongchen Shi, Wei Chen, Liang Xie, Hongbo Chen, Erwei Yin",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Li_M2EIT_Multi-Domain_Mixture_of_Experts_for_Robust_Neural_Inertial_Tracking_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Li_M2EIT_Multi-Domain_Mixture_of_Experts_for_Robust_Neural_Inertial_Tracking_ICCV_2025_paper.pdf,
1648,Method,ShortFT: Diffusion Model Alignment via Shortcut-based Fine-Tuning,"Xiefan Guo, Miaomiao Cui, Liefeng Bo, Di Huang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Guo_ShortFT_Diffusion_Model_Alignment_via_Shortcut-based_Fine-Tuning_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Guo_ShortFT_Diffusion_Model_Alignment_via_Shortcut-based_Fine-Tuning_ICCV_2025_paper.pdf,http://arxiv.org/abs/2507.22604
1649,Method,Who Controls the Authorization? Invertible Networks for Copyright Protection in Text-to-Image Synthesis,"Baoyue Hu, Yang Wei, Junhao Xiao, Wendong Huang, Xiuli Bi, Bin Xiao",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Hu_Who_Controls_the_Authorization_Invertible_Networks_for_Copyright_Protection_in_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Hu_Who_Controls_the_Authorization_Invertible_Networks_for_Copyright_Protection_in_ICCV_2025_paper.pdf,
1650,Method,Identity-aware Language Gaussian Splatting for Open-vocabulary 3D Semantic Segmentation,"SungMin Jang, Wonjun Kim",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Jang_Identity-aware_Language_Gaussian_Splatting_for_Open-vocabulary_3D_Semantic_Segmentation_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Jang_Identity-aware_Language_Gaussian_Splatting_for_Open-vocabulary_3D_Semantic_Segmentation_ICCV_2025_paper.pdf,
1651,Method,Degradation-Modeled Multipath Diffusion for Tunable Metalens Photography,"Jianing Zhang, Jiayi Zhu, Feiyu Ji, Xiaokang Yang, Xiaoyun Yuan",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Zhang_Degradation-Modeled_Multipath_Diffusion_for_Tunable_Metalens_Photography_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_Degradation-Modeled_Multipath_Diffusion_for_Tunable_Metalens_Photography_ICCV_2025_paper.pdf,http://arxiv.org/abs/2506.22753
1652,Method,Driving View Synthesis on Free-form Trajectories with Generative Prior,"Zeyu Yang, Zijie Pan, Yuankun Yang, Xiatian Zhu, Li Zhang",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_Driving_View_Synthesis_on_Free-form_Trajectories_with_Generative_Prior_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_Driving_View_Synthesis_on_Free-form_Trajectories_with_Generative_Prior_ICCV_2025_paper.pdf,http://arxiv.org/abs/2412.01717
1653,Method,AnimeGamer: Infinite Anime Life Simulation with Next Game State Prediction,"Junhao Cheng, Yuying Ge, Yixiao Ge, Jing Liao, Ying Shan",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Cheng_AnimeGamer_Infinite_Anime_Life_Simulation_with_Next_Game_State_Prediction_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Cheng_AnimeGamer_Infinite_Anime_Life_Simulation_with_Next_Game_State_Prediction_ICCV_2025_paper.pdf,http://arxiv.org/abs/2504.01014
1654,Method,Class-Wise Federated Averaging for Efficient Personalization,"Gyuejeong Lee, Daeyoung Choi",Main,https://openaccess.thecvf.com/content/ICCV2025/html/Lee_Class-Wise_Federated_Averaging_for_Efficient_Personalization_ICCV_2025_paper.html,https://openaccess.thecvf.com/content/ICCV2025/papers/Lee_Class-Wise_Federated_Averaging_for_Efficient_Personalization_ICCV_2025_paper.pdf,http://arxiv.org/abs/2406.07800
