No,Type,Title,Authors,Track,Decision,Paper_Link,PDF_Link
433,Dataset,Stronger Benchmarks for Prediction as a Service with Constraints,"Yahav Bechavod, Jiuyao Lu, Aaron Roth",Main,Accept (regular),https://openreview.net/forum?id=iRkJBK0Vol,https://openreview.net/pdf?id=iRkJBK0Vol
434,Dataset,Empty Shelves or Lost Keys? Recall Is the Bottleneck for Parametric Factuality,"Nitay Calderon, Eyal Ben-David, Zorik Gekhman, Eran Ofek, Gal Yona",Main,Accept (regular),https://openreview.net/forum?id=iGLpZo89xJ,https://openreview.net/pdf?id=iGLpZo89xJ
435,Dataset,On Path to Multimodal Historical Reasoning: HistBench and HistAgent,"Jiahao Qiu, Fulian Xiao, Yimin Wang, Yuchen Mao, Yijia Chen, Xinzhe Juan, Siran Wang, Xuan Qi, Tongcheng Zhang, Zixin Yao, Jiacheng Guo, Yifu Lu, Charles Argon, Jundi Cui, Daixin Chen, Junran Zhou, Shuyao Zhou, Zhanpeng Zhou, Ling Yang, Shilong Liu, Hongru WANG, Kaixuan Huang, xun jiang, Xi Gao, Mengdi Wang",Main,Accept (regular),https://openreview.net/forum?id=hh1FITGR8C,https://openreview.net/pdf?id=hh1FITGR8C
436,Dataset,AgentExpt: Automating AI Experiment Design with LLM-based Resource Retrieval Agent,"Yu Li, Lehui Li, Lin Chen, Qingmin Liao, Fengli Xu, Yong Li",Main,Accept (regular),https://openreview.net/forum?id=hJnZKtsDbe,https://openreview.net/pdf?id=hJnZKtsDbe
437,Dataset,KAGE-Bench: Fast Known-Axis Visual Generalization Evaluation for Reinforcement Learning,"Egor Cherepanov, Daniil Zelezetsky, Aleksandr Panov, Aleksey Kovalev",Main,Accept (regular),https://openreview.net/forum?id=fTwFUnHvKr,https://openreview.net/pdf?id=fTwFUnHvKr
438,Dataset,Towards Universal Gene Regulatory Network Inference: Unlocking Generalizable Regulatory Knowledge in Single-cell Foundation Models,"Jiaxin Qi, Hang Li, Yan Cui, Yuhua Zheng, Jianqiang Huang",Main,Accept (regular),https://openreview.net/forum?id=dilKIGbrZu,https://openreview.net/pdf?id=dilKIGbrZu
439,Dataset,QuArch: A Benchmark for Evaluating LLM Reasoning in Computer Architecture,"Shvetank Prakash, Andrew Cheng, Mark Mazumder, Arya Tschand, Varun Gohil, Jeffrey Ma, Jason Yik, Zishen Wan, Jessica A. Quaye, Elisavet Alvanaki, Avinash Kumar, Chandrashis Mazumdar, Tuhin Khare, Alexander Ingare, Ikechukwu Uchendu, Radhika Ghosal, Abhishek Tyagi, Chenyu Wang, Andrea Mattia Garavagno, Sarah Gu, Alice Guo, Grace Hur, Luca Carloni, Tushar Krishna, Ankita Nayak, Amir Yazdanbakhsh, Vijay Janapa Reddi",Main,Accept (regular),https://openreview.net/forum?id=yU6X1XZl8t,https://openreview.net/pdf?id=yU6X1XZl8t
440,Dataset,LayerT2V: A Unified Multi-Layer Video Generation Framework,"Guangzhao Li, Kangrui Cen, Baixuan Zhao, Yi Xin, Siqi Luo, Guangtao Zhai, Lei Zhang, Xiaohong Liu",Main,Accept (regular),https://openreview.net/forum?id=czTbPdmvtT,https://openreview.net/pdf?id=czTbPdmvtT
441,Dataset,Faults in Our Formal Benchmarking: Dataset Defects and Evaluation Failures in Lean Theorem Proving,"Pawan Sasanka Ammanamanchi, Siddharth Bhat, Stella Biderman",Main,Accept (regular),https://openreview.net/forum?id=bHYAWawd4A,https://openreview.net/pdf?id=bHYAWawd4A
442,Dataset,On Stable Long-Form Generation: Benchmarking and Mitigating Length Volatility,"Zhitao He, Haolin Yang, Rui Min, Zeyu Qin, Yi Fung",Main,Accept (regular),https://openreview.net/forum?id=b2HyJdIZ1F,https://openreview.net/pdf?id=b2HyJdIZ1F
443,Dataset,Benchmarking the Scientific Mind: A Pathology-Derived Biomedical VQA Benchmark for Complex Scientific Reasoning,"Ziyu Zhao, Yiyang Liu, Yajiao Wang, Xiaotao Wang, Yang Li, Yuyang Peng, Jiaheng Zhou, Jinqiao Wang, Yingying Chen, Ge Yang, Haixin Wang",Main,Accept (regular),https://openreview.net/forum?id=Pj1Z7dWm4v,https://openreview.net/pdf?id=Pj1Z7dWm4v
444,Dataset,BabyVision: Visual Reasoning Beyond Language,"Liang Chen, Weichu Xie, Liang Yiyan, Hongfeng He, Haozhe Zhao, Zhibo Yang, Zhiqi Huang, Haoning Wu, Haoyu Lu, Y.Charles, Yiping Bao, YuanTao Fan, Guopeng Li, Haiyang Shen, Xuanzhong Chen, Wendong Xu, Shuzheng Si, Zefan Cai, Wenhao Chai, Ziqi Huang, Fangfu Liu, Tianyu Liu, Baobao Chang, Ming Wu, Xiaobo Hu, Kaiyuan Chen, Yixin Ren, Yang Liu, Yuan Gong, Kuan Li",Main,Accept (regular),https://openreview.net/forum?id=ZD3BniFPto,https://openreview.net/pdf?id=ZD3BniFPto
445,Dataset,Can LLMs Reason Like Automated Theorem Provers for Rust Verification? VCoT-Bench: Evaluating via Verification Chain of Thought,"Zichen Xie, Wenxi Wang",Main,Accept (regular),https://openreview.net/forum?id=YqI1tp78Ei,https://openreview.net/pdf?id=YqI1tp78Ei
446,Dataset,Evaluating and Rewarding LALMs for Expressive Role-Play TTS via Mean Continuation Log-Probability,"Yong Ren, Jingbei Li, Haiyang Sun, Yujie Chen, Cheng Yi, Yechang Huang, Hao Gu, Ye Bai, Xuerui Yang",Main,Accept (regular),https://openreview.net/forum?id=YZIqbdw6zi,https://openreview.net/pdf?id=YZIqbdw6zi
447,Dataset,VPD-100K: Towards Generalizable and Fine-grained Visual Privacy Protection,"Xiaobin Hu, Enpu zuo, Lanping Hu, Kaiwen Yang, Dianshu Liao, Tianyi Zhang, Bo Yin, Yinsi Zhou, Shidong Pan, xiaoyu sun",Main,Accept (regular),https://openreview.net/forum?id=YPBm14yRlK,https://openreview.net/pdf?id=YPBm14yRlK
448,Dataset,Outrunning LLM Cutoffs: A Live Kernel Crash Resolution Benchmark for All,"Chenxi Huang, Alex Mathai, Feiyang Yu, Aleksandr Nogikh, Petros Maniatis, Franjo Ivancic, Eugene Wu, Kostis Kaffes, Junfeng Yang, Baishakhi Ray",Main,Accept (regular),https://openreview.net/forum?id=YFY4rGLJmW,https://openreview.net/pdf?id=YFY4rGLJmW
449,Dataset,Box Thirding: Anytime Best Arm Identification under Insufficient Sampling,"seohwa Hwang, Junyong Park",Main,Accept (regular),https://openreview.net/forum?id=XoONWh8fbL,https://openreview.net/pdf?id=XoONWh8fbL
450,Dataset,CUARewardBench: A Benchmark for Evaluating Reward Models for Computer-Using Agents,"Haojia Lin, Xiaoyu Tan, Yulei Qin, Zihan Xu, Yuchen Shi, Zongyi Li, Gang Li, Shaofei Cai, Siqi Cai, Yuzheng Cai, Chaoyou Fu, Ke Li, Xing Sun",Main,Accept (regular),https://openreview.net/forum?id=Xj7V0wKlE5,https://openreview.net/pdf?id=Xj7V0wKlE5
451,Dataset,In-Context Generation with Regional Constraints for Instructional Video Editing,"Zhongwei Zhang, Fuchen Long, Wei Li, Zhaofan Qiu, Wu Liu, Ting Yao, Tao Mei",Main,Accept (regular),https://openreview.net/forum?id=Xfka1kNiuc,https://openreview.net/pdf?id=Xfka1kNiuc
452,Dataset,"Towards Professional-Grade Financial Agents: Benchmarking, Tooling, and Structured Reasoning","Cheng Huang, Jinghua Piao, Wang Ranran, Yong Li",Main,Accept (regular),https://openreview.net/forum?id=x6nNQBumUQ,https://openreview.net/pdf?id=x6nNQBumUQ
453,Dataset,DLO-Lab: Benchmarking Deformable Linear Object Manipulations with Differentiable Physics,"Junyi Cao, Yian Wang, Ziyan Xiong, Chunru Lin, Zhehuan Chen, Chuang Gan",Main,Accept (regular),https://openreview.net/forum?id=XZRyCQbBZe,https://openreview.net/pdf?id=XZRyCQbBZe
454,Dataset,ImmersePro: End-to-End Stereo Video Synthesis Via Implicit Disparity Learning,"Jian Shi, Zhenyu Li, Peter Wonka",Main,Accept (regular),https://openreview.net/forum?id=WvIVCtQLzG,https://openreview.net/pdf?id=WvIVCtQLzG
455,Dataset,MMKU-Bench: A Multimodal Update Benchmark for Diverse Visual Knowledge,"Baochen Fu, Yuntao Du, Cheng Chang, Baihao Jin, Wenzhi Deng, Muhao Xu, Hongmei Yan, Weiye Song, Yi Wan",Main,Accept (regular),https://openreview.net/forum?id=WYHmRRGcL1,https://openreview.net/pdf?id=WYHmRRGcL1
456,Dataset,MultiBreak: A Scalable and Diverse Multi-turn Jailbreak Benchmark for Evaluating LLM Safety,"Jialin Song, Xiaodong Liu, Weiwei Yang, Wuyang Chen, Mingqian Feng, Xuekai Zhu, Jianfeng Gao",Main,Accept (regular),https://openreview.net/forum?id=WR1IcmCjbl,https://openreview.net/pdf?id=WR1IcmCjbl
457,Dataset,WorldTravel: A Realistic Multimodal Travel-Planning Benchmark with Tightly Coupled Constraints,"Zexuan Wang, Chenghao Yang, Yingqi Que, Zhoufutu Wen, Zaiyuan Wang, Jiashuo Liu, Zhixin Yao, Zhenzhu Yang, Huaqing Yuan, Yiwen Wang, Zhengxuan Jiang, Shengjie Fang, Zhenhe Wu, Zhaohui Wang, JinCheng Ren, Yuzhen Li, YangYang, Jiaheng Liu, Jian Yang, Ge Zhang, Wenhao Huang",Main,Accept (regular),https://openreview.net/forum?id=WKelJRz5kG,https://openreview.net/pdf?id=WKelJRz5kG
458,Dataset,FrameOracle: Learning What to See and How Much to See in Videos,"Chaoyu Li, Tianzhi Li, Fei Tao, ZHENYU ZHAO, Ziqian Wu, Maozheng Zhao, Juntong Song, Cheng Niu, Pooyan Fazli",Main,Accept (regular),https://openreview.net/forum?id=Vd5bjrFQBh,https://openreview.net/pdf?id=Vd5bjrFQBh
459,Dataset,Closing the Expression Gap in LLM Instructions via Socratic Questioning,"Jianwen Sun, Yukang Feng, Yifan Chang, Chuanhao Li, Zizhen Li, Jiaxin Ai, Fanrui Zhang, Yu Dai, Kaipeng Zhang",Main,Accept (regular),https://openreview.net/forum?id=UzEXl80a12,https://openreview.net/pdf?id=UzEXl80a12
460,Dataset,StarEmbed: Benchmarking Time Series Foundation Models on Astronomical Observations of Variable Stars,"Weijian Li, Hong-Yu Chen, Nabeel Rehemtulla, Ved Shah, Dongho Kim, Dennis Wu, Qinjie Lin, Adam Miller, Han Liu",Main,Accept (regular),https://openreview.net/forum?id=Ujf6Is4cdt,https://openreview.net/pdf?id=Ujf6Is4cdt
461,Dataset,FakeWorld 1.0: An Omni-modal Benchmark for Fake Media and Content,"Yifeng Gao, Yifan Ding, Li Wang, Feida Huang, Ye Sun, Yixu Wang, Xin Wang, YUTAO WU, Hanxun Huang, Yunhao Feng, Yingshui Tan, Xingjun Ma, Yu-Gang Jiang",Main,Accept (regular),https://openreview.net/forum?id=UXbNXAJRCo,https://openreview.net/pdf?id=UXbNXAJRCo
462,Dataset,Holi-Spatial: Evolving Video Streams into Holistic 3D Spatial Intelligence,"yuanyuan gao, Hao Li, Yifei Liu, Xinhao Ji, Yuning Gong, Yuanjun Liao, Fangfu Liu, Manyuan Zhang, Yuchen Yang, Dan Xu, Xue Yang, Huaxi Huang, Hongjie Zhang, Ziwei Liu, Xiao Sun, Dingwen Zhang, Zhihang Zhong",Main,Accept (spotlight),https://openreview.net/forum?id=UGAP2F6FfV,https://openreview.net/pdf?id=UGAP2F6FfV
463,Dataset,MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,"Qingyao Ai, Yichen Tang, Changyue Wang, Jianming Long, Weihang Su, Yiqun LIU",Main,Accept (spotlight),https://openreview.net/forum?id=If4X4W2HWx,https://openreview.net/pdf?id=If4X4W2HWx
464,Dataset,XDomainBench: Diagnosing Reasoning Collapse in High-Dimensional Scientific Knowledge Composition,"Zhiren Gong, Tiantong Wu, Jiaming Zhang, Fuyao Zhang, CHE WANG, Yurong Hao, Yikun Hou, Foo Ping, Yilei Zhao, Fei Huang, Chau Yuen, Wei Yang Bryan Lim",Main,Accept (regular),https://openreview.net/forum?id=U8x5SYtT5b,https://openreview.net/pdf?id=U8x5SYtT5b
465,Dataset,L-CUBE: Isolating Long-Context Capacity from Knowledge with Controllable Mutual Information Scaling,"Zhuo Chen, Oriol Mayné i Comas, Zhuotao Jin, Di Luo, Marin Soljačić",Main,Accept (regular),https://openreview.net/forum?id=U3QqOOZK6P,https://openreview.net/pdf?id=U3QqOOZK6P
466,Dataset,Curating the Future: A Scalable Recipe for Training Open-Ended Forecasters,"Nikhil Chandak, Shashwat Goel, Ameya Pandurang Prabhu, Moritz Hardt, Jonas Geiping",Main,Accept (regular),https://openreview.net/forum?id=SiMYGtHfxT,https://openreview.net/pdf?id=SiMYGtHfxT
467,Dataset,From Winning to Understanding: A Diagnostic Long-Horizon RTS Benchmark for LLMs,"Jiacheng Li, Jiahui Liu, Yuqing Wang, Gaochen Cui, Xiao Zhang, Qianchuan Zhao, Ziyou Zhang, Chenghao Li",Main,Accept (regular),https://openreview.net/forum?id=Sg3jpD5FYH,https://openreview.net/pdf?id=Sg3jpD5FYH
468,Dataset,CodeClash: Benchmarking Goal-Oriented Software Engineering,"John Yang, Kilian Lieret, Joyce Yang, Carlos Jimenez, Muhtasham Oblokulov, Aryan Siddiqui, Ofir Press, Ludwig Schmidt, Diyi Yang",Main,Accept (regular),https://openreview.net/forum?id=SW2D390ePP,https://openreview.net/pdf?id=SW2D390ePP
469,Dataset,Learning More from Less: Unlocking Internal Representations for Benchmark Compression,"Yueqi Zhang, Jin Hu, Shaoxiong Feng, Peiwen Yuan, Xinglin Wang, Yiwei Li, Jiayi Shi, Chuyi Tan, Ji Zhang, Boyuan Pan, Yao Hu, Kan Li",Main,Accept (regular),https://openreview.net/forum?id=S4eayPxW4M,https://openreview.net/pdf?id=S4eayPxW4M
470,Dataset,R2-Router: A New Paradigm for LLM Routing with Reasoning,"Jiaqi Xue, Qian Lou, Jiarong Xing, Heng Huang",Main,Accept (regular),https://openreview.net/forum?id=S3m1tSp8F4,https://openreview.net/pdf?id=S3m1tSp8F4
471,Dataset,Taming I2V models for Image HOI Editing: A Cognitive Benchmark and Agentic Self-Correcting Framework,"Jiayi Gao, Qingchao Chen, Yuxin Peng, Yang Liu",Main,Accept (regular),https://openreview.net/forum?id=RtesAw5Cka,https://openreview.net/pdf?id=RtesAw5Cka
472,Dataset,A Coin Flip for Safety: LLM Judges Fail to Reliably Measure Adversarial Robustness,"Leo Schwinn, Moritz Ladenburger, Tim Beyer, Mehrnaz Mofakhami, Gauthier Gidel, Stephan Günnemann",Main,Accept (regular),https://openreview.net/forum?id=RgnoWsmYBM,https://openreview.net/pdf?id=RgnoWsmYBM
473,Dataset,OSF: On Pre-training and Scaling of Sleep Foundation Models,"Zitao Shuai, Zongzhe Xu, David Yang, Wei Wang, Yuzhe Yang",Main,Accept (regular),https://openreview.net/forum?id=rlVGCyjqnt,https://openreview.net/pdf?id=rlVGCyjqnt
474,Dataset,Structure-Aware Consistency Priors for Shape from Polarization in Complex Media,"Kaimin Yu, Puyun Wang, Huayang He, Xianyu Wu",Main,Accept (regular),https://openreview.net/forum?id=RVq8zBMmaJ,https://openreview.net/pdf?id=RVq8zBMmaJ
475,Dataset,HEARTS: Benchmarking LLM Reasoning on Health Time Series,"Sirui Li, Shuhan Xiao, Mihir Joshi, Ahmed Metwally, Daniel McDuff, Wei Wang, Yuzhe Yang",Main,Accept (regular),https://openreview.net/forum?id=qj4EnIvNU4,https://openreview.net/pdf?id=qj4EnIvNU4
476,Dataset,Are Object-Centric Representations Better at Compositional Generalization?,"Ferdinand Kapl, Amir Mohammad Karimi Mamaghan, Maximilian Seitzer, Karl Johansson, Carsten Marr, Stefan Bauer, Andrea Dittadi",Main,Accept (regular),https://openreview.net/forum?id=cgLZYrBHh6,https://openreview.net/pdf?id=cgLZYrBHh6
477,Dataset,PlotCraft: Pushing the Limits of LLMs for Complex and Interactive Data Visualization,"Jiajun Zhang, Jianke Zhang, Zeyu Cui, Jiaxi Yang, Lei Zhang, Zilei Wang, Qiang Liu, Liang Wang, Binyuan Hui, Junyang Lin",Main,Accept (regular),https://openreview.net/forum?id=RQJjbqIcz0,https://openreview.net/pdf?id=RQJjbqIcz0
478,Dataset,InteractScience: Programmatic and Visually-Grounded Evaluation of Interactive Scientific Demonstration Code Generation,"Qiaosheng Chen, Yang Liu, Lei Li, Kai Chen, Qipeng Guo, Gong Cheng, fei yuan",Main,Accept (regular),https://openreview.net/forum?id=QooehkRtN5,https://openreview.net/pdf?id=QooehkRtN5
479,Dataset,EEmo-Logic: A Unified Dataset and Multi-Stage Framework for Comprehensive Image-Evoked Emotion Assessment,"Lancheng Gao, Ziheng Jia, Zixuan Xing, Wei Sun, Huiyu Duan, Guangtao Zhai, Xiongkuo Min",Main,Accept (spotlight),https://openreview.net/forum?id=AYy0lOycql,https://openreview.net/pdf?id=AYy0lOycql
480,Dataset,DLEBench: Evaluating Small-scale Object Editing Ability for Instruction-based Image Editing Model,"Shibo Hong, Boxian Ai, Jun Kuang, Wei Wang, FengJiao Chen, Zhongyuan Peng, Chenhao Huang, Yixin Cao",Main,Accept (regular),https://openreview.net/forum?id=QdmL5vs0sg,https://openreview.net/pdf?id=QdmL5vs0sg
481,Dataset,From Perception to Planning: Evolving Ego-Centric Task-Oriented Spatiotemporal Reasoning via Curriculum Learning,"Xiaoda Yang, Yuxiang Liu, Shenzhou Gao, Can Wang, Jingyang Xue, Lixin Yang, Yao Mu, Tao Jin, Zhimeng Zhang, Shuicheng YAN, Zhou Zhao",Main,Accept (regular),https://openreview.net/forum?id=QHKJhiz88q,https://openreview.net/pdf?id=QHKJhiz88q
482,Dataset,Can VLMs Diagnose and Recover from VLA Manipulation Faults?,"Bowen Yan, Jiahao Xiao, Kehui Liu, Jianbo Zhang, Zicheng Zhang, Qi Jia, Zhongjie Jia, Haoming Song, Chunyi Li, Bin Zhao, Guangtao Zhai",Main,Accept (regular),https://openreview.net/forum?id=Q0rAQZg9t5,https://openreview.net/pdf?id=Q0rAQZg9t5
483,Dataset,Beyond the Final Answer: Evaluating the Reasoning Trajectories of Tool-Augmented Agents,"Wonjoong Kim, Sangwu Park, Yeonjun In, Sein Kim, Dongha Lee, Chanyoung Park",Main,Accept (regular),https://openreview.net/forum?id=PRfEvn1UHp,https://openreview.net/pdf?id=PRfEvn1UHp
484,Dataset,Understanding Data Temporality Impact on Large Language Models Pre-training,"Romain Fabre, Hippolyte Pilchen, Franck SIGNE TALLA, Patrick Perez, Edouard Grave",Main,Accept (regular),https://openreview.net/forum?id=P82s05mnUY,https://openreview.net/pdf?id=P82s05mnUY
485,Dataset,APE-Bench: Evaluating Automated Proof Engineering for Formal Math Libraries,"Huajian Xin, Zheng Yuan, Jacques Fleuriot, Wenda Li",Main,Accept (regular),https://openreview.net/forum?id=OjeKfGXLOn,https://openreview.net/pdf?id=OjeKfGXLOn
486,Dataset,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,"Harshit Rajgarhia, Shuubham Ojha, Asif Shaik, Akhil Pothanapalli, Rachuri Lokesh, Abhishek Mukherji, Prasanna Desikan",Main,Accept (regular),https://openreview.net/forum?id=OMdQJQwp26,https://openreview.net/pdf?id=OMdQJQwp26
487,Dataset,"Seeing Symbols, Missing Structure: A Real-World Handwritten Mathematical Expression Recognition Benchmark for Large Models","Sheng Jiang, Lin Zhu, Runrui Li, Mei Wang, Qiannan Zhu, Yaoyao Zhong, Hua Huang",Main,Accept (regular),https://openreview.net/forum?id=OKVCjNqsjK,https://openreview.net/pdf?id=OKVCjNqsjK
488,Dataset,PSBench: Editing Image via GUI Agents in Photoshop,"Yinuo Zhang, Zian Cheng, Ziya Zhao, Zongyu Li, Bingshuo Liu, Qingbin Liu, Junxian Cai, chen, Zhiying Tu, Dianhui Chu, Xiaoyan Yu, Dianbo Sui",Main,Accept (regular),https://openreview.net/forum?id=O93cZGxYB1,https://openreview.net/pdf?id=O93cZGxYB1
489,Dataset,Safety Generalization Under Distribution Shift in Safe Reinforcement Learning: A Diabetes Testbed,"Minjae Kwon, Josephine Lamp, Lu Feng",Main,Accept (regular),https://openreview.net/forum?id=kSUGLBHd0T,https://openreview.net/pdf?id=kSUGLBHd0T
490,Dataset,Hunt Instead of Wait: Evaluating Deep Data Research on Large Language Models,"Wei Liu, Peijie Yu, Michele Orini, Yali Du, Yulan He",Main,Accept (regular),https://openreview.net/forum?id=NooBkSo7oz,https://openreview.net/pdf?id=NooBkSo7oz
491,Dataset,MEAL: A Benchmark for Continual Multi-Agent Reinforcement Learning,"Tristan Tomilin, Luka van den Boogaard, Samuel Garcin, Constantin Ruhdorfer, Bram Grooten, Fabrice Kusters, Yali Du, Andreas Bulling, Mykola Pechenizkiy, Meng Fang",Main,Accept (regular),https://openreview.net/forum?id=Mxg6mo1Xzj,https://openreview.net/pdf?id=Mxg6mo1Xzj
492,Dataset,ConTSG-Bench: A Unified Benchmark for Conditional Time Series Generation,"Shaocheng Lan, Shuqi Gu, Zhangzhi Xiong, Kan Ren",Main,Accept (regular),https://openreview.net/forum?id=Mstzzv2ham,https://openreview.net/pdf?id=Mstzzv2ham
493,Dataset,Threat2Traffic: Multi-Agent Environment Synthesis for Malware Traffic Generation from Threat Intelligence,"Haoyang Chen, Chang Liu, Zhong Guan, Junzheng Shi, Gaopeng Gou, Gang Xiong",Main,Accept (regular),https://openreview.net/forum?id=MrcEFZ5ckv,https://openreview.net/pdf?id=MrcEFZ5ckv
494,Dataset,MECAT: A Multi-Experts Constructed Benchmark for Fine-Grained Audio Understanding Tasks,"Yadong Niu, TIANZI WANG, Heinrich Dinkel, Xingwei Sun, Jiahao Zhou, Gang Li, Jizhong Liu, Xunying Liu, Jian Luan",Main,Accept (regular),https://openreview.net/forum?id=MgjXTLpmgf,https://openreview.net/pdf?id=MgjXTLpmgf
495,Dataset,SWE-Compass: Towards Unified Evaluation of Agentic Coding Abilities for Large Language Models,"Jingxuan Xu, Ken Deng, Weihao Li, Songwei Yu, Haoyang Huang, Xinping Lei, Yifan Yao, Huaixi Tang, Zhiyi Lai, Kepeng Lei, Zizheng Zhan, Yanan Wu, Chenchen Zhang, Wenqiang Zhu, wen xiang, Zongxian Feng, Han Li, Junqi Xiong, Dailin Li, GAO Zuchen, Kun Wu, Yuanxing Zhang, Wuxuan Gong, Ziyuan Gao, Guanxiang Wang, Yirong Xue, Mengfei Xie, Xiaojiang Zhang, Jinghui Wang, Wenhao Zhuang, Zheng Lin, Huiming Wang, Zhaoxiang Zhang, Yuqun Zhang, Haotian Zhang, Ming Sun, chenbin, Jiaheng Liu",Main,Accept (regular),https://openreview.net/forum?id=MHXIvy3bsb,https://openreview.net/pdf?id=MHXIvy3bsb
496,Dataset,BrokenMath: A Benchmark for Sycophancy in Theorem Proving with LLMs,"Ivo Petrov, Jasper Dekoninck, Martin Vechev",Main,Accept (spotlight),https://openreview.net/forum?id=Y5bEI4cuMd,https://openreview.net/pdf?id=Y5bEI4cuMd
497,Dataset,Recovering Policy-Induced Errors: Benchmarking and Trajectory Synthesis for Robust GUI Agents,"Tianpeng Bu, Xin Liu, Qihua Chen, Hao Jiang, Shurui Li, hongtao duan, Lu Jiang, lulu hu, Bin Yang, Minying Zhang",Main,Accept (spotlight),https://openreview.net/forum?id=iJwDylm93H,https://openreview.net/pdf?id=iJwDylm93H
498,Dataset,Towards Scalable and Consistent 3D Editing,"Ruihao Xia, Yang Tang, Pan Zhou",Main,Accept (regular),https://openreview.net/forum?id=pXymBD1UZg,https://openreview.net/pdf?id=pXymBD1UZg
499,Dataset,OmniAID: Decoupling Semantic and Artifacts for Universal AI-Generated Image Detection in the Wild,"Yuncheng Guo, Jiaxin Huang, Chenjue Zhang, Hengrui Kang, Haohuan Fu, Conghui He, Weijia Li",Main,Accept (regular),https://openreview.net/forum?id=d5rrjYG5pi,https://openreview.net/pdf?id=d5rrjYG5pi
500,Dataset,AesFormer: Transform Everyday Photos into Beautiful Memories,"Tianxiang Du, Hulingxiao He, Yuxin Peng",Main,Accept (regular),https://openreview.net/forum?id=wwEJH8o9bQ,https://openreview.net/pdf?id=wwEJH8o9bQ
501,Dataset,ImpText: A Benchmark and Tool-Augmented Framework for Implicit Text Reasoning,"Litao Guo, Jinsong Zhou, Shuaibo Li, Man CHEN, Xinli Xu, Zixin Zhang, Harold Haodong Chen, YINGCONG CHEN",Main,Accept (regular),https://openreview.net/forum?id=ZPJRm2K3oe,https://openreview.net/pdf?id=ZPJRm2K3oe
502,Dataset,Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks,"Zexue He, Yu Wang, Churan Zhi, Yuanzhe Hu, Tzu-Ping Chen, Lang Yin, Ze Chen, Tong Wu, Siru Ouyang, Tom Tang, Jiaxin Pei, Julian McAuley, Yejin Choi, Alex Pentland",Main,Accept (regular),https://openreview.net/forum?id=JHYmxqS9Jv,https://openreview.net/pdf?id=JHYmxqS9Jv
503,Dataset,AutoBaxBuilder: Bootstrapping Code Security Benchmarking,"Tobias von Arx, Niels Mündler, Mark Vero, Maximilian Baader, Martin Vechev",Main,Accept (regular),https://openreview.net/forum?id=J5KrubuRAJ,https://openreview.net/pdf?id=J5KrubuRAJ
504,Dataset,Learning Situated Awareness in the Real World,"Chuhan Li, Rilyn Han, Joy Hsu, Yongyuan Liang, Rajiv Dhawan, Jiajun Wu, Ming-Hsuan Yang, Xin (Eric) Wang",Main,Accept (spotlight),https://openreview.net/forum?id=8lwrYjv6r7,https://openreview.net/pdf?id=8lwrYjv6r7
505,Dataset,E-VAds: An E-commerce Short Videos Understanding Benchmark for MLLMs,"Xianjie Liu, Yiman Hu, Liang Wu, Ping Hu, Yixiong Zou, Jian Xu, Bo Zheng",Main,Accept (regular),https://openreview.net/forum?id=IhhgzNZNGW,https://openreview.net/pdf?id=IhhgzNZNGW
506,Dataset,Synthesizing Multimodal Geometry Datasets from Scratch and Enabling Visual Alignment via Plotting Code,"Haobo Lin, Tianyi Bai, Chen Chen, Jiajun Zhang, Bohan Zeng, Wentao Zhang, Binhang Yuan",Main,Accept (regular),https://openreview.net/forum?id=IPADrcEOJx,https://openreview.net/pdf?id=IPADrcEOJx
507,Dataset,DEER: A Benchmark for Evaluating Deep Research Agents on Expert Report Generation,"Janghoon Han, Heegyu Kim, Changho Lee, Dahm Lee, Min Hyung Park, Hosung Song, Stanley Jungkyu Choi, Moontae Lee, Honglak Lee",Main,Accept (regular),https://openreview.net/forum?id=ILRx5neJk6,https://openreview.net/pdf?id=ILRx5neJk6
508,Dataset,Context-Aware Reasoner: Enhancing Contextual Reasoning in Multimodal Large Language Models,"Zhe Zheng, Wenqi Zhang, Xiaohe Zhou, Guiyang Hou, Xinyu Mei, Tianyang Mao, Anni PIAO, Shengpei Jiang, Yongliang Shen, Yueting Zhuang, Weiming Lu",Main,Accept (regular),https://openreview.net/forum?id=IJ7bJubbgQ,https://openreview.net/pdf?id=IJ7bJubbgQ
509,Dataset,Unifying Dataset Pruning and Distillation for Efficient Large-scale Compression,"Lingao Xiao, Songhua Liu, Yang He, Xinchao Wang",Main,Accept (regular),https://openreview.net/forum?id=IAE5vKJUeY,https://openreview.net/pdf?id=IAE5vKJUeY
510,Dataset,TritonGym: A Benchmark for Agentic LLM Workflows in Triton GPU Code Generation,"Yue Guan, Yichen Lin, Xu Zhao, Jianzhu Yao, Xinwei Qiang, zhongkai yu, Pramod Viswanath, Yufei Ding, Adnan Aziz",Main,Accept (regular),https://openreview.net/forum?id=Htq2loTQTL,https://openreview.net/pdf?id=Htq2loTQTL
