No,Type,Title,Authors,Volume,DOI,Paper_Link
1,Dataset,AlphaForgeBench: Benchmarking End-to-End Trading Strategy Design with Large Language Models,"Wentao Zhang, Mingxuan Zhao, Jincheng Gao, Jieshun You, Huaiyu Jia, Yilei Zhao, Bo An, Shuo Sun",10.1145/3770855,10.1145/3770855.3817500,https://doi.org/10.1145/3770855.3817500
2,Dataset,How Far Are Large Multimodal Models from Human-Level Spatial Action? A Benchmark for Goal-Oriented Embodied Navigation in Urban Airspace,"Baining Zhao, Ziyou Wang, Jianjie Fang, Zile Zhou, Yanggang Xu, Yatai Ji, Jiacheng Xu, Qian Zhang, Weichen Zhang, Chen Gao, Xinlei Chen",10.1145/3770855,10.1145/3770855.3817501,https://doi.org/10.1145/3770855.3817501
3,Dataset,Towards Event-Aware Forecasting in DeFi: Insights from On-chain Automated Market Maker Protocols,"Huaiyu Jia, Jieshun You, Jingyu Liu, Yizhi Luo, Shuo Sun",10.1145/3770855,10.1145/3770855.3817502,https://doi.org/10.1145/3770855.3817502
4,Dataset,Edu-Eval: A Large-Scale Multimodal Benchmark for MLLMs in Authentic Educational Scenarios,"Zhiyi Duan, Jiangshan Guan, Qianli Xing",10.1145/3770855,10.1145/3770855.3817503,https://doi.org/10.1145/3770855.3817503
5,Dataset,"CA-DEL: An Open Multi-Target, Multi-Modal Benchmark for Learning from DNA-Encoded Library Screens","Mutian He, Hanqun Cao, Cheng Tan, Zijun Gao, Xiaojun Yao, Chunbin Gu, Pheng-Ann Heng",10.1145/3770855,10.1145/3770855.3817504,https://doi.org/10.1145/3770855.3817504
6,Dataset,SurveyReview: A Reviewer-Aligned Benchmark for Survey Evaluators,"Yuheng Zhang, Yuanchun Wang, Fanjin Zhang, Ruyu Zhao, Juanzi Li, Jie Tang, Jing Zhang",10.1145/3770855,10.1145/3770855.3817505,https://doi.org/10.1145/3770855.3817505
7,Dataset,ProductWebGen: Benchmarking Multimodal Product Webpage Generation,"Zhihong Liu, Siqi Kou, Zheng Li, Ye Ma, Quan Chen, Peng Jiang, Kai Yu, Zhijie Deng",10.1145/3770855,10.1145/3770855.3817507,https://doi.org/10.1145/3770855.3817507
8,Dataset,TEFD: A Benchmark for Natural Language to Flux Query Generation in Time-Series Databases,"Xuefeng Wu, Yuanfeng Song, Jiawei Wen, Dandan Huang, Raymond Chi-Wing Wong, Haodi Zhang",10.1145/3770855,10.1145/3770855.3817508,https://doi.org/10.1145/3770855.3817508
9,Dataset,FakeI2V-Bench: Benchmarking the Applicability of Image-level Deepfake Detectors for Deepfake Video Detection,"Pei Li, Sihan Chen, Delong Ran, Tianshuo Cong",10.1145/3770855,10.1145/3770855.3817509,https://doi.org/10.1145/3770855.3817509
10,Dataset,OmniScience: A Large-scale Multi-modal Dataset for Scientific Image Understanding,"Haoyi Tao, Chaozheng Huang, Nan Wang, Han Lyu, Linfeng Zhang, Guolin Ke, Xi Fang",10.1145/3770855,10.1145/3770855.3817510,https://doi.org/10.1145/3770855.3817510
11,Dataset,PhotoBench: Beyond Visual Matching Towards Personalized Intent-Driven Photo Retrieval,"Tianyi Xu, Rong Shan, Junjie Wu, Jiachen Zhu, Jiadeng Huang, Teng Wang, Wenteng Chen, Minxin Tu, Quantao Dou, Zhaoxiang Wang, Changwang Zhang, Weinan Zhang, Jun Wang, Jianghao Lin",10.1145/3770855,10.1145/3770855.3817511,https://doi.org/10.1145/3770855.3817511
12,Dataset,DMind Benchmark: Toward a Holistic Assessment of LLM Capabilities across the Web3 Domain,"Enhao Huang, Pengyu Sun, Shuxun Wang, Zixin Lin, Alex Chen, Kaichun Hu, Joey Ouyang, Frank Li, Zhiyu Zhang, Haobo Wang, Yiming Li, Zhan Qin, James Yi, Gang Zhao, Ziang Ling, Lowes Yang",10.1145/3770855,10.1145/3770855.3817512,https://doi.org/10.1145/3770855.3817512
13,Dataset,From Outcomes to Mechanisms: A Benchmark for Diagnosing LLM's Mechanism Hallucination on Data Inference Externalities,"Xuanyi Li, Ankun Feng, Nianze Jing, Zeyan Li, Yaxin Li, Keman Huang, Xiaoyong Du",10.1145/3770855,10.1145/3770855.3817513,https://doi.org/10.1145/3770855.3817513
14,Dataset,DTBench: A Synthetic Benchmark for Document-to-Table Extraction,"Yuxiang Guo, Zhuoran Du, Nan Tang, Kezheng Tang, Congcong Ge, Yunjun Gao",10.1145/3770855,10.1145/3770855.3817516,https://doi.org/10.1145/3770855.3817516
15,Dataset,SimCoachCorpus: A Naturalistic Dataset with Language and Trajectories for Embodied Teaching,"Emily Sumner, Deepak Edakkattil Gopinath, Laporsha Dees, Patricio Reyes Gomez, Xiongyi Cui, Andrew Silva, Jean Costa, Allison Morgan, Mariah Schrum, Tiffany L. Chen, Avinash Balachandran, Guy Rosman",10.1145/3770855,10.1145/3770855.3817517,https://doi.org/10.1145/3770855.3817517
16,Dataset,PRBench: A Standardized Probabilistic Robustness Benchmark,"Yi Zhang, Zheng Wang, Zhen Chen, Wenjie Ruan, Qing Guo, Siddartha Khastgir, Carsten Maple, Xingyu Zhao",10.1145/3770855,10.1145/3770855.3817518,https://doi.org/10.1145/3770855.3817518
17,Dataset,Causality for Tabular Data Synthesis: A High-Order Structure Causal Benchmark Framework,"Zineb Senane, Axel Karlsson, Lele Cao, Oleg Smirnov, Cheng Zhang, Sahar Asadi, Hedvig Kjellström, Gustav Eje Henter, Ruibo Tu",10.1145/3770855,10.1145/3770855.3817519,https://doi.org/10.1145/3770855.3817519
18,Dataset,MacrOData: New Benchmarks of Thousands of Datasets for Tabular Outlier Detection,"Xueying Ding, Simon Klüttermann, Haomin Wen, Yilong Chen, Leman Akoglu",10.1145/3770855,10.1145/3770855.3817520,https://doi.org/10.1145/3770855.3817520
19,Dataset,Benchmarking Counterfactual Prediction in Epidemic Time Series with Time-Varying Interventions,"Wenhao Mu, Facundo Yan, Anik Mumssen, Marisa Eisenberg, Alexander Rodríguez",10.1145/3770855,10.1145/3770855.3817522,https://doi.org/10.1145/3770855.3817522
20,Dataset,Benchmark Datasets for Lead-Lag Forecasting on Social Platforms,"Kimia Kazemian, Zhenzhen Liu, Yangfanyu Yang, Katie Luo, Shuhan Gu, Audrey Du, Xinyu Yang, Jack Jansons, Kilian Q. Weinberger, John Thickstun, Yian Yin, Sarah Dean",10.1145/3770855,10.1145/3770855.3817523,https://doi.org/10.1145/3770855.3817523
21,Dataset,Benchmarking Knowledge-Extraction Attack and Defense on Retrieval-Augmented Generation (RAG),"Zhisheng Qi, Utkarsh Sahu, Li Ma, Haoyu Han, Ryan Rossi, Franck Dernoncourt, Mahantesh Halappanavar, Nesreen Ahmed, Yushun Dong, Yue Zhao, Yu Zhang, Yu Wang",10.1145/3770855,10.1145/3770855.3817524,https://doi.org/10.1145/3770855.3817524
22,Dataset,DECKBench: Benchmarking Multi-Agent Frameworks for Academic Slide Generation and Editing,"Daesik Jang, Morgan Lindsay Heisler, Linzi Xing, Yifei Li, Edward Wang, Ying Xiong, Yong Zhang, Zhenan Fan",10.1145/3770855,10.1145/3770855.3817525,https://doi.org/10.1145/3770855.3817525
23,Dataset,MigrationBench: Repository-Level Code Migration Benchmark from Java 8,"Linbo Liu, Xinle Liu, Qiang Zhou, Lin Chen, Yihan Liu, Hoan Nguyen, Behrooz Omidvar Tehrani, Xi Shen, Jun Huan, Omer Tripp, Anoop Deoras",10.1145/3770855,10.1145/3770855.3817526,https://doi.org/10.1145/3770855.3817526
24,Dataset,CTIConnect: A Benchmark for Retrieval-Augmented LLMs over Heterogeneous Cyber Threat Intelligence,"Yutong Cheng, Yang Liu, Changze Li, Dawn Song, Peng Gao",10.1145/3770855,10.1145/3770855.3817527,https://doi.org/10.1145/3770855.3817527
25,Dataset,Fin-RATE: A Real-world Financial Analytics and Tracking Evaluation Benchmark for LLMs on SEC Filings,"Yidong Jiang, Junrong Chen, Eftychia Makri, Jialin Chen, Peiwen Li, Ali Maatouk, Leandros Tassiulas, Eliot Brenner, Bing Xiang, Rex Ying",10.1145/3770855,10.1145/3770855.3817528,https://doi.org/10.1145/3770855.3817528
26,Dataset,GREPO: A Benchmark for Graph Neural Networks on Repository-Level Bug Localization,"Juntong Wang, Libin Chen, Xiyuan Wang, Shijia Kang, Haotong Yang, Da Zheng, Muhan Zhang",10.1145/3770855,10.1145/3770855.3817529,https://doi.org/10.1145/3770855.3817529
27,Dataset,General Protein Pretraining or Domain-Specific Designs? Benchmarking Protein Modeling on Realistic Applications,"Shuo Yan, Yuliang Yan, Bin Ma, Chenao Li, Haochun Tang, Jiahua Lu, Minhua Lin, Yuyuan Feng, Enyan Dai",10.1145/3770855,10.1145/3770855.3817530,https://doi.org/10.1145/3770855.3817530
28,Dataset,UniHam: A Large-Scale SOC-Complete Dataset and Benchmark for Hamiltonian Learning in Materials,"Yuewen Huang, Pin Chen, Yutong Lu",10.1145/3770855,10.1145/3770855.3817531,https://doi.org/10.1145/3770855.3817531
29,Dataset,EuraGovExam: A Multilingual Multimodal Benchmark from Real-World Civil Service Exams,"Jaeseong Kim, Chaehwan Lim, Sang Hyun Gil, Suan Lee",10.1145/3770855,10.1145/3770855.3817532,https://doi.org/10.1145/3770855.3817532
30,Dataset,TravelEval: A Comprehensive Benchmarking Framework for Evaluating LLM-Powered Travel Planning Agents,"Weiyi Chen, Shuaixiong Wang, Ziyun Gao, Kaichun Hu, Wangze Ni, Shimin Di, Chen Jason Zhang, Lei Chen",10.1145/3770855,10.1145/3770855.3817533,https://doi.org/10.1145/3770855.3817533
31,Dataset,OceanVerse: Evaluable 4D Ocean Element Reconstruction Dataset under Realistic Sparsity,"Bin Lu, Jingjing Shen, Ze Zhao, Jianping Zhou, Haonan Qi, Luyu Han, Xiaoying Gan, Meng Jin, Lei Zhou, Luoyi Fu, Xinbing Wang, Chenghu Zhou",10.1145/3770855,10.1145/3770855.3817534,https://doi.org/10.1145/3770855.3817534
32,Dataset,OpenAqua: A Large-Scale Fine-Grained Dataset and Benchmark for Open Underwater Visual Perception,"Linxuan Luo, Pan Mu, Cong Bai",10.1145/3770855,10.1145/3770855.3817535,https://doi.org/10.1145/3770855.3817535
33,Dataset,Rethinking Weak Supervision in Anomaly Detection: A Comprehensive Benchmark,"Xu Yao, Siyuan Zhou, Zhenbo Wu, Chaochuan Hou, Shuang Liang, Shiping Wang, Hailiang Huang, Songqiao Han, Minqi Jiang",10.1145/3770855,10.1145/3770855.3817536,https://doi.org/10.1145/3770855.3817536
34,Dataset,MicrobeQuest: A Context-Aware Multimodal Benchmark for Microbiology Information Extraction,"Ou Zheng, Xue Ren, Xuexia Su, Peng Xie, Guo Xiang, Ziyun Jiao, Yufeng Yang, Wangyang Ying, Dongjie Wang, Ao Qu, Hang Yu",10.1145/3770855,10.1145/3770855.3817537,https://doi.org/10.1145/3770855.3817537
35,Dataset,SOP-Bench: Complex Industrial SOPs for Evaluating LLM Agents,"Subhrangshu Nandi, Arghya Datta, Rohith Nama, Udita Patel, Nikhil Vichare, Indranil Bhattacharya, Shivam Asija, Arushi Gupta, Giuseppe Carenini, Jing Xu, Shayan Ray, Huzefa Raja, Aaron Chan, Francesco Carbone, Esther Xu Fei, Gaoyuan Du, Zuhaib Akhtar, Prince Grover, Sreyoshi Bhaduri, Weian Chen, Wei Zhang, Ming Xiong, Harshita Asnani, Jeetu Mirchandani",10.1145/3770855,10.1145/3770855.3817538,https://doi.org/10.1145/3770855.3817538
36,Dataset,LingxiDiagBench: A Multi-Agent Framework for Benchmarking LLMs in Chinese Psychiatric Consultation and Diagnosis,"Shihao Xu, Tiancheng Zhou, Jiatong Ma, Ming Xiao, Yanli Ding, Yiming Yan, Haiyang Geng, Guoyi Li, Yunyun Han, Jianhua Chen, Yafeng Deng",10.1145/3770855,10.1145/3770855.3817539,https://doi.org/10.1145/3770855.3817539
37,Dataset,GraphChase: A Platform and Benchmark for Urban Network Security Games,"Shuxin Zhuang, Shuxin Li, Tianji Yang, Muheng Li, Xianjie Shi, Bo An, Youzhi Zhang",10.1145/3770855,10.1145/3770855.3817540,https://doi.org/10.1145/3770855.3817540
38,Dataset,OPBench: A Graph Benchmark to Combat the Opioid Crisis,"Tianyi Ma, Yiyang Li, Yiyue Qian, Jiatan Huang, Zheyuan Zhang, Zehong Wang, Chuxu Zhang, Yanfang Ye",10.1145/3770855,10.1145/3770855.3817541,https://doi.org/10.1145/3770855.3817541
39,Dataset,Perturbed Public Voices (P 2 V): A Dataset for Robust Audio Deepfake Detection,"Chongyang Gao, Marco Postiglione, Isabel Gortner, Sarit Kraus, VS Subrahmanian",10.1145/3770855,10.1145/3770855.3817542,https://doi.org/10.1145/3770855.3817542
40,Dataset,Whose Name Comes Up? II: Benchmarking and Intervention-Based Auditing of LLM-Based Scholar Recommendation,"Lisette Espín-Noboa, Gonzalo Gabriel Méndez",10.1145/3770855,10.1145/3770855.3817543,https://doi.org/10.1145/3770855.3817543
41,Dataset,CRAG-MM: Multi-modal Multi-turn Comprehensive RAG Benchmark,"Jiaqi Wang, Xiao Yang, Kai Sun, Parth Suresh, Sanat Sharma, Adam Czyzewski, Derek Andersen, Surya Appini, Arkav Banerjee, Sajal Choudhary, Shervin Ghasemlou, Ziqiang Guan, Akil Iyer, Haidar Khan, Lingkun Kong, Yuanhang Luo, Tiffany Ma, Zhen Qiao, Tammy Stark, David Tran, Wenfang Xu, Skyler Yeatman, Chen Zhou, Gunveer Gujral, Yinglong Xia, Seungwhan Moon, Nicolas Scheffer, Nirav Shah, Eun Chang, Yue Liu, Florian Metze, Zhaleh Feizollahi, Andrea Jessee, Mangesh Pujari, Ahmed Aly, Babak Damavandi, Rakesh Wanga, Anuj Kumar, Rohit Patel, Wen-tau Yih, Xin Luna Dong",10.1145/3770855,10.1145/3770855.3817544,https://doi.org/10.1145/3770855.3817544
42,Dataset,Can Large Language Models Derive New Knowledge? A Dynamic Benchmark for Biological Knowledge Discovery,"Chaoqun Yang, Xinyu Lin, Shulin Li, Wenjie Wang, Ruihan Guo, Fuli Feng, Tat-Seng Chua",10.1145/3770855,10.1145/3770855.3817545,https://doi.org/10.1145/3770855.3817545
43,Dataset,BLUFF: Benchmarking the Detection of False and Synthetic Content across 58 Low-Resource Languages,"Jason Lucas, Matt Murtagh-White, Adaku Uchendu, Ali Al-Lawati, Michiharu Yamashita, Dominik Macko, Ivan Srba, Robert Moro, Dongwon Lee",10.1145/3770855,10.1145/3770855.3817546,https://doi.org/10.1145/3770855.3817546
44,Dataset,AgentCity: An AI-Maintained Continuous Benchmark for Traffic Prediction,"Dayan Pan, Hongkang Su, Jingyuan Wang, Xie Yu",10.1145/3770855,10.1145/3770855.3817547,https://doi.org/10.1145/3770855.3817547
45,Dataset,CEComBench: Benchmarking Large Language Models' performance on Chinese E-commerce tasks,"Guangtao Nie, Huimu Wang, Gewei Lu, Tianhao Li",10.1145/3770855,10.1145/3770855.3817548,https://doi.org/10.1145/3770855.3817548
46,Dataset,SP-Rank: A Dataset for Ranked Preferences with Secondary Information,"Hadi Hosseini, Debmalya Mandal, Amrit Puhan",10.1145/3770855,10.1145/3770855.3817549,https://doi.org/10.1145/3770855.3817549
47,Dataset,TransXion: A High-Fidelity Graph Benchmark for Realistic Anti-Money Laundering,"Keyang Chen, Mingxuan Jiang, Yongsheng Zhao, Zeping Li, Zaiyuan Chen, Weiqi Luo, Zhixin Li, Sen Liu, Yinan Jing, Guangnan Ye, Xihong Wu, Hongfeng Chai",10.1145/3770855,10.1145/3770855.3817550,https://doi.org/10.1145/3770855.3817550
48,Dataset,Beyond Holistic Models: Systematic Component-level Benchmarking of Deep Multivariate Time-Series Forecasting,"Shuang Liang, Chaochuan Hou, Xu Yao, Shiping Wang, Hailiang Huang, Songqiao Han, Minqi Jiang",10.1145/3770855,10.1145/3770855.3817551,https://doi.org/10.1145/3770855.3817551
49,Dataset,OmniPhys: Knowledge-Graph-Driven Benchmarking and Collective Optimization for Physical Commonsense in Text-to-Image Generation,"Yajing Xu, Yarong Lan, Jiaoyan Chen, Yichi Zhang, Jeff Z. Pan, Mingchen Tu, Zhizhen Liu, Wen Zhang, Huajun Chen",10.1145/3770855,10.1145/3770855.3817552,https://doi.org/10.1145/3770855.3817552
50,Dataset,DLT-Corpus: A Large-Scale Text Collection for the Distributed Ledger Technology Domain,"Walter Hernandez Cruz, Peter Devine, Nikhil Vadgama, Paolo Tasca, Jiahua Xu",10.1145/3770855,10.1145/3770855.3817553,https://doi.org/10.1145/3770855.3817553
51,Dataset,MMID: Multi-turn Multimodal Interactive Dialogue Benchmark,"Seulgi Kim, Juoh Sun, Sumin Kim, Taewoong Yoon, Yushin Kim, Saim Shin, Harksoo Kim",10.1145/3770855,10.1145/3770855.3817554,https://doi.org/10.1145/3770855.3817554
52,Dataset,Agent-Diff: Benchmarking LLM Agents on Enterprise API Tasks via Code Execution with State-Diff-Based Evaluation,"Hubert M. Pyskło, Artem Zhuravel, Patrick D. Watson",10.1145/3770855,10.1145/3770855.3817555,https://doi.org/10.1145/3770855.3817555
53,Dataset,Benchmarking LLM Agents on Real-World Biological Database Curation for Data-Driven Scientific Discovery,"Jiaxian Yan, Xi Fang, Jintao Zhu, Chenmin Wu, Yuhang Yang, Chenxi Du, Meijing Fang, Kai Zhang, Zaixi Zhang, Qi Liu",10.1145/3770855,10.1145/3770855.3817556,https://doi.org/10.1145/3770855.3817556
54,Dataset,TamperBench : Systematically Stress-Testing LLM Safety Under Fine-Tuning and Tampering,"Saad Hossain, Tom Tseng, Punya Syon Pandey, Samanvay Vajpayee, Matthew Kowal, Nayeema Nonta, Samuel Simko, Stephen Casper, Zhijing Jin, Kellin Pelrine, Sirisha Rambhatla",10.1145/3770855,10.1145/3770855.3817557,https://doi.org/10.1145/3770855.3817557
55,Dataset,SQChip-EM: A Qiskit-Metal-Based Layout-to-EM Simulation Dataset for Superconducting Quantum Chips,"Yu Peng, Junyu Chen, Yuhan Chen, Shenglong Zhang, Xingdong Li, Tingting Li, Ziming Zhao, Jianwei Yin",10.1145/3770855,10.1145/3770855.3817558,https://doi.org/10.1145/3770855.3817558
56,Dataset,CloudCons: A Comprehensive End-to-End Benchmark for Cloud Resource Consolidation,"Xiaobin Zhang, Lefei Shen, Mouxiang Chen, Zhuo Li, Hongkai Li, Han Fu, Jianling Sun, Xiaoxue Ren, Chenghao Liu",10.1145/3770855,10.1145/3770855.3817559,https://doi.org/10.1145/3770855.3817559
57,Dataset,Label Annotation for Tabular Anomaly Detection with Large Language Models,"Haihong Zhao, Aochuan Chen, Miao Peng, Xiaolong Fan, Daowei Lin, Xuan Zong, Jun Zhou, Jia Li",10.1145/3770855,10.1145/3770855.3817725,https://doi.org/10.1145/3770855.3817725
58,Dataset,SAKE: Self-aware Knowledge Exploitation-Exploration for Grounded Multimodal Named Entity Recognition,"Jielong Tang, Xujie Yuan, Jiayang Liu, Jianxing Yu, Xiao Dong, Lin Chen, Yunlai Teng, Shimin Di, Jian Yin",10.1145/3770855,10.1145/3770855.3817763,https://doi.org/10.1145/3770855.3817763
59,Dataset,From Rows to Reasoning: A Retrieval-Augmented Multimodal Framework for Spreadsheet Understanding,"Anmol Gulati, Sahil Sen, Waqar Sarguroh, Kevin Paul",10.1145/3770855,10.1145/3770855.3817962,https://doi.org/10.1145/3770855.3817962
60,Dataset,Episode Spaces: Mining Reusable Knowledge from Urban Simulation Corpora for Safety-Critical Decision Support,"Roman Sultimov, Daniil Efimov, Mikhail Kuzin, Ivan Novikov, Roman Dvoryankov, Egor Suraveikin",10.1145/3770855,10.1145/3770855.3818649,https://doi.org/10.1145/3770855.3818649
61,Dataset,Benchmarking Multimodal LLMs on Recognition and Understanding over Chemical Tables,"Yitong Zhou, Mingyue Cheng, Qingyang Mao, Yucong Luo, Qi Liu, Yupeng Li, Xiaohan Zhang, Deguang Liu, Xin Li, Enhong Chen",10.1145/3770855,10.1145/3770855.3818823,https://doi.org/10.1145/3770855.3818823
62,Dataset,ClinicalBench: Can LLMs Beat Traditional ML Models in Clinical Prediction?,"Canyu Chen, Jian Yu, Shan Chen, Che Liu, Zhongwei Wan, Shuang Zhou, Yuan Luo, Rui Zhang, Danielle Bitterman, Fei Wang, Kai Shu",10.1145/3770855,10.1145/3770855.3818831,https://doi.org/10.1145/3770855.3818831
63,Dataset,Breaking Bad Molecules: Are MLLMs Ready for Structure-Level Molecular Detoxification?,"Fei Lin, Ziyang Gong, Cong Wang, Tengchao Zhang, Yonglin Tian, Yining Jiang, Ji Dai, Chao Guo, Xiaotong Yu, Xue Yang, Gen Luo, Fei-Yue Wang",10.1145/3770855,10.1145/3770855.3818840,https://doi.org/10.1145/3770855.3818840
64,Dataset,MAPPE: Rethinking and Improving Fairness in LLMs for Medicine via Minimax Preference-based Prompt Evolution,"Jiaming Zhang, Yuyuan Li, Xiaohua Feng, Li Zhang, Zhen Huang, Chaochao Chen",10.1145/3770855,10.1145/3770855.3818853,https://doi.org/10.1145/3770855.3818853
65,Dataset,Semi-supervised Source Detection in Astronomical Images: New Benchmark and Strong Baseline,"Longhan Feng, Zihuang Cao, Ali Luo, Yuanhao Guo, Shuilian Yao, Yixin Guo, Qi Jia, Yu Liu",10.1145/3770855,10.1145/3770855.3818857,https://doi.org/10.1145/3770855.3818857
66,Dataset,PeroMAS: A Multi-agent System of Perovskite Material Discovery,"Yishu Wang, Wei Liu, Yifan Li, Shengxiang Xu, Xujie Yuan, Ran Li, Yuyu Luo, Jia Zhu, Shimin Di, Min-Ling Zhang, Guixiang Li",10.1145/3770855,10.1145/3770855.3818858,https://doi.org/10.1145/3770855.3818858
67,Dataset,Epistemic-Aware Vision-Language Foundation Model for Fetal Ultrasound Interpretation,"Xiao He, Huangxuan Zhao, Guojia Wan, Jiancheng Pan, Yanxing Liu, Xin Zou, Yong Luo, Yongchao Xu, Juhua Liu, Wei Zhou, Dacheng Tao, Bo Du",10.1145/3770855,10.1145/3770855.3818860,https://doi.org/10.1145/3770855.3818860
68,Dataset,DMFlow: Disordered Materials Generation by Flow Matching,"Liming Wu, Rui Jiao, Qi Li, Mingze Li, Songyou Li, Shifeng Jin, Wenbing Huang",10.1145/3770855,10.1145/3770855.3818866,https://doi.org/10.1145/3770855.3818866
69,Dataset,How Far Can You Grow? Characterizing the Extrapolation Frontier of Graph Generative Models for Materials Science,"Can Polat, Erchin Serpedin, Mustafa Kurban, Hasan Kurban",10.1145/3770855,10.1145/3770855.3818872,https://doi.org/10.1145/3770855.3818872
70,Dataset,Dynamic Discard Deep Learning for Rice Yield Prediction on Mixed-Accuracy Datasets,"He Xu, Xinge Zhao, Zhixuan Che, Zihan Liu, Yuxi Xie, Jinrong Shen, Dan Xia, Yongqiu Xia",10.1145/3770855,10.1145/3770855.3818874,https://doi.org/10.1145/3770855.3818874
71,Dataset,CAP: Towards PPG Universal Representation Learning with Patient-level Supervision,"Chenyang He, Xinyi Shao, Shun Huang, Bosong Huang, Daoqiang Zhang, Ming Jin, Cheng Ding",10.1145/3770855,10.1145/3770855.3818881,https://doi.org/10.1145/3770855.3818881
72,Dataset,Knowledge Graph-Enhanced Long-CoT for Complex Biomolecular Reasoning,"Tianwen Lyu, Xiang Zhuang, Keyan Ding, Xinzhe Cao, Lei Liang, Wei Zhao, Huajun Chen, Qiang Zhang",10.1145/3770855,10.1145/3770855.3818882,https://doi.org/10.1145/3770855.3818882
73,Dataset,MatSciBench: Benchmarking the Reasoning Ability of Large Language Models in Materials Science,"Junkai Zhang, Jingru Gan, Xiaoxuan Wang, Zian Jia, Changquan Gu, Jianpeng Chen, Yanqiao Zhu, Mingyu Derek Ma, Dawei Zhou, Ling Li, Wei Wang",10.1145/3770855,10.1145/3770855.3818888,https://doi.org/10.1145/3770855.3818888
74,Dataset,A Framework for Evaluating and Benchmarking Concept Drift Detection Methods,"Vitor Cerqueira, Heitor Murilo Gomes, Marco Heyden, Bernhard Pfahringer, Albert Bifet",10.1145/3770855,10.1145/3770855.3819070,https://doi.org/10.1145/3770855.3819070
75,Dataset,GraphSkill: Documentation-Guided Agentic Hierarchical Retrieval-Augmented Coding for Complex Graph Reasoning,"Fali Wang, Chenglin Weng, Xianren Zhang, Siyuan Hong, Hui Liu, Suhang Wang",10.1145/3770855,10.1145/3770855.3817637,https://doi.org/10.1145/3770855.3817637
76,Dataset,Counterfactual Analysis on Large Graphs,"Hsi-Wen Chen, Jian Pei, De-Nian Yang, Ming-syan Chen",10.1145/3770855,10.1145/3770855.3817647,https://doi.org/10.1145/3770855.3817647
77,Dataset,EvoFEND: Dual Memory-Driven Self-Evolving Fake News Detection,"Beizhe Hu, Qiang Sheng, Hao Mi, Jiaying Wu, Zhengjia Wang, Yuanlong Yu, Danding Wang, Xuming Hu, Juan Cao",10.1145/3770855,10.1145/3770855.3817673,https://doi.org/10.1145/3770855.3817673
78,Dataset,SafeCRS: Personalized Safety Alignment for LLM-Based Conversational Recommender Systems,"Haochang Hao, Yifan Xu, Xinzhuo Li, Yingqiang Ge, Lu Cheng",10.1145/3770855,10.1145/3770855.3817807,https://doi.org/10.1145/3770855.3817807
79,Dataset,Node4All: Learning Node Representation Beyond Datasets,"Dooho Lee, Jaemin Yoo",10.1145/3770855,10.1145/3770855.3817828,https://doi.org/10.1145/3770855.3817828
80,Dataset,"Take Control of Censoring, Generate Real-World Like Synthetic Data","Ghanem Bahrini, Morgane Barbet-Massin, Sebastien Razakarivony, Valerie Gares, Jean-François Dupuy",10.1145/3770855,10.1145/3770855.3817857,https://doi.org/10.1145/3770855.3817857
81,Dataset,Bradley-Terry Rankings for Recommender Systems Across Dataset Taxonomies,"Ekaterina Grishina, Stepan Kuznetsov, Askar Tsyganov, Ilya Ivanov, Daria Korovaitceva, Margarita Rusanova, Uliana Parkina, Alexander Derevyagin, Evgeny Frolov, Sergey Samsonov, Anton Lysenko",10.1145/3770855,10.1145/3770855.3817890,https://doi.org/10.1145/3770855.3817890
82,Dataset,GRIP: In-Parameter Graph Reasoning through Fine-Tuning Large Language Models,"Jiarui Feng, Donghong Cai, Yixin Chen, Muhan Zhang",10.1145/3770855,10.1145/3770855.3817895,https://doi.org/10.1145/3770855.3817895
83,Dataset,Spectral Signatures of Large Language Models,"Zhuoying Zhang, Ishan V. Prasad, Yuanzhe Hu, Zihang Liu, Hengrui Luo, Pu Ren, Yaoqing Yang",10.1145/3770855,10.1145/3770855.3818090,https://doi.org/10.1145/3770855.3818090
84,Dataset,Scalable and Traceable Joint Uplift Modeling for Multi-Lever Online Marketing,"Zhe Wang, Rui Wang, Ziyu Guan, Yaming Yang, Bin Tong, Wei Zhao, Guan Wang",10.1145/3770855,10.1145/3770855.3818477,https://doi.org/10.1145/3770855.3818477
85,Dataset,ScienceDB AI: An LLM-Driven Agentic Recommender System for Large-Scale Scientific Data Sharing Services,"Qingqing Long, Haotian Chen, Chenyang Zhao, Xiaolei Du, Xuezhi Wang, Pengyao Wang, Chengzan Li, Yuanchun Zhou, Hengshu Zhu",10.1145/3770855,10.1145/3770855.3818479,https://doi.org/10.1145/3770855.3818479
86,Dataset,SWE-Bench Mobile: Can Large Language Model Agents Develop Industry-Level Mobile Applications?,"Muxin Tian, Zhe Wang, Zhenwei Tang, Blair Yang, Kunlun Zhu, Honghua Dong, Hanchen Li, Xinni Xie, Guangjing Wang, Jiaxuan You",10.1145/3770855,10.1145/3770855.3818488,https://doi.org/10.1145/3770855.3818488
87,Dataset,scHelix: Asymmetric Dual-Stream Integration via Explicit Gene-Level Disentanglement,"Xichen Yan, Zelin Zang, Changxi Chi, Jingbo Zhou, Chang Yu, Jinlin Wu, Shenghui Cheng, Fuji Yang, Jiebo Luo, Zhen Lei, Stan Z. Li",10.1145/3770855,10.1145/3770855.3818917,https://doi.org/10.1145/3770855.3818917
