No,Type,Title,Authors,Track,Issue,Paper_Link,PDF_Link
560,Dataset,What Are They Filtering Out? An Experimental Benchmark of Filtering Strategies for Harm Reduction in Pretraining Datasets,"Marco Antonio Stranisci, Christian Hardmeier",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41279,https://ojs.aaai.org/index.php/AAAI/article/view/41279/45240
561,Dataset,ESG-Bench: Benchmarking Long-Context ESG Reports for Hallucination Mitigation,"Siqi Sun, Ben Peng Wu, Mali Jin, Peizhen Bai, Hanpei Zhang, Xingyi Song",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41281,https://ojs.aaai.org/index.php/AAAI/article/view/41281/45242
562,Dataset,BATIS: Bayesian Approaches for Targeted Improvement of Species Distribution Models,"Catherine Villeneuve, Benjamin Akera, Mélisande Teng, David Rolnick",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41285,https://ojs.aaai.org/index.php/AAAI/article/view/41285/45246
563,Dataset,CARE-Bench: A Benchmark of Diverse Client Simulations Guided by Expert Principles for Evaluating LLMs in Psychological Counseling,"Bichen Wang, Yixin Sun, Junzhe Wang, Hao Yang, Xing Fu, Yanyan Zhao, Si Wei, Shijin Wang, Bing Qin",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41287,https://ojs.aaai.org/index.php/AAAI/article/view/41287/45248
564,Dataset,Trustworthy Classification for Complex Social Surveys: A Memory-Enhanced Hierarchical Framework with Calibrated Uncertainty,"Zeqiang Wang, Rebecca Oldroyd, Yuqi Wang, Jiageng Wu, Jie Yang, Wei Wang, Nishanth R. Sastry, Jon Johnson, Suparna De",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41291,https://ojs.aaai.org/index.php/AAAI/article/view/41291/45252
565,Dataset,EgoEMS: A High-Fidelity Multimodal Egocentric Dataset for Cognitive Assistance in Emergency Medical Services,"Keshara Weerasinghe, Xueren Ge, Tessa Heick, Lahiru Nuwan Wijayasingha, Anthony Cortez, Abhishek Satpathy, John Stankovic, Homa Alemzadeh",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41293,https://ojs.aaai.org/index.php/AAAI/article/view/41293/45254
566,Dataset,Explainable Oracle Bone Script Recognition via Multimodal Pictographic Reasoning,"Yin Wu, Zhengxuan Zhang, Jiayu Chen, Chang Xu, Yuyu Luo, Nan Tang, Hui Xiong",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41296,https://ojs.aaai.org/index.php/AAAI/article/view/41296/45257
567,Dataset,BCWildfire: A Long-term Multi-factor Dataset and Deep Learning Benchmark for Boreal Wildfire Risk Prediction,"Zhengsen Xu, Sibo Cheng, Lanying Wang, Hongjie He, Wentao Sun, Jonathan Li, Lincoln Linlin Xu",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41299,https://ojs.aaai.org/index.php/AAAI/article/view/41299/45260
568,Dataset,Multivariate Gaussian Representation Learning for Medical Action Evaluation,"Luming Yang, Haoxian Liu, Siqing Li, Alper Yilmaz",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41302,https://ojs.aaai.org/index.php/AAAI/article/view/41302/45263
569,Dataset,HSKBenchmark: Modeling and Benchmarking Chinese Second Language Acquisition in Large Language Models Through Curriculum Tuning,"Qihao Yang, Xuelin Wang, Jiale Chen, Xuelian Dong, Yuxin Hao, Tianyong Hao",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41303,https://ojs.aaai.org/index.php/AAAI/article/view/41303/45264
570,Dataset,ChatCLIDS: Simulating Persuasive AI Dialogues to Promote Closed-Loop Insulin Adoption in Type 1 Diabetes Care,"Zonghai Yao, Talha Chafekar, Junda Wang, Shuo Han, Feiyun Ouyang, Junhui Qian, Lingxi Li, Hong Yu",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41305,https://ojs.aaai.org/index.php/AAAI/article/view/41305/45266
571,Dataset,Uncovering Bias Paths with LLM-guided Causal Discovery: An Active Learning and Dynamic Scoring Approach,"Khadija Zanna, Akane Sano",AAAI Special Track on AI for Social Impact II,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41308,https://ojs.aaai.org/index.php/AAAI/article/view/41308/45269
572,Dataset,The Tatort Test of Intelligence: Towards Narrative Comprehension as a Benchmark for AI,"Stefan Kramer, Lennart Baur, Lars Reinhardt",Senior Member Presentation,Vol. 40 No. 46: AAAI-26 Special Track AI for Social Impact II and Senior Member Presentations,https://ojs.aaai.org/index.php/AAAI/article/view/41327,https://ojs.aaai.org/index.php/AAAI/article/view/41327/45288
573,Dataset,Analysing Satellite Imagery Classification Under Spatial Domain Shift Across Geographic Regions (Abstract Reprint),"Sara A. Al-Emadi, Yin Yang, Ferda Ofli",AAAI Journal Track,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41368,https://ojs.aaai.org/index.php/AAAI/article/view/41368/45329
574,Dataset,Salvador Urban Network Transportation (SUNT): A Landmark Spatiotemporal Dataset for Public Transportation (Abstract Reprint),"Marcos V. Ferreira, Matheus Souza, Tatiane N. Rios, Islame F. C. Fernandes, Jorge Nery, João Gama, Albert Bifet, Ricardo A. Rios",AAAI Journal Track,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41379,https://ojs.aaai.org/index.php/AAAI/article/view/41379/45340
575,Dataset,HiMo: High-Speed Objects Motion Compensation in Point Clouds (Abstract Reprint),"Qingwen Zhang, Ajinkya Khoche, Yi Yang, Li Ling, Sina Sharif Mansouri, Olov Andersson, Patric Jensfelt",AAAI Journal Track,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41422,https://ojs.aaai.org/index.php/AAAI/article/view/41422/45383
576,Dataset,DEEP: A Discourse Evolution Engine for Predictions About Social Movements,"Valerio La Gatta, Marco Postiglione, Jeremy Gilbert, Daniel W. Linna Jr., Morgan Manella Greenfield, Aaron Shaw, VS Subrahmanian",IAAI Technical Track on Emerging Applications of AI,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41469,https://ojs.aaai.org/index.php/AAAI/article/view/41469/45430
577,Dataset,Digital Scale: Open-Source On-Device BMI Estimation from Smartphone Camera Images Trained on a Large-Scale Real-World Dataset,"Frederik Rajiv Manichand, Robin Deuber, Robert Jakob, Steve Swerling, Jamie Rosen, Elgar Fleisch, Patrick Langer",IAAI Technical Track on Emerging Applications of AI,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41473,https://ojs.aaai.org/index.php/AAAI/article/view/41473/45434
578,Dataset,Automated Unified Reasoning with Vision-Language Models for Multi-modal Burn Assessment,"Md Masudur Rahman, Mohamed El Masry, Gayle Gordillo, Juan Wachs",IAAI Technical Track on Emerging Applications of AI,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41482,https://ojs.aaai.org/index.php/AAAI/article/view/41482/45443
579,Dataset,From Benchmarks to Business Impact: Deploying IBM Generalist Agent in Enterprise Production,"Segev Shlomov, Alon Oved, Sami Marreed, Ido Levy, Offer Akrabi, Avi Yaeli, Łukasz Strąk, Elizabeth Koumpan, Yinon Goldshtein, Eilam Shapira, Nir Mashkif, Asaf Adi",IAAI Technical Track on Emerging Applications of AI,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41485,https://ojs.aaai.org/index.php/AAAI/article/view/41485/45446
580,Dataset,Trauma THOMPSON: A Dataset and Realistic Generative Framework for AI Copilots in Emergency Care,"Yupeng Zhuo, Eddie Zhang, Xiangchen Yu, Aditya Pachpande, Andrew W. Kirkpatrick, Jessica Mckee, Juan Wachs",IAAI Technical Track on Emerging Applications of AI,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41494,https://ojs.aaai.org/index.php/AAAI/article/view/41494/45455
581,Dataset,LeanTutor: Towards a Verified AI Mathematical Proof Tutor,"Manooshree Patel, Rayna Bhattacharyya, Thomas Lu, Arnav Mehta, Niels Voss, Narges Norouzi, Gireeja Ranade",EAAI Symposium: Main track,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41514,https://ojs.aaai.org/index.php/AAAI/article/view/41514/45475
582,Dataset,Games of Representation: Developing Card-Based Activities to Teach About Representation and Bias in AI Datasets,"Katherine S. Moore, Helen Zhang, Irene Lee",EAAI Symposium: Resources for Teaching AI in K-12,"Vol. 40 No. 47: AAAI-26 New Faculty Highlights, Journal Track, IAAI-26 and EAAI-26 Main Track",https://ojs.aaai.org/index.php/AAAI/article/view/41526,https://ojs.aaai.org/index.php/AAAI/article/view/41526/45487
583,Dataset,Context Selection and Rewriting for Video-based Educational Question Generation,"Mengxia Yu, Bang Nguyen, Olivia Zino, Meng Jiang",EAAI Symposium: AI for Education,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42126,https://ojs.aaai.org/index.php/AAAI/article/view/42126/46087
584,Dataset,Towards Robust and Interpretable Event–Frame Fusion for Autonomous Driving,Dongyue Lu,AAAI Doctoral Consortium Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42157,https://ojs.aaai.org/index.php/AAAI/article/view/42157/46118
585,Dataset,Trustworthy AI-Assisted Programming: Detection and Repair of Unreliable Code,Jian Wang,AAAI Doctoral Consortium Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42174,https://ojs.aaai.org/index.php/AAAI/article/view/42174/46135
586,Dataset,How Good Are Inducing Points for Dataset Distillation? (Student Abstract),Shrutimoy Das,AAAI Student Abstract and Poster Program,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42205,https://ojs.aaai.org/index.php/AAAI/article/view/42205/46166
587,Dataset,Synthetic-to-Real Transfer Learning for League of Legends Minimap Object Detection (Student Abstract),"Younsung Lee, Yujin Kim, Kyungjoong Kim",AAAI Student Abstract and Poster Program,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42235,https://ojs.aaai.org/index.php/AAAI/article/view/42235/46196
588,Dataset,NewsLensAI: NER-Guided Summarization for Mitigating Hallucination and Bias in LLM-Based News Summaries (Student Abstract),"Gaurank Maheshwari, Ambika Taploo, Ashiqur R. Khudabukhsh",AAAI Student Abstract and Poster Program,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42250,https://ojs.aaai.org/index.php/AAAI/article/view/42250/46211
589,Dataset,Detecting Citation Hallucinations in Large Language Model Outputs (Student Abstract),"Nipun Misra, Vikranth Udandarao",AAAI Student Abstract and Poster Program,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42257,https://ojs.aaai.org/index.php/AAAI/article/view/42257/46218
590,Dataset,When Equal Isn’t Fair: Mitigating Over-Normalization in Large Language Models (Student Abstract),"Ravada Satyadev, Aditya Ganesh Kumar, Avinash Anand, Rajiv Ratn Shah, Zhengkui Wang, Mukesh Prasad",AAAI Student Abstract and Poster Program,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42279,https://ojs.aaai.org/index.php/AAAI/article/view/42279/46240
591,Dataset,"Controllable Epistemic Sensitivity in Large Language Models: Probing, Benchmarking, and Adaptive Reasoning",Srivarshinee S,AAAI Undergraduate Consortium,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42322,https://ojs.aaai.org/index.php/AAAI/article/view/42322/46283
592,Dataset,In-Situ Eval: A Modular Framework for Custom and Real-Time RAG Benchmarking,"Ritvik Garimella, Kaushik Roy, Chathurangi Shyalika, Amit Sheth",AAAI Demonstration Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42348,https://ojs.aaai.org/index.php/AAAI/article/view/42348/46309
593,Dataset,Auto-BenchmarkCard: Automated Synthesis of Benchmark Documentation,"Aris Hofmann, Inge Vejsbjerg, Dhaval Salwala, Elizabeth M. Daly",AAAI Demonstration Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42352,https://ojs.aaai.org/index.php/AAAI/article/view/42352/46313
594,Dataset,VulnBench: A Comprehensive Benchmark for Transformer-Based Vulnerability Detection,"Jake Norton, David Eyers, Veronica Liesaputra",AAAI Demonstration Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42369,https://ojs.aaai.org/index.php/AAAI/article/view/42369/46330
595,Dataset,AssetOpsBench-Live: Privacy-Aware Online Evaluation of Multi-Agent Performance in Industrial Operations,"Dhaval Patel, Nianjun Zhou, Shuxin Lin, James Rayfield, Chathurangi Shyalika, Suryanarayana Reddy Yarrabothula",AAAI Demonstration Track,"Vol. 40 No. 48: EAAI-26 AI for Education, Model AI Assignments, AAAI-26 Emerging Trends, Doctoral Consortium, Student Abstracts, Undergraduate Consortium and Demonstrations",https://ojs.aaai.org/index.php/AAAI/article/view/42372,https://ojs.aaai.org/index.php/AAAI/article/view/42372/46333
596,Dataset,VisAssist: A Visually Impaired-Captured Video Question Answering Benchmark for Assistive Systems,"Qi Gao, Heng Li, Yixin Zhou, Meixuan Zhou, Jieqiong Chen, Xinyu Chai",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42410,https://ojs.aaai.org/index.php/AAAI/article/view/42410/46371
597,Dataset,VAGU & GtS: LLM-Based Benchmark and Framework for Joint Video Anomaly Grounding and Understanding,"Shibo Gao, Peipei Yang, Yangyang Liu, Yi Chen, Han Zhu, Xu-Yao Zhang, Linlin Huang",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42412,https://ojs.aaai.org/index.php/AAAI/article/view/42412/46373
598,Dataset,High-Quality Full-Head 3D Avatar Generation from Any Single Portrait Image,"Yujie Gao, ChenCheng Wang, Xianbing Sun, Jiahui Zhan, Wentao Wang, Yiyi Zhang, Haohua Zhao, Liqing Zhang, Jianfu Zhang",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42417,https://ojs.aaai.org/index.php/AAAI/article/view/42417/46378
599,Dataset,RoadSceneVQA: Benchmarking Visual Question Answering in Roadside Perception Systems for Intelligent Transportation System,"Runwei Guan, Rongsheng Hu, Shangshu Chen, Ningyuan Xiao, Xue Xia, Jiayang Liu, Beibei Chen, Ziren Tang, Ningwei Ouyang, Shaofeng Liang, Yuxuan Fan, Wanjie Sun, Yutao Yue",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42434,https://ojs.aaai.org/index.php/AAAI/article/view/42434/46395
600,Dataset,Point Cloud Segmentation of Integrated Circuits Package Substrates Surface Defects Using Causal Inference: Dataset Construction and Methodology,"Bingyang Guo, Qiang Zuo, Ruiyun Yu",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42436,https://ojs.aaai.org/index.php/AAAI/article/view/42436/46397
601,Dataset,"O3SLM: Open Weight, Open Data, and Open Vocabulary Sketch-Language Model","Rishi Gupta, Mukilan Karuppasamy, Shyam Marjit, Aditay Tripathi, Anirban Chakraborty",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42450,https://ojs.aaai.org/index.php/AAAI/article/view/42450/46411
602,Dataset,MODA: The First Challenging Benchmark for Multispectral Object Detection in Aerial Images,"Shuaihao Han, Tingfa Xu, Peifu Liu, Jianan Li",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42457,https://ojs.aaai.org/index.php/AAAI/article/view/42457/46418
603,Dataset,EvalMuse-40K: A Fine-Grained Benchmark with Comprehensive Human Annotations for Text-to-Image Generation Model Alignment Evaluation,"Shuhao Han, Haotian Fan, Jiachen Fu, Liang Li, Tao Li, Junhui Cui, Yunqiu Wang, Yang Tai, Jingwei Sun, Chun-Le Guo, Chongyi Li",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42458,https://ojs.aaai.org/index.php/AAAI/article/view/42458/46419
604,Dataset,StyleDrive: Towards Driving-Style Aware Benchmarking of End-To-End Autonomous Driving,"Ruiyang Hao, Bowen Jing, Haibao Yu, Zaiqing Nie",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42463,https://ojs.aaai.org/index.php/AAAI/article/view/42463/46424
605,Dataset,Semantic Document Derendering: SVG Reconstruction via Vision-Language Modeling,"Adam Hazimeh, Ke Wang, Mark Collier, Gilles Baechler, Efi Kokiopoulou, Pascal Frossard",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42464,https://ojs.aaai.org/index.php/AAAI/article/view/42464/46425
606,Dataset,Attention to Threat-Relevant Objects: Reasoning Detection in Autonomous Driving via Multimodal Large Language Models,"Yulin He, Wei Chen, Xinbiao Gan, Siqi Wang, Haotian Wang, Yusong Tan",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42470,https://ojs.aaai.org/index.php/AAAI/article/view/42470/46431
607,Dataset,LLM-Free Image Captioning Evaluation in Reference-Flexible Settings,"Shinnosuke Hirano, Yuiga Wada, Kazuki Matsuda, Seitaro Otsuki, Komei Sugiura",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42472,https://ojs.aaai.org/index.php/AAAI/article/view/42472/46433
608,Dataset,GUIDE: Gaussian Unified Instance Detection for Enhanced Obstacle Perception in Autonomous Driving,"Chunyong Hu, Qi Luo, Jianyun Xu, Song Wang, Qiang Li, Sheng Yang",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42484,https://ojs.aaai.org/index.php/AAAI/article/view/42484/46445
609,Dataset,Segment Anything Across Shots: A Method and Benchmark,"Hengrui Hu, Kaining Ying, Henghui Ding",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42485,https://ojs.aaai.org/index.php/AAAI/article/view/42485/46446
610,Dataset,Dereflection Any Image with Diffusion Priors and Diversified Data,"Jichen Hu, Chen Yang, Zanwei Zhou, Jiemin Fang, Qi Tian, Wei Shen",AAAI Technical Track on Computer Vision III,Vol. 40 No. 6: AAAI-26 Technical Tracks 6,https://ojs.aaai.org/index.php/AAAI/article/view/42489,https://ojs.aaai.org/index.php/AAAI/article/view/42489/46450
611,Method,Resource Efficient Sleep Staging via Multi-Level Masking and Prompt Learning,"Lejun Ai, Yulong Li, Haodong Yi, Jixuan Xie, Yue Wang, Jia Liu, Min Chen, Rui Wang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36958,https://ojs.aaai.org/index.php/AAAI/article/view/36958/40920
612,Method,AutoMalDesc: Large-Scale Script Analysis for Cyber Threat Research,"Alexandru-Mihai Apostu, Andrei Preda, Alexandra Daniela Damir, Diana Bolocan, Radu Tudor Ionescu, Ioana Croitoru, Mihaela Gaman",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36959,https://ojs.aaai.org/index.php/AAAI/article/view/36959/40921
613,Method,Modulation-Based Backdoors: Leveraging Amplitude and Frequency Patterns to Attack Speaker Recognition,"Hanbo Cai, Pengcheng Zhang, Yan Xiao, De Li, Hanting Chu, Ying Luo",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36961,https://ojs.aaai.org/index.php/AAAI/article/view/36961/40923
614,Method,Learning Structurally Stabilized Representations for Lossless DNA Storage,"Ben Cao, Xue Li, Tiantian He, Bin Wang, Shihua Zhou, Xiaohu Wu, Qiang Zhang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36962,https://ojs.aaai.org/index.php/AAAI/article/view/36962/40924
615,Method,ViG-RAG: Video-aware Graph Retrieval-Augmented Generation via Temporal and Semantic Hybrid Reasoning,"Zongsheng Cao, Anran Liu, Yangfan He, Jing Li, Bo Zhang, Zigan Wang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36963,https://ojs.aaai.org/index.php/AAAI/article/view/36963/40925
616,Method,Transferable Backdoor Attacks for Code Models via Sharpness-Aware Adversarial Perturbation,"Shuyu Chang, Haiping Huang, Yanjun Zhang, Yujin Huang, Fu Xiao, Leo Yu Zhang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36964,https://ojs.aaai.org/index.php/AAAI/article/view/36964/40926
617,Method,Toward Multimodal Fake News Detection by Multi-perspective Rationale Generation and Verification,"Junyang Chen, Yueqian Li, Ka Chung Ng, Huan Wang, Liang-Jie Zhang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36965,https://ojs.aaai.org/index.php/AAAI/article/view/36965/40927
618,Method,RTMol: Rethinking Molecule-text Alignment in a Round-trip View,"Letian Chen, Runhan Shi, Gufeng Yu, Yang Yang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36966,https://ojs.aaai.org/index.php/AAAI/article/view/36966/40928
619,Method,Physical-regularized Hierarchical Generative Model for Metallic Glass Structural Generation and Energy Prediction,"Qiyuan Chen, Ajay Annamareddy, Ying-Fei Li, Dane Morgan, Bu Wang",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36967,https://ojs.aaai.org/index.php/AAAI/article/view/36967/40929
620,Method,Regressor-guided Diffusion Model for De Novo Peptide Sequencing with Explicit Mass Control,"Shaorong Chen, Jingbo Zhou, Jun Xia",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36968,https://ojs.aaai.org/index.php/AAAI/article/view/36968/40930
621,Method,Transferring Causal Driving Patterns for Generalizable Traffic Simulation with Diffusion-Based Distillation,"Yuhang Chen, Jie Sun, Jialin Fan, Jian Sun",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36970,https://ojs.aaai.org/index.php/AAAI/article/view/36970/40932
622,Method,TRACE: Transformation-Aware Graph Refinement for Reaction Condition Prediction,"Yujie Chen, Tengfei Ma, Yuansheng Liu, Leyi Wei, Shu Wu, Dongsheng Cao, Yiping Liu, Xiangxiang Zeng",AAAI Technical Track on Application Domains I,Vol. 40 No. 1: AAAI-26 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/article/view/36971,https://ojs.aaai.org/index.php/AAAI/article/view/36971/40933
