No,Type,Title,Authors,Track,DOI,Paper_Link,PDF_Link
1,Dataset,Cxmarena: Unified Dataset To Benchmark Performance In Realistic Cxm Scenarios,"Gupta, Karan; Garg, Raghav; Sharma, Kapil",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_43,https://doi.org/10.1007/978-3-032-31583-0_43,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_43
2,Dataset,Benchmarking Transformers On Spatio-Temporal River Water Temperature Modeling,"Jia, Linlin; Fankhauser, Benjamin; Bigler, Vidushi; Riesen, Kaspar",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31663-9_17,https://doi.org/10.1007/978-3-032-31663-9_17,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_17
3,Dataset,Diagnosing Llm Benchmark: A Psychometric Analysis Of Difficulty And Discrimination,"Qin, Jiacheng; Zhang, Xu; Feng, Dawei; Ding, Bo; Zhai, Yuanzhao",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31673-8_10,https://doi.org/10.1007/978-3-032-31673-8_10,https://link.springer.com/content/pdf/10.1007/978-3-032-31673-8_10
4,Dataset,Merge-Bench: Resolve Merge Conflicts With Large Language Models,"Schesch, Benedikt; Ernst, Michael",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31397-3_41,https://doi.org/10.1007/978-3-032-31397-3_41,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_41
5,Dataset,Emoxformer: Human-Cognition-Inspired Multimodal Emotion Recognition From Disjoint Modality Datasets,"Aisha, Qurat Ul Ain; Choi, Ji-Hoon; Choi, Se-In; Roy, Partha Pratim ; Kim, Byung-Gyu",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31404-8_20,https://doi.org/10.1007/978-3-032-31404-8_20,https://link.springer.com/content/pdf/10.1007/978-3-032-31404-8_20
6,Dataset,Ticr: A New Brazilian-Oriented Benchmark Dataset For Tuberculosis Identification In Chest Radiographs,"Pereira, Clayton; Rodrigues, Douglas; Paschoalini, Enzo; Papa, João",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31927-2_12,https://doi.org/10.1007/978-3-032-31927-2_12,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_12
7,Dataset,Beam: Exact Benchmarking Of Explainable Ai Attribution Methods,"Brandt, Rafaël ; Strisciuglio, Nicola; Raatjes,  Daan; Gaydadjiev, Georgi",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31930-2_24,https://doi.org/10.1007/978-3-032-31930-2_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31930-2_24
8,Dataset,Nvs-Ho: A Benchmark For Novel View Synthesis Of Handheld Objects,"Ali, Musawar; Carranza-García, Manuel; Fioraio, Nicola; Salti, Samuele ; Di Stefano, Luigi",T2: Computer and Robot Vision,10.1007/978-3-032-31583-0_37,https://doi.org/10.1007/978-3-032-31583-0_37,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_37
9,Dataset,A Baseline Study And Benchmark For Few-Shot Open-Set Action Recognition With Feature Residual Discrimination,"Berti, Stefano; Paquale, Giulia; Natale, Lorenzo",T2: Computer and Robot Vision,10.1007/978-3-032-31663-9_31,https://doi.org/10.1007/978-3-032-31663-9_31,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_31
10,Dataset,Evostruggle: A Dataset Capturing The Evolution Of Struggle Across Activities And Skill Levels,"Feng, Shijia; Wray, Michael; Mayol-Cuevas, Walterio",T2: Computer and Robot Vision,10.1007/978-3-032-31666-0_7,https://doi.org/10.1007/978-3-032-31666-0_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_7
11,Dataset,Beyond Standard Benchmarks: A Systematic Audit of Vision-Language Model’s Robustness to Natural Semantic Variation Across Diverse Tasks,"Chengyu, Jia; MaungMaung, AprilPyone; H. Nguyen, Huy; Chen, Jinyin; Echizen, Isao",T2: Computer and Robot Vision,10.1007/978-3-032-31397-3_7,https://doi.org/10.1007/978-3-032-31397-3_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_7
12,Dataset,Imagenet-Lc: A Benchmark For Object-Centric Robustness Under Localized Corruptions,"Gupta, Sanchit; Swain, Subrat; Taneja, Mayank; Singh, Muskan; Gupta, Nishtha; Aggarwal, Nikunj; Kumar, Vireshwar",T2: Computer and Robot Vision,10.1007/978-3-032-31397-3_26,https://doi.org/10.1007/978-3-032-31397-3_26,https://link.springer.com/content/pdf/10.1007/978-3-032-31397-3_26
13,Dataset,Smooth Or Jarring? Evaluating Video Transitions With Transisense And Vt-Bench,"Das, Abhirup; Singh, Nishant; Gupta, Anubha",T2: Computer and Robot Vision,10.1007/978-3-032-31927-2_21,https://doi.org/10.1007/978-3-032-31927-2_21,https://link.springer.com/content/pdf/10.1007/978-3-032-31927-2_21
14,Dataset,Bikeactions: An Open Platform And Benchmark For Cyclist-Centric Vru Action Recognition,"Büttner, Max; Mazumder, Kanak; Koecher, Luca; Finkbeiner, Mario; Niebler, Sebastian; Flohr, Fabian",T2: Computer and Robot Vision,10.1007/978-3-032-31933-3_15,https://doi.org/10.1007/978-3-032-31933-3_15,https://link.springer.com/content/pdf/10.1007/978-3-032-31933-3_15
15,Dataset,Puzzlemate: Benchmarking Mllms For Egocentric Puzzle Assistance,"Dasgupta, Avijit; Dasgupta, Shayon; Laskar, Zakaria; Jawahar, C. V.; Alahari, Karteek",T2: Computer and Robot Vision,10.1007/978-3-032-31936-4_1,https://doi.org/10.1007/978-3-032-31936-4_1,https://link.springer.com/content/pdf/10.1007/978-3-032-31936-4_1
16,Dataset,A Study In Dataset Distillation For Image Super-Resolution,"Dietz, Tobias; Moser, Brian ; Nauen, Tobias; Raue, Federico; Frolov, Stanislav; Dengel, Andreas","T3: Image, Speech, Signal and Video Processing",10.1007/978-3-032-31335-5_5,https://doi.org/10.1007/978-3-032-31335-5_5,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_5
17,Dataset,Fake3Dgs: A Benchmark For 3D Manipulation Detection In Neural Rendering,"Di Nucci, Davide; Catalini, Riccardo; Borghi, Guido; Vezzani, Roberto","T3: Image, Speech, Signal and Video Processing",10.1007/978-3-032-31666-0_1,https://doi.org/10.1007/978-3-032-31666-0_1,https://link.springer.com/content/pdf/10.1007/978-3-032-31666-0_1
18,Dataset,Secmair-Crack: An Industrial Dataset For Fine Crack Segmentation For Preventive Road Maintenance,"KAGHAMBEGA, Harouna; LE BERRE, Matthieu; CLERGUE, Manuel; PREVOST, Lionel; SALINESI, Camille","T3: Image, Speech, Signal and Video Processing",10.1007/978-3-032-31441-3_10,https://doi.org/10.1007/978-3-032-31441-3_10,https://link.springer.com/content/pdf/10.1007/978-3-032-31441-3_10
19,Dataset,Clid: Controlled Low-Light Image Dataset,"Rodrigues, Gabrielly; Santos, Jade; Brito, Alternei; Cavalcanti, João; Pio, José; Oliveira, Felipe","T3: Image, Speech, Signal and Video Processing",10.1007/978-3-032-31933-3_4,https://doi.org/10.1007/978-3-032-31933-3_4,https://link.springer.com/content/pdf/10.1007/978-3-032-31933-3_4
20,Dataset,Fieldworkarena: Agentic Ai Benchmark For Real Field Work Tasks,"Takahashi, Jun; Moteki, Atsunori; Uchida, Akiyoshi; Masui, Shoichi; Yang, Fan; Uchino, Kanji; Song, Yueqi; Bisk, Yonatan; Neubig, Graham; Kusajima, Ikuo; Watanabe, Yasuto; Ishida, Hiroyuki; Nakagawa, Koki; Jiang, Shan",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31663-9_7,https://doi.org/10.1007/978-3-032-31663-9_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_7
21,Dataset,Stegano-Obf: Privacy-Preserving Obfuscation For Action Recognition Datasets Via Semantic Embedding,"Nakabayashi, Takuya; Babazaki, Yasunori; Shibata, Takashi; Takahashi, Toru",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31663-9_20,https://doi.org/10.1007/978-3-032-31663-9_20,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_20
22,Dataset,Occ-Fas: A New Benchmark And Feature-Disentangled Mixture-Of-Experts Framework For Occlusion-Aware Face Anti-Spoofing,"Chen, Jun-Ren ; Su, Cheng-Hsiang ; Ou, Yi-Chen ; Lin, Yi-Ting ; Chien, Kai-Heng; Huang, Pei-Kai; Hsu, Chiou-Ting",T4: Biometrics and Human Computer Interaction,10.1007/978-3-032-31452-9_32,https://doi.org/10.1007/978-3-032-31452-9_32,https://link.springer.com/content/pdf/10.1007/978-3-032-31452-9_32
23,Dataset,Benchmarking Document Parsers On Mathematical Formula Extraction From Pdfs,"Horn, Pius; Keuper, Janis",T5: Document Analysis and Recognition,10.1007/978-3-032-31583-0_7,https://doi.org/10.1007/978-3-032-31583-0_7,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_7
24,Dataset,Dentab: A Dataset For Table Recognition And Visual Qa On Real-World Dental Estimates,"Hamdi, Laziz; Paquet, Thierry; Tamasna, Amine",T5: Document Analysis and Recognition,10.1007/978-3-032-31663-9_18,https://doi.org/10.1007/978-3-032-31663-9_18,https://link.springer.com/content/pdf/10.1007/978-3-032-31663-9_18
25,Dataset,Bridging The Arithmetic Gap: The Cognitive Complexity Benchmark And Financial-Pot For Robust Financial Reasoning,"Zhao, Boxiang; Li, Qince; Wang, Zhonghao; Wang, Yi; Cheng, Peng; Lin, Bo",T5: Document Analysis and Recognition,10.1007/978-3-032-31404-8_2,https://doi.org/10.1007/978-3-032-31404-8_2,https://link.springer.com/content/pdf/10.1007/978-3-032-31404-8_2
26,Method,Metamoa: Top-Down Dynamic Guidance For Parameter-Efficient Domain Generalization,"Soliman, Mahmoud; Radwan, Ahmed; Abdelaziz, Omar; S. Shehata, Mohamed",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_13,https://doi.org/10.1007/978-3-032-31335-5_13,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_13
27,Method,Hypercore: Coreset Selection Under Noise Via Hypersphere Models,"Moser, Brian ; Shanbhag, Arundhati; Nauen, Tobias; Frolov, Stanislav; Raue, Federico; Folz, Joachim; Dengel, Andreas",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_15,https://doi.org/10.1007/978-3-032-31335-5_15,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_15
28,Method,Lfg: Local Controllable 3D Generation Using Latent Flexible Grid Representation,"Zhang, Kaiyi; Han, Tian; Quan, Long",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_16,https://doi.org/10.1007/978-3-032-31335-5_16,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_16
29,Method,Ac^2-Fuse: Syntax-Preserving Canonicalization And Cross-Model Curvature For Detecting Llm-Generated Code,"Yang, Yuchen; Huang, Enhao; Xia, Chunshu; Yang, Bingrun; Pan, Tongtong; Zhang, Zhiyu; Dong, Dong; Qin, Zhan",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_22,https://doi.org/10.1007/978-3-032-31335-5_22,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_22
30,Method,Smoothed-ModernBERT: Cross-Modal Gated Attention of Probabilistic Topic Models and ModernBERT Through Dynamic Fusion,"Ojo, Akinlolu; Bouguila, Nizar",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_23,https://doi.org/10.1007/978-3-032-31335-5_23,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_23
31,Method,Feddg-Moe-Nf: Prototypical Normalizing Flow Networks For Federated Domain Generalization,"Abdelaziz, Omar Abdelaziz Morgan; Osama, Mahmoud; Radwan, Ahmed; ElGazwy, Ahmed; Shehata, Mohamed S.",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_24,https://doi.org/10.1007/978-3-032-31335-5_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_24
32,Method,Univariate Channel Fusion For Multivariate Time Series Classification,"Moro, Fernando; Souza, Vinicius",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_29,https://doi.org/10.1007/978-3-032-31335-5_29,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_29
33,Method,Psformer: Parameter-Efficient Transformer With Segment Shared Attention For Time Series Forecasting,"wang, yanlong; Xu, Jian; Ma, Fei; Zhang, Hongkang; Huang, Shao-Lun; Sun, Danny Dongning; Zhang, Xiao-Ping",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_32,https://doi.org/10.1007/978-3-032-31335-5_32,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_32
34,Method,Towards Time Series Generation Conditioned On Unstructured Natural Language,"Woo, Jaeyun; Lee, Jiseok; Iwana, Brian Kenji",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_33,https://doi.org/10.1007/978-3-032-31335-5_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_33
35,Method,Lisu: Composable Layer-Wise Selective Unlearning For Large Language Models,"Hendricks, Arne",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_34,https://doi.org/10.1007/978-3-032-31335-5_34,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_34
36,Method,Cg-Clip: Seeing Beyond Objects To Improve Ood Corruption Detection,"Jain, Darshita; Ali, Asmat; Majumder, Anima",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_39,https://doi.org/10.1007/978-3-032-31335-5_39,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_39
37,Method,Corkhsi: Hyperspectral Anomaly Detection In Corks Using An Autoencoder With A Novel Spectral–Spatial Loss Optimization,"Dini, Afshin; Delirie, Farnaz; Rahtu, Esa",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_40,https://doi.org/10.1007/978-3-032-31335-5_40,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_40
38,Method,Yolov8-Cbam For Wtb Defect Segmentation,"Mendes Ramon, Stevan Henrique",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_44,https://doi.org/10.1007/978-3-032-31335-5_44,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_44
39,Method,A Large Language Model Framework For Predicting Judicial Outcomes In Civil Law Systems,"A. Araujo, Alan; O. Santin, Altair; Viegas, Eduardo",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31335-5_46,https://doi.org/10.1007/978-3-032-31335-5_46,https://link.springer.com/content/pdf/10.1007/978-3-032-31335-5_46
40,Method,State Of Charging Attack Detection Using Multi-Scale Feature Extraction And Attention Mechanism,"Su, Yan; Zhang, Jinlai; Yang, Yuanhao; Qi, Pengfei; Wang, Yuting",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_3,https://doi.org/10.1007/978-3-032-31583-0_3,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_3
41,Method,Whitecon: Semi-Supervised Domain Adaptation Regression Through Whitening Transform And Dual Consistency,"Sim, Sejin; Kim, SeoungBum",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_4,https://doi.org/10.1007/978-3-032-31583-0_4,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_4
42,Method,Uncovering Logit Suppression Vulnerabilities In Llm Safety Alignment,"li, yuxi; Liu, Yi; Li, Yuekang; Shi, Ling; Deng, Gelei; Chen, Shengquan; Wang, Kailong",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_5,https://doi.org/10.1007/978-3-032-31583-0_5,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_5
43,Method,Compositional Novelty Metrics For Graph-Structured Data,"Joshi, Rucha Bhalchandra; Mishra, Subhankar",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_10,https://doi.org/10.1007/978-3-032-31583-0_10,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_10
44,Method,Tas-Gnn: A Status-Aware Signed Graph Neural Network For Anomaly Detection In Bitcoin Trust Systems,"Xue, Chang; Liu, Fang; Wang, Jiaye; Xing, Jinming; Yang, Chen",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_12,https://doi.org/10.1007/978-3-032-31583-0_12,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_12
45,Method,Tunemia: Membership Inference Attack On Latent Diffusion Models,"Azulay, Noam; Habler, Idan; Shabtai, Asaf; Elovici, Yuval",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_13,https://doi.org/10.1007/978-3-032-31583-0_13,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_13
46,Method,Bridging The Semantic Gap For Categorical Data Clustering Via Large Language Models,"Yang, Zihua; Liao, Xin; Zhang, Yiqun; Cheung, Yiu-ming",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_14,https://doi.org/10.1007/978-3-032-31583-0_14,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_14
47,Method,Markovian Reeb Graphs For Simulating Spatiotemporal Patterns Of Life,"Subrahmanya, Anantajit; Gudavalli, Chandrakanth; Levenson, Connor; Manjunath, B.S.",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_15,https://doi.org/10.1007/978-3-032-31583-0_15,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_15
48,Method,Flexible Knowledge Distillation For Class-Incremental Learning Via Structural Knowledge Transfer,"Seungmo, Seo; Youn, Jongsu; Bae, Jaehyung; Choi, Jongwon",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_16,https://doi.org/10.1007/978-3-032-31583-0_16,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_16
49,Method,Drivingworld: Constructing World Model For Autonomous Driving Via Video Gpt,"Hu, Xiaotao; Jia, Mingkai; Guo, Xiaoyang; Zhang, Qian; Long, Xiaoxiao; Yin, Wei",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_19,https://doi.org/10.1007/978-3-032-31583-0_19,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_19
50,Method,Hypdomain: Bridging Domain Gaps In Clip With Few-Shot Hypernetwork Residuals,"Ghosh, Souvik; Jawahar, C. V.; Namboodiri, Vinay",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_20,https://doi.org/10.1007/978-3-032-31583-0_20,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_20
51,Method,Most: Momentum Online Subspace Training,"Souza, Lincon; Kobayashi, Takumi; Batalo, Bojan",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_21,https://doi.org/10.1007/978-3-032-31583-0_21,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_21
52,Method,Watching Ice Through The Crowd: Computer Vision On Social Media Images For Glacier Monitoring,"Paradise Vit, Abigail",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_24,https://doi.org/10.1007/978-3-032-31583-0_24,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_24
53,Method,Approximate Nearest Neighbor Using Hierarchical K-Means For Seed Classification,"Cecotti, Hubert; Gonzales, Ivan",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_25,https://doi.org/10.1007/978-3-032-31583-0_25,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_25
54,Method,More Interpretable Decision Trees: Pruning Via Node Descent And The Delta Penalty,"Carreira-Perpinan, Miguel; Hada, Suryabhan Singh",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_29,https://doi.org/10.1007/978-3-032-31583-0_29,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_29
55,Method,Llm-Based Poi Recommendation Incorporating Explicit Behavior Pattern,"Yao, Xin; Luo, Xiangfeng; Chen, Xue; Zhu, Jinhui",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_33,https://doi.org/10.1007/978-3-032-31583-0_33,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_33
56,Method,Investigating Permutation-Invariant Discrete Representation Learning For Spatially Aligned Images,"Stirling, Jamie; Al-Moubayed, Noura; Shum, Hubert",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_34,https://doi.org/10.1007/978-3-032-31583-0_34,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_34
57,Method,Refinerag: Word-Level Poisoning Attacks Via Retriever-Guided Text Refinement,"Wang, Ziye; Wang, Guanyu; Wang, Kailong",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_35,https://doi.org/10.1007/978-3-032-31583-0_35,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_35
58,Method,When Safe Models Merge Into Danger: Exploiting Latent Vulnerabilities In Llm Fusion,"Li, Jiaqing; Zhang, Zhibo; Zhou, Shide; Li, Yuxi; Yu, Tianlong; Wang, Kailong",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_38,https://doi.org/10.1007/978-3-032-31583-0_38,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_38
59,Method,Kinetic Mining In Context: Few-Shot Action Synthesis Via Text-To-Motion Distillation,"Cazzola, Luca; Alboody, Ahed",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_42,https://doi.org/10.1007/978-3-032-31583-0_42,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_42
60,Method,Efficient Score Pre-Computation For Diffusion Models Via Cross-Matrix Krylov Projection,"Lau, Kai Kwan; Na, Andrew S.; Wan, Justin WL",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31583-0_46,https://doi.org/10.1007/978-3-032-31583-0_46,https://link.springer.com/content/pdf/10.1007/978-3-032-31583-0_46
61,Method,Towards Unified Music Emotion Recognition Across Dimensional And Categorical Models,"Kang, Jaeyong; Herremans, Dorien",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_8,https://doi.org/10.1007/978-3-032-31654-7_8,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_8
62,Method,Dynamic Classifier Ensemble Selection For Data Stream Mining Based On Loca-Global Dominance And Adaptive Online Sampling,"Santos, Fernando; Enembreck, Fabricio",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_11,https://doi.org/10.1007/978-3-032-31654-7_11,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_11
63,Method,Local Autoregression With Finite-Support Random Variables For Image Generation,"zhao, chenqiu; Basu, Anup",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_12,https://doi.org/10.1007/978-3-032-31654-7_12,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_12
64,Method,Snappose3D: Diffusion-Based Single-Frame 2D-To-3D Lifting Of Human Poses,"Simoni, Alessandro; Catalini, RIccardo; Di Nucci, Davide; Borghi, Guido; Davoli, Davide; Garattoni, Lorenzo; Francesca, Gianpiero; Kawana, Yuki; Vezzani, Roberto",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_17,https://doi.org/10.1007/978-3-032-31654-7_17,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_17
65,Method,Visually Informed Text Representations for Visual Contextual Classification of Arts,"Raphaëlle, Lemaire; Pantin, Jeremie; Lechervy, Alexis; Kaibaldiyev, Azamat; Maurel, Fabrice; Dias, Gaël; Chahir, Youssef",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_20,https://doi.org/10.1007/978-3-032-31654-7_20,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_20
66,Method,Aster: Latent Pseudo-Anomaly Generation For Unsupervised Time-Series Anomaly Detection,"Hermary, Romain; Hicsonmez, Samet; Pineau, Dan; Shabayek, Abd El Rahman; Aouada, Djamila",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_22,https://doi.org/10.1007/978-3-032-31654-7_22,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_22
67,Method,Unsupervised Learning Of Density Estimates With Topological Optimization,"Tanweer, Sunia; Khasawneh, Firas A.",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_23,https://doi.org/10.1007/978-3-032-31654-7_23,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_23
68,Method,Improving Llm First-Token Predictions In Multiple-Choice Question Answering Via Output Prefilling,"Cappelletti, Silvia; Poppi, Tobia; Poppi, Samuele; Yong, Zheng Xin; Garcia-Olano, Diego; Cornia, Marcella; Baraldi, Lorenzo; Cucchiara, Rita",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_25,https://doi.org/10.1007/978-3-032-31654-7_25,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_25
69,Method,Growing Your Data: A Data Synthesis Approach For Irregular Time Series Forecasting,"Wang, Tong; Chen, Xuxi; Wang, Zhangyang; Ding, Ying",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_29,https://doi.org/10.1007/978-3-032-31654-7_29,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_29
70,Method,Sportsgpt: An Llm-Driven Framework For Interpretable Sports Motion Assessment And Training Guidance,"TIAN, wenbo; LIN, ruting; ZHENG, hongxian; YANG, yaodong; WU, geng; ZHANG, zihao; ZHANG, zhang",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_30,https://doi.org/10.1007/978-3-032-31654-7_30,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_30
71,Method,Enhancing Mlops Efficiency Through Distributionally Invariant Models,"Gulati, Aman; Das, Sambit; Dewani, Sanyog; Aggarwal, Purav",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_35,https://doi.org/10.1007/978-3-032-31654-7_35,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_35
72,Method,Token Reduction In Vision Transformers Via Discrete Wavelet Decomposition,"Buratti, Christopher; Marchetti, Michele; Parlapiano, Federica; Traini, Davide; Ursino, Domenico; Virgili, Luca",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_39,https://doi.org/10.1007/978-3-032-31654-7_39,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_39
73,Method,An End-To-End Framework For Centimetric 3D Change Detection On Multi-Temporal High-Resolution Railway Mls,"TIFOURA, Sid Ali; ABABSA, Fakhreddine; REBILLAT, Marc; hascoet, nicolas; elmeouche, rani; Viguier, Flavien; Salavati, Bahar",T1: Machine Learning and Artificial Intelligence in Pattern Recognition,10.1007/978-3-032-31654-7_40,https://doi.org/10.1007/978-3-032-31654-7_40,https://link.springer.com/content/pdf/10.1007/978-3-032-31654-7_40
