No,Type,Title,Authors,Decision,Paper_Link,PDF_Link
24,Dataset,Sync from the Sea: Retrieving Alignable Videos from Large-Scale Datasets,"Ishan Rajendrakumar Dave, Fabian Caba, Shah Mubarak, Simon Jenni",Oral,https://eccv.ecva.net/virtual/2024/poster/1983,
25,Dataset,ReLoo: Reconstructing Humans Dressed in Loose Garments from Monocular Video in the Wild,"Chen Guo, Tianjian Jiang, Manuel Kaufmann, Chengwei Zheng, Julien Valentin, Jie Song, Otmar Hilliges",Poster,https://eccv.ecva.net/virtual/2024/poster/2421,
26,Dataset,WHAC: World-grounded Humans and Cameras,"Wanqi Yin, Zhongang Cai, Chen Wei, Fanzhou Wang, Ruisi Wang, Haiyi Mei, Weiye Xiao, Zhitao Yang, Qingping Sun, Atsushi yamashita, Ziwei Liu, Lei Yang",Poster,https://eccv.ecva.net/virtual/2024/poster/1710,
27,Dataset,SceneVerse: Scaling 3D Vision-Language Learning for Grounded Scene Understanding,"Baoxiong Jia, Yixin Chen, Huangyue Yu, Yan Wang, Xuesong Niu, Tengyu Liu, Qing Li, Siyuan Huang",Poster,https://eccv.ecva.net/virtual/2024/poster/748,
28,Dataset,Dataset Growth,"Ziheng Qin, zhaopan xu, YuKun Zhou, Kai Wang, Zangwei Zheng, Zebang Cheng, Hao Tang, Lei Shang, Baigui Sun, Radu Timofte, Xiaojiang Peng, Hongxun Yao, Yang You",Poster,https://eccv.ecva.net/virtual/2024/poster/1945,
29,Dataset,m&m’s: A Benchmark to Evaluate Tool-Use for multi-step multi-modal Tasks,"Zixian Ma, Weikai Huang, Jieyu Zhang, Tanmay Gupta, Ranjay Krishna",Poster,https://eccv.ecva.net/virtual/2024/poster/360,
30,Dataset,Avatar Fingerprinting for Authorized Use of Synthetic Talking-Head Videos,"Ekta Prashnani, Koki Nagano, Shalini De Mello, David P Luebke, Orazio Gallo",Poster,https://eccv.ecva.net/virtual/2024/poster/546,
31,Dataset,Plain-Det: A Plain Multi-Dataset Object Detector,"cheng Shi, yuchen zhu, Sibei Yang",Poster,https://eccv.ecva.net/virtual/2024/poster/2640,
32,Dataset,AutoEval-Video: An Automatic Benchmark for Assessing Large Vision Language Models in Open-Ended Video Question Answering,"Xiuyuan Chen, Yuan Lin, Yuchen Zhang, Weiran Huang",Poster,https://eccv.ecva.net/virtual/2024/poster/1092,
33,Dataset,Referring Atomic Video Action Recognition,"Kunyu Peng, Jia Fu, Kailun Yang, Di Wen, Yufan Chen, Ruiping Liu, Junwei Zheng, Jiaming Zhang, Saquib Sarfraz, Rainer Stiefelhagen, Alina Roitberg",Poster,https://eccv.ecva.net/virtual/2024/poster/1088,
34,Dataset,TrackNeRF: Bundle Adjusting NeRF from Sparse and Noisy Views via Feature Tracks,"Jinjie Mai, Wenxuan Zhu, Sara Rojas Martinez, Jesus Zarzar, Abdullah Hamdi, Guocheng Qian, Bing Li, Silvio Giancola, Bernard Ghanem",Poster,https://eccv.ecva.net/virtual/2024/poster/1299,
35,Dataset,Grounding DINO: Marrying DINO with Grounded Pre-Training for Open-Set Object Detection,"Shilong Liu, Zhaoyang Zeng, Tianhe Ren, Feng Li, Hao Zhang, Jie Yang, Qing Jiang, Chunyuan Li, Jianwei Yang, Hang Su, Jun Zhu, Lei Zhang",Poster,https://eccv.ecva.net/virtual/2024/poster/395,
36,Dataset,SignAvatars: A Large-scale 3D Sign Language Holistic Motion Dataset and Benchmark,"Zhengdi Yu, Shaoli Huang, yongkang cheng, Tolga Birdal",Poster,https://eccv.ecva.net/virtual/2024/poster/350,
37,Dataset,AMEGO: Active Memory from long EGOcentric videos,"Gabriele Goletto, Tushar Nagarajan, Giuseppe Averta, Dima Damen",Poster,https://eccv.ecva.net/virtual/2024/poster/1832,
38,Dataset,VFusion3D: Learning Scalable 3D Generative Models from Video Diffusion Models,"Junlin Han, Filippos Kokkinos, Philip Torr",Poster,https://eccv.ecva.net/virtual/2024/poster/921,
39,Dataset,Rethinking Video-Text Understanding: Retrieval from Counterfactually Augmented Data,"Wufei Ma, Kai Li, Zhongshi Jiang, Moustafa Meshry, Qihao Liu, Huiyu Wang, Christian Haene, Alan Yuille",Poster,https://eccv.ecva.net/virtual/2024/poster/731,
40,Dataset,Risk-Aware Self-Consistent Imitation Learning for Trajectory Planning in Autonomous Driving,"Yixuan Fan, Ya-Li Li, Shengjin Wang",Poster,https://eccv.ecva.net/virtual/2024/poster/252,
41,Dataset,Eta Inversion: Designing an Optimal Eta Function for Diffusion-based Real Image Editing,"Wonjun Kang, Kevin Galim, Hyung Il Koo",Poster,https://eccv.ecva.net/virtual/2024/poster/1017,
42,Dataset,LayeredFlow: A Real-World Benchmark for Non-Lambertian Multi-Layer Optical Flow,"Hongyu Wen, Erich Liang, Jia Deng",Poster,https://eccv.ecva.net/virtual/2024/poster/647,
43,Dataset,Scaling Backwards: Minimal Synthetic Pre-training?,"Ryo Nakamura, Ryu Tadokoro, Ryosuke Yamada, Yuki M Asano, Iro Laina, Christian Rupprecht, Nakamasa Inoue, Rio Yokota, Hirokatsu Kataoka",Poster,https://eccv.ecva.net/virtual/2024/poster/818,
44,Dataset,DreamMover: Leveraging the Prior of Diffusion Models for Image Interpolation with Large Motion,"Liao Shen, Tianqi Liu, Huiqiang Sun, Xinyi Ye, Baopu Li, Jianming Zhang, Zhiguo Cao",Poster,https://eccv.ecva.net/virtual/2024/poster/660,
45,Dataset,Benchmarking Object Detectors with COCO: A New Path Forward,"Shweta Singh, Aayan Yadav, Jitesh Jain, Humphrey Shi, Justin Johnson, Karan Desai",Poster,https://eccv.ecva.net/virtual/2024/poster/1898,
46,Dataset,NL2Contact: Natural Language Guided 3D Hand-Object Contact Modeling with Diffusion Model,"Zhongqun Zhang, Hengfei Wang, Ziwei Yu, Yihua Cheng, Angela Yao, Hyung Jin Chang",Oral,https://eccv.ecva.net/virtual/2024/oral/1274,
47,Dataset,AttentionHand: Text-driven Controllable Hand Image Generation for 3D Hand Reconstruction in the Wild,"Junho Park, Kyeongbo Kong, Suk-Ju Kang",Oral,https://eccv.ecva.net/virtual/2024/oral/1276,
48,Dataset,AddBiomechanics Dataset: Capturing the Physics of Human Motion at Scale,"Keenon Werling, Janelle M Kaneda, Tian Tan, Rishi Agarwal, Six Skov, Tom Van Wouwe, Scott Uhlrich, Scott Delp, Karen Liu, Nicholas A Bianco, Carmichael Ong, Antoine Falisse, Shardul Sapkota, Aidan Jai Chandra, Joshua A Carter, Ezio Preatoni, Benjamin J Fregly, Jennifer Hicks",Poster,https://eccv.ecva.net/virtual/2024/poster/2452,
49,Dataset,HYPE: Hyperbolic Entailment Filtering for Underspecified Images and Texts,"Wonjae Kim, Sanghyuk Chun, Taekyung Kim, Dongyoon Han, Sangdoo Yun",Oral,https://eccv.ecva.net/virtual/2024/oral/2008,
50,Dataset,AID-AppEAL: Automatic Image Dataset and Algorithm for Content Appeal Enhancement and Assessment Labeling,"Sherry Chen, Yaron Vaxman, Elad Ben Baruch, David Asulin, Aviad Moreshet, Misha Sra, Pradeep Sen",Poster,https://eccv.ecva.net/virtual/2024/poster/1021,
51,Dataset,Occlusion-Aware Seamless Segmentation,"Yihong Cao, Jiaming Zhang, Hao Shi, Kunyu Peng, Yuhongxuan Zhang, Hui Zhang, Rainer Stiefelhagen, Kailun Yang",Poster,https://eccv.ecva.net/virtual/2024/poster/1072,
52,Dataset,WorldPose: A World Cup Dataset for Global 3D Human Pose Estimation,"Tianjian Jiang, Johsan Billingham, Sebastian Müksch, Juan J Zarate, Nicolas Evans, Martin R. Oswald, Marc Pollefeys, Otmar Hilliges, Manuel Kaufmann, Jie Song",Poster,https://eccv.ecva.net/virtual/2024/poster/1358,
53,Dataset,Language-Driven 6-DoF Grasp Detection Using Negative Prompt Guidance,"Tien Toan Nguyen, Minh Nhat Nhat Vu, Baoru Huang, An Dinh Vuong, Quan Vuong, Ngan Le, Thieu Vo, Anh Nguyen",Oral,https://eccv.ecva.net/virtual/2024/poster/1611,
54,Dataset,Dataset Enhancement with Instance-Level Augmentations,"Orest Kupyn, Christian Rupprecht",Oral,https://eccv.ecva.net/virtual/2024/oral/490,
55,Dataset,SphereHead: Stable 3D Full-head Synthesis with Spherical Tri-plane Representation,"Heyuan Li, Ce Chen, Tianhao Shi, Yuda Qiu, Sizhe An, Guanying Chen, XIAOGUANG HAN",Oral,https://eccv.ecva.net/virtual/2024/oral/532,
56,Dataset,LLMGA: Multimodal Large Language Model based Generation Assistant,"Bin Xia, Shiyin Wang, Yingfan Tao, Yitong Wang, Jiaya Jia",Oral,https://eccv.ecva.net/virtual/2024/oral/536,
57,Dataset,Free-Viewpoint Video of Outdoor Sports Using a Drone,Zhengdong Hong,Poster,https://eccv.ecva.net/virtual/2024/poster/623,
58,Dataset,Towards Model-Agnostic Dataset Condensation by Heterogeneous Models,"Jun-Yeong Moon, Jung Uk Kim, Gyeong-Moon Park",Oral,https://eccv.ecva.net/virtual/2024/oral/856,
59,Dataset,Distill Gold from Massive Ores: Bi-level Data Pruning towards Efficient Dataset Distillation,"YUE XU, Yong-Lu Li, Kaitong Cui, Ziyu Wang, Cewu Lu, Yu-Wing Tai, Chi-Keung Tang",Poster,https://eccv.ecva.net/virtual/2024/poster/469,
60,Dataset,Insect Identification in the Wild: The AMI Dataset,"Aditya Jain, Fagner Cunha, Michael J Bunsen, Juan Sebastián Cañas, Léonard Pasi, Nathan Pinoy, Flemming Helsing, JoAnne Russo, Marc S Botham, Michael Sabourin, Jonathan Fréchette, Alexandre Anctil, Yacksecari Lopez, Eduardo Navarro, Filonila Pérez, Ana C Zamora, Jose Alejandro Ramirez-Silva, Jonathan Gagnon, Tom A August, Kim Bjerge, Alba Gomez Segura, Marc Belisle, Yves Basset, Kent P McFarland, David B Roy, Toke T Høye, Maxim Larrivee, David Rolnick",Oral,https://eccv.ecva.net/virtual/2024/oral/860,
61,Dataset,Towards Open-ended Visual Quality Comparison,"Haoning Wu, Hanwei Zhu, Zicheng Zhang, Erli Zhang, Chaofeng Chen, Liang Liao, Chunyi Li, Annan Wang, Wenxiu Sun, Qiong Yan, Xiaohong Liu, Guangtao Zhai, Shiqi Wang, Weisi Lin",Oral,https://eccv.ecva.net/virtual/2024/oral/862,
62,Dataset,CardiacNet: Learning to Reconstruct Abnormalities for Cardiac Disease Assessment from Echocardiogram Videos,"JIEWEN YANG, Yiqun Lin, Bin Pu, Jiarong GUO, Xiaowei Xu, Xiaomeng Li",Oral,https://eccv.ecva.net/virtual/2024/oral/876,
63,Dataset,PathMMU: A Massive Multimodal Expert-Level Benchmark for Understanding and Reasoning in Pathology,"YUXUAN SUN, Hao Wu, Chenglu Zhu, Sunyi Zheng, Qizi Chen, Kai Zhang, Yunlong Zhang, Dan Wan, Xiaoxiao Lan, Mengyue Zheng, Jingxiong Li, Xinheng Lyu, Tao Lin, Lin Yang",Oral,https://eccv.ecva.net/virtual/2024/oral/878,
64,Dataset,Self-Supervised Video Desmoking for Laparoscopic Surgery,"Renlong Wu, Zhilu Zhang, Shuohao Zhang, Longfei Gou, Haobin Chen, Yabin Zhang, Hao Chen, Wangmeng Zuo",Oral,https://eccv.ecva.net/virtual/2024/oral/997,
65,Dataset,Implicit Concept Removal of Diffusion Models,"Zhili LIU, Kai Chen, Yifan Zhang, Jianhua Han, Lanqing Hong, Hang Xu, ZHENGUO LI, Dit-Yan Yeung, James Kwok",Poster,https://eccv.ecva.net/virtual/2024/poster/1424,
66,Dataset,Getting it Right: Improving Spatial Consistency in Text-to-Image Models,"Agneet Chatterjee, Gabriela Ben Melech Stan, Estelle Guez Aflalo, Sayak Paul, Dhruba Ghosh, Tejas Gokhale, Ludwig Schmidt, Hanna Hajishirzi, Vasudev Lal, Chitta R Baral, Yezhou Yang",Poster,https://eccv.ecva.net/virtual/2024/poster/1502,
67,Dataset,SegPoint: Segment Any Point Cloud via Large Language Model,"Shuting He, Henghui Ding, Xudong Jiang, Bihan Wen",Poster,https://eccv.ecva.net/virtual/2024/poster/2226,
68,Dataset,The Fabrication of Reality and Fantasy: Scene Generation with LLM-Assisted Prompt Interpretation,"Yi Yao, Chan-Feng Hsu, Jhe-Hao Lin, Hongxia Xie, Terence Lin, Yi-Ning Huang, Hong-Han Shuai, Wen-Huang Cheng",Poster,https://eccv.ecva.net/virtual/2024/poster/1026,
69,Dataset,BLINK: Multimodal Large Language Models Can See but Not Perceive,"Xingyu Fu, Yushi Hu, Bangzheng Li, Yu Feng, Haoyu Wang, Xudong Lin, Dan Roth, Noah A Smith, Wei-Chiu Ma, Ranjay Krishna",Poster,https://eccv.ecva.net/virtual/2024/poster/2230,
70,Dataset,Multi-HMR: Multi-Person Whole-Body Human Mesh Recovery in a Single Shot,"Fabien Baradel, Thomas Lucas, Matthieu Armando, Salma Galaaoui, Romain Brégier, Philippe Weinzaepfel, Grégory Rogez",Poster,https://eccv.ecva.net/virtual/2024/poster/616,
71,Dataset,FreestyleRet: Retrieving Images from Style-Diversified Queries,"Hao Li, Yanhao Jia, Peng Jin, Zesen Cheng, Kehan Li, Jialu Sui, Chang Liu, Li Yuan",Poster,https://eccv.ecva.net/virtual/2024/poster/768,
72,Dataset,Raindrop Clarity: A Dual-Focused Dataset for Day and Night Raindrop Removal,"Yeying Jin, Xin Li, Jiadong Wang, Yan Zhan, Malu Zhang",Poster,https://eccv.ecva.net/virtual/2024/poster/2166,
73,Dataset,Leveraging Hierarchical Feature Sharing for Efficient Dataset Condensation,"Haizhong Zheng, Jiachen Sun, Shutong Wu, Bhavya Kailkhura, Zhuoqing Morley Mao, Chaowei Xiao, Prakash Atul",Poster,https://eccv.ecva.net/virtual/2024/poster/1946,
74,Dataset,SemTrack: A Large-scale Dataset for Semantic Tracking in the Wild,"Pengfei Wang, Xiaofei Hui, Jing Wu, Zile Yang, Kian Eng Ong, Xinge Zhao, Beijia Lu, Dezhao Huang, Evan Ling, Weiling Chen, Keng Teck, Minhoe Hur, Jun Liu",Poster,https://eccv.ecva.net/virtual/2024/poster/329,
75,Dataset,PointLLM: Empowering Large Language Models to Understand Point Clouds,"Runsen Xu, Xiaolong Wang, Tai Wang, Yilun Chen, Jiangmiao Pang, Dahua Lin",Oral,https://eccv.ecva.net/virtual/2024/poster/879,
76,Dataset,Omni6D: Large-Vocabulary 3D Object Dataset for Category-Level 6D Object Pose Estimation,"Mengchen Zhang, Tong Wu, Tai Wang, Tengfei Wang, Ziwei Liu, Dahua Lin",Poster,https://eccv.ecva.net/virtual/2024/poster/961,
77,Dataset,Spatially-Variant Degradation Model for Dataset-free Super-resolution,"ShaoJie Guo, Haofei Song, Qingli Li, Yan Wang",Poster,https://eccv.ecva.net/virtual/2024/poster/2532,
78,Dataset,VideoMamba: State Space Model for Efficient Video Understanding,"Kunchang Li, Xinhao Li, Yi Wang, Yinan He, Yali Wang, Limin Wang, Yu Qiao",Poster,https://eccv.ecva.net/virtual/2024/poster/341,
79,Dataset,Omniview-Tuning: Boosting Viewpoint Invariance of Vision-Language Pre-training Models,"Shouwei Ruan, Yinpeng Dong, Liu Hanqing, Yao Huang, Hang Su, Xingxing Wei",Oral,https://eccv.ecva.net/virtual/2024/poster/2013,
80,Dataset,Thermal3D-GS: Physics-induced 3D Gaussians for Thermal Infrared Novel-view Synthesis,"Qian Chen, Shihao Shu, Xiangzhi Bai",Poster,https://eccv.ecva.net/virtual/2024/poster/2023,
81,Dataset,Multi-Label Cluster Discrimination for Visual Representation Learning,"Xiang An, Kaicheng Yang, Xiangzi Dai, Ziyong Feng, Jiankang Deng",Poster,https://eccv.ecva.net/virtual/2024/poster/448,
82,Dataset,StyleTokenizer: Defining Image Style by a Single Instance for Controlling Diffusion Models,"Wen Li, Muyuan Fang, Cheng Zou, Biao Gong, Ruobing Zheng, Meng Wang, Jingdong Chen, Ming Yang",Poster,https://eccv.ecva.net/virtual/2024/poster/1020,
83,Dataset,LiveHPS++: Robust and Coherent Motion Capture in Dynamic Free Environment,"Yiming Ren, Xiao Han, Yichen Yao, Xiaoxiao Long, Yujing Sun, Yuexin Ma",Oral,https://eccv.ecva.net/virtual/2024/poster/1263,
84,Dataset,Optimizing Diffusion Models for Joint Trajectory Prediction and Controllable Generation,"Yixiao Wang, Chen Tang, Lingfeng Sun, Simone Rossi, Yichen Xie, Chensheng Peng, Thomas Hannagan, Stefano Sabatini, Nicola Poerio, Masayoshi TOMIZUKA, Wei Zhan",Poster,https://eccv.ecva.net/virtual/2024/poster/2476,
85,Dataset,VideoClusterNet: Self-Supervised and Adaptive Face Clustering for Videos,"Devesh Bilwakumar Walawalkar, Pablo Garrido",Poster,https://eccv.ecva.net/virtual/2024/poster/1813,
86,Dataset,GiT: Towards Generalist Vision Transformer through Universal Language Interface,"Haiyang Wang, Hao Tang, Li Jiang, Shaoshuai Shi, Muhammad Ferjad Naeem, Hongsheng LI, Bernt Schiele, Liwei Wang",Oral,https://eccv.ecva.net/virtual/2024/poster/2011,
87,Dataset,The All-Seeing Project V2: Towards General Relation Comprehension of the Open World,"Weiyun Wang Weiyun, yiming ren, Haowen Luo, Tiantong Li, Chenxiang Yan, Zhe Chen, Wenhai Wang, Qingyun Li, Lewei Lu, Xizhou Zhu, Yu Qiao, Jifeng Dai",Poster,https://eccv.ecva.net/virtual/2024/poster/1493,
88,Dataset,LiteSAM is Actually what you Need for segment Everything,"Jianhai Fu, Yuanjie Yu, Ningchuan Li, Yi Zhang, Qichao Chen, Jianping Xiong, Jun Yin, Zhiyu Xiang",Poster,https://eccv.ecva.net/virtual/2024/poster/2258,
89,Dataset,H-V2X: A Large Scale Highway Dataset for BEV Perception,"Chang Liu, MingXu zhu, Cong Ma",Oral,https://eccv.ecva.net/virtual/2024/poster/126,
90,Dataset,E3V-K5: An Authentic Benchmark for Redefining Video-Based Energy Expenditure Estimation,"Shengxuming Zhang, Lei Jin, Yifan Wang, Xinyu Wang, Xu Wen, Zunlei Feng, Mingli Song",Poster,https://eccv.ecva.net/virtual/2024/poster/386,
91,Dataset,InstructIR: High-Quality Image Restoration Following Human Instructions,"Marcos Conde, Gregor Geigle, Radu Timofte",Poster,https://eccv.ecva.net/virtual/2024/poster/1433,
92,Dataset,PACE: Pose Annotations in Cluttered Environments,"Yang You, kai xiong, Zhening Yang, Zhengxiang Huang, Junwei Zhou, Ruoxi Shi, Zhou FANG, Adam Harley, Leonidas Guibas, Cewu Lu",Poster,https://eccv.ecva.net/virtual/2024/poster/2448,
93,Dataset,InfMAE: A Foundation Model in The Infrared Modality,"Fangcen liu, Chenqiang Gao, Yaming Zhang, Junjie Guo, Jinghao Wang, Deyu Meng",Poster,https://eccv.ecva.net/virtual/2024/poster/1160,
94,Dataset,Urban Waterlogging Detection: A Challenging Benchmark and Large-Small Model Co-Adapter,"Suqi Song, Chenxu Zhang, Peng Zhang, Pengkun Li, Fenglong Song, Lei Zhang",Poster,https://eccv.ecva.net/virtual/2024/poster/800,
95,Dataset,CMTA: Cross-Modal Temporal Alignment for Event-guided Video Deblurring,"Taewoo Kim, Hoonhee Cho, Kuk-Jin Yoon",Poster,https://eccv.ecva.net/virtual/2024/poster/259,
96,Dataset,EgoPet: Egomotion and Interaction Data from an Animal's Perspective,"Amir Bar, Arya Bakhtiar, Danny L Tran, Antonio Loquercio, Jathushan Rajasegaran, yann lecun, Amir Globerson, Trevor Darrell",Poster,https://eccv.ecva.net/virtual/2024/poster/2104,
97,Dataset,LLM as Dataset Analyst: Subpopulation Structure Discovery with Large Language Model,"Yulin Luo, Ruichuan An, Bocheng Zou, Yiming Tang, Jiaming Liu, Shanghang Zhang",Poster,https://eccv.ecva.net/virtual/2024/poster/2242,
98,Dataset,HandDGP: Camera-Space Hand Mesh Prediction with Differentiable Global Positioning,"Eugene Valassakis, Guillermo Garcia-Hernando",Poster,https://eccv.ecva.net/virtual/2024/poster/2088,
99,Dataset,Towards High-Quality 3D Motion Transfer with Realistic Apparel Animation,"Rong Wang, Wei Mao, Changsheng Lu, HONGDONG LI",Poster,https://eccv.ecva.net/virtual/2024/poster/936,
100,Dataset,ReALFRED: An Embodied Instruction Following Benchmark in Photo-Realistic Environments,"Taewoong Kim, Cheolhong Min, Byeonghwi Kim, Jinyeon Kim, Wonje Jeung, Jonghyun Choi",Poster,https://eccv.ecva.net/virtual/2024/poster/2589,
101,Dataset,Audio-Synchronized Visual Animation,"Lin Zhang, Shentong Mo, Yijing Zhang, Pedro Morgado",Oral,https://eccv.ecva.net/virtual/2024/poster/1399,
102,Dataset,Reason2Drive: Towards Interpretable and Chain-based Reasoning for Autonomous Driving,"Ming Nie, Renyuan Peng, Chunwei Wang, Xinyue Cai, Jianhua Han, Hang Xu, Li Zhang",Poster,https://eccv.ecva.net/virtual/2024/poster/2587,
103,Dataset,Benchmarks and Challenges in Pose Estimation for Egocentric Hand Interactions with Objects,"Zicong Fan, Takehiko Ohkawa, Linlin Yang, NIE LIN, Zhishan Zhou, Shihao Zhou, Jiajun Liang, Zhong Gao, Xuanyang Zhang, Xue Zhang, Fei Li, Liu Zheng, Feng Lu, Karim Abou Zeid, Bastain Leibe, Jeongwan On, Seungryul Baek, Aditya Prakash, Saurabh Gupta, Kun He, Yoichi Sato, Otmar Hilliges, Hyung Jin Chang, Angela Yao",Poster,https://eccv.ecva.net/virtual/2024/poster/2451,
104,Dataset,RoScenes: A Large-scale Multi-view 3D Dataset for Roadside Perception,"Xiaosu Zhu, Hualian Sheng, Sijia Cai, Bing Deng, Shaopeng Yang, Qiao Liang, Ken Chen, Lianli Gao, Jingkuan Song, Jieping Ye",Poster,https://eccv.ecva.net/virtual/2024/poster/637,
105,Dataset,Tree-D Fusion: Simulation-Ready Tree Dataset from Single Images with Diffusion Priors,"Jae Joong Lee, Bosheng Li, Sara Beery, Jonathan Huang, Songlin Fei, Raymond Yeh, Bedrich Benes",Poster,https://eccv.ecva.net/virtual/2024/poster/2426,
