No,Type,Title,Authors,Track,Issue,Paper_Link,PDF_Link
14,Dataset,EyEar: Learning Audio Synchronized Human Gaze Trajectory Based on Physics-Informed Dynamics,"Xiaochuan Liu, Xin Cheng, Yuchong Sun, Xiaoxue Wu, Ruihua Song, Hao Sun, Denghao Zhang",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32133,https://ojs.aaai.org/index.php/AAAI/article/view/32133/34288
15,Dataset,Multimodal Fine-Grained Apparent Personality Trait Recognition: Joint Modeling of Big Five and Questionnaire Item-level Scores,"Ryo Masumura, Shota Orihashi, Mana Ihori, Tomohiro Tanaka, Naoki Makishima, Satoshi Suzuki, Saki Mizuno, Nobukatsu Hojo",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32136,https://ojs.aaai.org/index.php/AAAI/article/view/32136/34291
16,Dataset,MuMA-ToM: Multi-modal Multi-Agent Theory of Mind,"Haojun Shi, Suyu Ye, Xinyu Fang, Chuanyang Jin, Leyla Isik, Yen-Ling Kuo, Tianmin Shu",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32142,https://ojs.aaai.org/index.php/AAAI/article/view/32142/34297
17,Dataset,ToMATO: Verbalizing the Mental States of Role-Playing LLMs for Benchmarking Theory of Mind,"Kazutoshi Shinoda, Nobukatsu Hojo, Kyosuke Nishida, Saki Mizuno, Keita Suzuki, Ryo Masumura, Hiroaki Sugiyama, Kuniko Saito",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32143,https://ojs.aaai.org/index.php/AAAI/article/view/32143/34298
18,Dataset,Pose as a Modality: A Psychology-Inspired Network for Personality Recognition with a New Multimodal Dataset,"Bin Tang, Ke-Qi Pan, Miao Zheng, Ning Zhou, Jia-Lu Sui, Dandan Zhu, Cheng-Long Deng, Shu-Guang Kuai",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32145,https://ojs.aaai.org/index.php/AAAI/article/view/32145/34300
19,Dataset,Bridge Then Begin Anew: Generating Target-Relevant Intermediate Model for Source-Free Visual Emotion Adaptation,"Jiankun Zhu, Sicheng Zhao, Jing Jiang, Wenbo Tang, Zhaopan Xu, Tingting Han, Pengfei Xu, Hongxun Yao",AAAI Technical Track on Cognitive Modeling & Cognitive Systems,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32160,https://ojs.aaai.org/index.php/AAAI/article/view/32160/34315
20,Dataset,EMPLACE: Self-Supervised Urban Scene Change Detection,"Tim Alpherts, Sennay Ghebreab, Nanne van Noord",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32167,https://ojs.aaai.org/index.php/AAAI/article/view/32167/34322
21,Dataset,Multi-View Pedestrian Occupancy Prediction with a Novel Synthetic Dataset,"Sithu Aung, Min-Cheol Sagong, Junghyun Cho",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32172,https://ojs.aaai.org/index.php/AAAI/article/view/32172/34327
22,Dataset,MotionCraft: Crafting Whole-Body Motion with Plug-and-Play Multimodal Controls,"Yuxuan Bian, Ailing Zeng, Xuan Ju, Xian Liu, Zhaoyang Zhang, Wei Liu, Qiang Xu",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32183,https://ojs.aaai.org/index.php/AAAI/article/view/32183/34338
23,Dataset,Object-level Geometric Structure Preserving for Natural Image Stitching,"Wenxiao Cai, Wankou Yang",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32188,https://ojs.aaai.org/index.php/AAAI/article/view/32188/34343
24,Dataset,MaskPrompt: Open-Vocabulary Affordance Segmentation with Object Shape Mask Prompts,"Dongpan Chen, Dehui Kong, Jinghua Li, Baocai Yin",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32200,https://ojs.aaai.org/index.php/AAAI/article/view/32200/34355
25,Dataset,Causal-Inspired Multitask Learning for Video-Based Human Pose Estimation,"Haipeng Chen, Sifan Wu, Zhigang Wang, Yifang Yin, Yingying Jiao, Yingda Lyu, Zhenguang Liu",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32202,https://ojs.aaai.org/index.php/AAAI/article/view/32202/34357
26,Dataset,Grounded Multi-Hop VideoQA in Long-Form Egocentric Videos,"Qirui Chen, Shangzhe Di, Weidi Xie",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32214,https://ojs.aaai.org/index.php/AAAI/article/view/32214/34369
27,Dataset,Cross-View Referring Multi-Object Tracking,"Sijia Chen, En Yu, Wenbing Tao",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32219,https://ojs.aaai.org/index.php/AAAI/article/view/32219/34374
28,Dataset,Ultra-High-Definition Dynamic Multi-Exposure Image Fusion via Infinite Pixel Learning,"Xingchi Chen, Zhuoran Zheng, Xuerui Li, Yuying Chen, Shu Wang, Wenqi Ren",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32224,https://ojs.aaai.org/index.php/AAAI/article/view/32224/34379
29,Dataset,GIM: A Million-scale Benchmark for Generative Image Manipulation Detection and Localization,"Yirui Chen, Xudong Huang, Quan Zhang, Wei Li, Mingjian Zhu, Qiangyu Yan, Simiao Li, Hanting Chen, Hailin Hu, Jie Yang, Wei Liu, Jie Hu",AAAI Technical Track on Computer Vision I,Vol. 39 No. 2: AAAI-25 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/article/view/32231,https://ojs.aaai.org/index.php/AAAI/article/view/32231/34386
30,Dataset,SVGBuilder: Component-Based Colored SVG Generation with Text-Guided Autoregressive Transformers,"Zehao Chen, Rong Pan",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32236,https://ojs.aaai.org/index.php/AAAI/article/view/32236/34391
31,Dataset,3DPGS: 3D Probabilistic Graph Search for Archaeological Piece Grouping,"Junfeng Cheng, Yingkai Yang, Tania Stathaki",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32246,https://ojs.aaai.org/index.php/AAAI/article/view/32246/34401
32,Dataset,SIDL: A Real-World Dataset for Restoring Smartphone Images with Dirty Lenses,"Sooyoung Choi, Sungyong Park, Heewon Kim",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32257,https://ojs.aaai.org/index.php/AAAI/article/view/32257/34412
33,Dataset,AttackBench: Evaluating Gradient-based Attacks for Adversarial Examples,"Antonio Emanuele Cinà, Jérôme Rony, Maura Pintor, Luca Demetrio, Ambra Demontis, Battista Biggio, Ismail Ben Ayed, Fabio Roli",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32263,https://ojs.aaai.org/index.php/AAAI/article/view/32263/34418
34,Dataset,Muses: 3D-Controllable Image Generation via Multi-Modal Agent Collaboration,"Yanbo Ding, Shaobin Zhuang, Kunchang Li, Zhengrong Yue, Yu Qiao, Yali Wang",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32280,https://ojs.aaai.org/index.php/AAAI/article/view/32280/34435
35,Dataset,HybridReg: Robust 3D Point Cloud Registration with Hybrid Motions,"Keyu Du, Hao Xu, Haipeng Li, Hong Qu, Chi-Wing Fu, Shuaicheng Liu",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32284,https://ojs.aaai.org/index.php/AAAI/article/view/32284/34439
36,Dataset,Out of Length Text Recognition with Sub-String Matching,"Yongkun Du, Zhineng Chen, Caiyan Jia, Xieping Gao, Yu-Gang Jiang",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32285,https://ojs.aaai.org/index.php/AAAI/article/view/32285/34440
37,Dataset,EMHI: A Multimodal Egocentric Human Motion Dataset with HMD and Body-Worn IMUs,"Zhen Fan, Peng Dai, Zhuo Su, Xu Gao, Zheng Lv, Jiarui Zhang, Tianyuan Du, Guidong Wang, Yang Zhang",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32294,https://ojs.aaai.org/index.php/AAAI/article/view/32294/34449
38,Dataset,Guided Real Image Dehazing Using YCbCr Color Space,"Wenxuan Fang, Junkai Fan, Yu Zheng, Jiangwei Weng, Ying Tai, Jun Li",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32297,https://ojs.aaai.org/index.php/AAAI/article/view/32297/34452
39,Dataset,MFL-Owner: Ownership Protection for Multi-modal Federated Learning via Orthogonal Transform Watermark,"Keke Gai, Dongjue Wang, Jing Yu, Mohan Wang, Liehuang Zhu, Qi Wu",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32313,https://ojs.aaai.org/index.php/AAAI/article/view/32313/34468
40,Dataset,Domain Generalized Medical Landmark Detection via Robust Boundary-Aware Pre-Training,"Haifan Gong, Yu Lu, Xiang Wan, Haofeng Li",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32323,https://ojs.aaai.org/index.php/AAAI/article/view/32323/34478
41,Dataset,Efficient Connectivity-Preserving Instance Segmentation with Supervoxel-Based Loss Function,"Anna Grim, Jayaram Chandrashekar, Uygar Sümbül",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32326,https://ojs.aaai.org/index.php/AAAI/article/view/32326/34481
42,Dataset,Surgical Workflow Recognition and Blocking Effectiveness Detection in Laparoscopic Liver Resection with Pringle Maneuver,"Diandian Guo, Weixin Si, Zhixi Li, Jialun Pei, Pheng-Ann Heng",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32332,https://ojs.aaai.org/index.php/AAAI/article/view/32332/34487
43,Dataset,"Towards a Comprehensive, Efficient and Promptable Anatomic Structure Segmentation Model Using 3D Whole-Body CT Scans","Heng Guo, Jianfeng Zhang, Jiaxing Huang, Tony C. W. Mok, Dazhou Guo, Ke Yan, Le Lu, Dakai Jin, Minfeng Xu",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32335,https://ojs.aaai.org/index.php/AAAI/article/view/32335/34490
44,Dataset,DME-Driver: Integrating Human Decision Logic and 3D Scene Perception in Autonomous Driving,"Wencheng Han, Dongqian Guo, Cheng-Zhong Xu, Jianbing Shen",AAAI Technical Track on Computer Vision II,Vol. 39 No. 3: AAAI-25 Technical Tracks 3,https://ojs.aaai.org/index.php/AAAI/article/view/32346,https://ojs.aaai.org/index.php/AAAI/article/view/32346/34501
45,Dataset,WildFake: A Large-Scale and Hierarchical Dataset for AI-Generated Images Detection,"Yan Hong, Jianming Feng, Haoxing Chen, Jun Lan, Huijia Zhu, Weiqiang Wang, Jianfu Zhang",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32363,https://ojs.aaai.org/index.php/AAAI/article/view/32363/34518
46,Dataset,Training-and-Prompt-Free General Painterly Harmonization via Zero-Shot Disentenglement on Style and Content References,"Teng-Fang Hsiao, Bo-Kai Ruan, Hong-Han Shuai",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32368,https://ojs.aaai.org/index.php/AAAI/article/view/32368/34523
47,Dataset,Motion Decoupled 3D Gaussian Splatting for Dynamic Object Representation,"Xiao Hu, Libo Long, Jochen Lang",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32373,https://ojs.aaai.org/index.php/AAAI/article/view/32373/34528
48,Dataset,V2Xum-LLM: Cross-Modal Video Summarization with Temporal Prompt Instruction Tuning,"Hang Hua, Yunlong Tang, Chenliang Xu, Jiebo Luo",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32374,https://ojs.aaai.org/index.php/AAAI/article/view/32374/34529
49,Dataset,Identity-Text Video Corpus Grounding,"Bin Huang, Xin Wang, Hong Chen, Houlun Chen, Yaofei Wu, Wenwu Zhu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32375,https://ojs.aaai.org/index.php/AAAI/article/view/32375/34530
50,Dataset,EvoChart: A Benchmark and a Self-Training Approach Towards Real-World Chart Understanding,"Muye Huang, Han Lai, Xinyu Zhang, Wenjun Wu, Jie Ma, Lingling Zhang, Jun Liu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32383,https://ojs.aaai.org/index.php/AAAI/article/view/32383/34538
51,Dataset,Towards a Multimodal Large Language Model with Pixel-Level Insight for Biomedicine,"Xiaoshuang Huang, Lingdong Shen, Jia Liu, Fangxin Shang, Hongxiang Li, Haifeng Huang, Yehui Yang",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32394,https://ojs.aaai.org/index.php/AAAI/article/view/32394/34549
52,Dataset,High-Resolution Frame Interpolation with Patch-based Cascaded Diffusion,"Junhwa Hur, Charles Herrmann, Saurabh Saxena, Janne Kontkanen, Wei-Sheng Lai, Yichang Shih, Michael Rubinstein, David J. Fleet, Deqing Sun",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32404,https://ojs.aaai.org/index.php/AAAI/article/view/32404/34559
53,Dataset,VG-TVP: Multimodal Procedural Planning via Visually Grounded Text-Video Prompting,"Muhammet Furkan Ilaslan, Ali Köksal, Kevin Qinghong Lin, Burak Satar, Mike Zheng Shou, Qianli Xu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32406,https://ojs.aaai.org/index.php/AAAI/article/view/32406/34561
54,Dataset,Game4Loc: A UAV Geo-Localization Benchmark from Game Data,"Yuxiang Ji, Boyong He, Zhuoyue Tan, Liaoni Wu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32409,https://ojs.aaai.org/index.php/AAAI/article/view/32409/34564
55,Dataset,ContextHOI: Spatial Context Learning for Human-Object Interaction Detection,"Mingda Jia, Liming Zhao, Ge Li, Yun Zheng",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32411,https://ojs.aaai.org/index.php/AAAI/article/view/32411/34566
56,Dataset,ARNet: Self-Supervised FG-SBIR with Unified Sample Feature Alignment and Multi-Scale Token Recycling,"Jianan Jiang, Hao Tang, Zhilin Jiang, Weiren Yu, Di Wu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32417,https://ojs.aaai.org/index.php/AAAI/article/view/32417/34572
57,Dataset,SpatioTemporal Learning for Human Pose Estimation in Sparsely-Labeled Videos,"Yingying Jiao, Zhigang Wang, Sifan Wu, Shaojing Fan, Zhenguang Liu, Zhuoyue Xu, Zheqi Wu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32429,https://ojs.aaai.org/index.php/AAAI/article/view/32429/34584
58,Dataset,Optimizing Human Pose Estimation Through Focused Human and Joint Regions,"Yingying Jiao, Zhigang Wang, Zhenguang Liu, Shaojing Fan, Sifan Wu, Zheqi Wu, Zhuoyue Xu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32430,https://ojs.aaai.org/index.php/AAAI/article/view/32430/34585
59,Dataset,Pedestrian Attribute Recognition: A New Benchmark Dataset and a Large Language Model Augmented Framework,"Jiandong Jin, Xiao Wang, Qian Zhu, Haiyang Wang, Chenglong Li",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32434,https://ojs.aaai.org/index.php/AAAI/article/view/32434/34589
60,Dataset,NeSyCoCo: A Neuro-Symbolic Concept Composer for Compositional Generalization,"Danial Kamali, Elham J. Barezi, Parisa Kordjamshidi",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32439,https://ojs.aaai.org/index.php/AAAI/article/view/32439/34594
61,Dataset,UniDet3D: Multi-dataset Indoor 3D Object Detection,"Maksim Kolodiazhnyi, Anna Vorontsova, Matvey Skripkin, Danila Rukhovich, Anton Konushin",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32459,https://ojs.aaai.org/index.php/AAAI/article/view/32459/34614
62,Dataset,MHBench: Demystifying Motion Hallucination in VideoLLMs,"Ming Kong, Xianzhou Zeng, Luyuan Chen, Yadong Li, Bo Yan, Qiang Zhu",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32463,https://ojs.aaai.org/index.php/AAAI/article/view/32463/34618
63,Dataset,A Unified Degradation-Robust Approach to SSL and UDA for 3D Medical Images,"Suruchi Kumari, Pravendra Singh",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32466,https://ojs.aaai.org/index.php/AAAI/article/view/32466/34621
64,Dataset,Progressive Multi-granular Alignments for Grounded Reasoning in Large Vision-Language Models,"Quang-Hung Le, Long Hoang Dang, Ngan Hoang Le, Truyen Tran, Thao Minh Le",AAAI Technical Track on Computer Vision III,Vol. 39 No. 4: AAAI-25 Technical Tracks 4,https://ojs.aaai.org/index.php/AAAI/article/view/32471,https://ojs.aaai.org/index.php/AAAI/article/view/32471/34626
65,Dataset,Bridging Knowledge Gap Between Image Inpainting and Large-Area Visible Watermark Removal,"Yicheng Leng, Chaowei Fang, Junye Chen, Yixiang Fang, Sheng Li, Guanbin Li",AAAI Technical Track on Computer Vision IV,Vol. 39 No. 5: AAAI-25 Technical Tracks 5,https://ojs.aaai.org/index.php/AAAI/article/view/32484,https://ojs.aaai.org/index.php/AAAI/article/view/32484/34639
66,Dataset,Consistency of Compositional Generalization Across Multiple Levels,"Chuanhao Li, Zhen Li, Chenchen Jing, Xiaomeng Fan, Wenbo Ye, Yuwei Wu, Yunde Jia",AAAI Technical Track on Computer Vision IV,Vol. 39 No. 5: AAAI-25 Technical Tracks 5,https://ojs.aaai.org/index.php/AAAI/article/view/32492,https://ojs.aaai.org/index.php/AAAI/article/view/32492/34647
67,Dataset,HomeDiffusion: Zero-Shot Object Customization with Multi-View Representation Learning for Indoor Scenes,"Guoqiu Li, Jin Song, Yiyun Fei",AAAI Technical Track on Computer Vision IV,Vol. 39 No. 5: AAAI-25 Technical Tracks 5,https://ojs.aaai.org/index.php/AAAI/article/view/32496,https://ojs.aaai.org/index.php/AAAI/article/view/32496/34651
68,Dataset,M²RL-Net: Multi-View and Multi-Level Relation Learning Network for Weakly-Supervised Image Forgery Detection,"Jiafeng Li, Ying Wen, Lianghua He",AAAI Technical Track on Computer Vision IV,Vol. 39 No. 5: AAAI-25 Technical Tracks 5,https://ojs.aaai.org/index.php/AAAI/article/view/32501,https://ojs.aaai.org/index.php/AAAI/article/view/32501/34656
