BibKey,Title,Authors,Year,Venue,DOI,URL,CitedInPaper,Link,LinkType
tracedoc2026acl,TRACE: Traversal Retrieval-Augmented Chain of Evidence for Document Understanding,Liqi He and Zuchao Li and Hao Huang and Ping Wang,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.445/,yes,https://aclanthology.org/2026.acl-long.445/,paper
alden2026acl,ALDEN: Reinforcement Learning for Active Navigation and Evidence Gathering in Long Documents,Tianyu Yang and Terry Ruas and Yijun Tian and Jan Philip Wahle and Daniel Kurzawe and Bela Gipp,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.611/,yes,https://aclanthology.org/2026.acl-long.611/,paper
mdocragrl2026acl,MDocRAG-RL: Empowering Multi-Modal Document RAG via Complex Visual Reasoning with Reinforcement Learning,Zhongyu Wang,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.420/,yes,https://aclanthology.org/2026.findings-acl.420/,paper
mmdocr12026acl,MM-Doc-R1: Training Agents for Long Document Visual Question Answering through Multi-turn Reinforcement Learning,Jiahang Lin and Kai Hu and Binghai Wang and Yuhao Zhou and Zhiheng Xi and Honglin Guo and Shichun Liu and Junzhe Wang and Shihan Dou and Enyu Zhou and Hang Yan and Zhenhua Han and Tao Gui and Qi Zhang and Xuanjing Huang,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.1488/,yes,https://aclanthology.org/2026.findings-acl.1488/,paper
docvstar2026acl,Doc-V*: Coarse-to-Fine Interactive Visual Reasoning for Multi-Page Document VQA,Yuanlei Zheng and Pei Fu and Hang Li and Ziyang Wang and Yuyi Zhang and Wenyu Ruan and Xiaojin Zhang and Zhongyu Wei and Zhenbo Luo and Jian Luan and Wei Chen and Xiang Bai,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.2129/,yes,https://aclanthology.org/2026.acl-long.2129/,paper
realmmrag2025acl,REAL-MM-RAG: A Real-World Multi-Modal Retrieval Benchmark,Navve Wasserman and Roi Pony and Oshri Naparstek and Adi Raz Goldfarb and Eli Schwartz and Udi Barzelay and Leonid Karlinsky,2025,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2025.acl-long.1528/,,https://aclanthology.org/2025.acl-long.1528/,paper
dochaystack2025cvpr,Document Haystacks: Vision-Language Reasoning Over Piles of 1000+ Documents,Jun Chen and Dannong Xu and Junjie Fei and Chun-Mei Feng and Mohamed Elhoseiny,2025,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_Document_Haystacks__Vision-Language_Reasoning_Over_Piles_of_1000_Documents_CVPR_2025_paper.html,,https://openaccess.thecvf.com/content/CVPR2025/html/Chen_Document_Haystacks__Vision-Language_Reasoning_Over_Piles_of_1000_Documents_CVPR_2025_paper.html,paper
bigdocs2025iclr,BigDocs: An Open Dataset for Training Multimodal Models on Document and Code Tasks,Juan A. Rodriguez and Xiangru Jian and Siba Smarak Panigrahi and Tianyu Zhang and Aarash Feizi and Abhay Puri and Akshay Suresh and François Savard and Ahmed Masry and Shravan Nayak and Rabiul Awal and Mahsa Massoud and Amirhossein Abaskohi and Zichao Li and Suyuchen Wang and Pierre-André Noël and Mats L. Richter and Saverio Vadacchino and Shubham Agarwal and Sanket Biswas and Sara Shanian and Ying Zhang and Sathwik Tejaswi Madhusudhan and Joao Monteiro and Krishnamurthy Dvijotham and Torsten Scholak and Nicolas Chapados and Sepideh Kharaghani and Sean Hughes and M. Tamer Özsu and Siva Reddy and Marco Pedersoli and Yoshua Bengio and Christopher Pal and Issam Laradji and Spandana Gella and Perouz Taslakian and David Vazquez and Sai Rajeswar,2025,Proc. Int. Conf. Learning Representations (ICLR),,https://openreview.net/forum?id=b1ivBPLb1n,,https://openreview.net/forum?id=b1ivBPLb1n,paper
mragbench2025iclr,MRAG-Bench: Vision-Centric Evaluation for Retrieval-Augmented Multimodal Models,Wenbo Hu and Jia-Chen Gu and Zi-Yi Dou and Mohsen Fayyaz and Pan Lu and Kai-Wei Chang and Nanyun (Violet) Peng,2025,Proc. Int. Conf. Learning Representations (ICLR),,https://openreview.net/forum?id=Usklli4gMc,,https://openreview.net/forum?id=Usklli4gMc,paper
ccocr2025iccv,CC-OCR: A Comprehensive and Challenging OCR Benchmark for Evaluating Large Multimodal Models in Literacy,Zhibo Yang and Jun Tang and Zhaohai Li and Pengfei Wang and Jianqiang Wan and Humen Zhong and Xuejing Liu and Mingkun Yang and Peng Wang and Shuai Bai and Lianwen Jin and Junyang Lin,2025,Proc. IEEE/CVF Int. Conf. Comput. Vis. (ICCV),,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_CC-OCR_A_Comprehensive_and_Challenging_OCR_Benchmark_for_Evaluating_Large_ICCV_2025_paper.html,,https://openaccess.thecvf.com/content/ICCV2025/html/Yang_CC-OCR_A_Comprehensive_and_Challenging_OCR_Benchmark_for_Evaluating_Large_ICCV_2025_paper.html,paper
mlongdoc2025emnlp,M-LongDoc: A Benchmark For Multimodal Super-Long Document Understanding And A Retrieval-Aware Tuning Framework,Yew Ken Chia and Liying Cheng and Hou Pong Chan and Maojia Song and Chaoqun Liu and Mahani Aljunied and Soujanya Poria and Lidong Bing,2025,Proc. Conf. Empirical Methods Natural Language Process. (EMNLP),,https://aclanthology.org/2025.emnlp-main.469/,,https://aclanthology.org/2025.emnlp-main.469/,paper
docmmir2025emnlp,DocMMIR: A Framework for Document Multi-modal Information Retrieval,Zirui Li and Siwei Wu and Yizhi Li and Xingyu Wang and Yi Zhou and Chenghua Lin,2025,Proc. Conf. Empirical Methods Natural Language Process. (EMNLP),,https://aclanthology.org/2025.findings-emnlp.705/,,https://aclanthology.org/2025.findings-emnlp.705/,paper
chartmrag2026acl,Chart-MRAG: Benchmarking Multimodal Retrieval Augmented Generation on Chart-based Documents,Ymyang and Jiang Zhong and Li Jin and Xiao Sun and Jingwang Huang and Gaojinpeng and Qing Liu and Yang Bai and Jingyuan Zhang and Rui Jiang and Qin Lei and Kaiwen Wei,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.1164/,,https://aclanthology.org/2026.acl-long.1164/,paper
finmragbench2026acl,FinMRAGBench: A Realistic and Complex Benchmark for Multi-Modal RAG in Financial Document Analysis,Shouqing Yang and Qi Zhang and Yuhang Yang and Ruikang Xu and Yuwei Hou and Zhulin Jia and Lirong Gao and Haobo Wang and Jinglei Chen and Jiexiang Wang and Sheng Guo and Bo Zheng and Gang Chen,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.187/,,https://aclanthology.org/2026.findings-acl.187/,paper
paperscope2026acl,PaperScope: A Multi-Modal Multi-Document Benchmark for Agentic Deep Research Across Massive Scientific Papers,Lei Xiong and Huaying Yuan and Zheng Liu and Zhao Cao and Zhicheng Dou,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.394/,,https://aclanthology.org/2026.findings-acl.394/,paper
scimdr2026acl,SciMDR: Advancing Scientific Multimodal Document Reasoning,Ziyu Chen and Yilun Zhao and Chengye Wang and Rilyn R. Han and Manasi Patwardhan and Arman Cohan,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.acl-long.2070/,,https://aclanthology.org/2026.acl-long.2070/,paper
docpp2026acl,Doc-PP: Document Policy Preservation Benchmark for Large Vision-Language Models,Haeun Jang and Hwan Chang and Hwanhee Lee,2026,Proc. Annu. Meeting Assoc. Comput. Linguistics (ACL),,https://aclanthology.org/2026.findings-acl.832/,,https://aclanthology.org/2026.findings-acl.832/,paper
t2ragbench2026eacl,T²-RAGBench: Text-and-Table Benchmark for Evaluating Retrieval-Augmented Generation,Jan Strich and Enes Kutay Isgorur and Maximilian Trescher and Chris Biemann and Martin Semmann,2026,Proc. Conf. Eur. Chapter Assoc. Comput. Linguistics (EACL),,https://aclanthology.org/2026.eacl-long.8/,,https://aclanthology.org/2026.eacl-long.8/,paper
ocrornot2026eacl,OCR or Not? Rethinking Document Information Extraction in the MLLMs Era with Real-World Large-Scale Datasets,Jiyuan Shen and Yuan Peiyue and Atin Ghosh and Yifan Mai and Daniel Dahlmeier,2026,Proc. Conf. Eur. Chapter Assoc. Comput. Linguistics (EACL),,https://aclanthology.org/2026.eacl-industry.28/,,https://aclanthology.org/2026.eacl-industry.28/,paper
docretriever2026kdd,DocRetriever: A Plug-and-Play Framework for Multimodal Document Retrieval with Comprehensive Benchmark,Ruofan Hu and Menghui Zhu and Jieming Zhu and Bo Chen and Shengyang Xu and Minjie Hong and Xiaoda Yang and Sashuai Zhou and Li Tang and Tao Jin and Zhou Zhao,2026,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3770855.3817680,https://doi.org/10.1145/3770855.3817680,,https://doi.org/10.1145/3770855.3817680,paper
cragmm2026kdd,CRAG-MM: Multi-modal Multi-turn Comprehensive RAG Benchmark,Jiaqi Wang and Xiao Yang and Kai Sun and Parth Suresh and Sanat Sharma and Adam Czyzewski and Derek Andersen and Surya Appini and Arkav Banerjee and Sajal Choudhary and Shervin Ghasemlou and Ziqiang Guan and Akil Iyer and Haidar Khan and Lingkun Kong and Yuanhang Luo and Tiffany Ma and Zhen Qiao and Tammy Stark and David Tran and Wenfang Xu and Skyler Yeatman and Chen Zhou and Gunveer Gujral and Yinglong Xia and Seungwhan Moon and Nicolas Scheffer and Nirav Shah and Eun Chang and Yue Liu and Florian Metze and Zhaleh Feizollahi and Andrea Jessee and Mangesh Pujari and Ahmed Aly and Babak Damavandi and Rakesh Wanga and Anuj Kumar and Rohit Patel and Wen-tau Yih and Xin Luna Dong,2026,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3770855.3817544,https://doi.org/10.1145/3770855.3817544,,https://doi.org/10.1145/3770855.3817544,paper
ravigbench2026kdd,RAViG-Bench: A Benchmark for Retrieval-Augmented Visually-Rich Generation with Multi-Modal Automated Evaluation,Qirui Hu and Shunlei Ning and Chong Bao and Guanyu Chen and Jiaotuan Wang and Wei Yang and Hao Chen and Xuepeng Jia and Wei Zhou and Guofeng Zhang,2026,Proc. ACM SIGKDD Conf. Knowledge Discovery and Data Mining (KDD),10.1145/3770855.3817479,https://doi.org/10.1145/3770855.3817479,,https://doi.org/10.1145/3770855.3817479,paper
dochop2026icml,DocHop: Benchmarking Out-of-domain Multi-hop Reasoning in Information-Dense Documents,Zhuoran Yu and Le T Nguyen and Jaden Park and Xinyi Gu and Zexue He and Soochahn Lee and Rogerio Feris and Yong Jae Lee,2026,Proc. Int. Conf. Mach. Learn. (ICML),,https://openreview.net/forum?id=PQFkScoGqz,,https://openreview.net/forum?id=PQFkScoGqz,paper
fixbeforesearch2026icml,Fix Before Search: Benchmarking Agentic Visual Query Pre-processing in Multimodal Retrieval-augmented Generation,Shenglai Zeng and Jiankun Zhang and Kai Guo and Xinnan Dai and Hui Liu and Jiliang Tang and Yi Chang,2026,Proc. Int. Conf. Mach. Learn. (ICML),,https://openreview.net/forum?id=c6KQjNRo1m,,https://openreview.net/forum?id=c6KQjNRo1m,paper
strategicnav2026icml,Strategic Navigation or Stochastic Search? How Agents and Humans Reason Over Document Collections,Lukasz Borchmann and Jordy Van Landeghem and Michał Turski and Shreyansh Padarha and Ryan Kearns and Adam Mahdi and Niels Rogge and Clémentine Fourrier and Siwei Han and Huaxiu Yao and Artemis Llabrés and Yiming Xu and Dimosthenis Karatzas and Hao Zhang and Anupam Datta,2026,Proc. Int. Conf. Mach. Learn. (ICML),,https://openreview.net/forum?id=ds3ZOevkwx,,https://openreview.net/forum?id=ds3ZOevkwx,paper
unidocrobust2026icml,Uni-DocRobust: Universal Plug-and-Play Robustness Enhancement for Multi-modal LLMs via Feature Restoration,Yuxuan Zhou and Baole Wei and Xingjian Hu and Haowei Chen and Yu Li and Xingyue Lin and Liangcai Gao and Zhi Tang,2026,Proc. Int. Conf. Mach. Learn. (ICML),,https://openreview.net/forum?id=ErZRlWv8kZ,,https://openreview.net/forum?id=ErZRlWv8kZ,paper
cmdr2026eccv,CMDR: Contextual Multimodal Document Retrieval,Ryota Tanaka and Taku Hasegawa and Kyosuke Nishida,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/5332,,https://eccv.ecva.net/virtual/2026/poster/5332,paper
docog2026eccv,DoCoG: Mask-based Multi-Type Grounded Chain-of-Thought for Document QA,Sai Madhusudan Gunda and Jyothi Jinka and Hrithik Sagar and Aryan Jain and Venkata Venna and Anirudh Srinivasan and SANTOSH RAVI KIRAN SARVADEVABHATLA,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/3695,,https://eccv.ecva.net/virtual/2026/poster/3695,paper
multihaystack2026eccv,"MultiHaystack: Benchmarking Multimodal Retrieval and Reasoning over 40K Images, Videos, and Documents",Dannong Xu and zhongyu yang and Jun Chen and Yingfang Yuan and Ming Hu and Lei Sun and Luc Van Gool and Danda Paudel and Chun-Mei Feng,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/3784,,https://eccv.ecva.net/virtual/2026/poster/3784,paper
real5omnidoc2026eccv,Real5-OmniDocBench: A Full-Scale Physical Reconstruction Benchmark for Robust Document Parsing in the Wild,Cheng Cui and Changda Zhou and Tingquan Gao and Xueqing Wang and ZIYUE GAO and Jing Tang and Yi Liu,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/5777,,https://eccv.ecva.net/virtual/2026/poster/5777,paper
bafco2026eccv,BaFCo: A Document Understanding Benchmark for Complex Bangla Form Comprehension,Abu Tyeb Azad and Ishita Apan and Fahim Ahmed and Sumaiya Karim Katha and Ezharuddin Jubaer and Armun Alam and Pranjal Nandi and Amin Ali and Aman Chadha and Md Mofijul Islam and A K M Mahbubur Rahman,2026,Proc. Eur. Conf. Comput. Vis. (ECCV),,https://eccv.ecva.net/virtual/2026/poster/5793,,https://eccv.ecva.net/virtual/2026/poster/5793,paper
m3grounder2026cvpr,M3Grounder: Mask-Based Multi-Span and Multi-Granular Grounding for Document QA,Venkata Kesav Venna and Sai Madhusudan Gunda and Jyothi Swaroopa Jinka and Hrithik Sagar Rachakonda and Anirudh Srinivasan and Ravi Kiran Sarvadevabhatla,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.html,,https://openaccess.thecvf.com/content/CVPR2026/html/Venna_M3Grounder_Mask-Based_Multi-Span_and_Multi-Granular_Grounding_for_Document_QA_CVPR_2026_paper.html,paper
vinqa2026cvpr,VinQA: Visual Elements Interleaved Long-form Answer Generation for Real-World Multimodal Document QA,Young Rok Jang and Hyesoo Kong and Kyunghwan An and Jae Sub Huh and Gyeonghun KIM and Stanley Jungkyu Choi,2026,Proc. IEEE/CVF Conf. Comput. Vis. Pattern Recognit. (CVPR),,https://openaccess.thecvf.com/content/CVPR2026/html/Jang_VinQA_Visual_Elements_Interleaved_Long-form_Answer_Generation_for_Real-World_Multimodal_CVPR_2026_paper.html,,https://openaccess.thecvf.com/content/CVPR2026/html/Jang_VinQA_Visual_Elements_Interleaved_Long-form_Answer_Generation_for_Real-World_Multimodal_CVPR_2026_paper.html,paper
boundingdocs2025ijdar,BoundingDocs: a Unified Dataset for Document Question Answering with Spatial Annotations,Simone Giovannini and Fabio Coppini and Andrea Gemelli and Simone Marinai,2025,Int. J. Document Analysis and Recognition (IJDAR),10.1007/s10032-025-00563-5,,,https://doi.org/10.1007/s10032-025-00563-5,paper
hwmlvqa2025ijdar,HW-MLVQA: a novel handwritten multilingual dataset for visual question answering and evaluation,Aniket Pal and Ajoy Mondal and C. V. Jawahar,2025,Int. J. Document Analysis and Recognition (IJDAR),10.1007/s10032-025-00560-8,,,https://doi.org/10.1007/s10032-025-00560-8,paper
indianpcl2026ijdar,IndianPCL: A Dataset for Multimodal Legal Document Understanding,Sagar Chakraborty and Neeraj Boddeda and Aditya Palakurty and Gaurav Harit and Saptarshi Ghosh,2026,Int. J. Document Analysis and Recognition (IJDAR),10.1007/s10032-026-00601-w,,,https://doi.org/10.1007/s10032-026-00601-w,paper
evifivqa2025icdar,EviFiVQA: A Benchmark for Evidence-Grounded Multi-hop Reasoning in Financial VQA,Sachin Raja and Ajoy Mondal and C. V. Jawahar,2025,Proc. Int. Conf. Document Analysis and Recognition (ICDAR),10.1007/978-3-032-04627-7_34,https://doi.org/10.1007/978-3-032-04627-7_34,,https://doi.org/10.1007/978-3-032-04627-7_34,paper
xie2026pdfwukong,PDF-WuKong: A Large Multimodal Model for Efficient Long PDF Reading with End-to-End Sparse Sampling,Xudong Xie and Hao Yan and Liang Yin and Yang Liu and Jing Ding and Minghui Liao and Yuliang Liu and Wei Chen and Xiang Bai,2026,Int. J. Comput. Vis.,10.1007/s11263-026-02860-w,,yes,https://doi.org/10.1007/s11263-026-02860-w,paper
